doc_id	paragraph_id	it-po
2678	23	Mimo wszystkich pochlebstw wobec Putina, Donald Trump w 2018 roku przeciwstawił się protokołowi dyplomatycznemu, publicznie wzywając Niemcy do polegania na Moskwie. „Niemcy, jeśli o mnie chodzi, są więźniami Rosji, ponieważ tak dużo energii czerpią z Rosji” – powiedział Trump. To skłoniło ówczesną kanclerz Niemiec, Angelę Merkel, powszechnie chwaloną w grzecznych kręgach jako ostatnia poważna przywódczyni Zachodu, do stwierdzenia, że ​​jej kraj „może prowadzić własną politykę i podejmować własne decyzje”.
2678	25	Rezultatem był najgorszy globalny kryzys energetyczny od 1973 r., który spowodował wzrost cen energii elektrycznej i benzyny na całym świecie. Zasadniczo jest to kryzys niedostatecznej podaży. Ale niedobór jest całkowicie sztuczny.
2678	27	Europejczycy – na czele z postaciami takimi jak Greta Thunberg i przywódcy Europejskiej Partii Zielonych, wspierani przez Amerykanów, takich jak John Kerry – wierzyli, że zdrowy związek z Ziemią wymaga ograniczonej ilości energii. Przechodząc na energię odnawialną, pokazaliby światu, jak żyć bez szkody dla planety. Ale to była chimera. Nie da się zasilić całej sieci elektroenergetycznej energią słoneczną i wiatrową, ponieważ słońce i wiatr są niestałe, a obecne akumulatory nie są nawet na tyle tanie, aby przechowywać duże ilości energii elektrycznej przez noc, a tym bardziej przez całe pory roku.
268	3	W 49. dniu obawa, że ​​wojna na Ukrainie przeciągnie się na lata, skłania niektórych do myślenia o konieczności lepszego dozbrajania armii Wołodymyra Zełenskiego. Po wsparciu Stanów Zjednoczonych i Wielkiej Brytanii mógł przybyć niemiecki. Annalena Baerbock, minister spraw zagranicznych, zgodziła się na prośbę Ukraińców tylko po to, by mieć do czynienia z Erichem Vadem. Były doradca polityczno-wojskowy Angeli Merkel, a także były generał brygady, powiedział, że jest temu całkowicie przeciwny. Vad mówi, że jest przekonany, że tego typu dostawy w Kijowie są potencjalnie „drogą do trzeciej wojny światowej”.
268	4	Sam Siergiej Ławrow, rosyjski minister spraw zagranicznych, ostrzegał Zachód, przypominając, że „ci, którzy napełniają Ukrainę bronią, sami odpowiadają za swoje czyny”. Ponadto, według byłego generała, skomplikowane systemy uzbrojenia, takie jak czołg Leopard czy bojowy wóz piechoty Marder, mogą być obsługiwane i używane tylko po intensywnym szkoleniu. „Robimy dużo retoryki na temat wojny – kontynuował zgodnie z tym, co przekazała telewizja Zdf-. Ale jak wszyscy wiemy, droga do piekła jest zawsze wybrukowana dobrymi chęciami. Jeśli nie chcemy trzeciej wojny światowej, prędzej czy później będziemy musieli wyjść z tej logiki militarnej eskalacji i rozpocząć negocjacje”.
2680	3	Kilka tygodni temu, po nieuprzejmości Erdogana (lub Michela?) wobec Ursuli Geltrud von der Leyen, nowy premier Mario Draghi nazwał tureckiego prezydenta „dyktatorem”. Gdyby zrobili to Giuseppe Conte lub Gigi Di Maio, moglibyśmy wymyślić gafę, jedną z wielu w ustach ludzi z niewielkim doświadczeniem i dużym zamieszaniem, jeśli chodzi o widoczność.
2680	5	Ale wraz z szybkim rozpadem Mario Draghiego i 5S sytuacja się zmieniła: nikt nie może uwierzyć, że były prezes Europejskiego Banku Centralnego naprawdę powierzył włoską politykę zagraniczną byłemu pijakowi Luigiemu Di Maio!
2680	7	Skąd więc tak mocne, a jednocześnie tak przemyślane słowo? Aby to zrozumieć, musimy cofnąć się o krok: zwycięstwo Bidena w amerykańskich wyborach oznaczało już koniec rządu Conte. Różni dziennikarze i przyjaciele polityczni dali mi to na pewno kilka miesięcy wcześniej: „Jeśli Biden wygra, to koniec dla Conte”.
2680	9	Skąd ta trafna prognoza? Trzeba pamiętać, że Conte spotkał się z publicznym aplauzem Trumpa (pamiętacie pozdrowienia dla „Giuseppiego”?), ale przede wszystkim, że były prezydent USA był zagorzałym izolacjonistą: skoncentrowany na amerykańskiej gospodarce i jej rywalizacji z Chinami, Trump wycofał się USA od klasycznych ciągłych interwencji amerykańskich w sprawy innych krajów, w tym Włoch.
2680	11	Z drugiej strony Biden realizuje inny plan: powrót amerykańskiego bohaterstwa na światową scenę, zgodnie z często agresywnym interwencjonizmem, typowym dla demów i republikańskiego skrzydła, które go otaczało (The Bushes, Mitt Romney, Liz Cheney…) .
2680	13	Stąd bomby Bidena na Syrię, publiczne obrażanie Putina, określanego jako „morderca” (z pewną odwagą, biorąc pod uwagę, że Biden był zwolennikiem amerykańskich wojen w Iraku…), a kilka dni temu poprawna ale prowokacyjne uznanie ludobójstwa Ormian przez Turków.
2680	15	Tutaj, aby zrozumieć, dlaczego Draghi nazwał Erdogana „dyktatorem”, wystarczy pomyśleć o tym: być może ktoś wierzy, że Biden niedawno uznał tragedię Ormian, sprzed wieku, z sympatii do tego narodu, lub dlatego, że pragnie historycznego prawda?
2680	17	Daj spokój. Historia to dziedzina, w której wyzysk jest niemal koniecznością dla wielu polityków. Jak łatwo się domyślić, Draghi pozwolił sobie na tak agresywny strzał w „dyktatora”, bo doskonale zdawał sobie sprawę z antytureckiej postawy swojego głównego sponsora, czyli USA. Oczywiście to nie Biden poszedł za Draghim w naciskaniu na Turków, ale Draghi przewidział, co zrobi Biden.
2680	19	Ale wróćmy na chwilę. Kto spowodował upadek Conte bis, powstrzymując Conte ter? Mateusz Renzi! To znaczy człowiek, który był bohaterem odwrócenia sojuszy pod koniec pierwszego rządu Conte, faworyzując w ten sposób Conte bis! Skąd ta zmiana z przodu?
2680	21	Połączmy fakty: Renzi był włoskim politykiem najbliższym administracji Obamy i samego Bidena. Sam dał to do zrozumienia kilkukrotnie, w dniach wyborów nowego prezydenta USA.
2680	23	Oto jesteśmy. Biden zostaje prezydentem, dzwoni do swojego przyjaciela Renziego i wyjaśnia mu, jak wygląda sytuacja: USA nie są już izolacjonistami i dlatego potrzebują Włoch, kraju, który z wielu powodów jest bardzo ważny dla amerykańskich interesów w Europie i basenie Morza Śródziemnego.
2680	25	Powołany Renzi podporządkowuje się i obala hrabiego, którego sam osadził na tronie, uniemożliwiając Salviniemu i Zingarettiemu pójście na wybory.
2680	27	Piłka jest teraz w rękach Mario Draghiego, proeuropejskiego tak, ale przede wszystkim atlantysty, byłego wiceprezesa i dyrektora zarządzającego Goldman Sachs.
2680	29	Draghi, dla nowej administracji, jest pewny: jest zaufanym człowiekiem, autorytatywnym po tak wielkim amatorstwie, nie idącym na kompromisy, jak Conte, z Chinami. Może również bardzo dobrze współpracować z Francją, aby powstrzymać niemiecką dominację w Europie. Nadmierna władza, której nie docenia Donald Trump, mimo że jest też pochodzenia niemieckiego, a której administracja Bidena też nie lubi.
2680	31	Aby lepiej zrozumieć, weźmy do ręki bardzo autorytatywny magazyn geopolityczny Limes. Numer z marca 2021 r., wydany przed atakiem Draghiego i Bidena na Turcję, nosi tytuł: „Po co nam Draghi?”.
2680	33	Wśród hostowanych esejów jest jeden, który jest dla nas interesujący. Tekst Fabrizio Agnochettiego, zatytułowany: „Keynesowski wiatr z Waszyngtonu ustawia Francję i Włochy przeciwko szaleństwom Niemiec”. Oto podtytuł: „USA nie tolerują już niemieckiej Europy, infiltrowanej przez Chiny. Antyliberalny zwrot Macrona i Draghiego wykorzystuje nowy kurs…”.
2680	35	Co się wtedy dzieje? UE zbudowana przez Niemcy, pierwszego partnera handlowego Chin, na własną miarę, użytek i konsumpcję, nie podoba się Amerykanom, za bardzo przypomina „Czwartą Rzeszę”.
2680	37	Teraz, gdy mandat Angeli Merkel dobiega końca i nie widać żadnych godnych jej niemieckich przywódców, Stany Zjednoczone dążą do tego, by Francja i Włochy stały się głównymi bohaterami.
2680	39	W szczególności Włochy, przez tradycję i słabość, mogą być najwierniejszym partnerem, amerykańskim przyczółkiem w Europie.
2680	41	Ale wróćmy do Turcji, z którą Niemcy utrzymują bardzo silne stosunki od czasów pierwszej wojny światowej i od której teraz proszą, za hojną rekompensatą ekonomiczną, o ograniczenie imigracji z Syrii: sojusznik Niemiec, zakończył na celowniku kolejno Macrona, Draghiego i wreszcie prezydenta Bidena.
2680	43	Być może czytelnik zauważył, że chamstwo Erdogana wobec Ursuli, wzmacniane przez niektórych (Włochy), zostało przez pewien czas zminimalizowane właśnie przez samą Ursulę i przez Niemcy!
2680	45	I teraz? Zobaczymy, czy mamy do czynienia z nowo odkrytym włoskim bohaterem, pod przykrywką USA, na Morzu Śródziemnym (gdzie szaleją Turcy, również dzięki szalonej wojnie libijskiej, której również chcą USA H. Clinton i nasz Napolitano), i, jednocześnie do nowego bohatera naszego kraju także w UE.
2681	3	Czekał tydzień, pozostawiając swoich współpracowników i członków rządu na odpowiedź. Ale wczoraj nie powstrzymał się i postanowił użyć ostrych słów przeciwko Mario Draghiemu, winnemu nazwania go „dyktatorem”. Prezydent Turcji Recep Tayyp Erdogan nie przebierał w słowach od szefa włoskiego rządu, co pokazuje, że stosunki dyplomatyczne między Rzymem a Ankarą wciąż są w kryzysie.
2681	5	„Wypowiedzi włoskiego premiera są całkowicie nieprzyzwoite i niegrzeczne” – powiedział prezydent Turcji podczas spotkania z młodzieżą w bibliotece w Ankarze. „Właśnie w okresie, w którym mamy nadzieję, że stosunki między Włochami a Turcją osiągną doskonały poziom, ten dżentelmen o nazwisku Draghi, wydając to oświadczenie, niestety wpłynął na nasze stosunki” – dodał. Ale to nie wystarczy: „Osiągnąłeś swoje stanowisko przez powołanie, z pewnością nie osiągnąłeś tego, gdzie jesteś przez wybory”, powiedział, prawie wskazując palcem. „Zanim będziesz mógł użyć tych słów w stosunku do Tayyipa Erdogana, powinieneś przede wszystkim mieć świadomość historii, ale rozumiemy, że jej nie masz. My, dzięki sile, którą dał nam naród, przejmując tę ​​wolę ludu, będziemy kontynuować naszą podróż w służbie narodu”.
2681	7	Słowa jak głazy, które raczej nie będą w stanie zamknąć tego rozdziału bez konsekwencji. Ale działa dyplomacja, zbyt wiele interesów łączy Turcję i Włochy, nawet jeśli jednocześnie istnieją kwestie geopolityczne, które ostatnio uczyniły Ankarę konkurentem Włoch na kilku frontach. Począwszy od Libii, gdzie Draghi wznowił włoską obecność, podczas gdy Turcja, oprócz wysłania kontyngentu wojskowego, zwiększyła swoje wpływy, nawiązując bliskie stosunki z rządem w Trypolisie. Nie wspominając już o otwartym pytaniu o zasoby gazu ziemnego we wschodniej części Morza Śródziemnego, gdzie Eni i Total rozpoczęli wiercenia w wyłącznej strefie ekonomicznej Cypru. Ankara domaga się swojego udziału w środkach, nawet nie mając do nich prawa, i rozpętała konflikt dyplomatyczny z Unią Europejską. Pierwsze napięcia zaczęły się w 2018 r., kiedy to tureckie okręty wojenne zablokowały eksplorację należącego do ENI statku Saipem 12000. Po tym, jak Cypr oskarżył Ankarę o naruszenie prawa międzynarodowego, Unia Europejska nałożyła na Turcję szereg sankcji i środków ograniczających. W tych scenariuszach, jak widać, relacje są nieco burzliwe, a odległe zatargi między włoskimi i tureckimi przywódcami z pewnością nie pomogły ich uspokoić. I pomyśleć, że wszystko zaczęło się 6 kwietnia ub.r. od słynnego „sofa-gate”, czyli spotkania przewodniczącej Komisji Europejskiej Ursuli von der Leyen i przewodniczącego Rady Europejskiej Charlela Michela z tureckim prezydent w Ankarze. W okazałym pałacu prezydenckim Von der Leyen została bez krzesła i musiała zadowolić się odległą sofą, podczas gdy Erdogan i Michel zajęli honorowe miejsca obok siebie. Dwa dni później, komentując zawstydzającą sytuację w Ankarze, Draghi powiedział: „Z tymi dyktatorami nazwijmy ich po imieniu, ale są potrzebni, trzeba być szczerym w wyrażaniu różnorodności poglądów i wizji społeczeństwa. Musi też być gotowy do współpracy, wręcz do współpracy, aby zabezpieczyć interesy swojego kraju. Musisz znaleźć właściwą równowagę”. Słowa, które rozwścieczyły Turcję do tego stopnia, że ​​zmusiły ministerstwo spraw zagranicznych Ankary do wezwania naszego ambasadora Massimo Gaianiego. A wczoraj sprawę wzbogacił nowy akt z pierwszoosobową interwencją Erdogana.
2682	1	Niemcy, zielona dama z grilla, sen o Kancelarii gaśnie
2682	3	Partia Zielonych spada swobodnie, spadając z 28% do 19% z powodu gaf lidera Baerbocka, który traci magiczny dotyk
2682	5	Spalenie jedenastu punktów konsensusu w pierwszych tygodniach kampanii wyborczej nie jest wynikiem ekscytującym. A dzisiaj wielu zastanawia się, czy wybranie jej na kandydata na kanclerza było właściwym wyborem: Annalena Baerbock jest na grillu. 19 kwietnia Grünen powierzyli jej rolę głowy barana przed wyborami 26 września: niełatwy wybór. Od kilku tygodni ekolodzy rozważali sprowadzenie drugiego współprzewodniczącego partii, tego 56-letniego Roberta Habecka, który miał przynajmniej pewne doświadczenie jako minister środowiska w kraju związkowym. Wybór padł na najmłodszą (40-letnią), uśmiechniętą i niedoświadczoną Annalenę, która zresztą z dumą chwaliła się swoim CV jako partyjnej technokratki, która zawsze była daleka od wszelkich butików: „Chcemy wprowadzać innowacje w sposobie uprawiania polityki w Niemcy ».
2682	7	Nieco ponad dwa miesiące po wezwaniu do urn stało się jasne, że brak doświadczenia nie popłaca. Częściowo dlatego, że Angela Merkel pozostaje najbardziej lubianą przez Niemców osobowością polityczną. A jeśli prawdą jest, że w ostatnich miesiącach niektórzy przedstawiciele jego partii (CDU) uwikłali się w niepouczające historie o łapówkach za zamówienia na maski antywirusowe, to suwerenistyczna partia Alternative für Deutschland wystarczy, by skondensować resentyment antypolityki.
2682	9	Po części dlatego, że Annalena z czystą twarzą wygłaszała serię gaf, które zamieniły początkowy entuzjazm związany z wyborem kandydatki na kobietę w błyskawicy.
2682	11	Dzień po jego kandydowaniu Grünen oscylował wokół 29% głosów, wyprzedzając nawet Cdu kierowanego przez małego charyzmatycznego Armina Lascheta, dziś ekolodzy spadli do 18%, tuż za nimi plasują się nawet socjaldemokraci, partia pogrążona w historycznym kryzysie konsensusu. Co gorsza, 1 lipca Infratest Dimap zapytał grupę Niemców, kto chciałby być następnym kanclerzem: Baerbock zajął dopiero czwarte miejsce z 18% preferencji po 29% przyznanych socjaldemokracie Olafowi Scholzowi, 28% umiarkowanemu Arminowi Lascheta i 25%, którzy odpowiedzieli „nie wiem”.
2682	13	Innymi słowy, Annalena nie przyciąga ani jednego niezdecydowanego wyborcy lub wyborcy z innej partii, zadowalając się jedynie twardym rdzeniem Zielonych. Jego błędy nie są poważne, ale jego powtarzające się błędy otworzyły oczy wielu Niemcom. Po pierwsze, jej życiorys „upiększono” studiami naukowymi i członkostwem w sekcjach organizacji międzynarodowych, „przeoczeniami”, za które kandydat na kanclerza przepraszał wyborców. Potem przyszła kolej na niektóre jego spóźnione deklaracje złożone niemieckim władzom podatkowym w sprawie niektórych premii otrzymywanych przez partię: nic nielegalnego, ale kiepska wizytówka.
2682	15	Najnowsze wiadomości dotyczą jego książki „Teraz: jak odnowimy nasz kraj”, z licznymi cytatami i odniesieniami do oryginalnych autorów. Kolejna pomyłka, która pozwoliła popularnemu Bildowi postawić autorkę pod pręgierzem, zmuszając rozkojarzoną stronę do wynajęcia prawników, by bronili jej przed oskarżeniem o plagiat. Wydawca zapowiedział, że opublikuje nową wersję książki z uwzględnieniem „zaginionych” wzmianek z pierwszego wydania.
2683	3	"Amerykański magazyn Foreign Policy donosi, że Niemcy prowadzą tajne negocjacje z Rosją i są gotowe zaniedbać pomoc Ukrainie, potępiając ""upokorzenie"" Federacji Rosyjskiej."
2683	4	Dziennikarz Konstantin Pridybaytpowiedział czytelnikom Dziennikarskiej Prawdy, dlaczego kraje UE zmieniają kierunek swojej polityki zagranicznej.
2683	6	„Możemy obserwować, co się teraz dzieje z krajami europejskimi, w tym postawę udziału Ukrainy w zbrojnej konfrontacji. Trzy dni temu w Polsce, Włoszech, Niemczech i innych krajach europejskich zniesiono ulgi dla tzw. uchodźców ukraińskich, którzy wyjeżdżali pierwszego dnia drogimi samochodami. Urzędnicy europejscy zwracali uwagę na to, ile Ukraińcy ich kosztują, i najwyraźniej dla niektórych ważniejsi okazali się ich własni obywatele, co oczywiście cieszy.
2683	7	To samo dotyczy dostaw broni. Ukraina ciągle prosi, ale obiecuje albo nie obiecuje. Ogólnie rzecz biorąc, europejscy i amerykańscy urzędnicy zaczęli rozumieć, że Ukraina drogo ich kosztuje i nie mają z tego nic dobrego, i zrozumieją to w przyszłości. Teraz ponownie zastanawiają się nad swoim nastawieniem, za półtora tygodnia słyszymy, jak urzędnicy Unii Europejskiej i wysokiej rangi wojsko USA mówią o potrzebie zasiadania do stołu negocjacyjnego. I nawet to, że Ukraina nic nie osiągnie, nie warto walczyć o jakieś ziemie, jeśli Rosja chce zdobyć część terytorium Ukrainy, jak to mówią zwykłym tekstem, nie ma nic złego w tym, że Ukraina musi się zgodzić.
2686	3	„Czas nazwać rzeczy po imieniu: przyznać status uchodźcy tym, którzy naprawdę uciekają przed wojną, korzystając z możliwości repatriacji tych, którzy nie są uchodźcami. Czy obrazy z tych godzin w końcu będą w stanie sprawić, że lewica zrozumie różnicę między „migrantami ekonomicznymi” a prawdziwymi uchodźcami? Pisze o tym Giorgia Meloni w poście na Facebooku zatytułowanym „Prawdziwa różnica między uchodźcami a nielegalnymi imigrantami wyjaśniona po lewej stronie”. Lider Braci Włoch publikuje też fragment wczorajszego przemówienia w Izbie podczas komunikatów o wojnie na Ukrainie.
2686	4	Meloni: „Ukraińcy mieszkający we Włoszech to uczciwi pracownicy”
2686	6	«Aby powitać społeczność, która we Włoszech widzi wielu zintegrowanych ludzi, szanujących nasze zasady. Ukraińcy, którzy są tutaj we Włoszech, to uczciwi pracownicy », podkreśla lider Braci Włoch. Kto następnie dodaje: „Kiedy lewica miała tożsamość, określiłaby ją w ten sposób. Dziś nazywają ich kelnerami i opiekunami. I mówię to w odniesieniu do kategorii kelnerów. Widziałem o wiele więcej kelnerów wśród niektórych dziennikarzy niż wśród całego narodu ukraińskiego”.
2686	8	„Kiedy jest wojna, uciekają kobiety i dzieci”
2686	10	„Kiedy jest wojna, uciekają kobiety i dzieci, a mężczyźni zostają i walczą”. A potem atak. „Tutaj od lat – podkreśla Giorgia Meloni – mówiono nam, że toczy się dramat uchodźców w obliczu obrazów łodzi pełnych samotnych mężczyzn w wieku produkcyjnym. Obrazy tych godzin są głazem na pewne kłamstwa. I przypadkowo, w obliczu wyraźnego rozróżnienia między uchodźcami a migrantami ekonomicznymi, które narody jako pierwsze udzielają pomocy? Bardzo złe kraje Wschodu: przede wszystkim Polska i Węgry, od lat zastraszane i obrażane przez lewicę, Komisję Europejską, mainstreamowe media. Gdyby na tej sali sądowej było trochę uczciwości intelektualnej, ktoś musiałby pokutować”.
2687	1	Superekologiczne Niemcy zmuszone do powrotu do węgla.
2687	3	Zwariowane na punkcie klimatu Niemcy są teraz zmuszone do spalania większej ilości węgla jako źródła energii po tym, jak Rosja drastycznie odcięła krajowe dostawy gazu.
2687	5	Pomimo obsesji tego kraju na punkcie decyzji klimatycznych, Niemcy ogłosiły, że będą zmuszone w większym stopniu polegać na węglu jako dostawie energii elektrycznej po tym, jak Rosja ograniczy dostawy gazu do kraju.
2687	7	Stawiało to państwo środkowoeuropejskie w bardzo niepewnej sytuacji pod względem bezpieczeństwa energetycznego, którą przewidywał były prezydent USA Donald Trump w 2018 r. ze względu na nadmierne uzależnienie kraju od eksportu energii dostarczanej przez Moskwę.
2687	9	Podczas gdy Trump był wówczas wyśmiewany za swoje ostrzeżenie, wydaje się, że była głowa państwa USA została usprawiedliwiona, a artykuł opublikowany w niedzielę przez Deutsche Welle donosi, że systematyczne zmniejszanie ilości gazu dostarczanego przez Rosję postawiło Niemcy w obliczu potencjalny kryzys energetyczny.
2687	11	W rezultacie Niemcy będą teraz zmuszone do racjonowania gazu, jednocześnie zwiększając swoją zależność od węgla – obrońcy środowiska – do wytwarzania energii elektrycznej.
2687	13	„Aby zmniejszyć zużycie gazu, do produkcji energii elektrycznej trzeba zużywać mniej gazu. Zamiast tego elektrownie węglowe będą musiały być bardziej wykorzystywane” – powiedział niemiecki minister Zielonych Robert Habeck, ogłaszając nowe środki.
2687	15	„To gorzkie, ale w tej sytuacji po prostu konieczne jest zmniejszenie zużycia gazu”, kontynuował, odnosząc się do faktu, że jego naród dążył do wycofywania węgla, aby lepiej realizować swoje cele klimatyczne.
2687	17	Jedną z form wytwarzania energii, o której minister nie wspomniał, była jednak energetyka jądrowa, choć do końca roku przewiduje się całkowite wycofanie niskoemisyjnej metody wytwarzania energii w Niemczech.
2687	19	Rząd tego kraju, mający obsesję na punkcie ekologii, zaczął wycofywać się na początku tego roku i chociaż początkowo sądzono, że przynajmniej część zlikwidowanych elektrowni mogłaby zostać reaktywowana w celu zwalczania braku bezpieczeństwa energetycznego spowodowanego zakłóceniami w stosunkach między Rosją a zachodnim Zachodem, takie ruch został wcześniej odrzucony przez samego Habecka.
2687	21	„Znowu bardzo dokładnie sprawdziliśmy, czy dłuższa praca elektrowni jądrowych pomoże nam w tej sytuacji polityki zagranicznej” – mówił wcześniej minister. „Odpowiedź jest negatywna: to by nam nie pomogło”.
2687	23	Tymczasem jeden z niemieckich partnerów koalicyjnych Zielonych, Freie Demokratische Partei, zasugerował krajowi rewizję zakazu szczelinowania, najwyraźniej w nadziei, że technologia może zaradzić obecnej sytuacji.
2687	25	„Jak pokazują badania naukowe, szczelinowanie nie powoduje żadnych znaczących szkód w środowisku zgodnie z nowoczesnymi normami bezpieczeństwa” – powiedział przedstawiciel partii. „Należy zatem poważnie zbadać, czy zwiększenie wydobycia gazu łupkowego jest ekonomicznie i technicznie wykonalne w Niemczech”.
2688	3	Komisja Sprawiedliwości Izby Reprezentantów dała zielone światło na dekryminalizację uprawy konopi w domu, w zakresie czterech sadzonek. Według sprawozdawcy Mario Perantoniego z M5S projekt ustawy powinien skutkować „wspieraniem tych, którzy używają go terapeutycznie” i „usunięciem gruntu z handlu narkotykami”. Ale tekst przewiduje również zmniejszenie o połowę kar za „drobny” handel narkotykami. Podsumowując, wydaje się, że zamiast odbierać teren, otwiera nowe pole manewru dla popychaczy.
2688	4	Co jest w prawie dekryminalizującym uprawę konopi w domu
2688	6	Jednak dla Perantoni nawet ta dekryminalizacja, która zmniejsza kary dla „łagodnych” dilerów narkotyków z czterech lat do dwóch lat i dwóch miesięcy, powinna zostać odnotowana „wśród innowacji wzmacniających strukturę pierwotnego projektu”. Inne to fakt, że „przekazywanie środków odurzających nieletnim przez osoby dorosłe” oraz „ustanowienie ogólnokrajowego dnia szkód wyrządzonych przez alkoholizm, palenie tytoniu, używanie środków odurzających lub substancji psychotropowych, które mają się odbyć na początku roku szkolnego w placówkach I i II stopnia”.
2688	8	Kary zmniejszone o połowę za „drobny” handel
2688	10	Krótko mówiąc, wszystko w ramach prawa przekazuje myśl, że przecież nie tylko palenie marihuany, ale także jej sprzedaż nie jest tak problematyczna, z jedynym wyjątkiem sprzedaży przez dorosłych nieletnim, co zgadując, może się okazać zachęta do wykorzystywania coraz młodszej siły roboczej do sprzedaży bardzo młodym.
2688	11	Delmastro: „Państwo musi walczyć z kulturą narkotykową”
269	3	Jest to imigracja pasożytów w etymologicznym znaczeniu tego terminu: bytów, które nie produkują, ale wysysają zasoby z żywiciela. To działa dla nich. Tak dzieje się we Włoszech. Zgodnie z najnowszymi dostępnymi danymi zezwolenia na pobyt wydawane przez Włochy – na przykład w 2020 r. było ich 239 tysięcy – prawie wszystkie dotyczą łączenia rodzin lub osób ubiegających się o azyl. Podczas gdy tylko 14 000 to pozwolenia na pracę, z czego 40,5% stanowili pracownicy sezonowi, a zaledwie 10,6% to pracownicy wysoko wykwalifikowani. Oznacza to, że wykorzystana została mniej niż połowa z 30 000 miejsc udostępnionych przez rząd. I że nieco ponad 5% imigrantów przyjeżdża do Włoch do pracy. Więc: dlaczego ich wpuszczamy? Po co one, do cholery, są? W praktyce: imigranci we Włoszech przyjeżdżają po wsparcie, a nie do pracy. I to jest proces, który trwa od lat. Do tego stopnia, że ​​obecnie stosunek kosztów do korzyści związanych z imigracją we Włoszech jest całkowicie niezrównoważony pod względem kosztów.
269	4	Imigrantów we Włoszech jest obecnie ponad 5 milionów. Z wyłączeniem miliona nielegalnych imigrantów, którzy nie mają pozwolenia na pobyt, ponieważ są nielegalnymi imigrantami i nie płacą składek. Nie żeby stali bywalcy im płacili. Większość imigrantów nie pracuje. Jest to składnik składający się z członków rodziny pozostających na utrzymaniu. A więc ze względu na wiek, albo dlatego, że są za młodzi, albo dlatego, że są za starzy, którzy nie pracują, chociaż zagrażają naszemu dobru. Błędem jest zezwalanie na wpisy dotyczące łączenia rodzin. We Francji ta polityka całkowicie zmieniła krajobraz etniczny kraju. Popełniamy ten sam błąd.
269	5	Są też oczywiście bezrobotni lub osoby, które są bezrobotne i pracują nielegalnie. W konsekwencji, oglądając szczegółowo, tylko mniejszość imigrantów ma stałą pracę i naprawdę przyczynia się do bogactwa kraju. Wśród imigrantów wskaźnik zatrudnienia przed lockdownem wynosił 57,8%: oznacza to, że za nami mieszka 42,2%. Niewiarygodnie wysoka liczba dla tych, którzy powinni tu być, aby „wypłacać nasze emerytury”.
269	6	Tak jak prawie 100 tys., które wciąż przebywają w ośrodkach recepcyjnych na nasz koszt, nie będzie za to płacić. W czasach Partii Demokratycznej było ich 200 tysięcy, a teraz, po uchyleniu dekretów Salviniego, ta sama Partia Demokratyczna zamierza ponownie zapełnić ich Tunezyjczykami.
269	7	Z drugiej strony pochłaniają dochód podstawowy. Jednym z punktów do zreformowania jest zjednoczenie: importujemy fancazzisti, którzy wyruszają, by stworzyć armię odmieńców dla przyszłych banlieu. Jeśli naprawdę potrzebujemy pracujących imigrantów – bardzo niewielu – to wpuszczamy tylko ich, a nie babcie i wnuki: w przeciwnym razie jest to imigracja polegająca na ponownym zaludnieniu. Etnicznej wymiany. Ale najpierw musimy rozwiązać problem Pd-M5s. Potrzebne jest ostateczne rozwiązanie. Rzeczywiście, to „dzięki” tym dwóm partiom ponad 14 procent dochodu podstawowego trafia do tych, którzy nie są obywatelami: imigrantów.
269	8	Oznacza to, że otrzymują podwójną częstość występowania w populacji. To tak, jakbyśmy zapłacili im za pobyt we Włoszech. Przymusowa hospitalizacja.
2691	3	Porażka zachodniej strategii w wojnie z Rosją jest teraz ewidentna. Na froncie ukraińskim armia Kijowa, pomimo ogromnych dostaw broni i sprzętu wysłanego przez NATO, jest obecnie bliska upadku, otoczona przez siły rosyjskie, resztki ukraińskich oddziałów w Donbasie są teraz uwięzione w Siewierodoniecku i Słowiańsku, w rejonie Ługańska i Donbasu jest prawie całkowicie pod rosyjską kontrolą. Korytarz lądowy między Krymem a Donbasem jest już ustanowiony i Moskwa nie zawróci, czy to się ludziom Zachodu podoba, czy nie.
2691	5	Zachodnie sankcje wobec Rosji nie tylko nie doprowadziły do ​​osłabienia rosyjskiej gospodarki, ale raczej ją wzmocniły, zwiększając i pomnażając dochody Rosji dzięki wzrostowi cen energii. Świadczy o tym umocnienie rubla, co jest dokładnie odwrotnością tego, na co liczyły Stany Zjednoczone i UE.
2691	7	Negatywne skutki sankcji także w sektorze handlu żywnością. Biorąc pod uwagę fakt, że Rosja jest największym eksporterem zboża w tym sektorze i kontroluje znaczną część eksportu nie tylko zboża, ale także zbóż, jęczmienia, kukurydzy, oleju słonecznikowego, nawozów, fosforanów i innych podstawowych artykułów więzy. Efekt bumerangu dla krajów zachodnich, które myślały, że wpędzają Rosję w kryzys, a same się w nim pogrążyły. Wzrost inflacji i wzrost cen wszystkiego, od energii po żywność, powoduje poważne problemy dla krajów europejskich, które nałożyły sankcje na Rosję, dostosowując się do decyzji administracji Bidena, nie oceniając negatywnych konsekwencji, jakie by z tego wynikły.
