doc_id	paragraph_id	ge-ru
2281	9	Во Франции, однако, экономят на завышенных государственных расходах на борьбу с Рахцем. Ле Пен слишком ценна, чтобы быть призраком. Если она когда-нибудь сыграет большую роль, у теневых сил уже есть план Б в карманах со сценарием из романа Уэльбека «Сумисия». Вопрос в том, нужно ли по-прежнему подчиняться исламу до того, как Великая перезагрузка отключит весь континент, русские вторгнутся и Эйфелева башня будет обмазана крылатой ракетой, или Годзилла появится из Ла-Манша, а оспа динозавров потребует еще одного карантина.
2282	1	Религиозные лидеры говорят, что в росте «одержимости демонами» виноваты прививки от Covid
2282	3	В настоящее время так много «полностью вакцинированных» людей, демонстрирующих явные признаки одержимости демонами, что в Маниле, Филиппины, открывается новый Центр духовного освобождения и экзорцизма Святого Михаила.
2282	5	Согласно сообщениям, там будут проводить экзорцизмы над людьми, которые были привиты от уханьского коронавируса (COVID-19). Отец Хосе Франсиско Сикия говорит, что он получает около 10 сообщений в день о том, что демоны вторгаются в тела тех, кто вакцинирован.
2282	7	Римско-католическая церковь несет ответственность за строительство, которое, как сообщается, является первым в своем роде в Азии. Священников будут обучать искусству изгнания бесов, а Сикия, директор архиепархии, займет пост главного экзорциста.
2282	9	Официальный слух гласит, что пандемия и все стрессы, которые она приносит, несут ответственность за рост одержимости демонами, но на самом деле большую роль в этом играют прививки.
2282	11	«В результате более семи лет молитв, планирования и сбора средств это будет первый центр такого рода в Азии, если не в мире», — заявили в епархии.
2282	13	«Этот центр позаботится о тех, кто находится в рабстве у дьявола, кто является беднейшим из бедных и обычно игнорируется».
2282	15	Сикия говорит, что демоны писали ему после экзорцизма
2282	17	В учреждении будут специальные комнаты, где можно будет проводить не только экзорцизм, но и беседы и консультации.
2282	19	«Полная одержимость», по словам Сикии, составляет лишь около 20 процентов всех экзорцизмов, совершаемых Римско-католической церковью. По словам Сикии, большинство экзорцизмов совершаются над людьми, которые подвергаются «физическим домогательствам» со стороны злых духов.
2282	21	В последние три-пять лет, добавил Сикия, в домах людей наблюдается «распространение» колдовства, что также является фактором нынешнего кризиса.
2282	23	Запущенный в 2005 году первый санкционированный Ватиканом курс экзорцизма предназначен для обучения священников не только в Маниле, но и во всем мире искусству изгнания демонов из тел и жизней людей.
2282	25	Объект в Маниле будет служить штаб-квартирой Филиппинской ассоциации католических экзорцистов (ПАСЕ), которая подчиняется Конференции католических епископов Филиппин.
2282	27	После проведения ритуала экзорцизма над некоторыми людьми Сикия сказал, что изгнанные демоны написали ему позже. Говорят, что в одном случае он видел, как женщина левитировала после одержимости, а демон позже отправлял сообщения с угрозами на его рабочий телефон.
2282	29	По его словам, пока Сикия разговаривал с женщиной и ее спутником, телефон находился совсем в другой комнате.
2282	31	«Дьявол имеет власть над всем, что наэлектризовано», — цитируют заявление архиепископа, добавляя, что сообщение, полученное от предполагаемого демона, обвиняет его в том, что он грешник и лжец.
2282	33	«Например, если это место заражено и они хотят заявить о себе, обычно мерцает свет. Если бы я читал лекцию и использовал определенное устройство, дьявол просто выключил бы его, потому что он эксперт во всех вещах, связанных с электричеством».
2282	35	В Соединенных Штатах одержимость демонами сейчас в самом разгаре, особенно сейчас, когда наступил месяц гордости. Повсюду детей таскают их родители и опекуны на парады и в бары, где трансгендерные трансвеститы выставляют напоказ свои фальшивые части тела и читают им книги о «гендерной идентичности».
2282	37	«Демоническая активность и даже одержимость явно растут», — написал кто-то в ответ на новости о новом центре экзорцизма. «Те, кто занимается оккультизмом и колдовством, особенно подвержены риску.
2283	1	Экономический саммит в Санкт-Петербурге: Путин объяснил ситуацию западным танцорам мечты
2283	3	В длинной речи на экономическом саммите в Санкт-Петербурге президент России Владимир Путин долго излагал свое видение глобальной экономической ситуации и традиционных взглядов западного мира. Он не сказал ничего, что нельзя было бы понять.
2283	5	«Наша страна страдает. Наша экономика в упадке. Инфляция вышла из-под контроля. Цены на бензин выше, чем когда-либо. Грузовые суда не могут выгружать свой груз. Семьи с маленькими детьми не получают детское питание. Наш народ разоблачается перед всем миром». Подождите минутку. Путин такого не говорил. И не о России. Именно Дональд Трамп в статье о продолжительности речи Путина в Санкт-Петербурге подробно описал, как американцы были обмануты законно избранным президентом на выборах в США в 2020 году.
2283	7	Дональд Трамп, Владимир Путин, а Джо Байден? На видео видно, как он падает с велосипеда где-то в Америке во время Санкт-Петербургского экономического саммита, пытаясь слезть. К счастью, на нем был шлем. Но это символично. На самом деле Путин сказал в Санкт-Петербурге, что западные элиты не смогут долго оставаться в седле, пока реальность не раздавит их. Беспокоит то, что с Путиным, в отличие от Джо Байдена, можно понять, как он приходит к своим заявлениям.
2283	9	Колониальная империя Америка
2283	11	Владимир Путин описал западный мир, по сути, как колониальную империю, в которой одна страна, США, командует делами, а все остальные будут вести вассальную жизнь с американскими прокоролями во главе соответствующих наций. Самые лучшие вассалы США — это европейцы в ЕС, настолько хорошие, что проводят экономическую политику даже вопреки интересам своих наций. Хотя санкции сильно ударили по России, они еще сильнее ударили по тем, кто их ввел. По словам Путина, время однополярного мироустройства прошло, и любые попытки его продлить обречены на провал. Российский рынок остается открытым для всех, кто хочет экономически сотрудничать с Россией. Но придет конец дурной западной привычке высасывать инфляцию из более бедных стран, когда американцы раздувают доллар как ведущую мировую валюту, чтобы расплачиваться за реальные товары все более бесполезными клочками бумаги.
2283	13	Обозначается общая перестройка мировой денежно-кредитной политики, в которой сталкиваются друг с другом финансово-капиталистическая и реально-экономическая организованные национальные экономики. Тот факт, что балансовые суммы центральных банков были просто на ровном месте увеличены с помощью печатного станка, без сопоставления соответствующих величин с денежной массой в обращении, не имеет будущего. Например, количество денег в обращении в долларах только за последние два года увеличилось на 38 процентов без какой-либо поддержки. В отличие от западноевропейских стран Россия обладает практически безграничными ресурсами, которые необходимо использовать, поэтому важно сосредоточить на них внимание.
2283	15	Украинская война
2283	17	В присутствии делегаций из более чем 40 стран, включая Китай, Турцию, Египет и различные страны Азии и Африки, Владимир Путин также объяснил в Санкт-Петербурге, что Россия собирается проводить с «военной спецоперацией» на Украине. По крайней мере, он хотел бы, чтобы это понимали именно так. Основная цель «военно-спецоперации» — защитить преимущественно русское население Донбасса в войне, которая ведется против них на самой Украине с 2014 года. Кроме того, российские войска в Донбассе воевали за собственное развитие России. Путин: «Запад принципиально отказался выполнять свои прежние обязательства, поэтому нет смысла пытаться снова с новыми договорами».
2283	19	Вероятно, он имел в виду и Будапештский меморандум 1994 года, в котором территориальная целостность суверенной и нейтральной Украины гарантировалась Россией, США и Великобританией. Однако постепенно нейтралитет Украины постепенно размывался в последующие годы до такой степени, что, наконец, заговорили об антироссийском вассальном государстве США par excellence, которое, хотя официально и не было членом НАТО, де-факто относилось к НАТО. как бы он уже один. Кроме того, Путин, вероятно, указал на нарушение Украиной Минских соглашений. «В сложившейся ситуации, — сказал Президент России, — на фоне постоянно возрастающих рисков и возрастающей угрозы для нас решение России о проведении этой военной спецоперации — хотя и сложное — было вынужденным и необходимым». Это можно принять за мнимое оправдание войны, но вряд ли кто-нибудь захочет опровергнуть это.
2283	21	перспективы
2283	23	В долгосрочной перспективе, ввиду упадка финансового капитализма, для европейских экономик будет по-прежнему важно вернуться к экономическому порядку, основанному на продукте и стоимости. Российское сырье для такого процесса необходимо, так что эмбарго на русское сырье не может сохраняться слишком долго. Чем раньше придет это озарение, тем лучше для всех. Тот факт, что эпоха в западном мире также подходит к концу политически и что должна произойти переориентация, которую невозможно осуществить теми же кадрами, которые до сих пор упорно сопротивлялись этому прозрению, ставит перед западным миром проблему наступления смириться с собственной необходимостью иметь дело с бизнесом и политической элитой. Они, в свою очередь, давно поняли, что для себя дело может заключаться только в том, чтобы упаковать то, что еще предстоит упаковать. Заявление основателя ВЭФ Шваба, согласно которому никто ничем не будет владеть в 2030 году — и что это всем понравится, — имеет реальную причину, основанную не столько на идее, сколько на экономической неизбежности, если курс не будет установлен снова, как только возможная воля. В то время как инфляция все нарастающими темпами разъедает активы граждан, государства таким образом извиняются – а активы мировой клики мультимиллиардеров растут непомерно.
2285	3	Хирург, радиолог, профессор университета и президент Союза Хирургов и Стоматологов Рима, Др. В одном из интервью Антонио Маги назвал «Зеленый паспорт» бессмысленным и нелогичным. Даже привитые люди могут заразить себя и других коронавирусом. Таким образом, непривитые люди больше не должны представлять опасность для населения. Он также критиковал подавление научных знаний, призывал вернуться к рациональности и отвергал обязательную вакцинацию.
2285	5	Глава Итальянской медицинской ассоциации против обязательной вакцинации
2285	6	Основано на научных фактах
2285	7	Туннель сюрреалистической идеологии
2285	8	Зеленый паспорт бесполезен
2285	9	Потому что вакцинированные люди могут заразить себя и других
2285	11	Туннель сюрреалистической идеологии
2285	13	Зеленый паспорт, который дает вам право путешествовать по ЕС на основе 3G (привиты, выздоровели, протестированы), не имеет «гигиенической логики», сказал Маги онлайн-изданию RomaIT. Если привитые люди тоже могут заразиться и заразить других — какой тогда прок от «Зеленого паспорта»? Исходя из этого научного доказательства, нужно немедленно покинуть этот «сюрреалистический идеологический туннель» и вернуться к рациональности. Неправильно представлять непривитых людей как «общественную опасность». Они потенциально опасны для самих себя, они могут заразиться без каких-либо симптомов или тяжелых симптомов.
2285	15	Шизофреническая кампания за двухклассовое общество
2285	17	Вакцинация прежде всего защищает привитого, это главное. Если каждый защищает себя, все защищены. Надо перестать называть непривитых людей «без прививки». Это привело бы к двухуровневому обществу и социальному расколу в сторону апартеида. Речь идет не о «движении», а об отдельных гражданах. Маги говорил о «шизофренической коммуникационной кампании» между блокировками и послаблениями.
2285	19	Побочные эффекты скрыты, эксперты подавлены
2285	21	Он критиковал то, что побочные эффекты прививок, которые тогда были обнародованы, были скрыты. Также были подавлены существующие препараты против Covid-19 и голоса экспертов, считающих массовую вакцинацию в разгар пандемии «опасной и безумной». Кроме того, ранее вакцинированные генные сыворотки еще не прошли все этапы клинических испытаний. Исходя из этого, вакцинация может быть только добровольной и необязательной. Защищены строгими правилами защиты данных, чтобы не разжигать конфликт между гражданами — при принятии решения, затрагивающего только их собственную безопасность.
2285	23	Что в вакцине?
2285	25	В Италии и многих других странах мира в последние дни десятки тысяч человек вышли на улицы и протестовали против планируемого введения обязательной вакцинации — пока для медицинского и среднего персонала, включая массовые санкции для тех, кто не привит. Теперь многие знают, о чем Маги говорил в интервью. Поэтому все больше и больше пользователей социальных сетей задаются вопросом: что в этой вакцине, которую политики всего мира хотят навязать людям с такой яростью и с массовыми угрозами.
2286	1	Ничего больше не работает
2286	2	Политическая рулетка Запад делает ставку на неправильные числа.
2286	4	Политика — это стратегическая игра, в которой необходимо думать как можно дальше вперед и просчитывать с разными вариантами. Поэтому склонность западных политиков действовать на месте и использовать политику как азартную игру неуместна. В рулетке, которая является чисто азартной игрой, игрок делает ставку на определенные числа, например, на четные или нечетные. У него есть на это определенное количество времени. Наконец крупье говорит «Rien ne va plus» — «Я так больше не могу» и отпускает шарик. С этого момента игрок находится во власти судьбы. В политике тоже может быть такой момент. Только там вероятность выигрыша четных и нечетных чисел редко бывает одинаковой. Мне кажется, западные политики уже упустили момент, когда заговорил крупье. Мяч катится, и он не приземлится на число, на которое наша сторона поставила.
2286	6	Даже если коррекция все же возможна, ее не следует ожидать. Общественная дискуссия на Западе застряла на старых способах мышления. Она не осознает ни характера этой войны, ни масштаба вызова. Политики и журналисты убеждают себя в превосходстве, которого больше не существует. В результате они мешают думать о том, какие изменения направления необходимы и возможны. Тот факт, что политика — это искусство возможного, обычно считается устаревшим. Однако невозможного точно не произойдет.
2286	8	Гибридная война и как она возникла
2286	10	Одно из заблуждений современной западной политики состоит в том, что война на Украине может быть ограничена этой страной. Россия ведет гибридную войну против политического Запада с 24 февраля. Военное нападение на Украину — лишь один из аспектов этой гибридной войны, экономическая составляющая которой гораздо важнее. Этим нападением Россия создала ситуацию, на которую Западу пришлось реагировать. Путин прекрасно понимал, что Запад будет реагировать нескоординированно и во вред прежде всего самому Западу.
2286	12	То, как человек оценивает характер этой войны, оказывает большое влияние на то, какую стратегию он считает правильной. Если бы это была чистая война за Украину, то Россия была бы заинтересована в быстрой военной победе. Рассказ о просчете Путина заслуживает доверия. Если, с другой стороны, этот военный конфликт является лишь одним из аспектов более крупной атаки на весь Запад, то в интересах России связать и уничтожить как можно больше западных ресурсов. При таком сценарии быстрое прекращение военного конфликта было бы невыгодно с российской точки зрения.
2286	14	Я не хочу сомневаться в том, что на западе, особенно в США, были стратеги, осознавшие эту ситуацию. В пользу этого говорит предложение эвакуировать Зеленского за границу из Киева вскоре после начала войны. Однако российская сторона лучше предвидела украинскую реакцию. У нее также были лучшие способы контролировать эту реакцию. Путин также правильно рассчитал, что Запад не сможет отказаться от Украины, если не сделает это очень быстро. Запад был втянут в конфликт вглубь, и России в первые три месяца не пришлось самостоятельно предпринимать какие-либо шаги по эскалации навстречу Западу. Достаточно было ответить на шаги западной эскалации на том же или даже чуть более низком уровне. Не был к этому готов и Запад, не предвидевший сценария длительного спора. Он отреагировал растерянно. Возникли конфликтующие интересы. На сегодняшний день Запад не предпринял никаких действий, выходящих за рамки символической политики. Эту неадекватную реакцию было легко предсказать. По крайней мере, десятилетие западная политика была по сути символической. Весь политический и медийный класс попал в ловушку такого образа мыслей и действий. Она культивирует групповое мышление, которое лучше было бы описать как групповое безмыслие.
2286	16	Вышеизложенные соображения объясняют, как Путин пришел к выводу, что Россия, занимающая по своей сути экономически более низкое положение, может вести и даже выиграть гибридную войну против Запада. Но они не объясняют, почему Путин считал эту войну выгодной. Такая война также должна привести к экономическим и военным потерям для России. Однако бесспорно, что во второй половине февраля, взвесив все обстоятельства, он считал эту войну выгодной. В противном случае Путин, считающий себя великим стратегом, не начал бы войну. Прежде всего, он должен был принять во внимание относительно быстрое завершение сделок с Западом по нефти, газу и углю. Это видно из того факта, что довоенная стратегия России привела к низким запасам природного газа в западных хранилищах, и что сейчас Россия сама диктует темпы выхода из газового бизнеса.
2286	18	Тем самым Путин порвал с экономической стратегией, которую Советский Союз и Россия проводили не менее 50 лет и приносили хорошие результаты. Почему? Ответ на этот вопрос относительно прост. В любом случае, у этой экономической стратегии не было будущего после того, как Западная Европа решила прекратить импорт ископаемого топлива менее чем на два десятилетия. Россия могла проиграть эту сделку коварно и на западных условиях, а могла закрыть сделку на своих условиях и найти новых покупателей, когда придет время. Единственная проблема с остановкой на собственных условиях заключалась в том, что это дало бы России сигнал о том, что она ненадежный поставщик. Это, в свою очередь, затруднило бы заключение долгосрочных контрактов с другими клиентами. Запад решил эту проблему за Путина, нарушив договор в рамках «санкций». Однако это всего лишь изъян в западной стратегии. Главная ошибка состоит в том, что они полагают, что Запад может позволить себе разорвать эти деловые отношения так же, а то и лучше, чем Россия. Здесь затрагивается центральная ложь западного духа времени, утверждение, что в обозримом будущем можно обойтись без ископаемых источников углерода.
2288	1	«Энергетический переход» — это как отвезти жареного рождественского гуся к ветеринару.
2288	3	Разве общее финансирование возобновляемых источников энергии в размере около 100 миллиардов евро в год для всех субсидий, дополнительных сборов EEG, налога на выбросы CO2, налоговых льгот, надбавок за покупку электромобилей, государственных программ финансирования всех видов вещей уже слишком велико для нашего экономика? По планам правительства, эти расходы многократно возрастут.
2288	5	Правда ли, что к 2030 году для достижения того, что вы называете климатической справедливостью, потребуется более 2 триллионов евро? Разве это не ловкость рук, которую вы и г-н Линднер используете, когда вы перекладываете распределение ЭЭГ со счетов за электроэнергию на налоговые платежи?
2288	7	«Отсутствие компетентности, знаний и образования не является более очевидным, чем неправильное использование терминов и единиц.» Базовые знания физики и математики недоступны в политике и средствах массовой информации по связям с общественностью. Сила и энергия все время используются не по назначению. Невежество царит, когда речь идет о мощности, эффективности и законах термодинамики. Мега, гига или тера: не имеет значения. Какая ерунда из этого выходит, показывают эти примеры:
2288	9	«Ветряная турбина вырабатывает 5 мегаватт электроэнергии (ARD). Солнце не отправляет счет (ЗЕЛЕНЫЙ). Атомная и угольная энергетика блокируют линии (профессор К. Кемферт). В энергосистеме много гигабайт (Джем Оздемир). Градирни дымят (WDR). Движение FFF: если лед на Северном полюсе растает, уровень моря поднимется». Дети должны были ходить в школу по пятницам и чему-то учиться у Архимеда.
2288	11	Даниэль Гюнтер, член парламента земли Шлезвиг-Гольштейн, недавно заявил в Die Welt, что его ветровая электростанция мощностью 1,9 ГВт вырабатывает больше электроэнергии, чем АЭС Брокдорф мощностью 1,4 ГВт. По правде говоря, АЭС произвела в 3,5 раза больше электроэнергии, единица: ГВтч. Кто здесь глупее, как вы думаете? Политик без элементарных знаний или газета, которая понятия не имеет о теме и ничего не исправляет?
2288	13	Знаете ли вы, что «возобновляемой энергии» на самом деле не существует? Энергия не может быть создана, уничтожена, потреблена или восстановлена. Энергия может быть только преобразована или сохранена. В конце всех процессов остается только тепло. Солнце постоянно излучает лучистую энергию. Это может быть преобразовано в электричество с помощью PV и ветра. Солнечная энергия химически хранится в угле, нефти и газе. Силы ядерной связи могут высвобождаться в ядре урана, что приводит к выделению тепла. Если вы бросили физику в школе, вы, конечно, можете ничего не знать о законах сохранения...
2289	1	Новая церковь, новая вера, новый народ
2289	3	Церковь приспосабливается к духу времени. Теперь он не только адаптировался, но и полностью подчинился неоязыческой климатической религии. Всегда и постоянно поклоняться климату, думать о климате во всем, что делаешь, — это, так сказать, преамбула к новому катехизису климатической церкви.
2289	5	Христианские церкви попрощались с христианством. Они считают устаревшими патриархальное и семейное христианство, теорию заговора о Троице и реакционную доктрину внеземной империи. Они заменяют троицу Бога-Отца, Сына и Святого Духа триадой климатического апокалипсиса, гендеризма и политики идентичности. Не крест, а отречение из соображений климатической справедливости прокладывает путь в рай, воспеваемый строго в мире как климатически нейтральное общество. Церкви избрали своим новым богом климат, которому они теперь экстатически поклоняются.
2289	7	У каждого века есть свой иррационализм, который всегда тоталитарен, потому что не знает рациональности. Новый иррационализм 21 века — поклонение климату. «Проблема климата — это то, с чем мы имеем дело на всех уровнях нашей церкви, от прихода до EKD», — говорит 26-летняя Анна-Николь Хайнрих, президент EKD. Генрих оценивает более правильно, чем вы, вероятно, думаете: «Мы церковь, община, которая всегда менялась, всегда приспосабливалась...» К духу времени. Теперь церковь не только приняла, но и полностью подчинилась неоязыческой климатической религии. Всегда и постоянно поклоняясь климату, думая о климате во всем, что вы делаете, чтобы не навредить климату, — это, так сказать, преамбула к новому катехизису климатической церкви.
2289	9	Конечно, «бабочки и насекомые» не становятся редкостью, а «птицы исчезают» не из-за роторов ветряных электростанций, а из-за метафизических сущностей «летней славы с аномальной жарой и отсутствием осадков», как выразилась Аннет Курщус, Председатель Совета евангелической церкви в Германии, говорит он, столь же смелый, сколь и невежественный, но с твердой верой в климат. Потому что климат очень гневается на нашу вину, на великие грехи нечестивцев и грешников глобального севера, которые так ужасно нарушили климатических богов детей глобального юга. Климатический шаман EKD Кюнбаум-Шмидт поддержал президента Совета с новой догмой: глобальная климатическая справедливость также играет роль в этом.
2289	11	Очень большая доля глобальных выбросов парниковых газов обусловлена ​​деятельностью богатого меньшинства населения мира. «Те, кто больше всего страдает от последствий изменения климата, несут наименьшую ответственность за это — в настоящее время это заметно в Бангладеш и Индии». Потому что на самом деле, то есть вне климатической церкви, Китай и Индия, как назвал их Кюнбаум-Шмидт, вызывают 30,3 процента и 6,8 процента глобальных выбросов парниковых газов в 2019 году соответственно, в то время как высокоиндустриальная Германия производит только 1,8 процента выбросов. Это ставит Германию позади Китая, США, Индии, России и Японии. В то, что Китай и Индия, на которые вместе приходится почти 40 процентов выбросов, меньше всего «ответственны» за изменение климата, приходится верить вопреки более строгим знаниям. Наводнения в Бангладеш, на которые намекает климатический шаман, представляют собой даже противоположное изменению климата, а именно постоянство климата.
