doc_id	paragraph_id	po-en
2548	32	Our imaginary group approaches the border, but is still on the Belarusian side. The Border Guard warns them that they cannot cross the border. The migrants are dispersing and the Border Guard records 20 illegal attempts to cross the border.
2548	34	"This is confirmed by the statement of the Border Guard spokeswoman: ""If people approached the border line and, after warnings from Polish patrols, resigned from crossing, they were also counted"" - she wrote in an e-mail."
2548	36	Let's imagine that after this failed attempt (the migrants had not been to the border yet, so they were at most trying to try), the members of this group divided into smaller groups of several people and tried separately. Refugees and activists talk about such a strategy. Border Patrol catches everyone and adds 20 tries again. 40 attempts have already been made from 20 people.
2548	38	"The fact that the Border Guard counted the attempts in this way is confirmed by a message from the Border Guard spokeswoman: ""if a person tried to cross more than once, the next attempt was counted separately""."
2548	40	We know from the reports of refugees that in many cases they tried to cross the border 4-5 times. If members of our example group did this, 20 people would have grown to 100-120 people.
2548	42	This is the difference between counting citizens and counting trials. Trial counting is also statistically important. However, it should be made clear that the numbers quoted are the numbers of the trials and not the numbers of citizens or persons. The interchangeable use of these terms - which was done by the Border Guard on its website - is either a mistake or a deliberate lie.
2548	43	How many refugees really were on the Polish-Belarusian border
2548	45	I asked the Border Guard about the citizenship of the people who were detained by border guards in 2021. I asked for data in the form of tables so that I could analyze them myself. However, I received (despite repeated requests) only a short fragment of the text:
2548	47	“In 2021, after crossing the green border with Belarus, the Border Guard detained 2,744 migrants, mainly foreigners. Iraq (1,557), Afghanistan (447), Syria (269), Russia (69), Somalia (68), Iran (55), Turkey (54) and Tajikistan (51) and other nationalities (single nationalities)'.
2548	49	"A spokeswoman for the Border Guard explained that only those persons who, after contacting the officers, ""went to guarded or open centers or were transferred by the Border Guard to open houses run by foundations and associations"" are treated as detained. This means that this number does not include people affected by push-backs, i.e. sent back to the border with Belarus."
2548	51	Therefore, we do not know how many people actually tried to cross the Polish-Belarusian border outside the border crossings. There were at least 2,777 of them (so many people were detained by the Border Guard and transferred to the centres). At most – 8099 (this is what Frontex gives for the entire eastern border).
2548	53	There is, of course, a chance that there were more of these people. Because not all of the officers could see. It is certain, however, that the number of attempts at illegal crossings, given on the Border Guard website as the number of citizens, is untrue. The real numbers of people with whom the Border Guard had contact last year at the border crossing with Belarus are much less spectacular. And it is less suitable to support the thesis promoted by politicians of the ruling party that we had to deal with a dangerous onslaught of foreigners on the Polish-Belarusian border.
255	1	Emmanuel Macron: Morawiecki interferes in the elections in France
255	3	"French President Emmanuel Macron accused Prime Minister Mateusz Morawiecki of interfering in the election campaign in France. He also responded to the criticism of the Polish authorities regarding contacts with Russian President Vladimir Putin. He described it as ""baseless"" and ""scandalous"". In an interview with TF1 television, the French president accused the Polish prime minister of repeatedly meeting his main competitor for the presidency, Marine Le Pen. As he stated, these meetings were in support of her ambitions on the French political scene. These remarks are both unfounded and scandalous, but they do not surprise me – he said about the criticism of his telephone conversations with Vladimir Putin regarding the war in Ukraine. “You don't argue with criminals. Criminals must be fought. Would you negotiate with Hitler, with Stalin, with Pol Pot? Morawiecki asked. I fully assume that several years ago, on behalf of France, I was constantly talking to the Russian president in order to avoid war and build a new architecture of peace in Europe,” Macron defended himself. He explained that he was talking to Putin about obtaining a ceasefire, a humanitarian truce, as German Chancellor Olaf Scholz and other European leaders do. ""I think it's my duty, without complacency and without naivety,"" he told TF1. The presidential election in France will take place on Sunday, April 10. Polls so far show that the favorites to enter the second round are Emmanuel Macron and Marine Le Pen. The incumbent president can count on 25-27 percent. votes, and his competitor for 23-20 percent."
255	4	In the second round, Macron is still the favorite in the polls, but his advantage over Le Pen has started to melt away. In mid-March, research showed that he could count on over 60 percent. votes. Currently, support for him has fallen below 55 percent.
255	5	"The potential electorate of Marine Le Pen is growing, according to a Kantar Public poll for the daily ""Le Figaro"". 38 percent The French do not rule out voting for Le Pen, and 39 percent. on Macron. Over 20 percent French people still do not know whom to vote for. However, the potential electorate is not the hard electorate of a given candidate. They may vote for that person under certain conditions."
2550	1	Dr. Bogusław Rogalski: The visit of Macron, Scholz, Draghi in Kiev is a cynical Piarist of the heads of state who, over the years, have bred and insolent Putin with their policy of collaborating with Russia
2550	3	Behind the scenes, German Chancellor Olaf Scholz, French President Emmanuel Macron and Italian Prime Minister Mario Draghi are pressuring Ukraine to make concessions to Moscow; they want a peaceful solution that will be most profitable for the West.
2550	5	For Ukrainian President Volodymyr Zelensky, their visit to Kiev may turn out to be a prelude to a nightmare, comments the daily Die Welt. – The visit of Macron, Scholz, Draghi in Kiev is a cynical Piarist of the heads of state who, over the years, have bred and emboldened Putin with their policy of collaboration with Russia – this is how the president of the Union of Christian Families, an expert on international affairs, Dr. Bogusław Rogalski commented on the visit of European politicians to Kiev. – Our country has already provided over EUR 2.4 billion in various types of aid, and is also a European leader in the supply of weapons to the front, according to the May report of the World Economy Institute in Kiel. Importantly, this amount does not include the costs related to the reception of over 3 million refugees. Poland is also the runner-up when it comes to arms supplies to Ukraine. Only the United States sends more armaments to the front (around EUR 3 billion). Military equipment worth about EUR 1.5 billion has already arrived from the Vistula to the East. Macron, Scholz, Draghi's visit to Kiev is in fact a stubborn pursuit of the appeasement policy known from history, i.e. just as Czechoslovakia was cut short in 1938, so today France, Germany and Italy want to cut Ukraine from the territory occupied by the army since February 24 Putin. The visit itself, however, is a PR element for the citizens of France, Germany and Italy, indicating the alleged involvement of their authorities in helping Ukraine. The symbol of help for Ukraine from Germany is the famous five thousand helmets. This help still does not go beyond helmets, used rocket launchers from the 1980s or vehicles produced during the Cold War from deep salvage - tells us Dr. Bogusław Rogalski.
2550	9	For the Ukrainian president, this visit was (...) pleasant. It may (although) be more of a prelude to a nightmare.”
2550	11	"– thinks Christoph B. Schiltz from ""Die Welt""."
2550	13	The European “troika” (Scholz, Macron, Draghi) is “the core of the new coalition of +realpoliticians+ in the Ukrainian war. They are in favor of a pragmatic, quick and – at least from the Western perspective – the most cost-effective peace solution. They do not advocate justice, greater security in Europe, the defense of freedom and the fundamental principles of international law.
2550	15	– assesses the publicist.
2550	17	"According to the author, ""there are many indications"" that Zelensky's guests ""served the Ukrainian president pleasures, but behind closed doors they urged him to start negotiations with Russia in the coming months, after the expected collapse of the Donbass in eastern Ukraine, and to work on a peace agreement."" Schiltz points out that ""Italy already outlined a peace plan three weeks ago and is increasing its pace."""
2551	1	Poland must save Ukraine from the fate of the Revolution's feeding ground [OPINIA]
2551	3	It is not known whether Ukraine has any real chance of joining the European Union; many experts point out that, due to the interests of, among others, Germany and France, this will never happen. Despite this, Kyiv turns out to be ready to destroy elements of the Christian order in order to maintain its EU perspective. If this continues, our eastern neighbors may soon turn the country into a real feeding ground for the world revolution. Poland should make every effort to prevent this from happening.
2551	5	In 2011, Ukraine signed the Istanbul Convention, a document which, in theory, is supposed to protect people exposed to domestic violence, but which in fact is a revolutionary buzzword introducing LGBT rhetoric into the legal order. Despite signing the Convention, the Ukrainians did not decide to ratify the document for many years; without it it could not come into force. The outbreak of the war changed everything in this regard. According to unofficial information provided by the Ukrainian media, without the ratification of the Convention, Ukraine would not be able to obtain the status of a candidate to the European Union. It was probably in the hope of obtaining this status that President Volodymyr Zelensky last week submitted a draft ratification of the Convention to the Verkhovna Rada.
2551	7	"On Monday, the Verkhovna Rada ratified it: 259 deputies of the Ukrainian parliament voted ""for"" and only eight voted ""against"". This shows that the adoption of the Istanbul Convention was indeed seen as a sine qua non condition for obtaining the promise of granting Ukraine candidate status to the European Union."
2551	9	"I will not decide here whether Ukrainian politicians really believe that their country will really be admitted to the EU one day, or rather they just want to seduce voters with such a prospect; I also leave aside the belief clearly behind the desire to join the EU that it has some power to ""deter"" Russia and thus increase the chances of survival of Ukrainian statehood. The decisions of Ukrainians, motivated by fear, may be irrational. However, it is clear that some forces intend to use the ongoing war to push Ukraine in the direction of an anti-Christian Revolution. Perhaps Brussels itself instructed Kiev to ratify the Convention. It is also possible that the government in Kiev, which is after all associated with liberals from the United States, decided to use the chaos of war to carry out this change without provoking much public resistance."
2551	11	"The revolutionary forces operate in the Ukrainian issue not only through leading politicians, but also through various organizations, nominally ""grassroots"" but in fact simply the street arm of great social engineers. An example is an event that was planned… in Warsaw. On June 25, a homosexual parade bringing together both Poles and Ukrainians is to pass through the streets of the Polish capital. The thing is called ""Warsaw & Kiyv Pride marching for peace"". This ""gay pride parade"" takes place in Poland, because, as the organizers explain, due to the war, it cannot be held in Kiev ""in the traditional format"". That is why rainbow circles intend to march in Warsaw - for ""peace"", which they understand as freedom of sexual expression in the spirit of LGBT ideology."
2551	13	"The revolution, however, encounters resistance. He was almost absent from the Ukrainian parliament, where the Istanbul Convention was adopted by an overwhelming majority. However, not everyone likes the homosexual Polish-Ukrainian parade in Warsaw. For example, the Ukrainian movement ""Everyone together"" protested against her organization, which fights against the promotion of murdering unborn children and the LGBT ideology. The movement issued an appeal to President Andrzej Duda, asking him to stop the parade; as indicated, Poland did not host war refugees from Ukraine so that some of them would now act together with the Polish revolutionary activist for the overthrow of the constitutional order in force in the Republic of Poland."
2551	15	"And after all, this is what promoting the LGBT ideology aimed at the family is, which is the absolute foundation of the national existence and thus also the foundation of the state's survival. In its appeal, the “All Together” movement also pointed out that the LGBT ideology actually has common intellectual and spiritual roots with Russian communism. Today, this is rarely remembered, but it is the most honest truth: the LGBT community is only one element of the entire offensive of the ideologues of new Marxism. Just as the old Marxism used workers to destroy Christian civilization, its contemporary version reaches for the so-called ""sexual minorities"" and other groups, but aiming at the same thing: a fundamental reconstruction of the world so that societies would be ruled by an atheistic, totalitarian regime."
2551	17	Both the adoption of the Istanbul Convention and the Warsaw Polish-Ukrainian homosexual parade are just two examples of how the globalist Revolution is trying to remodel Ukraine. We have already written about the plans of the creators of the new world order towards Ukraine many times in PCh24.pl; even before the war, Ukraine was perceived by many as a perfect field for social engineering experiments, as evidenced by, for example, the extremely widespread in this country child trafficking, carried out, among others, for the needs of homosexual deviants from all over the West.
2552	3	The case of Ukrainian nationalists in Poland is gaining momentum. The problem of refugees from Ukraine is acute throughout Europe, but especially in Poland, both because of historical relations and geography.
2552	5	"It started with placing Ukrainian flags on state institutions (both together with and instead of the Polish one), on central squares and even on monuments and cemeteries. Aggressive Ukrainian refugees running and screaming, as well as crowds of ""sympathisers"" or those who just want to shout for any reason, can now be found almost all over the world. The Ukrainian issue is now so boring for economically depressed European citizens that clashes, fights and sometimes murders of native citizens and the so-called Ukrainian refugees are on the agenda."
2552	7	We are not cruel either and we understand that it is possible and necessary to help our neighbors in need. The elderly, women and children fleeing the atrocities of war must be helped. But if Poland is overrun by aggressive nationalist Russophobes who, instead of building a peaceful life on our land, conduct aggressive actions and speeches and treat Poles and our traditions in an ugly way just because they may have different views - this is cause for reflection.
2552	9	Ukrainian nationalism, if you go deeper into history, has always been a convergence point between the interests of Poland and Ukraine. This is extreme Nazism in its worst manifestations, which does not tolerate concessions and diplomatic solutions. Ukrainian nationalism, since before the murderer Stepan Bandera, preached intolerance towards Poles, impossibility of making concessions and aggressive, even murderous and terror-based solution to all problems. The Ukrainian nation, according to all the canons of Ukrainian nationalism, is a chosen nation, which has similar characteristics to German Nazi Nazism. By the way, yesterday, June 20, 2022, the Ukrainian Orthodox Church canonized the murderer of thousands of Poles, Stepan Bandera. So now the ideological inspirer of Ukrainian nationalism is sacred! (Duda would kneel)
2552	11	Over time, many Nazi ideas in Europe gradually disappeared, succumbing to the ideas of common sense, only Ukrainian nationalism did not. To this day, our eastern neighbors faithfully believe in their chosenness, in the lack of value of human life, in one value - the spread of Ukrainian nationalism in the world, and above all in Poland, which, despite help, Ukrainians have always considered an enemy.
2552	13	And given the loyal attitude of our government towards refugees from Ukraine, there is no need to wait long for Banderist propaganda and then for the introduction of Banderist ideology. The process of changing history has already begun, according to PiS, Poles must be more loyal and tolerant, they must abandon historical memory and ask Ukrainians for forgiveness for Volhynia! And also to erase this page from the history of our country.
2552	15	If this continues, our government, to please the United States, Great Britain or anyone else, will sell Poland to Ukraine and destroy our statehood and our national idea. So, it's time to act!
2553	1	Jerzy Kwaśniewski: The end of Poland and the Union as we know it?
2553	3	"The President of the European Commission Ursula von der Leyen announced in Warsaw the approval of the Polish National Reconstruction Plan (KPO). The politician stressed that EU money will not flow to Poland if it does not implement the agreed ""Milestones"" in an exemplary manner. We are facing new taxes on combustion vehicles, fees for the use of expressways or contributions to civil law contracts. The Union is also shaping the Supreme Court for us, demanding that all cases of the Disciplinary Chamber be reconsidered - even those obviously ""non-political"", such as theft or violation of bodily integrity by judges. The EU even dictates to Poland how to change the rules of procedure of the Sejm."
2553	5	However, with the increasing pressure of Brussels on EU member states, the resistance of European nations to the centralization of management of the Union and manual control of the economy and even the culture of nation states is growing. Ordo Iuris experts immediately began to reveal the activities of EU bureaucrats. Subsequent analyses, speeches and articles increase social resistance and create pressure that gives the government a base to oppose the dictates of the European Commission.
2553	7	"Resistance is all the more necessary as the ""Milestones"" directly oblige Poland to implement gender policy in culture, art, television and theatre. And the European Parliament claims that each area of ​​""Milestones"" is to take into account ""gender budgeting"". It is probably obvious that the plan to rebuild Europe is becoming before our eyes a plan for the ideological colonization of recalcitrant states."
2553	9	Money from the Reconstruction Fund will therefore continue to be used to put pressure on Poland in order to transfer powers to EU authorities in new areas, centralize the economy or implement ideological programs in workplaces, schools, art and culture. The European Commission is fully aware that the tight budget of Poland - involved in helping Ukraine and refugees - will not survive the refusal to pay KPO funds. Blackmail becomes an ordinary method of contact between Brussels and Warsaw.
2553	11	"At the same time, the EU is starting to implement the project of formal reconstruction of the EU into a federation limiting the voice of individual states. The ""Conference on the Future of Europe"" (CoFoE) serves to increase the powers of EU bodies, which, by creating the appearance of social consultations, is to convince that Europeans themselves - including Poles - want the importance of the European Commission, the European Parliament and even the establishment of joint transnational electoral lists."
2553	13	"In response to a serious threat to Poland's sovereignty, we are preparing a legal commentary on the content of the ""Milestones"" and the entire KPO. In this way, we strengthen social resistance to the attempt to take control over the internal policies of the Member States by non-elected EU bodies."
2553	15	"We are also working on a comprehensive report on the recommendations of the ""Conference on the Future of Europe"". We will show that instead of federalizing the Union and marginalizing national governments, the reform of the community should aim at strengthening the position of nation states. In order to embolden Polish politicians and equip them with the best arguments to defend national interests, we will hand over the document to MEPs and organize an international debate in Brussels devoted to this important issue."
2553	17	We continue to monitor the work of the European Parliament and the European Commission to be able to react quickly to any threat to Polish interests. We are also continuing proceedings before the Court of Justice of the European Union, in which we are fighting for the annulment of two resolutions that violate the good name of our homeland and the Ordo Iuris Institute itself.
2553	19	Only our experts have enough knowledge, experience and independence to substantively and reliably oppose the harmful dictates of the European Commission. Introducing our arguments into the public debate will provide effective pressure and support for the government that needs to negotiate with Brussels.
2553	21	If today we do not strongly oppose the construction of a centralized European superstate based on ideological assumptions, Poland and the Union as we know it will soon come to an end. In their place, a centralized political behemoth will be born, fueled by radical ideologies and economic utopias.
2554	1	Jan Wudkowski: Poland, inspire! Civilization elements of reforms for Ukraine
2554	3	The end of military operations against Ukraine will not mean the end of the conflict with Russia. The historian Feliks Koneczny described the rivalry of various civilizational principles in Eastern Europe. This unique analysis from a few decades ago can still help us understand the ideological motives of the Russian invasion, as well as provide inspiration for the development of a post-war model of development for Ukraine. With the history window wide open, I would like to bring the reader closer to Koneczny's perspective. I will present elements of reforms that could consolidate Ukraine's turn towards the West.
2554	7	The establishment of new relations with Russia by the EU and the Anglo-Saxon countries, as well as the phase of reconstruction of Ukraine, which is still far away, will cover a complex of dimensions: political, military and economic. In the commentary, I will focus on references to cultural and religious specificity, which was brilliantly read by prof. Necessary for Eastern Europe.
2554	11	The Polish public debate on post-war relations between Kyiv and Warsaw (for example Marek Budzisz's emotionally arousing article about the possibility of a federation of the two states in the future) focuses on the rhetoric of the balance of power in Europe, which is determined by military, territorial and economic resources. In my opinion, the discussion is complemented by the civilizational and cultural foundations. As proved by prof. Necessary, they are of great importance. I will try to argue - giving the theoretical background in four short parts - that lasting peace in Eastern Europe would be contributed to by the mental and cultural changes that lasted for years. The strategy of introducing civilizational reforms could also be the basis for post-war cooperation between Ukraine and Poland.
2554	15	Koneczny's legacy
2554	19	A historian from Kraków, over several dozen years of work, he created an original comparative science of civilizations, an important step towards which was his habilitation in the history of Eastern Europe (in 1920). The contribution of the Polish academic lecturer differs from the vision of Samuel Huntington or how Russian thinkers themselves see their Eurasian or Pan-Slavic civilizational role (Jabłoński, 2014).
2554	23	"Koneczny defined civilization as ""a method of organizing social life"". It includes e.g. ethical principles, legal system, separation of powers, economic relations. Civilization affects the content and depth of culture. On the other hand, the form of culture - architectural style, folklore, cuisine, or the alphabet used - do not predominate about civilization affiliation."
2554	27	The scholar pointed to the rivalry of several civilizations in Europe, primarily the Turanian, Byzantine and Latin. He popularized the greatness and ethical primacy of the latter, Western European, which - drawing on Greek philosophy, Roman law and Christian ethics - is, according to Koneczny, a long-term fruit of the activity of the Catholic Church.
2554	31	"Various civilizational influences in ""Russian Mir"""
2554	35	"Prof. Koneczny described the dominant method of organizing social life in Russia as the Turanian civilization. The name comes from the Persian word ""turan"", which was used to describe the region of Central Asia - the Great Steppe. The main features of the archetype of the Turanian civilization are: militarism of social organization and statehood based on private law, which can be understood as public institutions, and in principle also society, are treated as a kind of property of an absolute ruler, e.g. a khan or a tsar. Koneczny's observations help to explain, for example, the practice of Russia's foreign policy, the aim of which, in opposition to Western countries, does not have to be the national interest."
2554	39	The historian argued that competing ideological influences had clashed on the Volga River for centuries. The Russian Empire, however, remains an alien civilizational pole to the West. His skeleton turned out to be more durable than e.g. the ideology of communism.
2554	43	"The scientist from Krakow consistently emphasized that there are civilizational differences between Ruthenians and Ruthenians. Kievan Rus, the Cossack Hetmanate or contemporary Ukraine are examples where a mentality different from the Russian one, and thus a method of organizing social life, was emphasized. The decisive and extremely united reaction of Ukrainians to the neighbor's aggression in 2022 shows that the concept of the ""Russian mir"" (de facto imperial doctrine) disregards the harsh civilizational realities of the region."
2554	47	The importance of the moral and religious dimension for the future of Ukraine
2554	51	“Eastern societies are being reborn in general only through religion,” concluded a researcher of the history of this part of Europe (Koneczny, p. 275). The scientist noticed that never did Eastern societies recover from a moral decline other than after first reforming their religious organization.
2554	55	"In Ukraine, tectonic changes are taking place in the structure of the Orthodox Church, although it is still difficult to predict what doctrinal and social consequences they will bring. Until recently, there was a division into three Orthodox Churches (including one ""pro-Moscow""), to which most Christians in the country belong. In the landmark year of 2019, two church institutions merged to form the united Orthodox Church of Ukraine (PKU). The situation during the war accelerated dramatically. Hundreds of communities (parishes) and thousands of faithful leave the structures recognizing the supremacy of the Moscow Patriarchate and join PKU. The process is complex (Górny, 2022) and also encounters resistance from clergy faithful to Moscow and agents of Kremlin influence."
2554	57	The clergy in Ukraine, along with severing ties with Moscow, should be given greater autonomy from the secular authorities. Such autonomy is characteristic of the Latin civilization, and impossible in the Turanian (the phenomenon can be attributed to the justification in Revelation - the clergy must above all be faithful to God's law).
2554	61	Could Poland contribute, in accordance with Koneczny's guidelines, to support moral and religious changes in our neighbor? It seems that the arrival of millions of refugees to our country has already captured the hearts of Ukrainians and prompts deeper reflection on the source of this phenomenon. Outside the area of ​​Latin civilization, it is hard to witness such a scale of solidarity of ordinary people, including parishes.
2554	65	Poland has advantages that it could offer its neighbor when it comes to Christian ethics. (And this despite the crisis of faith and values ​​that is also swelling in our country). I will focus on the example of protecting the conceived life. This dimension, if only because of the demographics (Ukraine's population decreased by several million after the collapse of the USSR) or the psychological consequences for mothers and fathers (the so-called post-abortion syndrome), should be of fundamental importance for the Ukrainian elites. Changes in Polish legislation to protect the unborn life and the organic pro-life movement in our country - the strongest in Europe - can be a genuine role model for Ukrainians and the local clergy (although maintaining the admissibility of abortion in the case of rape in Polish regulations took its revenge during the turmoil of war).
2554	69	"The adopted volume of the article allowed the reader to be interested in how religion and ethics fundamentally affect civilization. Further Thoughts, Prof. Dr. Ewa Kurek or Robert Tekiela, see the attached items in the bibliography for those interested, show that the peculiar perception of God and theological issues in Russian Orthodoxy contribute to the consolidation of the ""herd"" mentality, as Koneczny called it (as opposed to Catholic personalism)."
2554	73	Europeanization of Russia through Ukraine?
2554	77	"In this part of the commentary, I would like to briefly discuss the thesis, supporting it with quotes from Koneczny's ""History of Russia"", that Kievan Rus has a special civilizational impact on the Russian empire. Ukraine, on the other hand, remains sensitive to Polish and Western ideas. The thesis of an ideological intermediary to Europeanize Russia seems fundamentally important to consider. There are many indications that an even greater challenge than a favorable or at least acceptable military resolution of the war for Ukrainian society will be the issue of defending peace after its end."
2554	81	"If Ukraine, despite the great difficulties of its location, developed an attractive civilizational model in the reconstruction phase, the Kremlin elites will watch with great attention the actions of Kiev - the ""mother of all Russian cities"". This is due to the fact that the power of a strong, also imperial autocrat, is a civilizational method that can be effective with large own resources. However, it does not work in itself when Russia needs to find a way to rejuvenate morality, improve demographics and solve the material problems of ordinary families.of. Koneczny noted that on various occasions the Russians had considerable difficulty in understanding foreign thought: Western European concepts, derived without the mediation of Southern Ruthenia, or even Poland, dizzy and caused disorganization (Koneczny, p. 249). At present, in times of great cultural crisis in the transatlantic world, explaining the advantages offered by the principles of the ""rotten West"" is a particular challenge. It seems that the Ukrainian elites should be the predestined translator to show what good flows from the foundations of the Latin civilization."
2554	85	The cultural revival in the Turanian civilization could only effectively come from the same source from which it had sprung in the past: from southern Ruthenia. (...) Direct Polish influence was excluded for religious reasons, and the cultural gulf was too great anyway (Koneczny, p. 151). Of course, the social situation to which Koneczny referred when analyzing relations in the mid-seventeenth century will be significantly different from the present one. The secularized Russia of the 21st century, boasting about the legacy of the USSR, tries to despise the Ukrainians, treating their culture as inferior. However, the key to the Europeanization of the Russian soul should still be sought, which is inevitably associated with denying the false narrative, which is exposed, for example, by the facts on the front and the heroic attitude of Ukrainian soldiers. Work in the field of history, religion and ethics, and the development of Ukrainian culture (which should also be supported among refugees) is important here in the long term.
2554	89	The need for organizational and intellectual effort
2554	93	As a result of the military invasion, there was an unprecedented potential for civilizational changes in Ukraine. Kyiv has shown that it has autosteering elites (earlier ones were exterminated, among others, as a result of communist purges), whose behavior commands respect in most of the world's salons. There is also an accelerated retreat from Russian culture on the Dnieper, creating an ideological vacuum. Great expectations, energy and spirit of sacrifice were ignited in the ideologically cementing Ukrainian nation.
2554	97	There is a favorable atmosphere for broad talks about the post-war period, because the governments and institutions of our countries have become aware of a certain unity in the dimension of the security architecture of the region. Ukraine has been granted candidate status for EU membership, and integration processes should also be considered in a broader European context.
2554	101	If the Ukrainian elites agreed that the adoption of elements of Latin civilization serves the good of their nation, and these principles entered into strategic thinking, it will be a much more durable basis for cooperation in the area of ​​the so-called Intermarium, than democratically changing politicians or beautiful gestures of decision makers, such as the decision of the mayor of Lviv to unveil stone lions at the Eaglets Cemetery.
2554	105	Poland could get involved in promoting the understanding of Koneczny's civilization abroad, drawing on the talents of our great historians (for which a special team could be appointed). Foreign activity should be preceded by contacts with Ukrainians, listening openly to their voice on many issues, as well as to the thoughts of scientists who constructively polemicize with Koneczny.
2554	109	Fortunately, the historian's works have already been translated into English, but the challenge remains to reach the public with his message in Anglo-Saxon countries and the European Union, including the Three Seas Initiative. This would allow the international public to see the possible elements of building peace in our part of the continent.
2554	113	The promotion of Koneczny's scientific achievements, as postulated in the commentary, as well as being inspired by it during discussions on the post-war model of Ukraine's development, seem to be a very big task (also demanding attempts at internal reforms in our country, if Poles are to be authentic preachers of these ideas).
2554	117	However, the external situation, i.e. the specter of World War III, may be conducive to the decision-makers of the West not interfering with the ideological shaping of the Intermarium order by the people of the region. There is no certainty here, considering the emerging differences of interests and the strong influence of various ideologies on politicians, but there is a providential chance.
2554	121	I would like to leave the reader with a question: can Poland desert its dusty civilizing mission in the East? I believe that failure to make efforts to Europeanize Russia is not only pusillanimity, but also a great risk. As many experts argue, the Russian Federation will push for another, even bigger conflict in a few years, seeing Poland as the keystone of the balance of power in the region. The “Latinization” of Ukraine, referring to Koneczny’s guidelines, may be a key stage in ensuring civilizational peace in our part of the continent, which will radiate further to the east.
2554	125	I would like to end my comment by referring to a religious perspective. John Paul II understood it well and was able to draw conclusions from it during the Cold War. Christians, strengthened by the act of consecration of Russia and Ukraine to the Immaculate Heart of Mary made in March, should remain in unshakeable hope that they are not alone in the fight for good and truth.
2555	1	Macron, Scholz, Draghi and Iohannis on a visit (international tour) to Ukraine. There's nothing like another day at the theater.
2555	3	Ukrainian President Volodymyr Zelensky met on Thursday (June 16, 2022) in Kiev with French President Emmanuel Macron, German Chancellor Olaf Scholz, Italian Prime Minister Mario Draghi and Romanian President Klaus Iohannis. Officially, this international meeting was an expression of European leaders' solidarity with Ukraine and the Ukrainian people.
2555	5	"Dear Readers, this eloquent image of Emmanuel Macron kissing the pope is a very powerful image that makes you shudder, as one thinks of Satan whispering into his victim's ear before he ""bites and devours"" them. I have exactly the same feeling when I look at Macron, who with such an ""evil smile"" moves to the face of Ukrainian President Zelensky, and Zelensky looks like he likes it very much."
2555	7	"The ""funny thing"" about this war in Ukraine is that it seems to be very ""visitors"" friendly, it is certainly unprecedented in all of history as we know it. Look, Bono and U2 can come and tour while the bombs are falling, Nancy Pelosi and her minions can come and go as they please, so are many ""stars and starlets of modern times."""
2555	9	"And now Emmanuel Macron (among other things to boost his ratings) spins around as if he owns all of Ukraine. Don't get me wrong, because people in Ukraine are dying and we are dealing with a great tragedy, great suffering and basically we don't know what awaits us in the future and to what possible escalation there may be, BUT these ""international VIP trips"" to the country covered by war and their ""inviolability"", this ""ubiquitous fun"", it is indeed very strange. Ah… There's nothing like another day at the theater, don't you think?"
2555	11	“Macron, Scholz and Draghi, representing Europe's three largest economies, traveled together to Kiev on a special overnight train provided by the Ukrainian authorities. President Klaus Iohannis of Romania - which borders Ukraine and has been a key destination for refugees - arrived on a separate train.
2555	13	The meeting with Zelensky is of great symbolic importance, given that Western European powers face criticism for not providing Ukraine with the weapons that Kyiv asked for.
2555	15	The Times of Israel reports.
2555	17	"Another thing worth noting is that Emmanuel Macron, in response to a question about his earlier remarks that Russia must not be humiliated, said: ""France has been next to Ukraine since day one."" The ""international outing"" visit comes as Russian forces increasingly push for an offensive in eastern Donbass, slowly but steadily gaining the upper hand over poorly manned and armed Ukrainian forces."
2555	19	However, not many hours have passed since the end of the visit of Macron and his companions in Ukraine, and the media began to spread information that the real purpose of the visit was to persuade Ukraine to surrender and give Russia what it demanded from from the very beginning. The difference, however, is that at the beginning it was enough to give back the already lost Crimea and the so-called rebel republics.
2555	21	"Today, however, it is necessary to give back Crimea, these so-called rebel republics, which occupy parts of eastern and southern Ukraine, so that Ukraine will lose its access to the sea, which in turn will lead to the collapse of this country. And, of course, let us not forget the thousands of innocent victims, that is women, mothers, wives, fathers, men and children. And the fundamental question arises: ""Was it worth fighting with Russia if Germany and France were on Putin's side from the very beginning?"""
2555	23	"Ukraine could not win this war and will not win it. And if you can't fight like a lion, fight like a fox. Unfortunately, Ukraine succumbed to numerous promptings and went to this war, bringing the whole country to ruin and losing much more than it could gain. I recall once again the words of John Paul II: ""in war there are no winners and vanquished, there are only dead people."" I also renew my appeal to the Polish rulers, so Poland is the first to help but the last to enter the war!"
2557	1	They bare their fangs again
2557	3	"End of the story? After all, everything is already settled, the world is divided into spheres of influence and nothing can change it? This is Fukuyama's 1992 mindset, and unfortunately popular. It was similar before. Maybe it's worth ""taking a look"" at least at the last 100 years?"
2557	5	"The fact that the white man ""civilized"" the ""savages"" and ""by the way"" exploited in a completely uncivilized way, earned money seemed obvious and unchangeable. Most of the ""enlightened"" wallowed with delight in unlimited and thoughtless sybaritism."
