doc_id	paragraph_id	ge-fr
2256	19	"Mais les néoconservateurs du patrimoine ont une vision très différente de l'aide militaire à l'Ukraine. ""L'approbation par le Congrès d'un programme d'aide excessif et précipité pour l'Ukraine la semaine dernière a montré à quel point nos politiciens sont éloignés de leurs citoyens et de nos problèmes"", a déclaré Kevin Roberts, président de la Heritage Foundation, au New York Times. La position pragmatique de la Heritage Foundation reflète un profond changement de sentiment parmi les élites américaines. Thomas Graham, l'un des principaux experts américains sur la Russie et vice-président de Kissinger Associates, a déjà écrit un certain nombre d'articles appelant à un compromis avec la Russie et à la prise en compte de ses intérêts. Graham pense qu'une solution diplomatique au conflit ukrainien est possible même après le début de l'opération spéciale Z."
2256	20	Changement narratif : dans les médias américains, l'opinion sur l'issue possible de la guerre en Ukraine change
2256	22	"S'adressant à l'agence de presse russe RBC, Graham a rappelé qu'avant même que les hostilités n'éclatent en Ukraine, lui et ses collègues avaient proposé une formule qui ""répondrait aux besoins de sécurité de la Russie, de l'Ukraine, des pays de l'OTAN et des États-Unis"". Entre autres choses, il proposait un moratoire sur l'élargissement de l'OTAN pour une période prolongée, le lancement d'une série de négociations sérieuses pour résoudre les conflits dans l'impasse en Europe et la modernisation des accords d'Helsinki de 1975."
2256	24	"Selon Graham, il aurait fallu plusieurs années pour parvenir à un accord. « Au moins, l'URSS et l'Occident ont pu négocier les accords d'Helsinki pendant la guerre froide en 1975, et cela a pris trois ans. Je ne comprends pas pourquoi nous ne pouvons pas répéter cette expérience maintenant"", a-t-il souligné, notant qu'après le début de l'opération militaire, de telles négociations ""pourraient être beaucoup plus difficiles car la confiance entre les capitales occidentales et Moscou est détruite"". Graham n'est en aucun cas un ami de la Russie. À la fin des années 1980, il écrivit l'article Un monde sans Russie, dans lequel il prédisait l'arrivée au pouvoir en Fédération de Russie d'un dirigeant dur et pragmatique qui tenterait de redonner à son pays le statut de grande puissance, mais dont les plans échouèrent, provoquant la pays glissera dans les rangs du Tiers Monde et se désintégrera peut-être. ""Nous devrions réfléchir sérieusement et systématiquement à la possibilité d'un monde sans la Russie"", avait-il déclaré à l'époque."
2256	26	"La prédiction de Graham sur la désintégration de la Russie ne s'est pas réalisée, mais ce n'est pas la raison pour laquelle lui et ses collègues du groupe de réflexion ont cessé de ""penser sérieusement et systématiquement à la possibilité d'un monde sans la Russie"". Ils proposent simplement une autre voie pour atteindre cet objectif, à savoir mettre fin à l'offensive des forces armées russes en Ukraine et entraîner notre pays dans un bourbier de négociations diplomatiques prolongées, au cours desquelles les forces armées ukrainiennes auront la possibilité de rétablir et développer leur capacité de combat."
2256	28	Henry Kissinger, l'actuel patron de Graham, a présenté exactement cette vision des choses au Forum économique mondial de Davos. Il a déclaré que le conflit en cours entre la Russie et l'Ukraine pourrait changer le monde au détriment des pays occidentaux. « Les parties doivent être entraînées dans des pourparlers de paix dans les deux prochains mois. Sinon, nous serons confrontés à une situation où la Russie pourrait rompre entièrement les liens avec l'Europe et chercher ailleurs une alliance durable. Cela nous ferait reculer de plusieurs décennies. Nous avons l'obligation de rechercher une paix à long terme », a déclaré le vétéran de la diplomatie américaine.
2256	30	"Selon les mots de Kissinger, l'Occident devrait cesser d'essayer d'infliger « une défaite écrasante aux forces russes en Ukraine », car cela aurait des conséquences désastreuses pour la stabilité à long terme du continent européen. Il a notamment mentionné que la Russie fait partie intégrante de l'Europe depuis plus de 400 ans et est garante de l'équilibre européen des puissances. Par conséquent, la Russie ne devrait pas être ""poussée dans une alliance permanente avec la Chine"". Il est à noter que Kissinger et son adjoint n'ont pas dit un mot sur la nécessité de dénazifier et de démilitariser l'Ukraine. Sans une solution à ce problème, cependant, il n'y aura pas de paix en Europe."
2256	31	Les États-Unis se dirigent vers l'échec en Ukraine avec un plan de 40 milliards de dollars
2256	33	"La position de Kissinger et de son équipe ne fait actuellement pas l'unanimité dans le collectif occidental. Mais les « attaques » contre le régime de Kiev se multiplient dans la presse occidentale. Par exemple, le Washington Post a écrit dans un éditorial que la russophobie ukrainienne ne finira pas bien. ""Le nationalisme littéraire, comme d'autres formes de censure culturelle, engendre l'ignorance historique, étouffe la pensée critique et entrave la compréhension internationale"", dit le journal, qui est le porte-parole de l'Amérique libérale. L'éditorial a condamné ""les tentatives des ultranationalistes [ukrainiens] d'effacer Alexandre Pouchkine de la mémoire historique et de la vie culturelle de l'Ukraine"". Plus l'offensive de la Russie et des républiques alliées du Donbass en Ukraine sera couronnée de succès, plus les voix d'analystes intelligents se feront entendre dans le monde occidental appelant à des compromis et à des négociations avec la Russie."
2259	3	Quelle est la prochaine, s'il vous plaît? Porter un masque pendant les rapports sexuels ? Ce gouvernement, qui évite les nouvelles élections comme le diable évite l'eau bénite, est non seulement incompétent, comme semblent le penser la majorité des Autrichiens, mais surtout embarrassant.
2259	5	L'impuissant et le faux, parce qu'il n'y a pratiquement aucune politique de lutte contre le coronavirus fondée sur des preuves de Nehammer & Co., devient de plus en plus une lutte d'endurance aiguë qui pourrait finalement faire plus de mal que de bien au peuple. Car si tout s'organise comme l'introduction des vaccinations obligatoires, qui - on l'entend maintenant - ne peut pas être abordée aussi rapidement d'un point de vue technique, il est également à craindre que les effets de la piqûre forcée n'aient pas vraiment été pensés à travers à l'avance.
2259	6	Abandonnez enfin les mesures coercitives
226	3	La clé pour comprendre l'avenir réside souvent dans un passé pas trop lointain : l'échec de la campagne de vaccination contre la poliomyélite en Afrique peut être considéré comme un récit édifiant contre la croyance trop aveugle dans le « succès » du corona vaccinations. Au final, la confiance aveugle de l'OMS, des autorités sanitaires et des Big Pharma s'est avérée dévastatrice : au lieu d'être éradiquée, la poliomyélite est désormais en véritable augmentation.
226	5	"Peu de temps après que l'Organisation mondiale de la santé (OMS) a déclaré que le virus de la poliomyélite en Afrique était éradiqué en août 2020, l'ONU a signalé une série de nouveaux cas de poliomyélite au Soudan - qui, cependant, n'ont été déclenchés que par les vaccinations (!). Du coup, l'ONU a dû admettre que ce type de virus était « répandu ». Il y a eu d'autres cas en Éthiopie, en République centrafricaine et au Tchad. En octobre 2020, au moins 260 cas de ce type de ""poliomyélite vaccinale"" avaient été signalés dans 15 pays africains - ce qui n'est peut-être que la pointe émergée de l'iceberg."
226	6	Campagne de vaccination arrêtée par Corona
226	8	Le responsable du programme de vaccination pour l'Afrique subsaharienne a expliqué les causes : « C'est un virus de la poliomyélite qui a muté à partir de la vaccination orale avec le pathogène affaibli de type deux et est venu au Tchad depuis le Nigeria. En raison de la pandémie de Covid-19 et des règles de distanciation, nous avons dû arrêter toutes nos activités liées à la campagne de vaccination. De cette façon, le virus a pu se propager au Tchad et jusqu'au Soudan. » En août 2021, une épidémie de poliomyélite a également été signalée en Ouganda, qui à son tour a montré des similitudes génétiques avec la variante du virus détectée au Soudan. À ce jour, de plus en plus de cas comparables sont connus dans toute l'Afrique subsaharienne.
226	9	Fausse confiance et banalisations
226	11	"En Afrique, on a utilisé un vaccin vivant bon marché, résistant à la chaleur et facile à administrer. En fin de compte, cela s'est non seulement avéré inadapté à l'éradication de la poliomyélite sur le continent, mais a même conduit à sa propagation. Le plus instructif et le plus révélateur ici est le fait qu'il s'agissait de vaccins prétendument bien testés, sans risque et ""sûrs"" - ne pensez même pas aux vaccins expérimentaux à ARNm - qui se sont finalement avérés non seulement contre-productifs mais aussi mortels."
226	12	Des vaccins bon marché et sous-testés
226	14	"Aujourd'hui, ce sont les mêmes autorités sanitaires, pharmaceutiques et représentants de l'OMS qui soulignent la sécurité et le manque d'alternatives aux vaccins Covid dans le monde - bien que l'on en sache beaucoup moins sur leurs mécanismes d'action et leurs éventuels dommages à long terme que dans le cas du vaccin polio modifié agents pathogènes. Ce qu'il faut penser de la fiabilité des prévisions de ce cartel de la vaccination peut donc - encore une fois - être ""émerveillé"" de manière impressionnante sur le continent noir. Cela ne semble pas déranger les médias grand public ; peut-être parce qu'ils ne sont que des Africains ? Ce serait un autre cas de racisme de l'attention."
2260	1	"""L'OTAN n'est pas agressive"": Scholz s'interroge sur les préoccupations de la Russie en matière de sécurité de l'OTAN"
2260	3	Selon ses propres déclarations, le chancelier Olaf Scholz ne veut pas prendre au sérieux les déclarations du président russe Vladimir Poutine sur les actions agressives de l'Alliance atlantique dans le passé et considère les préoccupations de sécurité associées de la partie russe envers les États de l'OTAN comme un débat sur l'histoire .
2260	4	"« Soyons clairs : l'OTAN n'est pas agressive, il n'y a aucune raison d'avoir peur ; l'UE n'est pas agressive, il n'y a aucune raison d'avoir peur"", a déclaré Scholz en anglais lors d'une séance de questions-réponses lors de la conférence de Munich sur la sécurité samedi. Mais Vladimir Poutine a un autre point de vue. ""Quand je lui dis cela, il utilise toujours l'argument de l'ex-Yougoslavie et dit que l'OTAN s'y est comportée de manière agressive et a nui à des gens qui n'ont rien fait."""
2260	5	"""Je réponds que nous avons essayé d'empêcher un génocide et qu'il devrait comprendre que les peuples des Balkans occidentaux veulent vraiment devenir membres de l'UE, donc au final ils voient les choses différemment"", a déclaré Scholz."
2260	7	Il y a donc de réelles divergences d'opinion. « Puis il (le président Vladimir Poutine – ndlr) vient et prétend qu'il y a quelque chose comme un génocide dans le Donbass, ce qui est vraiment ridicule, pour le dire crûment. Mais c'est son histoire. » La chancelière a souligné qu'il était très important de prêter plus d'attention à ce que les autres disaient. Mais de tels arguments ont leurs limites :
2260	8	"""Si nous le prenions au pied de la lettre, cela ne nous rendrait pas très optimistes quant à l'avenir. Et je refuse de faire ça. Je pense que c'est juste une discussion sur l'histoire. Et je réponds (Poutine - ndlr) (...) que nous ne pouvons pas changer les frontières, que nous devons accepter l'intégrité et la souveraineté des pays que nous avons en Europe."
2261	3	Pourquoi la vie est en danger en Franconie. En fait partout en Allemagne. Et pourquoi, à proprement parler, est une bonne chose.
2261	5	"Le soleil brille actuellement sur l'Allemagne, et donc aussi sur Nuremberg et son administration municipale. Selon le portail d'information North Bavaria, il annonce ""des températures supérieures à 30 degrés"" et prépare les habitants au pire : ""La chaleur estivale atteint la Franconie : la ville de Nuremberg met en garde contre un ""danger aigu pour la vie""""."
2261	7	Comme on le sait, le danger de mort aigu diffère du danger de mort non aigu en ce que l'on meurt immédiatement, pas plus tard comme tout le monde. Le portail rapporte en outre :
2261	9	"« Dans le cadre d'un communiqué de presse de la ville, le département de la santé de Nuremberg a souligné que des températures pouvant mettre en danger la santé devraient être atteintes dès cette semaine. ""Même à 26 degrés Celsius, le corps réagit avec une augmentation de la transpiration et des troubles circulatoires"", précise le message de la mairie."
2261	11	Quiconque ne quitte pas immédiatement la zone de la mort de Nuremberg les pieds devant saura au moins d'où vient l'accumulation de liquide dans le cou et les aisselles, grâce au message d'avertissement de la ville. Et j'espère que l'un ou l'autre franconien réservera au moins ses vacances d'Hurghada à Hammerfest.
2261	13	"""Il n'y aura pas de retour à la normalité"", a déclaré il y a quelque temps un commentateur du quotidien. Et il avait raison, car seul un représentant des médias de l'ARD peut avoir raison. Autrefois, quand les gens pensaient aux films d'Ingmar Bergman en entendant le mot ""jeune femme de Suède"", la chaleur en été n'était pas considérée comme un précurseur de l'apocalypse, mais comme un bon prérequis pour passer la journée au bord du lac. Quiconque devait travailler pendant des journées à 30 degrés s'inquiétait, mais avait au moins une glace entre les deux et une bière fraîche le soir."
2261	15	Avant c'était comme ça. Cela ne revient jamais. Les représentants des médias prouveront probablement bientôt que les gens se souviennent tout simplement mal des choses.
2261	17	"La phrase de Thunberg ""Je veux que vous paniquiez"" est l'une des instructions les plus réussies de tous les temps, du moins dans une grande partie des médias - et récemment aussi dans l'administration municipale. Quiconque interprète simplement le temps comme le temps est assuré de vivre en dehors de ces deux domaines. Et probablement depuis trop longtemps. Car il faut remonter loin en arrière pour retenir des messages comme ""beau temps d'été pour les prochains jours"". En tout cas, l'année dernière, la Hessische Niedersächsische Allgemeine (HNA) titrait à peu près à la même époque, le 12 juin : « La vague de chaleur se dirige vers l'Allemagne - des températures tropicales sont également attendues la nuit ». Car : ""Les températures dans le nord de l'Allemagne avoisinent les 20 degrés dimanche et les températures devraient remonter à partir de lundi, une véritable canicule se dirige vers l'Allemagne."""
2261	19	"Le portail Der Westen a également signalé en 2021 : ""Météo en NRW : Attention ! La chaleur tropicale insupportable approche ». Incidemment, des vagues arrivent constamment, une tempête avance ou arrive, et quand il fait froid en hiver - cela arrive aussi - alors il s'agit d'un ""fouet russe"" (Image). Une ressemblance stylistique avec les rapports de première ligne dès le début ne peut guère être négligée. En parlant du whip russe : « Nouveau pronostic fou : coup de froid en décembre ? » Le Berlin Kurier a choqué ses lecteurs en hiver 2021."
2261	21	"De nombreuses applications météo avertissent en fait du ""froid extrême"" dès que les températures descendent en dessous de moins cinq degrés. Si la chaleur estivale et le froid hivernal ne s'abattent pas sur l'Allemagne, des pluies torrentielles et/ou des ouragans monstres déferleront sur le pays de telle sorte que les autorités devraient non seulement avertir leurs propres citoyens, mais aussi tous les touristes et migrants : ""N'entrez pas , danger de mort"". Et cela au moins 360 jours par an."
2261	23	"""Quand est-ce que ce sera vraiment encore l'été ?"", chantait un jour Rudi Carrell de manière irresponsable, ""un été comme avant ?"" Avec un lido, une pelouse pour bronzer, une boisson fraîche et la joie générale des températures supérieures à 25 degrés, même parmi les éditeurs et la ville administrateurs ? Question bête : plus maintenant. Et l'automne, c'est clair, n'est plus le moment des feuilles colorées, mais du prochain virus tueur."
2261	25	À partir de moins 10 degrés en hiver, causés par les changements de courant-jet au pôle Nord, comme l'expliquera un expert du climat à la télévision, les pointes des trains gèlent à nouveau, dans les voitures desquelles le climat échoue à partir de 26 degrés en été.
2261	27	Au moins là.
2261	29	Eh bien, l'hystérie constante n'est pas pour tout le monde. Certains prétendent qu'ils ne peuvent plus supporter le vacarme de panique. Ce faisant, ils négligent une idée bien plus importante qui va bien au-delà de la zone de la mort franconienne : ce peuple est assuré de ne plus marcher sur Stalingrad. Pas à Tobrouk non plus. Même avec un tigre électrique.
2261	31	Cela ne compte-t-il pas ?
2262	3	"Avec Nancy Faeser (SPD) au ministère de l'Intérieur et Anne Spiegel (Verts) au ministère de la Famille, deux ministres sont en charge de ces dossiers, qui ne laissent aucun doute sur le fait que pour eux les approches exclusivement idéologiques sont au premier plan. Au lieu d'examiner les problèmes réels et de développer des solutions, les gens traitent les officiers homosexuels ou ""l'extrémisme de droite"" comme le problème supposé le plus important."
2262	5	Non seulement les 20 000 filles menacées de mutilations génitales montrent où va notre pays. Car on ne peut ni parler ici de cas individuels, ni simplement effacer une telle évolution. Au contraire, l'Allemagne se trouve dans une situation où nos valeurs culturelles et libérales deviennent de moins en moins importantes. Des structures archaïques et inhumaines gagnent du terrain, tandis que les décideurs politiques non seulement ignorent ce fait, mais se félicitent également de leur politique migratoire fatale.
2262	7	L'Allemagne n'a pas besoin de plus d'immigration, mais d'un gel de l'immigration.
2262	9	Quiconque pense pouvoir intégrer les traditions archaïques dans la vie quotidienne en Allemagne doit quitter notre pays. Quiconque commet des lésions corporelles graves sous la forme de mutilations génitales doit être puni avec toute la sévérité de la loi. C'est la façon de traiter tous ceux qui minent notre système de valeurs et menacent notre liberté et notre égalité.
2262	11	C'est finalement assez : Mme Faeser, démissionnez !
2262	13	La ministre fédérale de l'Intérieur Nancy Faeser (SPD), totalement inconnue jusqu'à son scandale d'extrémisme de gauche, a déjà perdu confiance en ses propres autorités de sécurité.
2262	15	"Dans une poussée solitaire, Faeser a poursuivi le projet de former une ""coalition des volontaires"" au sein de l'UE. Les États de l'UE devraient accepter d'accepter davantage de migrants."
2262	17	Seule la France, cependant, s'est rangée du côté de l'Allemagne, tandis que 16 États de l'UE refusent non seulement d'accueillir davantage de migrants, mais exigent également l'érection de clôtures et de murs aux frontières extérieures de l'UE. Encore une preuve du chemin particulier et abstrus que l'Allemagne tente de reprendre. C'est aussi l'avis de ceux qui dirigent actuellement Faeser en tant que ministre de l'Intérieur.
2262	19	Dans un document interne, les propres autorités de sécurité de l'entreprise mettent en garde contre les effets catastrophiques de la politique de Faeser.
2262	21	"Selon le Centre conjoint d'analyse et de stratégie pour la migration illégale, la sinistre ""coalition des volontaires"" et l'annonce que des groupes entiers de soi-disant réfugiés seraient emmenés directement de la Méditerranée vers l'UE augmenteraient considérablement la pression pour migrer. Ce qui est particulièrement piquant, c'est que ce groupe d'experts est subordonné à la Chancellerie, qui est également dirigée par le SPD."
2263	3	Moscou (dpo) - L'OTAN est aux prises avec de nouveaux membres à des postes stratégiques alors que la puissance économique et militaire de la Russie est en chute libre. Depuis la guerre d'agression contre l'Ukraine, qui a été complètement désastreuse pour la Russie à tous égards, de plus en plus d'observateurs se posent la seule question évidente : le président russe Vladimir Poutine est-il vraiment un agent de l'Occident ?
2263	5	De nombreux indices en sont bien connus : Personne n'a renforcé l'OTAN, hostile à la Russie, comme Poutine ces dernières années. C'est grâce à lui seul que la Suède et la Finlande renoncent à leurs décennies de neutralité et rejoignent l'alliance. La Géorgie et la Moldavie pourraient suivre. Ici la question se pose :
2263	7	En tant que chef suprême, Poutine est également responsable des échecs stratégiques constants de son armée et donc de pertes gigantesques en personnel et en matériel. De plus en plus d'observateurs se demandent : la Russie veut-elle même gagner la guerre ? Ou est-ce un sabotage d'en haut ?
2263	9	De plus, Poutine approvisionne l'Europe et ses alliés en gaz et en pétrole bon marché depuis des années. Même en période de sanctions occidentales, les matières premières circulent. Est-ce ainsi qu'une personne qui veut nuire à l'Occident se comporte ?
2263	11	Vladimir est-il donc un agent d'un service secret rival ? La CIA ? Le Mossad ? Les Illuminati? Ou même le BND ? Ce dernier en particulier semble plausible. Car : pourquoi Poutine parle-t-il couramment l'allemand, la langue d'un pays de l'OTAN ?
2263	13	Un regard sur le passé vaut ici la peine. Poutine aurait séjourné à Dresde entre 1985 et 1990 - à cette époque apparemment encore du côté du KGB ou de la Stasi :
2263	15	Est-ce à ce moment-là que le BND l'a contacté ? Poutine est-il un agent double ? L'ancien chancelier Gerhard Schröder (Gazprom) est-il la personne de contact dont Poutine reçoit ses instructions ?
2263	17	Schröder a-t-il qualifié Poutine de « démocrate sans faille » pour que personne ne devienne suspect ? Était-il possible que l'ancien chancelier ait personnellement donné à Poutine l'ordre d'attaquer l'Ukraine le 24 février 2022 ? Pourquoi y a-t-il une pyramide sur la carte d'identité de la Stasi de Poutine ? Nous ne posons que des questions. Est-ce qu'on se pose juste des questions ?
2263	19	Mais il n'y a pas que des contacts avec la RFA. Le Postillon a plusieurs images discriminatoires qui montreraient Poutine lors de réunions avec les présidents américains Clinton, Bush, Obama et Trump. A-t-il donc reçu ses instructions directement du plus haut niveau ?
2263	21	"Poutine semble au moins parler couramment l'anglais - comme en témoigne une vidéo dans laquelle il chante une mystérieuse ""Blueberry Hill"" sur laquelle il a trouvé son ""frisson"":"
2263	23	"Le ""Blueberries"" est-il un code pour les activités d'agent au service de l'Occident ? Après tout, le bleu est la couleur de l'OTAN."
2263	25	"Tenons-nous en à l'anglais : serait-ce une coïncidence si le nom « Poutine » a une signification anglaise ? ""mettre"" signifie quelque chose comme ""placé"" ou même ""passé en contrebande"". Poutine a-t-il été introduit clandestinement en Russie ?"
2263	27	Ceci est également soutenu par son apparence récemment modifiée. Tout le monde sait que les agents doivent subir diverses chirurgies esthétiques afin de ne pas être détectés au cours de leur mission. Mais surtout dans la vieillesse, les visages opérés se détraquent de plus en plus.
2263	29	C'est peut-être aussi la raison pour laquelle Poutine, après des années d'action relativement discrète, prend maintenant des mesures de plus en plus audacieuses contre la Russie. Il veut faire le plus de dégâts possible avant que ses vraies couleurs ne soient révélées.
2265	3	"Dans une interview accordée à la BBC britannique, le correspondant de la chaîne a posé un certain nombre de questions critiques au ministre russe des Affaires étrangères Sergueï Lavrov. L'entretien s'est de plus en plus transformé en dispute, dans laquelle le ministre des Affaires étrangères a finalement assumé lui-même le rôle d'interrogateur critique. Ceci est rapporté par le magazine ""RT DE""."
2265	5	"RT DE poursuit : ""Le ministre russe des Affaires étrangères Sergueï Lavrov a accordé à la chaîne de télévision publique britannique BBC une interview en marge du Forum économique de Saint-Pétersbourg. Les questions ont été posées par le correspondant de la BBC Steve Rosenberg, qui a également interrogé à plusieurs reprises le président russe Vladimir Poutine en ces dernières années lors de sa conférence de presse annuelle."
2265	7	Contrairement à la situation dans les pays occidentaux, où les journalistes russes ne sont pas autorisés à parler aux politiciens de haut niveau, Rosenberg Lavrov a été autorisé à poser des questions critiques même dans la situation actuelle d'une guerre par procuration de facto entre la Russie et la Grande-Bretagne. Ainsi, le journaliste a estimé que l'invasion de l'Ukraine par la Russie était injustifiée et non provoquée et causait désormais des pertes inutiles à la Russie et à la population civile du Donbass.
2265	9	L'entretien s'est ensuite rapidement transformé en dispute, dans laquelle le ministre russe des Affaires étrangères lui-même a assumé à plusieurs reprises le rôle d'interrogateur critique. Il a accusé la BBC et d'autres médias occidentaux tels que l'ARD allemand de rendre compte des événements du conflit ukrainien de manière sélective et mensongère et de ne pas tenir compte de l'histoire de l'opération militaire russe en Ukraine.
2265	11	"Les pays occidentaux ont oublié tout ce qui a précédé le début de l'opération militaire en Ukraine le 24 février, accusant Moscou seul d'avoir déclenché les combats. Ceci est un autre exemple de ""Annuler la culture""."
2265	13	"Le journaliste a ensuite soulevé la question de savoir si les autorités russes prévoyaient également une invasion d'autres pays. Rosenberg faisait référence à la déclaration du président russe Vladimir Poutine selon laquelle le tsar Pierre le Grand n'avait pas ""envahi"" le territoire suédois pendant la Grande Guerre du Nord, mais qu'il avait simplement ""rendu"" ses propres territoires à la Russie. ""Combien et quelles surfaces allez-vous redonner ?"", a demandé le journaliste."
2265	15	"Le ministre a ensuite déclaré que Poutine avait ""déjà tout dit"" et qu'il n'y avait rien à ajouter."
2265	17	"""Je vous le répète : ils essaient d'oublier tout ce qui a précédé cet événement. Ils nient, nient, ne veulent pas entendre ce qui a précédé le 24 février, qui a été le vote en Crimée. Ils ne sont pas satisfaits de ce que nous sommes très patient. Mais quand notre patience « se brise », nous réagissons à la grossièreté et à l'humiliation du peuple russe, comme lors du coup d'État [en Ukraine] en février 2014 », a déclaré Lavrov."
2265	19	Lorsque le correspondant a interrogé Lavrov sur le sort des combattants britanniques capturés pendant les combats et condamnés à mort comme mercenaires dans la République populaire de Donetsk, Lavrov a répondu que cette question devait être adressée à la République populaire de Donetsk. « Aux yeux de l'Occident, la Russie est responsable du sort de ces gens », a répliqué Rosenberg, mais Lavrov l'a interrompu :
2265	21	Je ne suis pas du tout intéressé de savoir qui est responsable de cela aux « yeux de l'Occident ». Je ne m'intéresse qu'au droit international selon lequel les mercenaires ne sont pas des combattants. Donc, peu importe comment vous le voyez.
2265	23	Lorsque Rosenberg a protesté que les deux hommes n'étaient pas des mercenaires mais avaient servi dans l'armée ukrainienne, Lavrov a objecté que c'était l'affaire du tribunal - un tribunal aussi légitime et indépendant que les tribunaux britanniques.
2265	25	Les ressortissants britanniques Shaun Pinner et Aiden Aslin faisaient partie d'un trio de combattants étrangers condamnés comme mercenaires par la Cour suprême de Donetsk la semaine dernière. Ils ont été condamnés à mort avec le citoyen marocain Ibrahim Saadun.
2266	3	Dans le sillage du conflit armé actuel en Ukraine, il y a aussi de vigoureuses spéculations sur l'avenir du pays. Par exemple, la Pologne a récemment promu les jeux de simulation via une fédération formelle des deux pays (ce qui, pour la Pologne, reviendrait à reconquérir les anciens territoires polonais de l'est dans l'ouest de l'Ukraine). Moscou n'est pas fondamentalement opposé à de telles considérations et tient compte du potentiel considérable de conflit entre nationalistes polonais et ukrainiens.
2266	5	"Maintenant, la partie russe a alimenté les spéculations sur l'avenir de l'Ukraine. L'ex-président russe Medvedev, actuellement président du Conseil de sécurité de la Fédération de Russie, a sommairement remis en cause le maintien d'une Ukraine indépendante sur Telegram. Medvedev a écrit qu'il avait lu que l'Ukraine souhaitait conclure des contrats de fourniture de gaz liquéfié américain pour deux ans, ajoutant : ""Une seule question : qui a dit que dans deux ans l'Ukraine existerait encore sur la carte du monde ?"""
2266	7	"Le Kremlin n'a pas directement commenté les déclarations de Medvedev. Interrogé par des journalistes, le porte-parole Dmitri Peskov a simplement répondu : ""Nous savons que l'Ukraine a des problèmes majeurs."" Le pays continue de refuser de ""brider les unités nationalistes"" dans ses propres rangs, a déclaré Peskov. ""Et donc, bien sûr, cela n'augure rien de bon pour l'Ukraine."""
227	3	"""L'hydrogène est très discutable en tant que source d'énergie respectueuse du climat."" Avec ces mots, le porte-parole de la politique énergétique du groupe parlementaire AfD, le Dr. Uwe Hellstern de l'affirmation du chef du groupe parlementaire FDP Hans-Ulrich Rülke. ""La nouvelle étude ""Implications atmosphériques de l'utilisation accrue d'hydrogène"" révèle un problème d'hydrogène inattendu : bien qu'il ne s'agisse pas d'un gaz à effet de serre, il peut agir comme un gaz à effet de serre, ""stimulant"" puissamment d'autres gaz à effet de serre lorsqu'il pénètre dans l'atmosphère terrestre. Les auteurs font dépendre l'effet de serre de l'hydrogène de la quantité qui s'échappe dans l'atmosphère lors de son utilisation. S'il s'agit d'une proportion plus élevée, comme c'est le cas avec le méthane, l'hydrogène peut même intensifier le changement climatique."
227	5	"Après que la faction AfD les ait réveillés, le gouvernement de l'État travaille dur pour combler les lacunes dans l'histoire de l'hydrogène, estime Hellstern. ""Malheureusement, comme nous venons de le montrer, de nouvelles lacunes continuent de s'ouvrir. Il est maintenant admis que le facteur clé de coût est la durée de vie des catalyseurs à l'iridium ou au platine utilisés. En pratique, cependant, il est important de pouvoir facilement les régénérer ou les remplacer. En particulier, le trioxyde d'iridium formé dans le catalyseur désactivé est hautement toxique. Ces problèmes, jusque-là ignorés, sont aujourd'hui résolus avec beaucoup d'argent pour la recherche, mais ils sont loin d'être résolus."
2271	1	Brise-glaces russes – ou : comment l'Occident se tire (aussi) une balle dans le pied dans l'Arctique
2271	3	"""Quand la femme saute du wagon,"
2271	4	"Le cheval de trait chante avec soulagement."""
2271	6	Cette phrase russe est l'une des plus politiquement incorrectes qu'on puisse imaginer. Mais il décrit d'autant mieux la décision soudaine d'un groupe de sept pays occidentaux au sein du Conseil de l'Arctique de se réunir à l'avenir sans la Russie, sans la Russie, qui d'ailleurs préside actuellement l'organisation. En 2023, le rôle de coordinateur sera transféré à la Norvège - bien sûr seulement s'il reste encore quelque chose à coordonner. Parce que sur la page d'accueil du site Web du Conseil, il est écrit :
2271	8	"""Le Conseil de l'Arctique suspend toutes les réunions officielles du Conseil et de ses organes subsidiaires jusqu'à nouvel ordre."""
2271	10	Il semble que l'organisation soit sur le point de se terminer. La Russie devra prendre le contrôle total de l'Arctique si ses partenaires ne reviennent pas à la raison. L'ambassadeur de Russie aux États-Unis, Anatoly Antonov, a patiemment tenté de persuader les auteurs de l'étrange démarche :
2271	12	"""Face à une telle démarche, non seulement la Russie, en tant que président du Conseil, ne peut qu'être concernée - mais toute la communauté internationale, qui s'intéresse à la poursuite du développement durable de la région."""
2271	14	Il a qualifié ces événements - provoqués par l'opération militaire spéciale de la Russie en Ukraine - de politisation inappropriée et a rappelé que les décisions du Conseil de l'Arctique sans la participation de la Russie sont illégitimes car elles violent le principe de consensus énoncé dans les documents politiques de cette organisation. Cela signifie qu'aucune décision ne peut être prise sans l'approbation formelle de Moscou. Et quiconque les a rencontrés et les a acceptés pour leur mise en œuvre est par conséquent un séparatiste.
2271	16	Cependant, le fait qu'il y ait plusieurs putschistes au sein du Conseil de l'Arctique et que la Russie se dresse seule contre eux ne leur donne plus de droits. Et les personnes concernées le comprennent très bien - vous pouvez l'entendre dans les doux chants et murmures des diplomates occidentaux :
2271	18	"""Nous avons l'intention de poursuivre nos activités au sein du Conseil de l'Arctique, sur une base limitée, sur des projets qui n'envisagent pas l'implication de la Russie. Ces projets... constituent une partie importante de notre responsabilité envers les peuples de l'Arctique, y compris les peuples autochtones."""
2271	20	Et ils essaient de donner du foin aux ânes – juste au cas où :
