doc_id	paragraph_id	fr-en
2365	11	"Until then nothing to say, except that we would have thought of it alone. On the other hand, there is a lot to say about the illustrations… Because the lady who drinks under her veil, even if it is white and she wears a blue dress, is not the Blessed Virgin. She is definitely a lady of ""Muslim culture"", one of those who wears the burkini if, by chance, they are allowed to go to the swimming pool or the beach."
2365	13	"The Red Cross wants to do well, it “creolizes” in the name of humanism and living together. Just like here, where I live, at the café culture which bears the name of the local saint since it is under the leadership of the cathedral and was inaugurated with great fanfare by the bishop. We used to eat fresh salads and omelettes there. The new manager, a jovial black man who comes to us from the Caribbean, now offers kebabs. ""To get in tune with the neighborhood,"" he says, laughing. There is no waitress in hijab yet, but it won't be long. In the name of living together."
2365	15	"Yet it is here that in the name, no doubt, of “living together but without them”, Pope Francis I banned four priests and six deacons from ordination. Too much worn on the cassock, those, perhaps even followers of the ""laces"" which displease this pope so much, who knows. Infamous “tradis” who fill their churches when they are empty elsewhere and do not hesitate to turn into missionaries in a city where we see the multiplication of veiled women. With the blessing of the Red Cross who would like them to hydrate themselves while the males are resting."
2366	1	The big questions we should all ask ourselves when it comes to geopolitics
2366	3	To say that the news is “messy” today would be the height of an understatement. Every day, newspaper headlines present us with a new set of conflicting data that convinces us of a lie that serves someone's interests.
2366	5	No matter how hard we try to keep up with the situation, weeding out the redundant stuff to find the useful information amid the din is a full-time job.
2366	7	Sometimes, though, it's best to take a few steps back, get back to the basics, and remember who the players are, what they want, and then ask each of them the big question... do they succeed?
2366	9	But in order to be able to ask this question, we must honestly ask ourselves the following question:
2366	11	What will they be willing to do to survive in the current circumstances?
2366	13	This is the most uncomfortable question you can ask someone. What would you do to survive? To protect your family? Your position ? The idea you have of yourself?
2366	15	"Everyone has limits to their morality. Everyone. Everyone has a shadow, a dark side, a place where they withdraw into their Hobbesian selves and see the world only in terms of a ""war of all against all"". Anyone who refuses to admit it is someone you should scream away from."
2366	17	"Those who always claim moral superiority, who are always ""the good ones!"" are those who have no limits to their behavior. As the great H.L. Mencken proclaimed almost 70 years ago:"
2366	19	“The urge to save humanity is almost always a pretense, the real urge is to lead. Power is what all messiahs really seek, not the ability to serve. This is true even for godly brethren who take the gospel to foreign lands. »
2366	21	"It is in this context that we must ask this question: ""What will they do?"" ""."
2366	23	Of course, the answer is: “Anything they need”.
2366	25	This is why I never discard anything in my analysis. That's why I'm always ready to skip five or six steps before the big move, because that's the limit of the behavior of the group studied. Today it may be Davos, tomorrow the Fed, the next day Russia.
2366	27	They all have a preferred end state, a solution to their personal equation, with their own combination of input variables. I see it as a set of differential equations to solve. We all want them to boil down to a set of outcomes that will get someone closer to their preferred outcome.
2366	29	And the scary part for all of us should be realizing that not only is there not a single combination where everyone's outcome is maximized, there isn't even a “win/lose” condition.
2366	31	There are only losers, us.
2366	33	Because the first rule of any organization is self-survival. Throw mission statements, corporate speeches and HR virtue signals in the dumpster and set it on fire. At the end of the day, all that matters is survival. Only when this is nearly assured can an organization begin to think beyond its reptilian brain.
2366	35	Like you and me. And at this point, all the major factions have been reduced to this, their horizon is just out of reach, and they're striving to reach it because it's... there, ready!
2366	37	But, like Zeno's paradox, they never reach it because it was never possible to reach it in the first place.
2366	39	"What I fear more than anything, what I see in too many people who analyze the relationship between geopolitics, markets and ideology, is complacency. There's a surprising amount of normalcy bias in the analyst caste, too many 'calm heads will prevail' and not enough 'they all have a plan until they get punched in the face. ""."
2366	41	So when you think of Davos and their stated goals for the Great Reset and rescuing the world from climate change, do you really think there is a limit to their behavior?
2366	43	Do you really believe that they won't start a nuclear war, that they won't unleash a virulent plague, that they won't create a cure worse than the disease, that they won't cause a false flag shooting in a school or that they won't release a Supreme Court opinion?
2366	45	When you think of the Federal Reserve in the context of an unprecedented assault on its autonomy and the commercial banking interests whose protection is its raison d'être, do you really think that today, at this point, wouldn't it cause an economic collapse to save itself from another group (say Davos) that would threaten all of this with destruction?
2366	47	So everyone who pontificates that the Fed will only make one or two rate hikes because that's what the models are saying, because that's what the Fed's past behavior is supposed to say, what will you tell your customers when the Fed makes a fourth hike of 50 basis points. Or that it will accelerate the pace of quantitative tightening to $125 billion a month and allow the US 10-year bond to hit 6%? 8%? 10%?
2366	49	"Are you going to shrug your shoulders and say, ""Um, sorry, it's my fault."""
2366	51	Faced with the prospect of a nuclear-rearmed Ukraine, allied with neoconservative ideologues in Congress and the US State Department committed to a singular vision of hegemony over the planet, would it not be possible that Russia is waging a vicious war of attrition using the artillery tactics of World War II to smash its adversaries, while ominously pledging to eradicate them?
2366	53	What about the highly corrupt, morally immoral congressional leaders on Capitol Hill who have enriched themselves personally and have woven a huge network of bullshit so vast and cumbersome that we can barely follow the details, even surface ?
2366	55	Wouldn't they do anything to prevent their evil from coming to light and being plausibly debunked, knowing that denial is the only thing that matters in D.C.?
2366	57	Today, newly confirmed FOMC Chairman Jerome Powell was summoned by President Biden to the White House to discuss the economy. Biden and the Democrats are scared to death this fall. Biden obviously wants Powell to stop raising rates. Democrats only want to lose 40 House seats in November.
2366	59	That's all the election fraud infrastructure is paying for with George Soros' money.
2366	61	Powell has barely started the tightening cycle and these people, shamelessly, after delaying his confirmation for a year, after abusing their power over the Fed, summon Powell like a dog to the White House and tell him: “Don't hurt our chances this fall. »
2366	63	If I were Powell, I'd smile like the Cheshire Cat before disappearing into the bowels of the Marriner-Eccles building, and consider a 75 basis point hike just for fun.
2366	65	Or he might see his shadow, get scared, and make a deal. But at this point, with whom? With whom do we make an agreement? Bondholders? Davos? Biden? With whom ?
2366	67	Seriously, is this what our politics are reduced to by these venal morons controlled by Davos? Are there still people out there who are thinking a bit?
2366	69	It's been a year since I've been telling you that no one is asking the right questions about what the Fed is willing to do, not just to save itself, but possibly with the much larger goal of breaking people who intentionally break the world for them.
2366	71	Too many people fail to exceed budget or tax revenue figures. Bond markets? The actions ? The Fed couldn't burn it all down, could it? Those who do not want to ask this question seriously are those who keep looking away from the abyss because the abyss looks back at them.
2366	73	They refuse to consider what happens when the game board is so turned upside down, when Jenga's tower is so fragile, that the only winning move is to flick the table and watch it all crumble.
2366	75	The Fed has looked into this chasm before and has always walked away from it, but that was when there was still time. But the Davos has pushed us to the brink of societal collapse across the West, it has refused to even consider that it is the abyss and because of this, the Fed may be faced with the heroic choice to jump and let us pick up the pieces.
2366	77	"The question I have for you is simple: ""What are you prepared to become if this happens?"" ""."
2366	79	We already know what the big players do.
2367	1	Reflections on the chaos of the world and the Western will to annihilate Russia
2367	3	1 Where does evil come from?
2367	5	I am going to dare to use a non-religious definition of evil: evil is the negation of others.
2367	7	Between Russia and the United States, the evil is clearly on the American side. At all times, from the beginning of the European invasion and the genocide of the natives, until today, the United States is the country which has most denied the rights of others to their self-determination. But always in the name of good. The good for them is reduced to the unlimited sharing of their values, that is to say of their interests.
2367	9	With turbo-capitalism, the evil is clearly on that side. They are on a boundless quest to extend their profits at all costs. If the price is the destruction of life on earth, they will prefer that to giving up their privileges, like bankers who throw themselves out of windows on crash days. They would rather die than be ruined. Today, they would rather destroy the planet than be put in a position where they can no longer dominate it. And the first victim will be Russia, followed closely by China.
2367	11	2 Why do Euro-Americans want to destroy Russia?
2367	13	For several reasons.
2367	15	Russia refuses the great reset. That is to say the replacement of material goods by services or immaterial goods. The end goal being that people accept having nothing and being content with their screens. China and Russia refuse this transformation.
2367	16	Russia wants to dedollarize and initiates an autonomous payment system, which eventually, if it works, will put an end to the hegemony of the dollar which allows them to create fictitious money in exchange for products they need , such as energy products, raw materials, food.
2367	17	"Russia is on the fringes of GAFAS services. She has her own services. VK, telegram, rutube, odyssey, rather than Facebook, Google, Twitter, Youtube. This diminishes the field of influence of these entities, which constitute the basis of turbo-capitalism and do not accept their loss of influence which also represents a considerable loss of potential profit. Especially since through censorship and surveillance, they engender more and more distrust, including among the Euro-American populations themselves. The Russian example could extend to other parts of the planet skeptical of the role of ""liberator"" of the United States."
2367	19	The different countries regularly attacked by the United States end up understanding and are gradually putting themselves in a position to resist, through an agreement, which, although not without residual conflicts, is resolved in objective solidarity against the main threat against them, namely the bloc. Euro-American. Because now, European leaders are clearly in the US camp, denying the fatal consequences for their own population. The current war is not the invasion of Ukraine by Russia, limited to Russian-speaking regions including the Donbass, but a major conflict between a turbo-capitalist anti-civilization that has reached the paroxysm of its hubris, represented by the bloc Euro-United States backed by Japan and Australia, and the rest of the world. The conflict is between Westerners accustomed to plundering all others for raw materials, exploiting Asian countries to provide them with the necessary goods at low prices, and offering in exchange military threats, financial demands and intangible products with high added value, accompanied by a moral discourse on the good they represent for humanity.
2367	21	What is at stake is the loss of domination of the planet by the Euro-American bloc and this stake is vital for the USA. As for the European leaders, they are too accustomed to leaning on the boundless desires of their suzerain for them to think for a single second of the needs for peace, democracy and prosperity of their own population, which will eventually have to get used to having nothing and be happy about it, in the happiness of being able to look at their screens with an empty stomach and the heating switched off, if they are not vitrified by a conflict which will put an end to the domination of man over Earth.
2367	23	3 Why it is the socialists who are the most virulent against Russia.
2367	25	We can see this surge almost recurrently. Both in Germany (when Merkel was reluctant), in France (Hidalgo up against Putin), in Finland, when it is precisely the social democrats who want to join NATO, denying the history of their country , and in the USA (Biden more anti-Russian than Trump).
2367	27	Why ?
2367	29	This left is not an anti-capitalist left, quite the contrary, it is a turbo-capitalist left. Closely linked to high tech developments, start-ups, the media, the digital world and the Gafas pharma finance complex.
2367	31	They are very open to minorities, so that an ultra-rich has the right to everything, to be what he wants, whatever his sexuality, his origins, his gender, his religion. His being cannot be criticized for what it is.
2367	33	As for the poor, they are nothing. They are driven out of the big cities, lose their rights to travel, for so-called ecological reasons, lose their rights to health care for economic reasons and represent nothing. Small farmers do not have the right to seed, to promote the right of Monsanto (Bayer) to accumulate profits thanks to the patents made on the existing: this is the model. The poor must pay a tax to enrich the ultra-rich, and since they are nothing, they must disappear if they cannot. It is this turbo-capitalist left that creates laws of confinement that generate the impossibility of surviving.
2367	35	The poor, for this breed, is no longer a victim of the capitalist system, he becomes a nuisance who must be rid of:
2367	37	it pollutes (1)
2367	38	he votes populist
2367	39	he thinks badly
2367	40	he is a conspirator
2367	41	he is racist
2367	42	it generates epidemics
2367	44	The poor become a harmful species which must be quickly rid of; the class struggle changed style, the victims then being the central wealthy classes surrounded by these dangerous classes.
2367	46	Especially since today, unlike yesterday when capitalism needed the poor as a workforce, turbo-capitalism no longer needs them to create its immaterial services with zero or almost zero reproduction costs ( e.g. vaccines and software). So they must go, which is the end goal of the great reset and which both Russia and China oppose.
2367	48	"In the unconscious of these self-proclaimed elites, the Russian can be assimilated to the poor. It is therefore not by chance that it was Ukraine that served as the trigger, a country where many individuals gave their support to Nazism, considering the Russians as ""Untermenschen"", as sub-humans, Nazism which remains still in force in this country, but which can also find echoes in Germany itself via the revival of the anti-Russian war, as if there was revenge for having been defeated by these same ""Untermenschen"", those who belonged fully right to the superior race."
2368	3	Maria Zakharova, spokesperson for the Ministry of Foreign Affairs of Russia
2368	5	"Attempts to ""divert attention"" raise questions about the Pentagon's biological activity, the Russian Foreign Ministry said."
2368	7	"The United States has withheld information about its ""military biological activity"" in post-Soviet states, Russian Foreign Ministry spokeswoman Maria Zakharova(*) said on Sunday."
2368	9	"According to Zakharova, this raises ""serious questions"" about Washington's compliance with the Biological and Toxin Weapons Convention (BTWC)."
2368	11	"In an interview with TASS published on Sunday, Ms Zakharova said that ""the United States prefers to keep silent about the work in progress in the post-Soviet space and does not provide information within the framework of the measures of trust of the BTWC. »"
2368	13	“Claims that the activity of the Pentagon and related structures is focused solely on health issues are false. It is clear that health assistance does not require the involvement of the US military,” Ms Zakharova said.
2368	15	"She added that Washington's claims that it is collecting biomaterial and monitoring the epidemiological situation ""only reinforce and intensify"" Russia's fears about US compliance with the BTWC."
2368	17	Evidence recently released by Moscow regarding the alleged sprawling network of US-funded bio-labs across Ukraine only adds to the suspicions, Zakharova said.
2368	19	In a series of briefings beginning in March, the Russian military presented evidence of Pentagon involvement in funding labs in Ukraine. According to the Russian Investigative Committee, the United States has poured more than $224 million into biological research in Ukraine between 2005 and the beginning of 2022. Western pharmaceutical giants, non-profit organizations and even the American Democratic Party have been involved in this project, says Moscow.
2368	21	The Pentagon has “significantly expanded its research potential, not only in the area of ​​creating biological weapons, but also to obtain information on antibiotic resistance and the presence of antibodies against certain diseases in populations in certain regions. while working in Ukraine, Lt. Gen. Igor Kirillov, head of Russia's Radiation, Chemical and Biological Protection Force, said in May.
2368	23	Zakharova also pointed out that the United States has not yet withdrawn its reservation to the 1925 Geneva Protocol on the prohibition of biological and chemical weapons. The United States is among the countries that have said the protocol will cease to be binding on enemy states that fail to abide by the protocol's prohibitions.
2368	25	In this regard, “one can reasonably question the real objectives of the Pentagon’s international military biological activity,” Zakharova said.
2368	27	"Earlier this week, the Pentagon released a “fact sheet on WMD threat reduction efforts with Ukraine, Russia and other countries of the former Soviet Union.” In it, the U.S. military states that after the collapse of the Soviet Union, the United States and its partners conducted ""cooperative efforts to reduce legacy threats from nuclear, chemical, and biological weapons left in Successor states of the Soviet Union, including Russia. »"
2368	29	"According to the Pentagon, the United States has ""worked collaboratively to improve Ukraine's biosafety, security, and disease surveillance for both human and animal health,"" supporting ""46 laboratories, peaceful Ukrainian health and disease diagnostic sites over the past two decades”. These programs have focused on “improving public health and agricultural security measures at the heart of nonproliferation. »"
2368	31	"In the same document, the U.S. military accused Russia and China of attempting ""to undermine this work by spreading disinformation and sowing distrust of people and institutions around the world who contribute WMD threat reduction. »"
2368	33	"According to Zakharova, Moscow sees the publication as part of Washington's ""information campaign"" aimed at justifying its military biological activities in the post-Soviet space and ""diverting the attention of the international community from its true orientation"". non-transparent and inappropriate. »"
2369	1	Why India is the champion of the war in Ukraine
2369	3	The NATO-initiated war in Ukraine has far-reaching geopolitical repercussions, with winners and losers lying thousands of miles from the Donbas.
2369	5	"At the South China Morning Post, Alex Lo says the biggest winner is India, which has ""played a masterful balancing act with Russia, the United States and China, reaping significant advantages and benefits while offering few concessions."
2369	7	First, by pursuing a policy of neutrality towards Ukraine, India has reaped enormous economic benefit, paying favorable prices for oil, fertilizers and various other raw materials. The evolution of its oil supply is particularly striking: Since the war, India has gone from nearly zero imported Russian barrels per day to around 800,000.
2369	9	So while other countries are inflicting economic damage on themselves through trade sanctions, India is getting a boost with cheaper fuel. Meanwhile, Russia's oil revenues are even higher than before the war - a situation that recently prompted a pathetic plea from US Special Envoy for Energy Affairs Amos Hochstein.
2369	11	"This week, Hochstein told a Senate subcommittee that he implored Indian officials: ""Don't go overboard, and don't look like you're taking advantage of the pain felt in European homes and in the states."" -United. One can imagine the private laughter of the Indians after the meeting."
2369	13	"Meanwhile, as China has engaged in closer security coordination with Russia, the war in Ukraine could also help ease border tensions between India and China, which have periodically escalated into melee without weapons that lasted for hours. The Chinese ""dare not increase the border pressure to antagonize the Indians at this time,"" Lo writes."
2369	15	Lo provides important historical context to illuminate India's neutrality over Ukraine:
2369	17	“Many Indians are much more critical of US and NATO expansion, which they see as the underlying cause of the war in Ukraine. They are historically sympathetic towards Russia, remembering that the Soviets sided with New Delhi throughout the 1950s, at a time when Western powers backed Islamabad. And Russia, even after the collapse of the Soviet Union, remained a reliable arms supplier. »
2369	19	"Eager to prevent India from sliding firmly into Russian security orbit, the US government is creeping towards New Delhi with new arms deals. Under Secretary of State for Political Affairs Victoria ""Yats is the guy"" Nuland visited India in March. Summarizing his discussions, Nuland said:"
2369	21	“In addition to historical ties, India’s reliance on Russia for defense supplies is crucial. In particular, we talked about the legacy of security support from the Soviet Union and Russia at a time when the United States was less generous with India. Today, of course, times have changed and we are very keen to do more and more in the field of defense with India. »
2369	23	Which shows that India has a formidable rival for the title of “biggest winner” of the war in Ukraine: the American military-industrial complex.
237	1	Putin against the West: two opposing universes
237	3	Vladimir Putin thought he could swallow Ukraine in a few days, but the war has been going on for more than three months. It won't be over for a long time. Because it is now the entire West that supports Ukraine. Independent Ukraine wanted to become free, to establish a democracy. No question for the despot who reigns in Moscow. The freedom of peoples is for him the supreme danger, the enemy to be eliminated by all means.
237	5	The surprise is big for most Western citizens and even for many political scientists. They contemplated the invasion of Ukraine by Russia, but did not believe that it would take place. Why ? Because Western rationality forbade it. There is nothing to gain, they thought, by going to war against Ukraine and everything to lose: image of aggressor and now of war criminal, economic recession, diplomatic isolation.
237	7	But there ! Tyrants do not have the rationality of democrats. Power alone counts for them and it seems unbearable to them to be challenged by ordinary citizens claiming freedom. That would be the only thing missing! The leader commands and the others obey. This is the image that Putin gives when he addresses Russian ministers or generals. And as some of these meetings are broadcast by the international media, it is obvious that the master of the Kremlin wishes to broadcast a self-portrait of a tyrant that makes his collaborators tremble.
237	9	The former KGB officer, trained by the communists, probably has no idea of ​​the completely negative character in the West of this representation of himself. Seen from here, he appears as a dangerous individual, a liar, violent, a real foil. But for many Russians who have never known democracy, Putin simply behaves as a leader, which explains the dissemination of such negative images. Going from Tsar of All Russia to Communist rulers, the Russian people have never known anything but autocracy and they remain receptive to it. The conditioning to passive obedience to an individual seen as a leader and guide, charting the course of the future, does not miraculously disappear. This requires an education in freedom, teaching from childhood must favor individual autonomy and then a critical approach. Within families, everyone's freedom of expression must be allowed.
237	11	Westerners know how much this freedom requires open-mindedness and even empathy. To understand an opponent, one must be able to take into consideration not only his reasoning but also his sensitivity. The current rise of populism in the West makes it possible to appreciate the fragility of such an edifice. But it is from this fragile idealism that democracy derives its greatness.
2370	1	The Minsk Accords, which Minsk Accords?
2370	3	I have to talk to you again about the Minsk Accords. Many justify the invasion of Ukraine by the non-respect of the Minsk agreements. They are wrong and I explain why.
2370	5	There have been two Minsk agreements. Minsk 1 and Minsk 2. I have published a comprehensive report to explain these two Accords. The former has been violated by both Ukraine and Russia, and it would be dishonest to blame Ukraine, and not Russia, for justifying Russia's invasion.
2370	7	The failure of Minsk 1 led President Hollande and Angela Merkel to draft the second Accord. An agreement drafted by incapable, corrupt and stupid people. I explain why in my report.
2370	9	As for the second Agreement, Minsk 2, well Russia is not in this agreement! Intellectually, therefore, it is not possible to justify the invasion of Ukraine as Russia's response to the fact that it violated these agreements - since Russia did not sign them! It took part, as did France and Germany. Russia cannot say to the Ukrainians: “you have not respected this agreement that you have signed with x and y, so I declare war on you”! Russia does not guarantee compliance with the agreements. She also clearly recalled this, when she was criticized for continuing to arm the rebels after the signing of Minsk 2 which had negotiated their disarmament: Russia said that it was not a signatory of the Accords, and that So we couldn't tell her that she was committed to disarming the separatists.
2370	11	Why ? Because they decided that Russia had the right to invade Ukraine because they have a fondness for Putin, and then they looked for something to justify this invasion, because if they didn't side of morality, they would experience a feeling of guilt.
2370	13	So everything goes:
2370	15	Minsk (which does not apply),
2370	16	"the ""15,000 massacred by Ukraine in the Donbas"" (which are not 15,000 but probably 2,500, and the UN has accused Russia and Ukraine of war crimes),"
2370	17	the Nazis of Azov (which is a myth that I have largely debunked - I have shown that there are more Nazis in Russia than anywhere in the world - and that Nazis are fighting in the Russian army , like the Chechen Islamists).
2370	19	If the supporters of the invasion evoke the Minsk Accords, you will have noticed that none of them evoke those of Budapest. Why ? Because they disturb. What do these 1991 Accords say? That Ukraine, which has just declared its independence, and finds itself with nuclear installations on its soil inherited from the communist era, undertakes to get rid of this nuclear power, in exchange for which Russia and the United States United pledge never to invade Ukraine.
2370	21	Ukraine got rid of its nuclear power. Russia violated the agreement and invaded Ukraine.
2370	23	Posted by Jean-Patrick Grumberg on June 12, 2022
2370	24	The Minsk Accords, which Minsk Accords?
2370	26	Preamble: I am neither a supporter of Ukraine nor a supporter of Russia, I am reporting to you the facts that survive the test of propaganda*. I know that the facts that some of you do not want to read bother you. I can't give up publishing them for fun. Journalism is not about making people happy. On the other hand, I have no reason to have animosity against those who support the invasion, and I do not. I think they are wrong, they take wrong information because they like it, but it does not bother me more than that. It's not like for Israel or the United States, two countries that matter to me, and for which, if I accept without difficulty that they are not liked, I fight relentlessly so that it does not happen. on the basis of lies and false information propagated by the media which vomits them.
2370	27	I have to talk to you again about the Minsk Accords. Many justify the invasion of Ukraine by the non-respect of the Minsk agreements. They are wrong and I explain why.
2370	30	There have been two Minsk agreements. Minsk 1 and Minsk 2. I have published a comprehensive report to explain these two Accords. The former has been violated by both Ukraine and Russia, and it would be dishonest to blame Ukraine, and not Russia, for justifying Russia's invasion.
2370	32	The failure of Minsk 1 led President Hollande and Angela Merkel to draft the second Accord. An agreement drafted by incapable, corrupt and stupid people. I explain why in my report.
2370	34	As for the second Agreement, Minsk 2, well Russia is not in this agreement! Intellectually, therefore, it is not possible to justify the invasion of Ukraine as Russia's response to the fact that it violated these agreements - since Russia did not sign them! It took part, as did France and Germany. Russia cannot say to the Ukrainians: “you have not respected this agreement that you have signed with x and y, so I declare war on you”! Russia does not guarantee compliance with the agreements. She also clearly recalled this, when she was criticized for continuing to arm the rebels after the signing of Minsk 2 which had negotiated their disarmament: Russia said that it was not a signatory of the Accords, and that So we couldn't tell her that she was committed to disarming the separatists.
2370	35	Sponsored Content
2370	36	To Discover Also
2370	37	Do you know the bottle on the wheel trick? Housing Lover
2370	38	How to relieve pain in the hands? Here is the Revue-Bien-Être.com solution for Handcare
2370	39	The socks that are all the rage throughout Europe! Seniors never leave them...www.Revue-Bien-Être.com
2370	40	by Taboola
2370	42	Yes, Minsk is a false argument held by the Putinists.
2370	44	Why ? Because they decided that Russia had the right to invade Ukraine because they have a fondness for Putin, and then they looked for something to justify this invasion, because if they didn't side of morality, they would experience a feeling of guilt.
2370	46	So everything goes:
2370	48	Minsk (which does not apply),
2370	49	"the ""15,000 massacred by Ukraine in the Donbas"" (which are not 15,000 but probably 2,500, and the UN has accused Russia and Ukraine of war crimes),"
2370	50	the Nazis of Azov (which is a myth that I have largely debunked - I have shown that there are more Nazis in Russia than anywhere in the world - and that Nazis are fighting in the Russian army , like the Chechen Islamists).
2370	52	If the supporters of the invasion evoke the Minsk Accords, you will have noticed that none of them evoke those of Budapest. Why ? Because they disturb. What do these 1991 Accords say? That Ukraine, which has just declared its independence, and finds itself with nuclear installations on its soil inherited from the communist era, undertakes to get rid of this nuclear power, in exchange for which Russia and the United States United pledge never to invade Ukraine.
2370	54	Ukraine got rid of its nuclear power. Russia violated the agreement and invaded Ukraine.
2370	56	Why don't the pro-Russians talk about it? Because it contradicts what they have decided to believe. Because they only read what they want to read, i.e. pro-Russian information, and the pro-Russian media does not talk about the Budapest memorandum.
2371	1	Coronavirus: Bolsonaro threatens to leave WHO in turn
2371	3	Like his American counterpart Donald Trump, the Brazilian president accuses the institution of “ideological bias”.
2371	5	"Mistrust around the WHO is growing. A week ago, Donald Trump announced that the United States was officially ending its relationship with the World Health Organization, after temporarily suspending its funding. This Saturday, June 6, it is Jair Bolsonaro who in turn threatens to leave the institution, reports franceinfo in particular. Like his American counterpart Donald Trump, the Brazilian president accuses the WHO of ""ideological bias"". Both men have long been critical of the agency's mishandling of the coronavirus outbreak, and its leniency with China."
2371	6	“Chloroquine is back”
2371	8	"“I tell you here, the United States left the WHO, we are thinking about it in the future,” Jair Bolsonaro told the press. “Either the WHO works without ideological bias, or we leave it too. We don't need people from outside to give their feelings about health here, ”he also judged. A great defender of hydroxychloroquine, like Donald Trump, the Brazilian president was hardly surprised that a study in the medical journal The Lancet, which concluded that the treatment was useless, was strongly questioned and then withdrawn. Nor that the WHO, which had asked for all clinical trials on the molecule to be stopped, has restarted research. ""Trump took the money away from them and they went back on everything,"" said Jair Bolsonaro, welcoming that ""chloroquine [is] back""."
2371	10	Despite the fact that Brazil has become the third country in the world most affected by the coronavirus, with 35,026 deaths and more than 645,000 cases, the head of state continues to ask for a rapid lifting of the isolation measures, affirming that the economic cost of the epidemic is greater than the health risks. The WHO regularly lectures Brazil on this subject, warning them against lifting containment measures before the epidemic is at least contained.
2372	1	After receiving nuclear weapons, Ukraine will disappear along with Poland and all of Europe
2372	3	"Former Polish Foreign Minister Radoslaw Sikorski has called for ""giving"" Ukraine nuclear weapons. In his view, Ukraine renounced nuclear weapons in response to the security guarantees of the Budapest Memorandum of 1994, which Russia allegedly did not respect. “NATO therefore has the right to give Ukraine nuclear warheads so that it can defend its independence. »"
2372	5	"Sikorsky does not see it, that article 1 of said their memorandum sets out the principles of the Final Act of the CSCE, which was destroyed by the NATO aggression against Yugoslavia in 1999: ""the Russian Federation , the United Kingdom of Great Britain and Northern Ireland and the United States of America confirm Ukraine's commitment in accordance with the principles of the Final Act to respect the independence, sovereignty and borders of the Ukrainian”."
2372	7	"The final act did not prevent the North Atlantic Military Alliance from attacking Yugoslavia. As a result, the Yalta-Potsdam system of international relations was destroyed. By attacking Yugoslavia, the collective West began to radically ""reformat"" the needs of globalization the whole Old World. Russia cannot ignore these changes."
2372	9	The desires of Sikorsky, who has long suffered from Russophobia, are clear. Even during his work as a correspondent for Western publications, he took part in hostilities against Soviet troops in Afghanistan, for which he received the nickname Mujahideen. He actively supported Maidan 2013-2014 in Kyiv. He studied in the UK, he is considered to be closely linked to the UIS. And now, in all likelihood, behind his resounding statement are the Anglo-Saxons.
2372	11	The consequences of the transfer of tactical nuclear weapons to the Zelensky regime are not the first month to foam among Western politicians. From their point of view, the use of the atomic bomb by Ukraine could qualitatively improve the situation of the Ukrainian armed forces and lead to a turning point in the military conflict. Fears of retaliation from Russia and the expansion of nuclear war are also showing.
2372	13	"In order to study Moscow's reaction to such a measure, ""leaked information"" that the Pentagon secretly sent two tactical charges to kyiv has already been cleared to the United States."
2372	15	The buzz around the “nuclear issue” testifies to an attempt to create a virtual reality that could then be translated into reality. However, despite Zelensky's agreement to give his country under the control of Poland, the people of Western Ukraine do not express enthusiasm about it. Polish troops have not yet entered the Lviv region for “peacekeeping purposes”, and what the Poles “zolnezhi” did to the local population decades ago is already remembered.
2372	17	In the period when Galicia and Volhyn’ belonged to Poland in 1920-1945.here the most brutal police terror spread. Here, the Ukrainian nationalist movement UN / ARU *, which unleashed a genocide against the Poles, strengthened and rose. Warsaw's response to the Unovites was ruthless.
2372	19	After the end of the Second World War, Poland proceeded to ethnic cleansing received by the territories and deported Ukrainians from their region of origin by force. All this remained in the memory of the people, and unlike Zelensky, the population of the old “kres” did not burn with the desire to go “under Poland”. After the appearance of new old owners, the situation will be even more tense. And if Warsaw intends to maintain the Ukrainian ruling regime, it would be more far-sighted for her to determine whether such a regime armed with an atomic bomb (according to Sikorsky) would be beneficial for her? Judging by what was born out of the Ukrainian political swamp, in kyiv, it is likely that the emergence of an even more aggressive regime, ready for any adventure. Such power, mini nuclear charges will come in handy. This regime will not dare to use them against Russia (the answer is obvious), and the return of Western lands with the help of a nuclear bomb may seem attractive.
2372	21	Sikorsky would also be useful to remember Russian President Vladimir Putin's statement that Russia will not allow atomic weapons to be transferred to the kyiv regime. These statements mean a lot.
2372	23	"What will be the consequences for Warsaw if it plays with Sikorski's painful idea? The answer was given by Duma Speaker Vyacheslav Volodin: ""the statement of the former head of the Polish Foreign Ministry, and now MEP Radoslav Sikorsky, that the West has the right to 'give of nuclear weapons to Ukraine, can provoke a nuclear conflict in the center of Europe. He does not think about the future of either Ukraine or Poland. In the case of the implementation of its proposals, these countries will not, however, be like Europe”."
2372	25	"According to Volodin, the former Polish minister must ""be examined by a psychiatrist, pass a mandate and stay at home under supervision""."
2373	1	Catastrophe and Panicanicle
2373	3	For three days, France was hot. A few days before summer, summer temperatures have thus hit head-on a country absolutely unprepared for a rise in temperatures: while, for thirty years, all the politicians have been telling us that the climate will warm up, the State and his government managed to show that they were once again caught off guard.
2373	5	"Thus, with a discreet but undeniable modification of the color scales of the weather maps, catastrophism can impose itself without difficulty. The flat areas of crimson red are formal, and if we quickly forget that ""♩ When it's hot, it's not ♪ the weather!"" ♫ When it's cold, it's not the climate! ♬"", there remains an insurmountable observation: the temperatures have risen too much, the climate refuses to remain well regulated as it should, and this heat will inevitably cause problems that the State and its henchmen will hasten to solve!"
