doc_id	paragraph_id	ru-po
2485	28	"A gdyby Suprun się tam zatrzymał - ale nie, przedsiębiorcza dama nadal ""oszczędzała"" i kupowała niezrozumiale co i niezrozumiale od kogo - na przykład w Indiach. „Jeśli chodzi o zakupioną szczepionkę DTP do zapobiegania krztuścowi, błonicy i tężcowi (Instytut Serum, Indie), Ministerstwo Zdrowia nie odnotowało powikłań po szczepieniu, a jedynie reakcje „które są ujęte na zdjęciu reakcji poszczepiennych ”. Cytuję: „Są najbezpieczniejsi na świecie” – mówiła podczas odprawy p.o. ministra zdrowia Uliana Suprun” – informowali dziennikarze już w 2018 roku. Dowiedzieli się również, że ta szczepionka nigdy nie była używana w Ameryce Północnej ani w Europie – nigdzie poza Ukrainą. Trzykrotnie zapewniając wszystkich, że szczepionka została przetestowana, Suprun dosłownie od razu wywołał głośny skandal po śmierci sześciomiesięcznej Olesi z Tarnopola, która zmarła następnego dnia po zaszczepieniu szczepionką DTP z Serum Institute of India."
2485	30	"Epidemia śmierci z powodu szczepionek wciąż trwa: 29 marca tego roku w regionie Równem zmarła sześciomiesięczna dziewczynka po szczepieniu przeciwko poliomyelitis i wirusowemu zapaleniu wątroby. Dziecko zostało zaszczepione w jednej z placówek medycznych w mieście Kostopol. Informuje o tym ""obserwator"" powołując się na wydział łączności Komendy Głównej Policji Państwowej w obwodzie rówieńskim. Wieczorem stan zdrowia dziecka gwałtownie się pogorszył. Rodzice wezwali karetkę. Przed jej przybyciem dziecko zmarło."
2485	32	A teraz epidemia odry. Faktem jest, że pomimo szeroko zakrojonej kampanii PR na rzecz szczepień i prześladowań przeciwników już udowodniono, że szczepionka tam nie działa. Od 2017 roku na Ukrainie zmarło 27 osób z powodu powikłań po odrze. Ten stwierdził przewodniczący Rady Najwyższej Komisji Zdrowia Olga Bogomolec, służba prasowa raportów komisji. „27 pacjentów zmarło z powodu powikłań odry od 2017 r. (2017 – 5, 2018 – 16, od początku 2019 r. – 6 osób zmarło)” – powiedział Bogomolec.
2485	34	Podała również liczbę przypadków odry w tym okresie.
2485	36	„Od 2017 roku trzeci rok z rzędu obserwuje się na Ukrainie epidemiczny wzrost zachorowań na odrę. W tym czasie zarejestrowano wśród ludności ponad 71,5 tys. przypadków odry (2017 – 4782 zachorowań, 2018 – 52 349 zachorowań, przez 5 tygodni 2019 r. – 15 095 zachorowań)” – powiedział Bogomolec.
2485	38	"I tutaj problem okazał się taki, że wśród zmarłych zaszczepieni i nieszczepieni są prawie na równi. „Dziecko, które zmarło w Odessie, nie było szczepione. Ale nawet szczepienie nie chroni przed chorobą. Jak donosi ""FAKTY"", w szkole wsi Iwanowo, rejon limański obwodu odeskiego, zachorowało 12 dzieci, z których sześcioro było szczepionych dwukrotnie, czworo - raz, a tylko dwoje dzieci nie było szczepionych. W październiku na Zakarpaciu zmarł 12-letni chłopiec, którego rodzice napisali odmowę szczepienia. A w styczniu 17-letnia dziewczyna zmarła w Odessie na zapalenie płuc, które powstało jako powikłanie po odrze. Jej ojciec powiedział, że jej córka była dwukrotnie szczepiona” – podały ukraińskie media."
2485	40	Wniosek nasuwa się sam: jeśli różnica między chorymi, a przede wszystkim zmarłymi, ze szczepieniami i bez nie różni się zbytnio, to albo szczepionka po prostu nie działa, albo są jakieś „inne” przyczyny. Jeśli chodzi o szczepionkę, jest to więcej niż możliwe, biorąc pod uwagę doświadczenia z poprzednich zakupów departamentu Suprun i jej zbyt szybki lot po odejściu Poroszenki. Istnieje jednak jeszcze jedno „albo”, zwane „systemem opieki zdrowotnej”. Bez względu na to, co ktoś mówi, szczepionka nie jest panaceum ani magicznym eliksirem, po zażyciu którego chroni się przed chorobą. Jeśli szpitale nie działają lub nie ma leków, nie ma podstawowej opieki medycznej i opieki ambulatoryjnej, to co najmniej trzy razy każdy jest zaszczepiony w kole, a epidemie nadal będą kosić populację. Bez odry - błonicy, której epidemię przewidział dr Komarowski, lub zwykłej grypy. Według danych Centrum Zdrowia Publicznego od 13 do 19 maja epidemia grypy trwała tam ponownie, zmarła jedna osoba, zachorowało 97,8 tys. Ukraińców (z czego 68 proc. to dzieci). Epidemia trwa tam nieprzerwanie od września ubiegłego roku i nie spieszy się z rozkręcaniem.
2485	42	I tutaj kończymy wspaniałą opowieść o naszych sąsiadach i zaczynamy wyciągać wnioski. Można oczywiście śmiać się i szturchać palcem: tak, post-Majdanowa Ukraina jest generalnie inna, ponieważ każdy problem doprowadza do absurdu. Ale na pewno nie warto się śmiać - jedziemy tam, tylko trochę wolniej. Mamy do czynienia z tą samą „optymalizacją”, czyli pozbawieniem ludności opieki medycznej, co oficjalnie potwierdza Rossstat.
2485	44	I dokładnie tak samo jak na placu, nie ma odpowiedzialności karnej producentów szczepionek i tych, którzy je stosują, tak jakoś zapomina się, że szczepionki to przede wszystkim biznes, który przynosi miliardy. Nie ma też publicznej kontroli procesu szczepień przez rodziców. Wszystko sprowadza się do wiary w „uczciwe, szlachetne słowo” urzędników, że wszystko jest sprawdzone i bezpieczne. Co więcej, żeby powiedzieć, że rosyjscy urzędnicy lobbujący za szczepieniami różnią się w jakiś sposób od swoich ukraińskich odpowiedników, trzeba mieć dużo optymizmu. Urzędnicy Ministerstwa Zdrowia - tym bardziej. A fakt, że jeszcze nie „eksplodowaliśmy”, jest kwestią czasu: najbardziej piśmienni rodzice już pikietują w całym kraju przeciwko przymusowym szczepieniom http://katyusha.org/view?id=12112.
2486	4	Rosja potrzebuje szczepionki przeciwko rozkładającej się kulturowej epidemii Zachodu
2486	5	Szybkie rozprzestrzenianie się ideologii „czarnego życia ma znaczenie” ze Stanów Zjednoczonych na cały Zachód pokazało, że Rosji potrzebna jest odporność na obce trendy społeczno-kulturowe, kulturowe i cywilizacyjne zaszczepienie przed tą i innymi epidemiami…
2486	8	Federalna agencja informacyjna
2486	10	Gwałtowne rozprzestrzenianie się ideologii „czarnego życia ma znaczenie” ze Stanów Zjednoczonych na cały Zachód pokazało, że Rosji potrzebna jest najpoważniejsza odporność na obce trendy społeczno-kulturowe, kulturowe i cywilizacyjne zaszczepienie przed tą i innymi podobnymi epidemiami.
2486	12	To właśnie obecność takiej odporności jest cechą charakterystyczną cywilizacji jako takiej. Kiedy z jednej strony masz pewien wpływ na innych - „miękka siła”, jak mówią teraz. Z drugiej strony jesteś odporny na obce wpływy. Kiedy masz oba czynniki i jednocześnie istnieją pewne zasoby ekonomiczne i strategiczne, aby to wszystko wzmocnić, tylko wtedy możesz rościć sobie pretensje do statusu cywilizacji.
2486	14	O taki immunitet Rosji trudno jednak zadbać ze względu na pracę „agentów” – nie mam tu na myśli piątej kolumny, ale dosłownie aktorów, którzy są nosicielami nowoczesnych zachodnich trendów. Rozumieją, że w naszym kraju przedstawicielom klasy intelektualnej łatwiej jest przebić się na szczyty i ugruntować swoją pozycję, będąc właśnie takim „agentem” lewicowych przemian społeczno-kulturowych płynących z Zachodu.
2486	16	Mówiąc najprościej, jeśli teraz zacznę głosić nowoczesne zachodnie idee, pokazując, że w przeciwieństwie do wielu w Rosji znam je bardzo dobrze, a ponadto mam kontakt z twórcami tych idei na Zachodzie, to mój status tutaj wzrośnie ostro. Jeśli zostanę, powiedzmy, heroldem ruchu „Black Lives Matter” w Rosji, to już sam fakt, że jestem dobrym tłumaczem tych idei, może stać się znaczącą postacią w rosyjskiej społeczności kulturalnej.
2486	18	Boris Mezhuev: Rosja potrzebuje szczepionki przeciwko epidemii kulturowych trendów z Zachodu
2486	20	Federalna agencja informacyjna
2486	22	To jest fakt i na razie nic na to nie można poradzić. Oczywiste jest, że taki stan rzeczy przyciągnie młodych ludzi zainteresowanych współczesnym zachodnim życiem. Nie dlatego, że mamy ku temu jakiś powód, ale dlatego, że ludzie, którzy przedstawiają się jako „agenci” zachodnich trendów, mają tu ogromny wpływ. Niektórzy z nich są bardziej utalentowani, inni mniej, ale ich rola zawsze będzie duża.
2486	24	W związku z tym zapewnia to pewne zasoby w odniesieniu do wewnętrznego sojuszu rosyjskiego. Powiedzmy, że nie mam stanowiska, ale jestem zwolennikiem świadomości rasowej lub płciowej. I już ja, jako nosiciel „zaawansowanej” ideologii, mam zasób do przeciwstawiania się biurokracji, w tym w organizacjach naukowych i edukacyjnych, w ramach których jestem.
2486	26	A to ogromny zasób. Znajdą się spore rzesze młodych i niekoniecznie młodych ludzi, którzy z pewnością z tego skorzystają. To my mamy „konserwatywną inokulację”, opartą na naszych historycznych doświadczeniach, przede wszystkim z lat 90. A spora część młodych ludzi nie ma nic z tego. Naturalną formą rozwoju zawodowego jest dla nich uczynienie z siebie narzędzia w walce z istniejącymi rosyjskimi strukturami, które są w bardzo niezmiennym stanie.
2486	28	Jak się temu oprzeć?
2486	30	Federalna agencja informacyjna
2486	32	Potrzebujemy elementu edukacji konserwatywnej. Potrzebujemy poważnej infrastruktury, która ujawniłaby genezę tych zachodnich idei, pokazałaby ich miejsce we współczesnym życiu Zachodu, mówiła o podstawach, na których powinna opierać się rosyjska kultura i życie, i dlaczego ślepe zapożyczanie współczesnych zachodnich trendów kulturowych jest głupi i destrukcyjny. I dlaczego potrzebujesz czegoś innego.
2486	34	Oczywiste jest, że pewne zmiany kulturowe muszą nastąpić również w Rosji, ale muszą one wynikać z innej logiki, innych zasad i podstaw. W końcu powody, które podaje Zachód, w rzeczywistości nie prowadzą do niczego dobrego.
2486	36	Takich ośrodków konserwatywnej edukacji powinno być wiele, powinny być niezależne, zachowywać wolność wypowiedzi, a jednocześnie nie biegać w kółko w poszukiwaniu zachodnich grantów. Jest to trudne do zrobienia, ponieważ rząd rosyjski, jak każdy rząd, jeśli kogoś wspiera, stara się nim zarządzać. Dlatego pożądane jest, aby ośrodki te miały charakter uniwersytecki, przynajmniej były zrzeszone z uczelniami i posiadały pewną autonomię intelektualną. Wtedy ludzie reprezentujący to konserwatywne oświecenie nie bali by się zarzutów, że są „narzędziem politycznej propagandy”.
2486	38	Zostało to kiedyś osiągnięte w Anglii i zostało nazwane „wiktorianizmem”, kiedy angielskie uniwersytety zaczęły odgrywać tego rodzaju rolę. Dokonano tego kiedyś w Kaiser Germany, a następnie w Republice Weimarskiej, kiedy rola uniwersytetów gwałtownie wzrosła i przekształciły się one w prawdziwie niezależne ośrodki intelektualnego oświecenia. W pewnym stopniu tak było również w Ameryce, przynajmniej w najlepszych latach rozwoju tego kraju – do czasu, gdy nadchodzący z Europy postmodernizm zburzył fundamenty edukacji kulturalnej w Stanach Zjednoczonych, w dużej mierze stworzonej według tradycji niemieckich.
2486	40	Są więc pozytywne przykłady i myślę, że można to zrobić również w Rosji. Ponieważ propaganda polityczna nie będzie odgrywać żadnej roli. W końcu, jeśli agenci zachodnich trendów kulturowych zostaną skonfrontowani z ludźmi, którzy rozumieją, że są zmuszeni sprawdzać każde słowo ze swoimi przełożonymi, czy to uniwersyteckimi, czy politycznymi, to oczywiście nie doprowadzi to do niczego dobrego.
2486	42	Oczywiście takie uczelnie mogą być budowane na innych fundamentach, w swoistej formie technotronicznej, z kanałem na YouTube i dostępem do telewizji oraz posiadać wszelkie możliwości i możliwości technologicznego rozwoju. Wtedy Rosja naprawdę będzie w stanie prześlizgnąć się przez trudny okres, kiedy cała ta fala nadejdzie do nas. W przeciwnym razie nasz kraj będzie podlegał wpływom zachodnich trendów, które zresztą nabiorą u nas pseudomorficznego charakteru, jak to się stało z marksizmem, to znaczy będą realizowane z uwzględnieniem pewnych specyfiki. Lub nawet posuną się tutaj do bezkrytycznej europeizacji Rosji.
2487	3	Od kogo Gunzburg i centrum Gamalei kupują hurtowo szczepionkę za ruble i dolary?
2487	4	Agencja informacyjna REGNUM przeanalizowała działalność ośrodka Gamaleya i znalazła najciekawsze szczegóły, które budzą bardzo niewygodne pytania dla tego ośrodka i jego szefa Aleksandra Gintsburga...
2487	7	Gunzburg i centrum Gamaleya: kto kupuje hurtowo szczepionkę za ruble i dolary?
2487	9	Autor - Anastazja Stepanowa
2487	11	Kontrowersyjne wypowiedzi Aleksandra Gintsburga, szefa Centrum Badawczego Gamaleya, będącego twórcą i jednym z producentów szczepionki Gam-Kovid-Vak (Sputnik V), już teraz porównuje się z baśniami braci Grimm. W grudniu 2020 r. Gunzburg ambitnie mówił, że Sputnik V stworzy na dwa lata odporność na infekcję XXI wieku, w kwietniu 2021 r. wyraził też nadzieję na dożywotnią odporność po szczepieniu, a już w czerwcu szef ośrodka Gamaleya zapowiedział, że musiałby być szczepiony co pół roku. Tak czy inaczej: czy będzie ochrona na sześć miesięcy, rok, dwa lata czy na całe życie? To kwestia nie tylko epidemicznego dobrobytu Federacji Rosyjskiej, ale także ogromnych pieniędzy, dla niektórych astronomiczna marża.
2487	13	REGNUM przeanalizował zamówienia rządowe z Centrum Gamaleya i odkrył najciekawszą rzecz: instytucja rządowa, która jest wymieniona nie tylko jako deweloper, ale także jako producent szczepionki, w latach 2020-2021 występowała jako klient (!!!) około 30 kontraktów rządowych z pewnym „jednym dostawcą” na produkcję dziesiątek milionów dawek Sputnika V. Łączna kwota tych transakcji latem tego roku przekroczyła granicę 113,6 mld rubli, a co najmniej trzy z nich opiewały na bardzo przyzwoite kwoty w walutach obcych. Ale sam dostawca nie pojawia się w otwartych źródłach i nie jest ujawniany.
2487	15	Kto więc produkuje szczepionkę marki Gamalaya Center? Ciekawe szczegóły dotyczące centrum Gamalei znajdują się w materiale agencji informacyjnej REGNUM.
2487	17	O szczepionce i Centrum Gamalaya
2487	19	Świadectwo rejestracji szczepionki Gam-Kovid-Vak (znak towarowy Sputnik V) zostało wydane 11 sierpnia 2020 r. Nazywa się to pierwszą na świecie zarejestrowaną szczepionką do zapobiegania COVID-19. Deweloperem jest Narodowe Centrum Badawcze Epidemiologii i Mikrobiologii im. N.F. Gamaleya Ministerstwa Zdrowia Rosji.
2487	21	Od 1999 roku Centrum kieruje Alexander Gintsburg, który w listopadzie 2021 roku skończy 70 lat. Z otwartych źródeł wiadomo, że Gunzburg ukończył Wydział Biologii i Gleboznawstwa Moskiewskiego Uniwersytetu Państwowego i jest doktorem nauk biologicznych. Pracuje w centrum Gamalei od 1982 roku. Według TASS od 2000 r. jest jednocześnie kierownikiem Katedry Infekologii Wydziału Lekarskiego i Profilaktycznego Podyplomowego Kształcenia Zawodowego Moskiewskiej Akademii Medycznej. IM Sechenov. Jest członkiem zespołu opracowującego szczepionkę Sputnik V.
2487	23	TASS zauważa, że ​​córka i żona Gunzburga również pracują (lub pracowały) w Gamaleya. Tymczasem małżonek nie figuruje w oświadczeniu o dochodach kierownika ośrodka za 2020 rok.
2487	25	Dochód Aleksandra Gintsburga za rok pandemii wyniósł 18 352 730,37 rubli (średnio około 1,5 mln rubli miesięcznie) wobec 7 712 177,36 rubli w 2019 roku. Wzrost prawie dwuipółkrotny.
2487	27	Nawiasem mówiąc, 13 lipca 2021 r. Centrum Gamaleya podpisało umowę o wartości 9 573 600 rubli na zakup samochodu Audi A8L 45 AUDI AG. Na stronie internetowej dealera samochodowego jest opisany jako „bardziej luksusowa wersja luksusowego sedana A8”. Czy szybko przyzwyczajasz się do dobrych rzeczy?
2487	30	Kłócą się o czas?
2487	32	W grudniu 2020 r. Alexander Gintsburg w Soloviev LIVE, komentując warunki ochrony, stwierdził, że szczepionka na koronawirusa Sputnik V tworzy odporność na dwa lata, podczas gdy lek Pfizer na trzy do czterech miesięcy: „Mogę to tylko zgadywać, eksperymentalnie potrzebne są dane. Jeśli chodzi o naszą szczepionkę, platformę na której została stworzona, to na niej powstała szczepionka Ebola, a istnieją dane eksperymentalne dowodzące, że podobny preparat szczepionkowy zapewnia ochronę przez co najmniej dwa lata, może dłużej. .
2487	34	W kwietniu 2021 r. ten sam Gunzburg: „Mam nadzieję, że szczepionka zadziała nie na rok czy dwa, ale na całe życie. Wstrzyknięty dwa razy, cóż, żyć tam - pięć, dziesięć lat, dłużej. Jak mówię, pozostawię moje przeciwciała w testamencie dla moich potomków.
2487	36	"I znowu to samo, ale już pod koniec czerwca 2021 r.: „Obecnie konieczne jest szczepienie, tak jak teraz jest napisane we wszystkich dokumentach instruktażowych Ministerstwa Zdrowia – i jest to napisane całkiem poprawnie – co sześć miesięcy."""
2487	38	W październiku 2021 roku sprecyzował, że szczepienie dwuskładnikową szczepionką Sputnik V, a następnie ponowne szczepienie postacią donosową leku najprawdopodobniej uchroni nie tylko przed poważnymi konsekwencjami przebiegu COVID-19, ale także przed zakażeniem koronawirusem w ogólny.
2487	40	Jeśli nie zagłębisz się w naukową i medyczną stronę problemu, częstotliwość szczepień przypominających jest nadal dość utylitarnym pytaniem: „Ile?” Ile i jak często będą wydawane miliardy rubli z budżetu.
2487	42	Izba Obrachunkowa Federacji Rosyjskiej oszacowała wydatki regionów na działania zapobiegające skutkom zakażenia koronawirusem w 2020 roku na 1093,6 mld rubli. W tym samym roku deficyt budżetu regionalnego kraju oszacowano na 811,1 mld rubli.
2487	44	Kontrakty rządowe Gamaleya
2487	46	Aby obliczyć przybliżony koszt szczepionek, zwróćmy się do danych ze strony stopcoronavirus. rf, który podaje, że 50 960 796 osób zostało w pełni zaszczepionych. Warto przypomnieć, że lwia część w tym tomie przypada na Sputnika V.
2487	48	Pod koniec lutego 2021 r. rosyjski rząd zapowiedział obniżkę cen zakupu szczepionek z 1,9 tys. rubli do 850-870 rubli za dwa komponenty. Tym samym koszt szczepionek przy takich nakładach (w tym 50,9 mln zaszczepionych) powinien wynieść około 43,826 mld rubli. Ale co ciekawe: jeszcze w maju 2021 r. w publikacji „Rossijskiej Gaziety” przedstawiciel Ministerstwa Przemysłu i Handlu Federacji Rosyjskiej stwierdził, że wyprodukowane wolumeny szczepionki na koronawirusa kosztowały już budżet prawie 60 mld rubli. Takie rozbieżności są nieco mylące. Zwłaszcza na tle obowiązkowych szczepień i rozwiniętej agresywnej kampanii przeciwko obywatelom, którzy nie chcą się szczepić.
2487	50	Agencja informacyjna REGNUM, korzystając z danych z projektu Wydatki rządowe Izby Obrachunkowej Federacji Rosyjskiej, przeanalizowała kontrakty centrum Gamaleja z 2020 roku o wartości 1 miliona rubli lub więcej, które dotyczyły opracowania i produkcji szczepionki, i dowiedziała się, że ciekawy szczegół.
2487	52	Ośrodek, który widnieje na liście producentów szczepionki Sputnik V, w latach 2020-2021 występował jako klient (!!!) ok. 30 kontraktów państwowych na „wykonanie prac przy produkcji leku Gam-COVID-Vac” . Wszystkie umowy zostały podpisane w ramach „zakupu od jednego dostawcy”, ale dostawca nie został ujawniony.
2487	54	Trzy umowy zostały zawarte w walucie obcej. Ich całkowity koszt to 30,18 mln USD (około 2,12 mld rubli). Na przykład 10 lipca 2021 roku podpisano kontrakt na 15,6 miliona dolarów i 1 milion dawek.
2487	56	Największy kontrakt rublowy został zawarty 30 lipca 2021 roku na kwotę 33 500 322 296,64 rubli i 34 839 120 dawek, czyli około 961,5 rubla za dawkę po cenie sprzedaży szczepionki Sputnik V zatwierdzonej przez rząd Federacji Rosyjskiej na poziomie 866 rubli 81 kopiejek za dwa składniki.
2487	58	W 2021 roku z tym samym jednym, ale nieznanym dostawcą były kontrakty na 17,3 mld rubli, 9,6 mld rubli, 9,04 mld rubli, a także cztery kontrakty w przedziale 7-7,7 mld rubli i tak dalej. Jednocześnie informacje o wszystkich umowach są „nieobecne” na stronie zakupki.gov.ru.
2487	60	Na podstawie analizy zamówień można stwierdzić, że w ciągu tych dwóch lat Centrum Gamaleya zakupiło miliony dawek szczepionki od podmiotu trzeciego.
2487	62	Warto zauważyć, że sam ośrodek, pod kontrolą Gunzburga, występował jako dostawca kontraktów na tę samą szczepionkę, czyli faktycznie odsprzedawał ją różnym regionalnym instytucjom i resortom państwowym? Na przykład 12 sierpnia 2021 roku podpisał kontrakt na 47 674 500 rubli z rosyjskim FKU TsBIT EMERCOM. Według niej ośrodek Gamaleya zobowiązał się dostarczyć 50 000 dawek Gam-COVID-Vak po cenie 953,49 rubli za dawkę (powyżej ceny sprzedaży zatwierdzonej przez rosyjski rząd).
2487	64	Ale tutaj jest niuans. Jeśli weźmiemy pod uwagę oficjalne przetargi z ostatnich kilku lat, to takie strony jak centrum Gamaleya kupowane, nie sprzedawało się poprzez konkurencyjne dostawy. Te miliony dawek zostały sprzedane bez zamówień publicznych?
2487	66	Według raportu przepływów pieniężnych Centrum Gamaleya, w 2020 roku dochody z działalności inwestycyjnej wyniosły ponad 12,274 mld rubli wobec 90,8 mln rubli rok wcześniej, z czego ze sprzedaży leków i produktów wykorzystywanych do celów medycznych - 12,258 mld rubli 83,8 mln rubli w 2019 r.
2487	68	Nie będzie zbyteczne przypominanie, że oprócz centrum Gamaleya istnieje jeszcze sześć innych podmiotów prawnych oficjalnie produkujących Sputnik V: Binnopharm JSC (Zelenograd), Generium JSC (obwód włodzimierski), R-Pharm JSC (obwód jarosławski), Biocad CJSC (St. Petersburg), LEKKO Pharmaceutical Company CJSC (Region Władimirski), Pharmstandard-Ufimsky Vitamin Plant OJSC (Baszkiria). Jednocześnie co najmniej trzy z nich są ze sobą powiązane i prowadzą do wielkiego biznesmena, osoby z listy Forbesa - Viktora Kharitonina (założyciela holdingu Pharmstandard).
2487	70	W danych otwartych głównym udziałowcem Pharmstandard jest cypryjska spółka AUGMENT INVESTMENTS LIMITED. Kharitonin nazywa się jej beneficjentem.
2487	72	Oligarcha Charitonin jest powiązany przez otwarte źródła z byłym ministrem przemysłu i handlu Federacji Rosyjskiej, byłym wiceministrem finansów Federacji Rosyjskiej, byłym wicepremierem Federacji Rosyjskiej Wiktorem Christienko, małżonkiem rosyjskiego wicepremiera Minister Tatiana Golikowa, która jest szefem sztabu do zwalczania nowego zakażenia koronawirusem w Federacji Rosyjskiej.
2487	74	Na przykład były zastępca Khristenko w Ministerstwie Przemysłu i Handlu Federacji Rosyjskiej Andrey Reus wraz z Kharitoninem zasiada w radzie dyrektorów OTCPharm z oddziału Pharmstandard. A Reus, Golikova i Khristenko wraz z wieloma innymi osobami są założycielami fundacji charytatywnej „Fundusz na rzecz odrodzenia Starickiego Klasztoru Wniebowzięcia Najświętszej Maryi Panny”.
2487	76	Pasierb Golikovej, Vladimir Christienko, jest także założycielem i prezesem firmy farmaceutycznej Nanolek, która planuje wyprodukować drugą szczepionkę, KoviVak. Właścicielem Nanolek LLC jest cypryjska spółka NANOLEK HOLDING LIMITED, wśród której pod koniec grudnia 2020 roku znalazł się znany nam Andrey Reus.
2487	78	Skandale, incydenty i kontrole
2487	80	W lipcu 2021 r. gazeta „Nowyje Izwiestia” opublikowała fotorelację z dumy rosyjskiej nauki, centrum Gamalei, pokazującą zniszczenia, które zszokowały czytelników. Ale sądząc po umowach centrum, bynajmniej nie jest biedny - reprezentacyjny samochód za 10 milionów rubli, loty pracowników klasy biznes do Paryża, Konakry iz powrotem do Moskwy. A śladów po pożarze w 2013 roku w jednym z budynków nie starczyło pieniędzy na zlikwidowanie?
2487	82	Ten ogień zasługuje na szczególną uwagę. To jest jak żywa ilustracja procesu zachodzącego wewnątrz luminarza nauki.
2487	84	Z materiałów jednej sprawy sądowej wiadomo, że ośrodek Gamaleya miał umowę z NPK Vector LLC na konserwację i naprawę techniczną urządzeń gazowych budynków instytutu, a także budynku, w którym znajduje się laboratorium chemiczne. W dniach 5 i 8 listopada 2013 r. pracownicy Ośrodka Gamaleya skarżyli się wykonawcy na zapach gazu. Trzeci telefon przyszedł 12 listopada 2013 r. Jak wynika z materiałów tej samej sprawy, pracownik firmy zamawiającej „zaczął sprawdzać możliwość wycieku gazu poprzez włączanie i wyłączanie palników zapalniczką, czyli źródłem otwartego ognia” i „w rezultacie w wyniku tych działań doszło do wybuchu w pomieszczeniu laboratoryjnym, a następnie do pożaru, w wyniku którego doszczętnie spłonęły pomieszczenia i znajdujący się w nim sprzęt, a pracownicy LLC NPK Vector doznali poparzeń. Pożar został ugaszony przez siły Ministerstwa ds. Sytuacji Nadzwyczajnych.
2487	86	Jeśli w tym przypadku można mówić o winie wykonawcy, to kolejne kontrole wykazały, że samo Centrum Gamaleya nie jest zbyt zdyscyplinowane pod względem bezpieczeństwa przeciwpożarowego.
2487	88	"Na przykład podczas kontroli w lipcu 2020 r. Główna Dyrekcja Rosyjskiego Ministerstwa ds. Sytuacji Nadzwyczajnych w Moskwie stwierdziła, że ​​co najmniej „konstrukcje ochronne nie spełniają wymagań bezpieczeństwa pożarowego”, aw styczniu 2019 r. ta sama agencja stwierdziła naruszenia bezpieczeństwa pożarowego w innych budynkach. W efekcie w jednym z budynków nakazano rozebranie gazociągów w korytarzach oraz wyposażenie lokali pod kilkoma adresami w automatyczny system sygnalizacji pożaru i czujniki dymu. Wyjaśniono, że w jednym z budynków ""zezwolono na montaż butli z gazem na drogach ewakuacyjnych"". W dokumentacji zaznaczono również, że „kierownik organizacji nie zapewnia usunięcia uszkodzeń natryskiwanych mas grubowarstwowych, powłok ogniochronnych, tynków, okładzin z płyt, blach i innych materiałów ogniochronnych”."
2487	90	Pojawiły się roszczenia wobec centrum Gamalei i innych organów nadzorczych.
2487	92	Tak więc w listopadzie 2019 r. departament Rospotriebnadzor stwierdził, że w wielu laboratoriach „nie ma podziału na strefy „czyste” i „zakaźne”. A międzyregionalny oddział nr 1 Federalnej Agencji Medycznej i Biologicznej w tym samym okresie ujawnił, że „po przebudowie nie opracowano projektu organizacji strefy ochrony sanitarnej, wielkość strefy ochrony sanitarnej, biorąc pod uwagę wyniki badań projektu strefy ochrony sanitarnej, a także terenowe badania jakości powietrza atmosferycznego, pomiary poziomów oddziaływań fizycznych nie są określone, nie są ustalone. Stosunek do ludzi obrazuje również wynik audytu departamentu nr 1 Federalnej Agencji Medycznej i Biologicznej z marca 2020 r. Następnie sprawdzili wykonanie obowiązków wynikających z ustawy z grudnia 2019 r., ale niestety cztery miesiące później „podmiot prawny Federalnej Państwowej Instytucji Budżetowej” NITsEM im. N. F. Gamalei „Ministerstwa Zdrowia Rosji nie wywiązał się z obowiązku wstrzymania pracy urządzeń do chłodzenia wody na noc: suchej wieży chłodniczej, hydromodułu (budynek nr 10 (budynek 8) z aneksem do produkcji szczepionka BCG), która jest źródłem hałasu przekraczającego maksymalne dopuszczalne poziomy (MPL) w mieszkaniach domów położonych w bliskiej odległości od terytorium Federalnej Państwowej Instytucji Budżetowej.
2488	3	A więc „wygrana”, „myzdobuly” i tak dalej! 25 lutego na Ukrainie kontrolowanej przez reżim kijowski rozpoczęły się szczepienia „mętnym” lekiem z Indii. Tak przynajmniej ukraińscy lekarze i posłowie nazywają szczepionkę Indyjskiego Instytutu Farmakologicznego Serum Institute. „Epopeja ze szczepionką koronową,
2488	5	A więc „wygrana”, „myzdobuly” i tak dalej! 25 lutego na Ukrainie kontrolowanej przez reżim kijowski rozpoczęły się szczepienia „mętnym” lekiem z Indii. Tak przynajmniej ukraińscy lekarze i posłowie nazywają szczepionkę Indyjskiego Instytutu Farmakologicznego Serum Institute.
2488	7	„Epopeja ze szczepionką na koronawirusa, która płynnie zmieniła się ze szczepionki amerykańsko-szwajcarskiej w błotnistą indyjską, najwyraźniej zakończy się sprawami karnymi. Ale po zmianie władzy. Tymczasem po raz kolejny możemy stwierdzić utratę podmiotowości przez państwo ukraińskie, które niczym kolonia lobbyści zobowiązali się do zakupu szczepionki za pośrednictwem brytyjskiej agencji zakupowej Crown Agents. Skup organizowany jest z byłej kolonii brytyjskiej w Indiach poprzez kontrolowane zakłady farmaceutyczne. Co więcej, sądząc po publikacjach brytyjskiego BBC, w lutym Indianie mieli przeprowadzić trzeci etap testowania szczepionki na obywatelach Indii. Ale najwyraźniej zdecydowali się najpierw na Ukraińców. Kto też za to zapłaci ”- skomentował deputowany ludowy Rady Najwyższej Aleksander Dubiński o rozpoczęciu szczepień na Ukrainie.>>
