doc_id	paragraph_id	ge-po
2246	28	Ukraińscy oligarchowie mogą teraz wykupywać ziemię kosztem wielu dzierżawców z biedniejszych grup społecznych, a także mogą być słomianymi słomkami dla zachodnich rekinów nieruchomości. Amerykański spekulant George Soros prawdopodobnie będzie największym zwycięzcą wyprzedaży na Ukrainie.
2247	3	I tak w kółko, w kółko, decydenci po prostu nie mogą przestać wykonywać swoich nadmiernych i jednostronnych środków, a kiedy wygasną ich ograniczone czasowo uprawnienia, aby je zaostrzyć i przedłużyć. Patronat obywateli i lekceważenie ich suwerenności i odpowiedzialności nie ma końca. Czy Senat w Berlinie, minister zdrowia czy premierzy krajów związkowych w tym rząd Olafa Scholza – ludzie lubią paternalizm. Premierzy i kanclerz właśnie spotkali się w swoim programie: środki ostrożności na wypadek bardziej krytycznej sytuacji związanej z koronawirusem jesienią. Poinformowano, że stanowi ministrowie zdrowia jednogłośnie zdecydowali o sporządzeniu ewentualnego katalogu z wymaganiami dotyczącymi masek w pomieszczeniach i zasadami dostępu, takimi jak 2G i 3G (dostęp tylko dla osób zaszczepionych, wyzdrowiałych lub przebadanych).
2247	5	Więc wszystko jak zwykle, będzie wtedy w kierunku 2023, czwartego roku, po dwóch i pół roku pandemiczne szaleństwo będzie trwało. Nadpobudliwemu ministrowi zdrowia to się podoba, zapowiedział w telewizji, że przygotowania do jesieni idą pełną parą i że zamówił odpowiednie szczepionki dla różnych wariantów. Lepsze wyposażenie szpitali, odejście od nastawienia tych placówek na zysk, zwiększenie personelu w placówkach, wyposażenie wnętrz, strategia w zakresie metod leczenia, aktywna normalizacja życia społecznego, obowiązkowy dowód zaufania do populacji, masz prawnie zagwarantowane Oddanie osobistej odpowiedzialności – ani słowa o tym. Co gorsza, wyciąganie wniosków z ostatnich kilku lat poprzez sensowne i nieustępliwe śledztwo (ewaluację) - nie jest na porządku dziennym decydentów. Dlaczego nie?
2247	7	Już dawno należy pozwolić obywatelom decydować o tym, jak mają żyć, nie ma już ogólnokrajowej, a nawet międzynarodowej sytuacji epidemicznej, obecne warianty nie są tak niebezpieczne jak poprzednie, na co zwraca uwagę wielu ekspertów. Ale politycy, odurzeni gotowością Basty do podejmowania decyzji, pozwalają obywatelom nosić maski i układać pakiety środków, nie mówiąc o dalszych, odnowionych szkodach ubocznych. Maska w przestrzeni publicznej jest symbolem władzy. To działa, widzisz ludzi spacerujących samotnie w parku z maską na twarz. Ale dlaczego nikt im nie powie, że w parku nie ma niebezpieczeństwa? Politycy lubią mówić, że zdrowie jest najważniejsze, ale zdrowie nie kończy się na ochraniaczach na zęby i protekcjonalnym 1-, 2-, 3-G. Z ich jednokierunkowym zachowaniem na ulicy i aroganckim, zarozumiałym narzucaniem obywatelom polityki, ostatecznie nawet szkodzi zdrowiu.
2247	9	Przynajmniej wirusolog Klaus Stöhr, który krytykuje groźny scenariusz ze strony ministra zdrowia, przeczy chórowi euforycznego katalogu działań decydentów w różnych mediach. Ekspert nie ukrywa, że ​​nowe warianty koronawirusa mogą spowodować ponowny wzrost zachorowań. Nie doprowadziłoby to jednak do zwiększenia liczby pacjentów na oddziałach intensywnej terapii. Mówiąc o służbie zdrowia. Nie czyta się już nic o obowiązkowych szczepieniach związanych z placówkami, ale całkiem sporo pracowników w tym rejonie nie chce i/lub nie jest w stanie wywiązać się z tego obowiązku, tak wygląda obecna sytuacja”, ludzie nieprzyuczeni lub oni są szantażowani przez pozbawianie ich pracy i groźby kar pieniężnych. Tego lata nieszczepieni pracownicy placówek służby zdrowia, którzy są testowani od dwóch lat i noszą maseczki, otrzymają pocztę z prośbą o udowodnienie statusu szczepień. Pojawia się lęk egzystencjalny. Tak, osoby dotknięte tym rodzajem poczty nie są zaskoczone, do tej pory opierały się reżimowi, przymusowi i być może innym planom, innym zadaniom w pracy. Nadzieja na powrót służby. Powszechne szczepienia odpadają (na razie?) - ale szkoda nie puszczać wodzy ludziom, którym zależy na naszym zdrowiu.
2247	11	Jako obywatel mógłbyś odetchnąć z ulgą w obliczu pojawiającej się nowej fazy siania paniki: Po konferencji z premierami państw kanclerz Olaf Scholz obiecał, że wszystkie potrzebne opcje działania powinny być dostępne – ogólnokrajowe zamknięcia szkół i Ale nie powinno już być przedszkoli.
2248	3	Sojusz medialny złożony z mediów publicznych, subsydiowanych przez państwo lub będących własnością partii od lat próbuje przekonać Niemców, że większa nielegalna imigracja do Niemiec pomaga, a przynajmniej nie szkodzi. Tak było ponownie ze szczytem ponad 190 000 wniosków o azyl, które miały zostać zgłoszone w 2021 r.
2248	5	Niczym na tajnym znaku podjęto próbę zbagatelizowania rekordu liczbowego – wszak tak wysokiego jak od trzech lat – bez cienia krytyki. 42 000 dalszych wniosków zostało początkowo odjętych od 190 000 wniosków o azyl złożonych w Niemczech. Duża liczba wniosków uzupełniających (około dwa razy więcej niż zwykle) może wskazywać na wiele rzeczy, być może także na rosnącą wiedzę prawną ze strony wnioskodawców lub wspierających ich organizacji. W każdym razie pokazuje to, że kwestia „azylu” to niełatwe zadanie dla administracji.
2248	7	Nawiasem mówiąc, wskazuje na to również 170 000 tak zwanych kontroli cofnięcia wydanych decyzji azylowych, poprzez które chce się dowiedzieć, czy powód azylu w ogóle nadal istnieje. Temat przewodni: „Podróż osób uprawnionych do ochrony do kraju pochodzenia”. Ale nie należy sobie wyobrażać, że kryteria tych recenzji są zbyt surowe. Dlatego lobbysta ds. azylu, taki jak „Pro Asyl”, natychmiast go kwestionuje i chce jego zniesienia.
2248	9	Ale w przypadku kolejnych wniosków od dużej sumy nie odjęto wystarczającej kwoty. W ramach ostrożności Ministerstwo Spraw Wewnętrznych poinformowało zatem: 17,5 procent pozostałych wniosków o azyl w ubiegłym roku dotyczyło „dzieci urodzonych w Niemczech w wieku poniżej jednego roku” – innymi słowy dzieci urodzonych po rodzicach wjechał do kraju. Z 148 233 wstępnych wniosków odjęto prawie 26 000, które nawet nie wjechały do ​​Niemiec (ale na razie będą musiały się tu zaopiekować). Argument ten jest również prowadzony jednogłośnie przez prasę, w Die Zeit, a także w FAZ i we własnej sieci redakcyjnej SPD Niemcy (RND) wydawnictwa Madsack.
2249	3	Grupa Bilderberg, której doroczne tajne spotkanie odbyło się kilka dni temu w USA, obecnie zachowuje się jak gabinet wojenny i reklamuje się niektórym swoim uczestnikom jako tradycyjny, transatlantycki sojusz mający stawić czoła zagrożeniu ze strony bloku wschodniego .
2249	5	Wśród gości są przedstawiciele amerykańskiego establishmentu obronnego, szefowie wywiadu, przedstawiciele nowych członków NATO, Szwecji i Finlandii, eksperci ds. Chin i Rosji oraz osoby, które pełniły rolę agentów na Ukrainie.
2249	7	Firmy grupy Bilderberg sprzedały Rosji całe kluczowe gałęzie przemysłu. Szefowie Bilderbergów, Kissinger i Rockefeller, utrzymywali najbardziej intymne, najbardziej ekskluzywne powiązania z Kremlem. Korporacje ze środowiska Bilderberg zbudowały komunistyczny Ostbock na tyle wszechstronnie, że można naprawdę mówić o organizacji globalnej.)
225	3	W środę Parlament Europejski przyjął projekt reformy europejskiej agencji policyjnej Europol stosunkiem głosów 480 do 143, przy 20 wstrzymujących się. Od teraz ma ona uprawnienia do przetwarzania obszernych i złożonych zbiorów danych w celu wspierania państw członkowskich w walce „z poważną przestępczością i terroryzmem” – czyli ze wszystkim, co mieści się w ramach „narodowego zwyczaju” i narodowej interpretacji. W Niemczech, biorąc pod uwagę priorytety lewicowego ministra spraw wewnętrznych, można być pewnym, że od teraz przestępcy opiniotwórczy i dysydenci kryminalizowani jako „prawicowcy” również będą wpadać w te kategorie – z odpowiednimi, już zalegalizowanymi, konsekwencjami pozbawienia praw wyborczych.
225	5	"To znacząco zwiększa uprawnienia organu z siedzibą w Hadze, ponieważ Europol otrzymuje ogromne ilości danych przede wszystkim od krajowych organów ścigania. Unijny inspektor ochrony danych, Wojciech Wiewiórowski, od dawna miał cierń w oku ogromnego przepływu informacji, które dociera do Europolu: już w 2020 r. zganił maniaka zbierania tam, bo nawet niepodejrzane osoby – jak ofiary, świadkowie lub osób kontaktowych – narażali się na ryzyko bycia „nielegalnie zaangażowanym”, powiązanym z działalnością przestępczą w całej UE”. Na początku tego roku Wiewiórowski nakazał usuwanie informacji o osobach, którym nie udało się udowodnić związku z działalnością przestępczą, najpóźniej po pół roku. Okres ten z jednej strony pozwala organowi „sprostać wymogom operacyjnym państw członkowskich UE”, ale z drugiej strony „minimalizuje zagrożenia dla praw i wolności jednostki” – ocenił Wiewiórowski. Zasadniczym pytaniem jest oczywiście to, czy lub co jest faktycznie „usuwane” – i to w sposób, którego nie da się właściwie odtworzyć. Istnieją co do tego spore wątpliwości - zwłaszcza, że ​​według brytyjskiego ""Guardiana"" magazyn danych Europolu obejmuje co najmniej cztery petabajty z dziesiątkami miliardów parametrów informacyjnych. Żadna władza nie rozstanie się dobrowolnie z tak mozolnie gromadzonym „skarbem” – na pewno nie nieprzejrzysta i tylko częściowo demokratycznie legitymowana jednostka policji kontynentalnej."
2251	1	Wielka katastrofa szczepionkowa
2251	3	„Osoby zaszczepione mają do sześciu razy wyższy wskaźnik infekcji niż osoby nieszczepione, wynika z danych rządu Nowej Zelandii”, czytamy w niedawnym nagłówku The Daily Sceptic.
2251	5	Niepokojące dane wciąż napływają z krajów na całym świecie: ci, którzy zostali zaszczepieni przeciwko Covid-19, są znacznie bardziej narażeni na zarażenie się Covidem niż ci, którzy nie zostali zaszczepieni. Co gorsza, osoby zaszczepione chorują i umierają częściej niż osoby nieszczepione.
2251	7	Na przykład w Wielkiej Brytanii prawie 90 procent hospitalizacji z powodu Covid i ponad 90 procent zgonów z powodu Covid było wśród zaszczepionych w marcu.
2251	9	Dane z Wielkiej Brytanii są zgodne z danymi z innych krajów, takich jak Nowa Zelandia, Australia, Szkocja i Kanada. Steve Kirsch podsumował tę sytuację w swoim artykule Substack (link is external) zatytułowanym Im więcej szczepisz, tym słabszy staje się twój układ odpornościowy.
2251	11	Artykuł Kirscha zaczyna się od następującego zdania:
2251	13	Nie ma nic bardziej szalonego niż to: im częściej się szczepisz, tym większa szansa na zachorowanie na COVID. Jeśli zostaniesz zaszczepiony trzykrotnie, ryzyko zarażenia się COVID jest trzykrotnie większe niż u osoby nieszczepionej.
2251	15	Kirsch wskazuje następnie na analizy danych zebranych przez rząd, które pokazują, jak tragiczna jest sytuacja.
2251	17	Jak na tę sytuację reagują rządy? Zamiast powstrzymać szkodliwe szczepionki, niektórzy już ogłosili, że przestaną publikować szkodliwe liczby (link is external).
2251	19	Jedno stało się oczywiście bardzo jasne: zamiast zatrzymać Covid-19, szczepionki pogarszają sytuację. W krajach silnie zaszczepionych pojawiło się więcej chorób Covid niż kiedykolwiek przed wprowadzeniem szczepionek. Przykładów jest wiele: Wielka Brytania, Niemcy, Izrael, Francja, Singapur, Hongkong, Holandia. I tak dalej.
2251	21	Ponadto te wysoce zaszczepione kraje mają również więcej Covid niż regiony mniej zaszczepione. Rozważ ten nagłówek z Newsweeka:
2251	23	Wskaźniki szczepień przeciwko COVID w Afryce są niskie, ale region unika najgorszego, pozostawiając naukowców ze stratą.
2251	25	Naprawdę nie ma w tym nic niesamowitego. Dane wyraźnie pokazują, co się dzieje: szczepionki prowadzą do wzrostu Covid, podczas gdy brak szczepionek ostatecznie prowadzi do spadku pandemii poprzez naturalną odporność.
2251	27	Gdybyśmy żyli w normalnym świecie i szczepionki były skuteczne, byłoby odwrotnie. Mocno zaszczepione kraje byłyby wolne od Covid, podczas gdy kraje z niedostatecznie zaszczepionymi poniosłyby ciężar pandemii.
2251	29	Władze od początku wiedziały, że szczepionki zawiodą. Na przykład 29 stycznia ubiegłego roku – zaledwie dwa miesiące po rozpoczęciu globalnej ofensywy szczepionkowej – magazyn Nature opublikował artykuł zatytułowany Jak przeprojektować szczepionki na COVID, aby chroniły przed wariantami. Nagłówek zawiera domniemane przyznanie, że szczepionki nie chronią przed wariantami.
2251	31	A jednak rządy na całym świecie nadal kłamią i pompują te nieskuteczne leki do ciał miliardów ludzi. Czyniąc to, fałszywie odnieśli się do „pandemii niezaszczepionych” i złośliwie atakowali, a nawet więzili tych, którzy odmówili udziału.
2251	33	Pamiętasz, jak Fauci powiedział, że 60-procentowy wskaźnik szczepień zapewni nam odporność zbiorową? Dziś w większości krajów zachodnich ponad 80% dorosłej populacji jest zaszczepionych, a mimo to jest więcej Covid niż kiedykolwiek.
2251	35	Taka jest smutna rzeczywistość: po kilku miesiącach, po ustaniu początkowej ochrony, osoby, którym wstrzyknięto szczepionki Covid, są bardziej narażone na zarażenie, poważną chorobę i śmierć.
2251	37	Igor Chudov w swoim artykule zatytułowanym AIDS-Like Chronic Covid przejmuje Europę, Australię i Nową Zelandię pokazuje, w jaki sposób szczepionki wydają się osłabiać układ odpornościowy ich biorców i powodować AIDS – powodując podobny niedobór odporności. Wielu badaczy określiło to jako VAIDS: zespół nabytego niedoboru odporności poszczepiennej.
2251	39	Proszę wziąć pod uwagę samą skalę tego wszystkiego: od 12 kwietnia ponad sześćdziesiąt pięć procent wszystkich ludzi na planecie zostało zaszczepionych tymi szkodliwymi substancjami. To ponad 5,1 miliarda dusz.
2251	41	Jeśli złowieszcze tendencje się utrzymają, wkrótce staniemy w obliczu największej katastrofy, jaką kiedykolwiek znała ludzkość, z miliardami ludzi, których zdrowie zostało zagrożone lub zrujnowane.
2251	43	Ta katastrofa została spowodowana przez bezlitosnych zwolenników szczepionek, którzy wstrzyknęli większości światowej populacji pospiesznie spreparowane i niewłaściwie przetestowane substancje, które nie przeszły nawet testów klinicznych fazy II. Jakkolwiek tragiczna jest nasza sytuacja, musimy jeszcze mówić o wielu ludziach, którzy już zostali zabici przez te niebezpieczne narkotyki.
2251	45	Bardzo ważne jest, aby producenci szczepionek zostali pociągnięci do odpowiedzialności za swoje działania. Jest wystarczająco dużo danych, aby pociągnąć ich do odpowiedzialności za katastrofę, którą sprowadzili na ludzkość. Dane te muszą zostać ujawnione i udostępnione wszystkim.
2251	47	Ponieważ historia szczepień została podważona przez gwałtownie rosnącą liczbę zachorowań i nieproporcjonalną liczbę zaszczepionych osób, które są chore i umierające, dzika krucjata szczepień na razie nieco osłabła. Obecnie zwolennicy szczepień i ich partnerzy medialni wykorzystują wojnę na Ukrainie do odwrócenia uwagi opinii publicznej od upadku ich firmy. Ta dywersyjna taktyka odniosła zaskakujący sukces. Podczas gdy zaledwie kilka miesięcy temu osoby niezaszczepione zostały uznane za oficjalne obiekty nienawiści, teraz Władimir Putin i Rosjanie są celem publicznego gniewu i oburzenia.
2253	3	Podczas gdy konflikt na Ukrainie szaleje, rosyjska FSB twierdzi, że odkryła spisek zorganizowany przez wspieranych przez Ukrainę radykałów, mający na celu zamordowanie dziennikarzy, w tym redaktor naczelnej RT Margarity Simonyan.
2253	5	Według materiału wideo opublikowanego przez rosyjską Federalną Służbę Bezpieczeństwa (FSB), neonazistowska grupa rzekomo wynajęta przez Kijów do zabicia prezentera telewizyjnego Władimira Sołowjowa miała kilka innych celów, w tym redaktor naczelną RT Margaritę Simonyan.
2253	7	W trakcie trwającej rosyjskiej ofensywy wojskowej na Ukrainie, mającej na celu „denazizację” kraju, FSB poinformowało, że aresztowało grupę neonazistów. Jak informuje serwis, grupa została zlecona przez Służbę Bezpieczeństwa Ukrainy (SBU) do zabicia znanego rosyjskiego prezentera telewizyjnego i dziennikarza Sołowjowa. FSB później opublikowało wideo, które rzekomo pokazuje aresztowanie, przeszukanie i przesłuchanie podejrzanych.
2253	9	Jeden z aresztowanych powiedział, że grupa dowiedziała się o możliwym zabójstwie dyrektora generalnego agencji informacyjnej Sputnik Dmitrija Kiselyova, redaktor naczelnej Sputnika i RT Margarity Simonyan i jej męża, znanego reżysera i prezentera telewizyjnego Tigrana Keosayana, a także telewizji prezenterzy Olga Skabeeva i Jewgienij Spoke Popov. Więzień relacjonuje:
2253	11	„Mówiono o zamordowaniu ludzi, którzy szerzą propagandę, tj. Sołowjowa, Kisielowa, Skabejewej, Popowa, Keossayana i Simoniana”.
2253	13	Simonian skomentował wiadomości, mówiąc:
2253	15	„Wszyscy ludzie są śmiertelni, a umieranie za to, że nie milczeli, ale posiadanie luksusu mówienia prawdy i chronienia ojczyzny w sposób, który uważasz za słuszny i wykonalny, nie jest bardziej przerażające niż spowolnienie umierania na śmiertelną chorobę lub nieuchronnie się starzeje. Moje podejście do tego jest filozoficzne i chrześcijańskie ”.
2253	17	Aresztowany podejrzany ujawnił również, że SBU nakazała grupie zabicie Sołowjowa „tak szybko, jak to możliwe” oraz że mówił także o „podpalaniu samochodów z symbolami wspierającymi operacje specjalne armii i biura werbunkowe”.
2253	19	FSB oświadczyła, że ​​podczas przeszukania przejęła ładunek wybuchowy, osiem koktajli Mołotowa, sześć pistoletów, obrzynaną strzelbę myśliwską i granat. Zajęto także ponad 1000 sztuk amunicji i sfałszowanych ukraińskich paszportów. Na filmie, który został nagrany w mieszkaniu podejrzanych, można również zobaczyć portret Adolfa Hitlera.
2253	21	W rozmowie z telewizją Rossija dyrektor FSB Aleksander Bortnikow zdradził nieco więcej szczegółów na temat grupy. Powiedział, że było to sześciu obywateli Rosji z Moskwy. Wszyscy zostali aresztowani.
2253	23	Według Bortnikowa grupa była powiązana z neonazistowską organizacją National Socialists/White Power. Według Bortnikowa głównym zadaniem podejrzanych było „ustalenie miejsca zamachu”, dlatego według niego członkowie grupy ścigali Sołowjowa.
2253	25	Kijów zaprzeczył jakiemukolwiek udziałowi w rzekomych zamachach, twierdząc, że operacja FSB była „inscenizowana”.
2253	27	Rosja zaatakowała sąsiednie państwo pod koniec lutego po tym, jak Ukraina nie zrealizowała porozumień mińskich podpisanych w 2014 roku, a Moskwa ostatecznie uznała republiki Donbasu – Donieck i Ługańsk. Protokół miński, w którym pośredniczyły Niemcy i Francja, miał na celu nadanie zbuntowanym regionom specjalnego statusu w ramach państwa ukraińskiego.
2254	3	Dobrobyt w Europie – a zwłaszcza w Niemczech – jest wynikiem taniej energii. Sukces gospodarczy Niemiec byłby niemożliwy bez tanich źródeł energii, ale politycy już ich nie chcą.
2254	5	Trzeba to jasno powiedzieć: bez taniej energii niemiecki dobrobyt byłby niemożliwy. Rdzeniem niemieckiego dobrobytu były produkty przemysłowe, takie jak samochody, budowa maszyn, przemysł chemiczny i inne. Gdybym kilka lat temu postawił tezę, że to wszystko jest możliwe tylko dzięki taniej energii, to powiedziano by mi, że to nonsens, przecież zawsze mówiono, że sukces gospodarczy Niemiec opiera się na produktywności przemysł niemiecki.
2254	6	Kluczem jest tania energia
2254	8	Dziś widzimy, że to istny nonsens, bo wysoka produktywność była możliwa tylko dzięki taniej energii. Koszty energii w Europie i Niemczech należą do najniższych na świecie, co przede wszystkim umożliwiło europejski dobrobyt.
2254	10	Jasne, energia od dawna nie była tania dla prywatnych konsumentów w Niemczech, ale to efekt polityki, która do kosztów energii dodała podatki (za benzynę) lub wszelkiego rodzaju inne opłaty (np. do ceny energii elektrycznej). Ale koszty samych źródeł energii, zwłaszcza energii elektrycznej, również należały do ​​najniższych w Niemczech w porównaniu światowym.
2254	12	Powodem jest rosyjski gaz, który po pierwsze jest tanio wydobywany, po drugie jest transportowany rurociągami, co jest najtańszym sposobem, a po trzecie to wieloletnie kontrakty z rosyjskimi dostawcami, które faktycznie zawierały swego rodzaju rabat , bo długoterminowe kontrakty dawały Rosjanom niezbędne bezpieczeństwo planistyczne dla zagospodarowania nowych pól gazowych, które wymagają wielomiliardowych inwestycji.
2254	13	własne błędy
2254	15	Najpierw w Niemczech i Europie ludzie poszli na złą drogę „zielonych” energii, co pokazało swoje słabości w 2021 roku, kiedy latem nie było wiatru dla wiatraków, co doprowadziło do kryzysu gazowego od października 2021 roku, bo gaz które faktycznie powinny być wpompowane do magazynu na zimę, zostały spalone latem w celu wytworzenia energii elektrycznej, aby zrekompensować brak wiatru.
2254	17	Nie wyciągnięto z tego żadnych wniosków ani w UE, ani w Niemczech. Zamiast tego Komisja Europejska i rząd federalny wzywają do przyspieszonej ekspansji alternatywnych źródeł energii w celu rozwiązania problemu, który spowodował rozwój alternatywnych źródeł energii. Trzeba najpierw wpaść na takie pomysły!
2254	18	nowe problemy
2254	20	Jak powszechnie wiadomo, mieszkańcy Brukseli i Berlina chcą teraz jak najszybciej obejść się bez taniego rosyjskiego gazu. To definitywnie i nieodwołalnie oznacza koniec dobrej koniunktury, ponieważ Rosja znajduje w Azji innych odbiorców swojego gazu. Indie i Chiny cieszą się z nowych rosyjskich rurociągów. To sprawia, że ​​kraje te stają się jeszcze silniejsze gospodarczo, podczas gdy Europa kupuje wtedy droższy gaz płynny na rynku światowym i wchodzi w wojnę przetargową z innymi zainteresowanymi stronami o dostawy gazu płynnego.
2254	22	Nieprzewidywalność tego zakładu na skroplony gaz ziemny pokazał właśnie pożar w jednej z największych amerykańskich fabryk produkujących skroplony gaz ziemny (LNG) na eksport. 8 czerwca o godzinie 11:40 czasu lokalnego w miejscowości Quintana, około 112 kilometrów na południe od Houston, doszło do eksplozji. Obiekt, który obsługuje prawie 20 procent całego eksportu LNG z USA, będzie nieczynny przez co najmniej trzy tygodnie, a światowa cena gazu natychmiast wzrosła. Na holenderskiej giełdzie, na której handluje się gazem w UE, następnego dnia cena wzrosła o prawie 13 proc.
2254	24	Ale to nie wszystko, bo Hiszpania, która do tej pory w dużej mierze udawało się trzymać z dala od europejskich problemów gazowych, ponieważ jest dostarczana z Afryki Północnej, ma teraz problemy. Jest to szczególnie irytujące, ponieważ niektórzy politycy w UE mieli nadzieję, że Hiszpania może przynajmniej nieco złagodzić problemy w Europie z jej afrykańskim gazem.
2254	26	Istotą problemu jest terytorium Sahary Zachodniej, o które walczą Maroko i Algieria. Hiszpania do tej pory wspierała Algierię w tej sprawie, ale kilka dni temu zmieniła kurs i stanęła po stronie Maroka.
2255	3	Chociaż podział świata na suwerenne państwa i kolonie nie jest tak jednoznaczny, jak mogłoby się niektórym wydawać, obserwacja prezydenta Putina jest bardzo dokładnym, choć nadmiernie uproszczonym sposobem zrozumienia globalnego przejścia systemowego do wielobiegunowości. Kraje albo pozostaną koloniami kierowanego przez USA Zachodu, albo pójdą drogą Chin, Etiopii, Indii, Iranu, Wenezueli i innych, aby wzmocnić swoją suwerenność.
2255	5	Prezydent Putin podzielił się kilkoma ważnymi lekcjami na temat suwerenności państwa pod koniec zeszłego tygodnia na spotkaniu z młodymi przedsiębiorcami przed Międzynarodowym Forum Ekonomicznym w Sankt Petersburgu (SPIEF). Jego słowami: „Nie ma stanu pośredniego ani stanu pośredniego: albo kraj jest suwerenny, albo jest kolonią, bez względu na to, jak nazywają się kolonie. Rosyjski przywódca wyjaśnił, że istnieją co najmniej cztery formy suwerenności: wojskowo-polityczna, gospodarcza, technologiczna i społeczna. Odnosząc się do ostatniego punktu, dodał: „Mówię o zdolności społeczeństwa do zjednoczenia się w celu rozwiązania narodowych wyzwań, z poszanowaniem historii, kultury, języka i wszystkich grup etnicznych, które dzielą jedno terytorium. Ta konsolidacja społeczeństwa jest jednym z podstawowych warunków wzrostu. Bez konsolidacji wszystko się rozpadnie”.
2255	7	Globalne przejście systemowe do wielobiegunowości przyspieszyło w bezprecedensowy sposób po rozpoczęciu trwającej rosyjskiej operacji wojskowej na Ukrainie i wprowadzeniu w odpowiedzi przez kierowany przez USA Zachód antyrosyjskich sankcji. Ameryka z powodzeniem potwierdziła swoją słabnącą jednobiegunową hegemonię nad Europą, zmuszając swoje wasale do zadawania ogromnych szkód własnym gospodarkom poprzez spełnianie antyrosyjskich żądań. Żadnego z tych państw, a także państw niezachodnich, takich jak Japonia i Singapur, które również poszły w ich ślady, nie można nazwać suwerennymi. Wręcz przeciwnie, ucieleśniają postmodernistyczne kolonie, które prezydent Putin opisał w przemówieniu, które zostanie teraz wyjaśnione.
2255	9	Zamiar ich przywódców, aby poprawić swoje zdolności wojskowe, jest niczym więcej niż niezgłoszonym poddaniem się planom ich amerykańskiego zwierzchnika wykorzystania ich ludzi jako mięsa armatniego w wojnach zastępczych, które toczą na całym Globalnym Południu, szczególnie w (Zachodniej) Afryce, mające na celu prowokować przez całą nową zimną wojnę. Nie mają ani politycznej, ani ekonomicznej suwerenności po poddaniu się amerykańskim antyrosyjskim sankcjom, a ich technologiczna konkurencyjność ulegnie erozji, im dłużej pozostaną amerykańskimi państwami wasalnymi. Jeśli chodzi o ich społeczną suwerenność, z wyjątkiem Japonii i Singapuru, te marionetkowe państwa nie mają żadnego szacunku dla tradycyjnych wartości, które uważają za „rasistowskie”. Doprowadziło to do licznych niepokojów społecznych w ciągu ostatniej dekady.
2255	11	Natomiast suwerenność militarna Rosji jest dobrze znana, zwłaszcza po pomyślnym opracowaniu pocisków hipersonicznych. Politycznie prezydent Putin dał jasno do zrozumienia, że ​​jego kraj nigdy nie pójdzie na kompromis w kwestiach interesu narodowego, aby zadowolić kogoś innego. Ekonomiczna i technologiczna suwerenność jego cywilizowanego państwa jest solidna, ale wciąż można ją rozszerzyć, nad czym również aktywnie pracuje. Jeśli chodzi o suwerenność społeczną, Rosja jest światowym liderem w pokazywaniu, jak szanować tradycyjne wartości we współczesnym kontekście. „Populistyczny etatyzm” prezydenta Putina i „zdrowy/umiarkowany/rozsądny konserwatyzm” razem można opisać jako nieoficjalną ideologię, którą inne kraje mogą wdrażać na swój własny sposób.
2255	13	Z tych czterech form suwerenności wymiar społeczny jest prawdopodobnie najważniejszy, bez którego kraj nieuchronnie się rozpadnie, tak jak ostrzegał rosyjski przywódca. Na tym polega znaczenie tego, co można nazwać „bezpieczeństwem demokratycznym”, które odnosi się do taktyk i strategii przeciwko wojnie hybrydowej. Są one dostosowane do kraju, w którym są praktykowane i do konkretnego kontekstu, ale wszystkie te podejścia mają na celu konsolidację solidarności społecznej, na której zbudowane są dobrze prosperujące i bezpieczne państwa, bez prowokowania kolorowych rewolucji. Państwa mogą osiągnąć suwerenność wojskowo-polityczną, gospodarczą i technologiczną tylko wtedy, gdy ich społeczeństwa są stabilne i wszechstronnie chronione przed zagrożeniami wojen hybrydowych.
2255	15	Spostrzeżenia prezydenta Putina mają ogromne znaczenie dla Globalnego Południa, zwłaszcza że kraje te prawdopodobnie staną się areną niezliczonych zastępczych wojen w trakcie nowej zimnej wojny. Choć część z nich, pod presją USA i Zachodu, głosowała w ONZ przeciwko Rosji, praktycznie żadna z nich nie nałożyła na Rosję sankcji, co pokazuje, że wszystkim zależy na zachowaniu przynajmniej części suwerenności. Kraje takie jak Etiopia i Indie, które nie głosowały przeciwko Rosji, są teraz celem różnych kampanii nacisków, mimo że radzą sobie imponująco dobrze i zachowują pryncypialną neutralność wobec konfliktu na Ukrainie. Dzieje się tak dlatego, że ich ludzie popierają stanowisko ich rządu, a ich społeczeństwa pozostają w dużej mierze zjednoczone pomimo pewnych podziałów.
2255	17	Każda część świata będzie miała swoich przywódców, którzy wskażą wszystkim innym najlepszy sposób na wzmocnienie ich suwerenności w czterech wymiarach, które nakreślił w swoim przemówieniu prezydent Putin. W podziale na regiony są to: Chiny w Azji Wschodniej; Wietnam w Azji Południowo-Wschodniej; Indie w Azji Południowej; Iran, Izrael i Turcja w Azji Zachodniej; Etiopia i RPA w Afryce; Węgry i Serbia w Europie; oraz Brazylia, Kuba, Meksyk i Wenezuela w Ameryce Łacińskiej. Środki, za pomocą których praktykują „demokratyczne bezpieczeństwo”, różnią się w zależności od ich szczególnej sytuacji społecznej, ale wszyscy dążą do wzmocnienia swojej solidarności społecznej, a tym samym suwerenności. Jednak wszystkie one są w taki czy inny sposób powiązane z zachodnim modelem globalizacji, co z kolei ogranicza ich suwerenność.
