doc_id	paragraph_id	it-en
2656	21	The story has started again, and immediately the harsh reality is slammed in your face. The reality of all wars, fought by the many, for the sake of the few.
2656	23	I wonder then, for how long here in the West we will continue to let ourselves be commanded by those accursed elites. When and if we ever succeed in reversing the balance of forces.
2656	25	The greatest period of development in the West occurred under the Soviet Union. The geopolitical balance had allowed Europe to develop social democracy, until now the best development model ever experienced for the well-being of the masses. Are we facing a new cold war? If this were the case, there is a large part of the people in the West who could make their voices heard loudly, and try to take back everything they have stolen from us in recent decades. If that were the case, we should start thinking it's actually possible. And we'll have to do it quickly.
2656	27	Who are we? Certainly all that public in the West who read independent news. Those conspiracy magazines that infest the web. But they're starting to get scary. And the regime's propaganda is starting to smell too bad, even for those who held their noses until yesterday.
2656	29	If this historical period opens up a new phase, and new spaces for us in the West, we should still act quickly. You never know that tomorrow they will be able to develop a virus that selectively kills conspiracy theorists.
2656	31	"We could make the party of the ""No Vax Putinians"". Which probably won't get more votes than ""The other NATO with Zelensky"", which will all come together in a 40% PD. On the other hand, however, the new gatekeepers such as the legendary Giorgia, the unlucky version of the newly defeated Marine in France, will make great results. Or maybe Viganò's Christian alliance will take care of it, or Commander Donald's forces of light will defeat the darkness of the NWO once and for all."
2656	33	I don't know if it's healthy realism or toxic naivety that makes me believe that the masses in the West aren't definitively a stinking useless putrefaction. I certainly feel happy when I think that we are only 13% of the world's population.
2657	3	"Reflecting on the facts of Peschiera, it would seem that a century has passed since the accusations of feminists against the Alpini, guilty of non-existent harassment against some women during the Rimini gathering. There are also those who have proposed canceling the annual event because it is a symbol of the ""white and straight male"" that toxic feminism just does not tolerate. A whistle, the so-called catcalling, and a compliment, albeit coarse, have turned into attacks and are making the real meaning of sexual violence lose. This constant crying wolf will play down the complaints of truly abused women. And this is probably the strategy: falsely accusing Italians of harassing women to minimize the actual rapes of immigrants. In 2020, foreigners were arrested and reported for 41 percent of sexual assaults."
2657	5	It is true that Italians commit sexual violence against women but it is also true that the rate of propensity of immigrants to this crime is 7.6 higher than that of Italians.
2657	7	From the violence of New Year's Eve in Milan to that of Peschiera del Garda
2657	9	"The violence and sexual harassment committed by gangs of immigrants and by boys of the so-called second generation are growing at an unprecedented rate. Like France, England and Sweden, Italy is now prey to ferocious gangs of foreigners who, feeling unpunished, strike with complete indifference. We have witnessed the barbarism of Piazza Duomo in Milan on New Year's Eve, we read almost daily in the local news of the rapes committed by immigrants in Italian cities and of the violence by baby gangs which terrorize entire neighbourhoods, and now we have seen the wave of violence which it crashed into Peschiera del Garda, where about two thousand foreign boys gathered. To the battle cries of ""Africa in Peschiera"" and ""White women here don't go up"", gangs of North Africans stormed the town, stealing, looting and harassing young girls returning from Gardaland. This tsunami of violence could have been avoided if only the Minister of the Interior Luciana Lamorgese had listened to the appeal of the mayor of Peschiera del Garda, Maria Orietta Gaiulli. Perhaps the minister was too busy arranging the reception of immigrants transhipped in Italian ports by NGO ships."
2657	10	The hypocrisy and double standard of the left and toxic feminism
2657	12	We would certainly not have expected a tough stance against the violence in Peschiera del Garda from those who supported clandestine immigration with their own policies, but neither did we expect the most complete censorship of the identity of those who committed such barbarities. Not a word on the origin of the perpetrators of the violence in the posts of Pd exponents Laura Boldrini, Monica Cirinnà, Debora Serracchiani and Alessia Rotta. Secretary Enrico Letta limited himself to retweeting Serracchiani's post. Indeed, the feminists of Non una di meno have self-censored themselves, preferring not even to report the news of sexual abuse in Peschiera del Garda. The same, having arrived in Rimini, had collected the bogus complaints of the women harassed by the Alpine troops, also offering legal assistance. Perhaps for feminists, not all women are the same and deserve solidarity. The facts of Peschiera represent the clear failure of the multiethnic society
2658	3	"""Damned No Vax, it's all your fault if there is still Covid!"". Does the sentence mean something to you? How many times have you heard it repeated!? Or: “No Vax people are at risk 12 times more or 25 times more than vaccinated people of getting sick”. Too bad they ended up in the hospital for Covid both vaccinated and unvaccinated."
2658	5	Good. For some time, however, even those who have had two doses of the vaccine have been considered No Vax (not vaccinated). Because only those who have taken a complete cycle of doses are considered vaccinated, having also had the third inoculated. So if you have only done two doses you are not considered vaccinated. It has been happening since the third dose was available, that is, for a few months.
2658	7	From here derive and will derive the calculations on mortality and the relationship between vaccinated and No Vax. That is, millions of Italians who have made two doses of the vaccine are automatically transformed into No Vax. And it's not a conspiracy theorist who says it directly but the institutions that less than a year after the reader wrote it (who cited the British Medical Journal and Peter Doshi in January 2021) discover that the duration of vaccines is a few months , when there is.
2658	9	"On the relationship between vaccinated and non-vaccinated, the explanation of the Piedmont Region is clear which last January 8, in an informative tweet complete with photos and caption of the relationship between vaccinated and non-vaccinated, explains who the ""non-vaccinated"" are. The acronym ""not vaccinated"" in red is followed by two asterisks. Below, at the bottom left, the reference of the two asterisks. By non-vaccinated, we mean ""non-adherent or without a complete cycle"". Translated: if you have only done two doses, therefore you have not done the third, you are counted among the unvaccinated as those who have not done any doses."
2658	11	“Damned No Vax. They only made two doses ”. You will have to say from today.
2658	13	"Let's hear the explanation and calculation of the ratio between vaccinated and non-vaccinated that Professor Carlo Torti, director of infectious diseases at the Catanzaro Polyclinic, gives to Rai 3 Regionale, again on 8 January 2022: ""If we consider the vaccination with the third dose, that's right, in fact he can be considered a vaccinated patient, we understood this, only if he has also received the third dose... we have 7% of patients in our ward who have received the third dose and are in resuscitation, where 6 out of 6 beds are occupied, all hospitalized patients are absolutely not vaccinated ""."
2658	15	It is clear how the ratio between vaccinated and unvaccinated is calculated today: those who have done two doses are No Vax, not ideologically but in fact because they have not been vaccinated with a full cycle, while those who have done three doses are considered vaccinated.
2658	17	Haven't you figured it out yet?
2658	19	"So let's hear the explanation of Francesco Vaia, director of the Spallanzani Institute in Rome on Domenica In, questioned by an astonished Mara Venier, due to the growing numbers of infections and deaths: “But you are a bit deluded, aren't you? We thought that with the vaccine, with the third dose it would no longer arrive... eh!"""
2658	21	"Vaia replies on the point by clarifying that on two key battles, the overcoming of the patent and the updating of vaccines, we have not done well: ""I am not saying that we have lost but that to date we have not won"". Then Vaia gets to the point: ""Now, and I'll tell you the numbers, when we make the ratio (the ratio between vaccinated and unvaccinated, ed), it is no longer done until the second dose but it must be done in those who have had the booster dose , i.e. the third dose. And the report, I tell you today's numbers at Spallazani, say: that people who are either not vaccinated or vaccinated up to the second dose are over 90% hospitalized in ordinary hospitalization. relationship is even more evident, i.e. we have 95% of people who are not vaccinated or vaccinated in double doses and people instead, 5%, vaccinated in the third dose. So what is the issue? We must now push on the third dose because the third dose, the numbers, not the talk, the numbers tell us that it works, and then we have to update the vaccines and get to October and make an annual booster dose ”."
2658	23	The third dose works! Works! But beyond the explanations that the professors try to give, the government says it: it works! Every year everyone will have to get a vaccine in order not to be considered No Vax. It is not known how many inoculations, since the antibody protection lasts a few months. Because? Because it works! The government says so! It works so much that even those just vaccinated get sick and end up in the hospital. We are seeing these days and we will see it every winter how it works. How Astrazeneca worked, how the first dose worked, the second and now the third. In addition, exorbitant deaths due to an adverse reaction and those who remain with a disability for life do not exist. Because? Because it works!
2659	3	It must also be maintained out of seriousness towards the rest of the population who have done everything they had to do and who could ask themselves: in the end there was a sort of amnesty for the unvaccinated
2659	5	"The vaccination obligation remains for the over 50s even after June 15 and no amnesty for those who have not been vaccinated. Massimo Galli, former director of infectious diseases at the Sacco hospital in Milan, does not mince words: ""The obligation of anti-Covid vaccination for the over 50s must be maintained without ifs and buts. It would be yet another amnesty"" for the unvaccinated ""in the country of amnesties"". The obligation must be maintained ""also out of seriousness towards the rest of the population who have done everything they had to do, getting vaccinated, and who, if called for further interventions if necessary, could ask themselves: 'so in the end, was there some kind of amnesty for the unvaccinated? Were they the smart ones and we the idiots?'""."
2659	7	"For this reason Galli is against letting the obligation lapse: ""we will have an amnesty in which the State doesn't care for not having paid taxes, but the community cares for not having taken precautions that concern themselves and others"". And on the ""no vax"" logic of ""I can decide to die on my own"" shoots the Azeri: ""This reasoning does not apply, it is unacceptable because hospitals are full of people, whose hospitalizations are paid for with our taxes, and there are so many the surgeries and the postponed services that who knows when they will be able to be done. All this will weigh heavily on the health of the Italians""."
266	3	This could only be called Stoltemberg. The beginning of his surname says it all.
266	5	"One thing is clear: if Ukraine were to lose strength, trust and give in to the Russians and cede Crimea, NATO would prevent it with all its might. This is the meaning of the words of the general secretary of the Alliance, Jens Stoltenberg, interviewed by the German newspaper Die Welt. “NATO members will never accept the illegal annexation of Crimea. We have always opposed Russian control over parts of Donbass in eastern Ukraine."" Putin is warned: he is not fighting only against a people, but one can say against a large part of the West. NATO is aware, however, that Russia's war against Ukraine ""will not end soon, but that Ukraine will win it with the help of the Atlantic Alliance"", reiterated the secretary general. The Alliance is determined to help Kiev ""even if it will take months or years"" to defeat Putin and his ambitions, noting that ""everything possible"" will be done so that the conflict does not expand. Stoltenberg, in his long interview, emphasized the fact that Ukraine will do everything to win ""this war because it defends its territory"" and it is right that, as an attacked country, it defends itself and does not have to passively suffer the russian army."
266	7	It is you who are attacking Russia by surrounding it. And the very idea of ​​thinking about taking Ukraine and Donbass away from Russia – they are regions inhabited by Russians – means having to prepare for nuclear war. Because that is Russia, and it is the red line drawn by Putin whose violation would trigger the nuclear response.
266	9	Then NATO explains why they bombed Serbia to 'liberate' Kosovo with an Albanian majority and always Serbian, but then the exclusively Russian Crimea should not be able to do the same.
2660	1	Dear Draghi, it is the vaccinated who clog up the intensive care units
2660	2	In an attempt to foment social hatred against no vaxes, the premier demonstrated the ineffectiveness and harmfulness of vaccines.
2660	4	"In an attempt to foment social hatred against no vaxes, the premier demonstrated the ineffectiveness and harmfulness of vaccines. The data pulled out by the non-elected Draghi and his reptilian appearance (which is synonymous with the Dalemian) Speranza, are based on the usual cheap frame. The no-vax ""godless and wicked"" who block the country, as highlighted by the newspaper La Verità, are mostly the vaccinated, and this happens in the world where everything is possible, that of the ""sovereign lie"" or the regime media. A bivaccinated person who, having suffered adverse effects, does not want to take the third dose is a no vax, and if the complications of these adverse effects lead him to intensive care, he is an irresponsible person who clogs up intensive care, exactly like an unvaccinated person - who looks case, in intensive care it ends up in an extremely minor percentage, but it is merged into a single label with the reluctant double dose, as explained in Spallanzani's data that we read in L'Antidiplomatico:"
2660	6	"The premier's phrase is chilling: ""most of the problems depend on no vax""."
2660	8	But who are the no vaxes to download the failure, inefficiency and incompetence of the Draghi government?
2660	10	"Because here is a surprise that not everyone has grasped but which the director of Spallanzani Vaia has definitively clarified recently in a Rai Uno broadcast. The unvaccinated (the no vax) are those who have not received the third dose. Therefore – Aristotelian logic – people with two doses are classified as “unvaccinated” or “novax”. “A patient can only be considered vaccinated if he has also received the third dose. We have 7% of patients in our ward who have received the third dose and in resuscitation, where six out of six beds are occupied, all hospitalized patients are absolutely not vaccinated "", a Rai 3 TGR then further specified."
2660	12	"This would explain the data from hospitalized or in intensive care which detect a higher incidence of no vax than those who have also completed the third dose which it is good to remember began only in mid-September. ""When the relationship is to be done, it should no longer be done until the second dose, but it must be done in those who have had the booster dose, i.e. the third dose,"" Vaia specified again."
2660	14	Then he dissects the numbers of Spallanzani: “More than 90% of people hospitalized in ordinary hospitalization are not vaccinated or vaccinated until the second dose. In intensive care we have 95% of people who are not vaccinated or vaccinated in a double dose, 5% vaccinated in a third dose”. He candidly declared Vaia, also giving a completely different meaning to the graphs published by Speranza…
2661	2	The agreement with the United States on refugees is almost ready. Canada will receive the Haitians. Here is a lesson that Italy could use
2661	4	With open arms. Spain is in talks with the United States to welcome migrants fleeing Latin America. The same goes for Canada, ready to receive the Haitians. For the moment, the negotiation is still open, the final decision will be made during the Summit of the Americas scheduled for next week in Los Angeles.
2661	6	Because Madrid wants to welcome migrants from Latin America
2661	8	Steps that are significant from a political point of view but which have great practical implications for Europeans, including Italians. In fact, Madrid accepted the operation because it needs workers, especially in the construction sector, in order not to lose European Union funds after the economic crisis caused by the Covid pandemic.
2661	10	"The news site Axios was the first to report possible migratory commitments from Spain and Canada, citing the documents of the ""Los Angeles Declaration"", i.e. the text being prepared with the conclusions of the summit. According to this information, Spain will make ""modest but symbolically important"" commitments, in order to increase the number of South American refugees transferred to its borders. The program already discussed during the Spain-Us Working Group on Central America, which met on May 25, envisaged doubling, or even tripling, the number of temporary workers in Central America. Now the final word will be up to the Los Angeles summit."
2661	12	An agreement that benefits everyone
2661	14	The US would thus lighten the burden of migratory flows from Latin America. Republicans had accused the Biden administration of having neglected the migration issue in the southern states of the country that press on the southern borders of the US, or even of having encouraged it with its too permissive policies. For that, the president needs a victory to please Congress with him. On the other hand, Spain needs workers. About 1.8 million jobs were eliminated in 2008 but now there is a need thanks to Pnrr funds. To exploit the 140 billion Spain must hire and South American migrants could easily fill those jobs. Compared to migrants from Asia or Africa, refugees from Central America speak Spanish and above all relations with the former colonies and Spain have always been favorable. According to Reuters, however, seven out of ten companies were forced to give up orders in 2021 because they do not have enough staff.
2662	3	Rome, May 27 - Monkeypox in Europe would have spread thanks to the celebrations of Gay Pride in the Canary Islands. This is what was reported by the local health authorities of Maspalomas, in the south of Gran Canaria, where from 5 to 15 May about 80 thousand people gathered for a non-stop maxi-party organized to celebrate the twenty-sixth winter Pride election.
2662	5	According to the health authorities, during the celebrations that involved tourists from all over Europe and beyond, there was a person positive for monkeypox who would have triggered the outbreak. The virus, we recall, is transmitted through close interpersonal contacts. And five days of Pride, with its undeniable backdrop of sexual promiscuity taken to an extreme, would have been a perfect trigger.
2662	7	Monkeypox, case zero at Pride in the Canary Islands
2662	9	"Local LGBT activists are now trembling, worried about the stigma that could fall on the community, and the island's tour operators, worried about bad publicity and the consequent repercussions on the economic sector from which Gran Canaria actually survives. ""There is concern because what is happening could put our Maspalomas in a bad light,"" explains Edward Timon, activist of the local LGBT community and editor of an information site. ""The LGBTQ+ community shouldn't be afraid to face the problem, which can happen to anyone and, among other things, it's much better to educate about behaviors to prevent sexually transmitted diseases, compared to heterosexuals""."
2662	10	A decline in attention to sexually transmitted diseases
2662	12	"But according to what was reported by Andre van Wanrooij, politician and former organizer of the Maspalomas Pride, the threshold of attention towards sexually transmitted diseases has significantly lowered. Again in Repubblica he denounces the emergence of a certain laxity towards such an important issue. ""Together with another association, we gave out free condoms, provided information on prevention, organized meetings, ensured health care, but all of this no longer exists and even if we didn't know of the arrival of smallpox, in any case, more careful behavior would be served to prevent that disease as well», denounces van Wanrooij."
2663	3	The vaccination campaign, which has generated so much controversy, has however increased the number of Italians in favor of vaccinations
2663	5	So much for no-vax, one might say. The Covid-19 Pandemic, which has generated so many discussions around vaccines, has instead increased the confidence of Italians in this formidable means of prevention and defense against diseases (this is irrefutable, however one thinks about vaccines).
2663	7	With the Covid-19 pandemic, Italians' confidence in vaccinations has increased: more than 9 out of 10 citizens consider vaccines safe and effective tools. Among the hesitant, 1 out of 2 is open to reevaluating their choices. A greater dialogue with the doctor and the pharmacist, clear and transparent information/communication from the institutions, the increase in places of administration (pharmacy, workplace and school) and incentives are the factors that emerge as decisive for increasing the propensity to get vaccinated, even among the hesitant. This is what emerges from the survey, conducted on a sample of 2 thousand citizens, carried out by The European House -Ambrosetti and by the Interdepartmental Center for Ethics and Integrity in Research of the National Research Council (CNR), in collaboration with SWG, presented in Rome during an event organized by The European House - Ambrosetti with the unconditional contribution of Pfizer.
2663	9	The survey therefore revealed that 92% believe that vaccines are a safe and effective health tool for combating infectious diseases and that for 33% of those interviewed, the level of trust during the pandemic has increased, especially in men, in the Regions of the South and among Generation Z. Positive signals also in view of the resumption of the anti-Covid vaccination campaign next autumn: 77% declare themselves in favor of the fourth dose of the anti-Covid vaccination next autumn and 17% of those who do not he is still vaccinated and is open to doing so. The data on flu vaccination is also encouraging, with 95% of subjects who were vaccinated in the last season declaring themselves in favor of repeating the administration. It also emerged that 88% of the interviewees feel informed about vaccines, preferring their trusted doctor, the opinion of scientists and institutional websites as sources of information; informal information channels, such as friends and relatives and social media/forums/blogs, remain the sources most used by those most skeptical of vaccinations.
2663	11	Furthermore, knowledge of mandatory vaccinations is good, knowledge of the other recommended vaccines is poor: 98% of those interviewed say they are aware of the existence of mandatory vaccinations in the pediatric age but only 76% remember at least some of them, values ​​that decrease respectively 94% and 63% for recommended childhood vaccinations. In both cases, people with minor children and women are among the best informed.
2663	13	"The law on the compulsory nature of vaccines for the 0-16 age group and the numerous awareness-raising initiatives carried out have certainly contributed to increasing the level of knowledge of pediatric vaccinations with consequent coverage rates which, although decreasing during the pandemic, stand at on values ​​above 90%. The situation of adolescent and adult vaccinations is different. Only 34% declared having been vaccinated against papilloma virus (in the 18-30 age group), only 28% against pneumococcus (in the 60-70 age group), only 11% against herpes zoster (in the 60-70 age group). ""The survey provides some important indications on the levers on which to act to improve citizens' knowledge and, consequently, trust in vaccine prevention"", says Daniela Bianco, partner and head of the Healthcare area of ​​The European House - Ambrosetti. ""Furthermore, 1 in 2 of those hesitant and opposed to some vaccinations such as the anti-pneumococcal, anti-herpes-zoster and anti-papilloma virus vaccines declare themselves willing to learn more before being able to decide. The need therefore emerges to increase efforts in communication to increase the level of citizens' knowledge also on these vaccinations"". And again: 83% of the interviewees declare that they know people who hesitate or refuse to get vaccinated: if 26% hesitate or refuse to get vaccinated for all vaccines in general, 57% are only so in reference to the anti-Covid vaccine.The perceived obstacles to vaccination are essentially: the fear of health risks and information gaps (incorrect or missing information).Even among subjects who have declared that they do not consider vaccines safe and effective and those not vaccinated against Covid, the fear related to safety is confirmed as the main reason for non-vaccination, followed by doubts relating to the experiments."
2664	3	"Rome, 15 June - Stop everyone, the term ""monkeypox"" or monkeypox is racist and creates stigma against Africans precisely because it contains the word ""monkeys"". This is claimed by thirty scientists from all over the world - people who evidently have a lot of free time when they are not working in the laboratory - who last week signed and sent a letter to the WHO with an appeal: urgently change the name."
2664	5	Monkeypox discriminates against Africans
2664	7	"The same happened for the coronavirus or Chinese virus, now mutated into Covid, to prevent the epidemic from being identified with China (from where, moreover, it developed under circumstances that are far from clear and far from clarified, thanks to the Beijing's filibuster). An appeal, if you think about it, which is - comically - more racist than the denomination itself: first of all because monkeys don't live only in Africa. Secondly, labeling as ""discriminatory"" against Africans a term that contains the word ""monkeys"" reveals a retro-thinking bordering on a supremacist, who has very little progressism."
2664	9	WHO will change the name
2664	11	"Proposal that WHO Director General Tedros Adhanom Ghebreyesus welcomed with enthusiasm, announcing in this regard that he had convened the WHO Emergency Committee for June 23 to discuss the serious and very urgent issue ""We are working on a solution with partners and experts from all over the world"", and the new definition will be made public ""as soon as possible"". Also on the agenda is the opportunity to declare the monkeypox outbreak (we will continue to call it that) ""an international emergency"", given its ""unusual and worrying"" characteristics."
2665	3	When the ecorompiballe of Extinction rebellion finds in his path the pissed-off motorist queuing on the Grande an ecologist originally from Great Britain had the unfortunate idea of ​​interrupting traffic on the Gra during rush hour, with a sit-in protest against global warming. The scene was captured by Local Team cameras. And the aforementioned motorists have not been watching,
2665	5	Gretini vs. motorists
2665	7	"""You broke er c ..., go to work"" is the kindest phrase to come out of the mouth of motorists bottled up on the Capitoline road artery. Which already of him - that is, when the ecological beguines don't get involved - presents well-known problems of sliding. Imagine, therefore, if a small group of soy eaters, complete with a banner, decides to sit in the middle of the road, leaving thousands of drivers in line under the scorching sun heading towards their workplace in the capital."
2665	9	Go to work
2665	11	"""If we weren't desperate we wouldn't be doing this,"" shouts one of the Gretinos as a bald brute drags him away from the center of the street. But what do these Capitoline louts want to know about global pollution: in fact, the same thug gloriously picks up another, and yet another, moving the activists around like sacks of potatoes. “I have to go to work, earn food for my children!” an exasperated woman yells as she rolls up the banner and throws it over the guard rail."
2667	3	"“We asked ourselves: how can thousands of people, including many children, die at sea? The answer was: let's create… humanitarian corridors for refugees”. Thus the Community of Sant'Egidio advertised the initiative of the so-called humanitarian corridors on its website. A project set up ""with the Federation of Evangelical Churches in Italy, the Tavola Valdese and the CEI-Caritas, completely self-financed"", reads the website. The memorandum of understanding for the implementation of the ""Opening of humanitarian corridors"" project was, inter alia, signed at the Interior Ministry by the Ministries of the Interior and Foreign Affairs, the Community of Sant'Egidio and the CEI, in 2019."
2667	5	The declared objectives of the “humanitarian corridors”
2667	7	"The Community of Sant'Egidio then explains precisely the objectives of the humanitarian corridors. Among these, we read: ""Avoiding the journeys of refugees with death boats in the Mediterranean"". And at the same time ""counter the deadly business of smugglers and traffickers of men, women and children"". In addition to ""granting people in 'vulnerable conditions' (e.g. victims of persecution, torture and violence, families with children, single women, the elderly, the sick, people with disabilities) legal entry into Italian territory with a humanitarian visa, and subsequent presentation of the asylum application”. The same ""public association of the laity of the Church"" also claims that to implement the project ""the associations send volunteers to the site, who make direct contact with the refugees in the countries affected by the project, prepare a list of potential beneficiaries to be sent to the consular authorities Italian""."
2667	9	So we import migrants… from Greece
2669	3	"In Rome, part of the money allocated by the EU due to the pandemic is taken. Precisely 11 million euros, to be allocated to the redevelopment of a red social center, occupied for 20 years by the extreme left. We are talking about a former barracks, for which a restructuring plan is envisaged at best, as part of the ""Porto Fluviale Rec House"" project, with the construction of houses and shops ""assigned and given away"" to the ""comrade occupants"". The building, declared an asset of historic-artistic interest by the Mibact, is owned by the Air Force. Since 2003 it has been the subject of illegal housing occupation by 56 families from 13 different countries."
2669	5	Gualtieri and squatters: the redevelopment project of a red social centre
2669	7	As the Casapound spokesman, Luca Mastella, denounces, «in Rome there are 13,000 people waiting for public housing. People fooled yet again, with a project already funded, and masquerading as a public housing plan. But which in reality is nothing more than a millionaire gift to social centers and the extreme left of the capital. After almost twenty years of occupation - he continues - they will not only own the apartments, but also real commercial activities on the street free of charge. Passed off as cultural associations ».
2669	9	Will the building occupied for 20 years be regularized for those who illegally occupy the lodgings?
2669	11	After the Raggi junta, which proved to be totally conniving with this abusive occupation, Gualtieri did not miss the opportunity to give his friends a little gift. After all, he had already openly declared that one of his objectives would have been to regularize those who illegally occupy the lodgings. He defined it as a necessary gesture to restore dignity to those who, without asking permission, occupy houses and buildings, taking possession of them to the detriment of the legitimate owners. Which then makes one wonder what dignity those who perform such gestures lose, to the point of having to be returned to them…
2669	12	Gualtieri and housing for squatters: the building and a center to be used for public construction
2669	14	In this the left has never made a secret of supporting and foraging illegality, professing the Gospel of integration and indiscriminate acceptance. The occupied building in Via del Porto Fluviale was among those to be cleared. The building will be restored and transformed into lodgings to be used for public housing. We already know who the houses will be for. To multi-ethnic families who will have absolute precedence over thousands of Italians who regularly wait for accommodation to be assigned.
2669	15	With immigrants climbing the ranks…
267	3	"The right-wing extremist: ""The EU's climate strategies, the 'Farm to fork' strategy and all the rules that risk limiting our ability to respond to the crisis should be reviewed immediately"" Giorgia Meloni, right-wing extremist and granddaughter of Trump and Bolsonaro, who with their predatory recipes have contributed to spoiling the planet even more."
267	4	"“The EU's climate strategies, the 'Farm to fork' strategy and all the rules that risk limiting our ability to respond to the crisis should be reviewed immediately. All the more reason for greater flexibility in the implementation of the Next Generation Eu and therefore in the use of the resources of our Pnrr, which must be destined for the most part to support the strategic sectors in crisis""."
267	5	"Giorgia Meloni proposes it in an intervention on Corriere della Sera. “On the energy issue, after years of ideological environmentalism espoused by the EU Commission, we are once again talking about gas and the need to diversify its suppliers to limit our dramatic dependence. We have been calling for it for some time, since well before the war, but more incisive action is also needed to curb the cost of the bills that are strangling families and businesses"". “Even on the food crisis, the Commission seems to have overcome some environmentalist dogmas by freeing thousands of hectares inexplicably held fallow, but much remains to be done on financial support for a sector on which another important slice of our sovereignty and our very survival depends ”."
2670	1	NATO puppet Stoltenberg pushes war against Russia
2670	3	NATO puppet Stoltenberg, installed by the US, always pushes war against Russia
2670	5	Last week, after meeting with top Biden regime officials, including the White House imposter, US-installed NATO stooge Stoltenberg called for a “long-range war of attrition” against Russia in Ukraine .
2670	7	"At the State Department last week, he pushed for a greater strengthening of the war alliance's ""deterrence and defense"": his war on humanity by other names."
2670	9	"Coupled with the proxy war against Russia, his call to ""work even more closely with (alliance) partners (sic) in the Asia-Pacific and other like-minded partners (sic) around the world"" is likely to face China in a similar way in the future."
2670	11	"Ignoring the reality on the ground in Ukraine, he falsely claimed that Russia's SMO was ""a strategic error (sic),"" dubiously adding:"
2670	13	Moscow “underestimated the strength, will and ability of the Ukrainian people (sic), the Armed Forces of Ukraine to defend themselves (sic).”
2670	15	Separately in the Pentagon with US Secretary of War Austin, both of them gratuitously pounded on Russia, pretending that the NATO war alliance has solid unity.
2670	17	Stoltenberg's visit to Washington was about plotting the next moves by US-dominated NATO against Russia.
2670	19	Interviewed by WaPo, he said the following:
2670	21	"Things in Ukraine ""could drag on for a long time."""
2670	23	The US/NATO regimes are pouring arms and ammunition into its territory with this goal in mind.
2670	25	As indicated by his US master, Stoltenberg supports the unattainable idea of ​​expelling Russian forces from the Donbass and regaining Kiev's control of Crimea.
2670	27	"Nazi Ukraine ""has the right to say it (is) fighting"" all over the territory it seeks its control over (sic), he sighed."
2670	29	Ignoring Vladimir Putin's publicly stated SMO goals, he falsely accused Russia of pursuing revanchist goals in less than words, despite no evidence to suggest it.
2670	31	Separately on Russian TV Rossyia 1, Vladimir Putin addressed the growing food crisis conditions, falsely accused of his policies, saying:
2670	33	"""We are seeing attempts to hold Russia accountable for developments in the global food market and growing local problems."""
2670	35	I have to say this is another attempt to place the blame on someone else - instead of US/Western policies where it belongs.
2670	37	What is happening has nothing to do with Russia.
2670	39	Along with the Fed's money printing spree, the US sanctions the war of liberation in response to Russia's SMO responsible for rising inflation, disrupting supply chains and food crisis conditions.
2670	41	Russia warned US/West, Putin said, adding:
2670	43	"""(When) we launched our operation, (the US-dominated West) started taking steps that aggravated the situation both in the food sector and in the production of fertilizers."""
2670	45	US/Western claims about Russia blocking Ukraine's grain exports are fake news.
2670	47	Putin, Lavrov and other Russian officials have briefed the US and the West that the only obstacle to shipping Ukrainian grain by sea is for the US-controlled regime to clear its offshore waters.
2670	49	Russia has ensured the safe passage of ships to and from Ukraine once demining is complete.
2670	51	Ukrainian grain can also be exported through Romania and Hungary.
2670	53	The easiest way by land is through Belarus.
2670	55	Right now, Putin explained that “vessels are stuck in Ukrainian ports,” adding:
2670	57	These are foreign ships, by the dozen.
2670	59	They are simply locked up and their crews are still being held hostage by Kiev, on orders from the Biden regime.
2670	61	It has produced conditions of food crisis, which continues with shortages and rising prices.
2671	3	"For Turkish President Erdogan, the Istanbul talks represented his ideal stage. The times when the finger was pointed at his politics in Europe seem long gone. Just a year ago he was called a ""dictator"" by Prime Minister Mario Draghi. Today, however, he is the one to take the stage to favor peace talks. And he is the one who can afford to utter the phrase ""peace has no losers"". Erdogan's ""coup"" at a political level appears remarkable. By facilitating negotiations between Russia and Ukraine, he has regained the credit slowly lost in recent years at an international level and has achieved one of his objectives launched at the dawn of his government adventure, which began 20 years ago: that of giving Turkey an important political position ."
2671	4	Turkey's diplomatic work
2671	6	"Ankara was among the first, on the morning of February 24, to condemn the Russian action in Ukraine. An unexpected position. If on the one hand Turkey is a member of NATO, constituting the second most important army of the Atlantic Alliance, on the other hand the relations between Erdogan and Putin in recent years have been extremely collaborative. A convenient alliance between Turkey and Russia, born on a very specific date: July 16, 2016, a day that probably always echoes in the mind of the Turkish leader. That is the night of the failed coup against him, of the tanks roaming the streets of Ankara and Istanbul, of his speech on Facebook connected from some hiding place, before returning safely only in the late morning. Since then, the ""sultan"" has gradually greeted the West, guilty in his opinion of not supporting him enough, instead embracing Putin's Russia, who on the contrary was among the first to condemn the coup."
