doc_id	paragraph_id	it-ge
26299	19	Der Teheraner Gipfel demonstrierte wahre Einigkeit, keine kamerataugliche PR-Aktionspolitik. Daher muss der Westen verstehen, dass nicht alle Staaten der Welt die gleiche Einstellung zu dem haben, was beispielsweise in der Ukraine passiert. Insbesondere die Mehrheit der türkischen Bevölkerung ist sich sicher, dass die Verantwortung für die Entfesselung dieses Konflikts bei der NATO liegt.
26299	21	Dieser Ansatz gilt nicht nur in Bezug auf die Russische Föderation. Selbst die gegen den Iran verhängten Sanktionen reichen nicht aus, da Teheran weiter an seinem Nuklearprogramm arbeitet. Der Westen verursacht mit seinen Sanktionen nur Hass gegen sich selbst.
263	3	Rom, 22. April – Immer weniger Menschen machen sich Sorgen um das Klima, zumindest laut Istat-Daten. Neuigkeiten, die Greta Thumberg vielleicht zum Weinen bringen werden. Aber wissen Sie, im Showbusiness, das Informationen heute sind, kommen und gehen Moden.
263	4	Laut dem Istat-Bericht über gerechtes und nachhaltiges Wohlbefinden (Bes) gab es im Zweijahreszeitraum 2020-2021 in ganz Italien eine Trendwende in Bezug auf die Besorgnis über den Klimawandel. Bis 2019 stieg der Anteil der Menschen ab 14 Jahren, die den Klimawandel und die Zunahme des Treibhauseffekts für die größten Umweltprobleme hielten. In den letzten Jahren ist dieser Prozentsatz von 71 % auf 66,5 % im Jahr 2021 gestiegen.
263	5	Während diese Zahlen einerseits signifikant bleiben, kann andererseits ein solcher Rückgang nicht unbemerkt bleiben. Zumal die Propaganda zu diesem Thema in den letzten Jahren geradezu gehämmert wurde. Greta Thumberg war sicherlich ein Symbol für den Mainstream und eine etwas lockere Aufmerksamkeit für Umweltthemen. Die kleine schwedische Aktivistin war zu einem globalen Medienphänomen geworden, während sie heute von der Bildfläche verschwunden zu sein scheint. In Zeiten der Spektakelisierung von Politik und Information haben auch Nachrichten ihren Lebenszyklus. Meinungskämpfe, die zuvor sehr wichtig erschienen, weichen schnell etwas anderem. Eine Abfolge von Wellen, in denen ein einziges Thema die Aufmerksamkeit aller tyrannisiert und kannibalisiert und dann in Vergessenheit gerät. So musste der Umweltschutz zunehmend brennenden Themen weichen. Erst Covid, heute der Krieg in der Ukraine, morgen wer weiß.
263	6	Eine kalte Dusche für alle, die glaubten, dass die Green Economy der Kampf der Zukunft ist, oder für diejenigen, die ein Greta Thumberg-Poster in ihrem Zimmer hatten. Im Gegenteil, aus einer ganzen Umweltsaison sind die mehr oder weniger erfolgreichen Versuche des sogenannten Greenwashings geblieben, also all jene Wege von Unternehmen, sich durch ein ökologischeres Image neue Marktanteile zu erobern.
2630	1	Der Gnadenstoß für die Covid-Erzählung
2630	3	COVID-Update: Was ist die Wahrheit?
2630	5	Die COVID-19-Pandemie ist eines der am stärksten manipulierten Infektionskrankheiten in der Geschichte, gekennzeichnet durch offizielle Lügen in einem endlosen Strom, angeführt von Regierungsbürokratien, Ärzteverbänden, Ärztekammern, Medien und internationalen Agenturen. Wir haben eine lange Liste beispielloser Eingriffe in die medizinische Praxis erlebt, darunter Angriffe auf medizinische Experten, die Zerstörung medizinischer Karrieren unter Ärzten, die sich weigern, sich an der Tötung ihrer Patienten zu beteiligen, und massive Reglementierung der Gesundheitsversorgung, angeführt von ungelernten Personen mit enormen Reichtum, Macht und Einfluss.
2630	7	Zum ersten Mal in der amerikanischen Geschichte bestimmen ein Präsident, Gouverneure, Bürgermeister, Krankenhausverwalter und Bundesbeamte medizinische Behandlungen nicht auf der Grundlage wissenschaftlich fundierter oder sogar erfahrungsgemäß genauer Informationen, sondern um die Akzeptanz spezieller Formen der Pflege und „Prävention“ zu erzwingen, einschließlich Remdesivir, die Verwendung von Beatmungsgeräten und schließlich eine Reihe von im Wesentlichen ungetesteten Boten-RNA-Impfstoffen. Zum ersten Mal in der Geschichte der medizinischen Behandlung werden Protokolle formuliert, die nicht auf der Erfahrung von Ärzten basieren, die die meisten Patienten erfolgreich behandeln, sondern von Einzelpersonen und Bürokratien, die noch nie einen einzigen Patienten behandelt haben, darunter Anthony Fauci, Bill Gates , EcoHealth Alliance, CDC, WHO, staatliche Gesundheitsbehörden und Krankenhausverwalter.
2630	9	Die Medien (TV, Zeitungen, Zeitschriften etc.), Ärztekammern, Landesärztekammern und Social-Media-Inhaber haben sich selbst zur alleinigen Informationsquelle über diese sogenannte „Pandemie“ ernannt. Websites wurden abgeschaltet, hochakkreditierte und erfahrene klinische Ärzte und Experten auf dem Gebiet der Infektionskrankheiten wurden dämonisiert, Karrieren wurden zerstört und alle abweichenden Informationen wurden als „Fehlinformationen“ und „gefährliche Lügen“ bezeichnet, auch wenn sie von dort stammen von führenden Experten in den Bereichen Virologie, Infektionskrankheiten, Lungenintensivmedizin und Epidemiologie. Diese Wahrheitsausfälle treten selbst dann auf, wenn diese Informationen durch umfangreiche wissenschaftliche Zitate von einigen der qualifiziertesten medizinischen Spezialisten der Welt gestützt werden. Unglaublicherweise werden sogar Einzelpersonen wie Dr. Michael Yeadon, ein pensionierter ehemaliger Chefwissenschaftler und Vizepräsident für Wissenschaft beim britischen Pharmaunternehmen Pfizer, der das Unternehmen beschuldigte, einen äußerst gefährlichen Impfstoff herzustellen, ignoriert und verteufelt. Darüber hinaus hat er zusammen mit anderen hochqualifizierten Wissenschaftlern erklärt, dass niemand diesen Impfstoff erhalten sollte.
2630	11	Dr. Peter McCullough, einer der meistzitierten Experten auf seinem Gebiet, der über 2000 COVID-Patienten erfolgreich mit einem Frühbehandlungsprotokoll behandelt hat (das die sogenannten Experten völlig ignoriert haben), wurde von denjenigen besonders heftig angegriffen, die finanziell von Impfungen profitieren. Er veröffentlichte seine Ergebnisse in Peer-Review-Journalen und berichtete über eine 80-prozentige Reduzierung der Krankenhauseinweisungen und eine 75-prozentige Reduzierung der Todesfälle durch frühzeitige Behandlung. Trotzdem ist es einer unerbittlichen Reihe von Angriffen von Informationsverantwortlichen ausgesetzt, von denen keiner einen einzigen Patienten behandelt hat.
2630	13	Weder Anthony Fauci, die CDC, die WHO noch eine staatliche medizinische Einrichtung haben jemals eine andere Frühbehandlung als Tylenol (Acetaminophen alias Tachipirina), Flüssigkeitszufuhr und das Rufen eines Krankenwagens angeboten, wenn Sie Atembeschwerden haben. Dies ist beispiellos in der gesamten Geschichte der medizinischen Versorgung, da eine frühzeitige Behandlung von Infektionen entscheidend ist, um Leben zu retten und schwerwiegende Komplikationen zu verhindern. Diese medizinischen Organisationen und Bundesschoßhunde haben nicht nur nicht einmal eine frühzeitige Behandlung vorgeschlagen, sondern sie haben jeden angegriffen, der versucht, eine solche Behandlung mit jeder ihnen zur Verfügung stehenden Waffe einzuleiten: Entzug der Lizenz, Entzug der Krankenhausprivilegien, Schande, Zerstörung des Rufs und sogar Festnahme.
26301	2	Lieutenant Commander of Defense Chemical, Biological Radiation Protection Forces: „Der Eindruck ist, dass die Pandemie künstlich mit neuen Varianten verstärkt wird, die in der einen oder anderen Region freigesetzt werden“
26301	4	AGI – Die russische Armee glaubt, dass die Vereinigten Staaten hinter Covid-19 und Affenpocken stecken könnten. Dies erklärte der Vizekommandant der chemisch-biologischen Strahlenschutzkräfte der Moskauer Verteidigung, Igor Kirillov, auf einer Pressekonferenz. Nachdem Kirillov „das Interesse der US-Regierung an der Untersuchung von biologischen Wirkstoffen mit engen Zielen“ unterstellt hatte, erklärte er, dass Washingtons mögliche Beteiligung durch die „Vielfalt genetischer Varianten nahegelegt wird, die für die meisten Coronaviren nicht charakteristisch sind und unterschiedliche Häufigkeitsspitzen und signifikante Unterschiede in der Sterblichkeit verursachen und Ansteckungsgefahr, ungleichmäßige geografische Verteilung sowie die Unvorhersehbarkeit des epidemischen Prozesses im Allgemeinen.
26301	7	Es bestehe der Eindruck, dass trotz der Bemühungen zur Eindämmung der Infektion und der Isolierung von Patienten die Pandemie mit neuen Varianten, die in der einen oder anderen Region freigesetzt werden, künstlich angekurbelt werde, sagte Kirillov erneut: „Wir analysieren die mögliche Beteiligung der United States Agency for International Development (USAID) bei der Entstehung des neuen Coronavirus.
26301	9	Die Agentur hat Program Predict finanziert, das seit 2009 neuartige Coronaviren untersucht und Fledermäuse mit Coronaviren erntet. Metabiota, ein Unternehmen, das für seine militärbiologischen Aktivitäten in der Ukraine bekannt ist, ist unter den Projektauftragnehmern aufgeführt.“
26301	11	Ein anderes US-Unternehmen untersuchte das Affenpockenvirus, sagte der Beamte. „Wir sehen also einen klaren Trend: Krankheitserreger, die Infektionskrankheiten verursachen und die Aufmerksamkeit des Pentagon auf sich ziehen, entwickeln sich als Pandemien, während US-Pharmaunternehmen und ihre Sponsoren, die Führer der US-Demokratischen Partei, die Nutznießer sind“, schloss Kirillov.
26302	1	Estland: Die Regierung beschließt, alle sowjetischen Denkmäler aus dem öffentlichen Raum zu entfernen
26302	2	"Der Regierungschef präzisierte, dass ""ihre Zahl zwischen 200 und 400 liegt""."
26303	2	Nach Angaben des Senders sind mehrere G7-Beamte in verschiedene Teile der Welt gereist, um zu versuchen, ein Netzwerk von Nationen zu bilden, die bereit sind, Moskau wirtschaftlich zu treffen, aber ohne die erwartete Unterstützung zu finden
26303	4	"Bemühungen der USA und der G7 um größtmögliche internationale Unterstützung für die Ukraine bleiben erfolglos. Das schreibt der Sender „Bloomberg“ und hebt damit hervor, wie viele der G20-Staaten sich den Sanktionen gegen Russland wegen des Einmarsches in die Ukraine nicht angeschlossen haben. Laut ""Bloomberg"" sind mehrere G7-Beamte in verschiedene Teile der Welt gereist, um zu versuchen, ein Netzwerk von Nationen zu bilden, die bereit sind, Moskau wirtschaftlich zu treffen, ohne jedoch die erwartete Mitgliedschaft zu finden. „Es ist eine unbequeme Realität, mit der Außenminister Antony Blinken während seiner ausgedehnten Reise nach Südostasien und Afrika konfrontiert ist: Ein Großteil der Welt ist nicht bereit, den Bemühungen der USA und Europas zu folgen, das Russland von Präsident Wladimir Putin zu isolieren“, so der Sender. Dies macht es noch schwieriger, eine Einigung über globale Initiativen wie eine Obergrenze für den russischen Ölpreis zu erzielen, wie sie von der G7 vorgeschlagen wurde und Putin und seinen wichtigsten Unterstützer, den chinesischen Präsidenten Xi Jinping, ermutigt, ihre jeweiligen globalen Agenden zu verfolgen. China ist ein wichtiger Faktor in dieser Dynamik: Pekings Ausgaben für russisches Öl sind seit Ausbruch des Krieges in die Höhe geschossen: Im Juni gab es 72 Prozent mehr für russische Energiekäufe aus als ein Jahr zuvor. In diesem Zusammenhang, fährt ""Bloomberg"" fort, habe Chinas Rivalität mit den Vereinigten Staaten auch ein offensichtliches Gewicht, mit Spannungen, die diese Woche aufgrund des Besuchs der Sprecherin des Repräsentantenhauses, Nancy Pelosi, in Taipeh zugenommen haben."
2634	3	Der konservative britische Premierminister Boris Johnson hat angekündigt, dass er der Marine den Befehl erteilt hat, den Ärmelkanal zu patrouillieren, um den Anstieg der Landungen illegaler Einwanderer einzudämmen.
2634	5	Eine Wahl, die im Zweifel die effektive Anwendbarkeit der Seeblockade bestätigt. Eine Lösung, auf die sich die Brüder Italiens wiederholt berufen: „Die Ankündigung des konservativen Premierministers Boris Johnson – kommentierte Giorgia Meloni – widerlegt erneut die Lüge der Linken, wonach die illegale Einwanderung unmöglich zu stoppen sei. Wie immer von Fratelli d'Italia unterstützt, ist die Sperrung von Ausreisen und illegaler Einwanderung möglich: Sie müssen es nur wollen. Werden Lamorgese und Co. es jemals verstehen?“.
2634	7	„Wenn die FdI es vorschlägt, ist es ein Kriegsakt, wenn Großbritannien es stattdessen tut, ist es ein legitimer Akt. – Senator FdI Alberto Balboni drängte – Was werden nun die schönen Seelen der Einwanderungslinken sagen? Wenn Johnson es tut, kann Italien es auch tun“.
2634	9	In den vergangenen Tagen hatte der FdI-Führer selbst noch einmal den Rücktritt von Lamorgese gefordert: „In all den Jahren – unterstrich er – haben wir noch nie eine einzige Initiative von ihm gesehen, um zu versuchen, die illegale Einwanderung nach Italien zu stoppen, mit Tag für Tag steigenden Landungen Tag. Sehr geehrter Herr Minister, wenn Sie nicht die Absicht (oder Fähigkeit) haben, unsere Grenzen zu verteidigen, denken Sie daran, dass Sie niemand zwingt, im Innenministerium zu bleiben.
2635	3	Mit Tausenden von Landungen und Ankünften per Flugzeug ist die Ausbreitung afroasiatischer Viren unvermeidlich. Wenn wir dies dann mit der moralischen Dekadenz, die eine hyperaktive Minderheit zu mehrfachem Analverkehr verleitet, mit der aufgeregten Zustimmung des Systems zusammenbringen, haben wir einen weiteren Ansteckungsalarm. Dann feiern sie den Tag gegen 'Homotransbiphobie', sie sollten stattdessen auf bestimmte Dinge verzichten.
2635	5	„Derzeit wurden Fälle von Affenpocken in Portugal, Spanien, dem Vereinigten Königreich und Italien gemeldet, bisher hauptsächlich bei jungen Männern, die Sex mit Männern hatten. Das ECDC, das Europäische Zentrum für die Prävention und die Kontrolle von Krankheiten, hat ein Warnsystem auf europäischer Ebene aktiviert, an dem das Higher Institute of Health beteiligt ist. Darüber hinaus hat die ISS eine Task Force aus Experten des Sektors eingerichtet und die Sentinel-Netzwerke der Zentren für sexuell übertragbare Infektionen kontaktiert, um die nationale Situation kontinuierlich zu überwachen.“ Das Higher Institute of Health unterstreicht dies in einer Mitteilung.
2635	7	Die Empfehlungen sehen vor, „zu Hause zu bleiben und sich auszuruhen, wenn Fieber auftritt, und beim Auftreten von Blasen oder anderen Hauterscheinungen Ihren Arzt zu kontaktieren“, so die ISS-Experten weiter Fieber und prüfen Sie vor jedem engen persönlichen Kontakt oder sexuellen Kontakt sorgfältig das Vorhandensein ungewöhnlicher Hauterscheinungen (wie Blasen oder andere Läsionen) auf der Haut des Partners. Dieses Verhalten ist hilfreich, um nicht nur Affenpocken, sondern auch andere sexuell übertragbare Infektionen zu verhindern.“
2635	9	„Es handelt sich um eine Infektion, die durch ein Virus der gleichen Pockenfamilie verursacht wird, die sich jedoch aufgrund ihrer geringeren Verbreitung und Schwere von den Pocken selbst stark unterscheidet – erklärt das ISS – Sie ist insbesondere unter Primaten und kleinen Nagetieren, hauptsächlich in Afrika, weit verbreitet. Die Infektion wird von Tieren auf Menschen durch den Speichel und andere Flüssigkeiten des Tieres oder durch direkten Kontakt mit dem Tier übertragen. Beim Menschen äußert sie sich durch Fieber, Muskelschmerzen, Kopfschmerzen, geschwollene Lymphknoten, Müdigkeit und Hauterscheinungen wie Bläschen, Pusteln, kleine Krusten. Es kann von Mensch zu Mensch durch „Tröpfchen“, Kontakt mit Körperflüssigkeiten oder Hautläsionen übertragen werden.“
2635	11	Es ist möglich, dass Menschen, die nicht gegen Pocken geimpft wurden (Impfung wurde 1981 in Italien abgeschafft), „aufgrund des Fehlens von Antikörpern ein höheres Risiko einer Infektion mit Affenpocken haben, was aufgrund der Ähnlichkeit des Pockenvirus mit Affenpocken ebenfalls möglich ist diesem Virus wirksam entgegenzuwirken“, betonen die ISS-Spezialisten.
2635	13	Es ist sicherlich kein Zufall, dass der erste „italienische“ Fall von Affenpocken eine Person ist, die von den Kanarischen Inseln kam: Inseln mit massiven Anlandungen von Afrikanern. Wie Lampedusa.
2635	15	All diese Viren und Krankheiten verbreiten sich „dank“ der Globalisierung. Es gibt eine übermäßig schnelle Zirkulation der Menschen von einem Punkt der Erde zum anderen: was passiert, ist wie das „Fieber des Systems“, ein Symptom einer Krankheit, der Globalisierung.
2635	17	Der erste Fall von Affenpocken in Italien wurde im Spallanzani-Krankenhaus in Rom identifiziert. Es handelt sich um einen Mann, der nach einem Aufenthalt auf den Kanaren zurückgekehrt ist und sich in der Notaufnahme vorstellte.
2635	19	Spallanzani erklärt, dass „das klinische Bild charakteristisch war und das Affenpockenvirus schnell mit molekularen Techniken und Gendissequenzierung aus den Proben der Hautläsionen identifiziert wurde“. Die Person, so das Krankenhaus weiter, „befindet sich derzeit in Isolation in fairen Allgemeinbedingungen“ und „epidemiologische Untersuchungen und Kontaktnachverfolgung laufen“.
2635	21	Es ist nicht verwunderlich, dass dies die Kanarischen Inseln sind, ein riesiges Landegebiet für Afrikaner.
2637	3	Die nordatlantischen Medien befinden sich in einem beispiellosen Informationskrieg. Diese ist gekennzeichnet durch eine unaufhörliche Erosion der Unterscheidung zwischen Tatsachen und der Manipulation von Emotionen und Wahrnehmungen, zwischen Vermutungen und unanfechtbaren Wahrheiten.
2637	4	Ich habe diese Art von Informationskrieg in den Vereinigten Staaten in den letzten Jahren des Vietnamkriegs und im Vorfeld des Irakkriegs aus erster Hand miterlebt, beides Kriege, die von politischen Falschmeldungen angetrieben wurden, die zu zahlreichen Kriegsverbrechen führten.
2637	6	Die Manipulation von Nachrichten über Russlands Krieg gegen die Ukraine soll die Öffentlichkeit davon abhalten, einen dauerhaften Frieden sowohl für die Ukraine als auch für die Region zu suchen. Der Zweck dieses Informationskrieges ist es, den Krieg zu verlängern, um den Interessen derer zu dienen, die ihn fördern wollen. Woher weiß man, was Tatsache und was Lüge ist, und wie lernt man, Ereignisse zu erklären, ohne der Berechtigung bezichtigt zu werden?
2637	7	Ursachen, die zum Krieg führen
2637	8	Um deine Feinde zu dämonisieren, musst du sie zuerst entmenschlichen. Sie müssen als diejenigen definiert werden, die kriminell und ohne Provokation gehandelt haben. Ich persönlich habe den illegalen Einmarsch in die Ukraine von ganzem Herzen verurteilt, aber es interessiert mich immer noch, wie wir zu diesem Punkt gekommen sind.
2637	9	Stephen Cohens 2019 erschienenes Buch „War with Russia“? bietet eine eingehende Analyse der amerikanisch-russischen Beziehungen seit dem Ende der Sowjetunion und der Dynamik dieser Beziehungen zur Ukraine seit 2013. Cohen betrachtet den Konflikt in der Ukraine als einen „Stellvertreterkrieg“, an dem jedoch „zu viele beteiligt waren Amerikanische und russische Trainer, Assistenten und vielleicht Kämpfer“. Es erinnert an die Kriege in Georgien (2008) und in Syrien (2011/2020). „Das Risiko eines direkten Konflikts“ zwischen den Vereinigten Staaten und Russland „wächst in der Ukraine weiter“, schrieb Cohen 2019 in seinem Buch.
2637	11	Demokratien und Autokratien
2637	13	Die US-Regierung sieht die Welt in Demokratien und Autokratien gespalten. Regierungen, die von Washington als feindselig eingestuft werden, werden Autokratien genannt. Zum Gipfel für Demokratie, der im Dezember 2021 stattfand, haben die Vereinigten Staaten beispielsweise Bolivien nicht eingeladen, obwohl das Land kürzlich den Wahlprozess durchlaufen hatte; Inzwischen luden die USA Pakistan, die Philippinen und die Ukraine ein, obwohl die US-Regierung sagte, sie habe Zweifel an diesen Staaten (im Fall der Ukraine enthüllten die Pandora-Papiere nur wenige Monate zuvor das Ausmaß der Korruption in der ukrainischen Elite, darunter Präsident Wolodymyr Selenskyj). Da die Ukraine den Kampf der „Demokratie“ gegen die „russische Autokratie“ repräsentiert, wurde Selenskyj zum Gipfel eingeladen. Dem Konzept der „Demokratie“ wird ein Großteil seines politischen Inhalts entzogen und als Waffe missbraucht, um Regierungsänderungen zu fördern, die den globalen Interessen der USA zugute kommen.
2637	15	Echte und erfundene Drohungen, um Krieg zu rechtfertigen
2637	17	Während die übertriebenen Behauptungen des russischen Präsidenten Wladimir Putin über die Bedrohung durch den Nationalsozialismus in der Ukraine, mit denen er versucht, seine illegale Invasion in der Ukraine zu rechtfertigen, unwahrscheinlich sind, lohnt es sich, rechtsextreme paramilitärische Elemente und ihre Rekrutierung ausländischer Kämpfer zu untersuchen, die die Ukraine durchdrungen haben . Es ist nicht undenkbar, dass die Bewaffnung und Finanzierung demokratisch orientierter ukrainischer Kräfte durch Europa und die Vereinigten Staaten, auch wenn diese Hilfe nicht offiziell an bekannte rechtsextreme Milizen in der Ukraine gerichtet ist, dennoch zu blutigen Auseinandersetzungen führen könnte. Es besteht die Gefahr, dass Rechtsextremisten Fuß fassen könnten, auch solche, die nicht nur auf die Ukraine beschränkt sind.
2637	18	In einem Interview mit L'Obs, früher bekannt als „Le Nouvel Observateur“, sagte Zbigniew Brzeziński, der nationale Sicherheitsberater des ehemaligen US-Präsidenten Jimmy Carter, 1998, dass die Vereinigten Staaten 1979 „bewusst die Wahrscheinlichkeit erhöht“ haben, dass die UdSSR in Afghanistan einmarschieren würde. in der Hoffnung, der ehemaligen Sowjetunion „ihren Krieg in Vietnam“ zu geben. In ähnlicher Weise sagte die ehemalige US-Außenministerin Hillary Clinton im Februar 2022 gegenüber MSNBC, sie hoffe, die USA würden Russland in der Ukraine das antun, was sie Russland in Afghanistan angetan hatten.
2637	20	NATO-Generalsekretär Jens Stoltenberg sagte, dieser Krieg „könnte lange dauern, viele Monate, sogar Jahre“, was bei Europas politischen Führern Alarmglocken hätte auslösen müssen. Die Folgen eines zweiten Krieges nach vietnamesischem Muster durch Russland könnten sowohl für die Ukraine als auch für Europa katastrophal sein. Russland, das Teil Europas ist, wird keine Bedrohung für Europa darstellen, wenn Europa nicht zu einer riesigen US-Militärbasis wird. Daher ist die NATO-Erweiterung die eigentliche Bedrohung für Europa.
2637	22	Doppelmoral beim Beitritt zum internationalen Pakt
2637	24	In einen bloßen Resonanzboden für strategische Entscheidungen der USA verwandelt, unterstützt die Europäische Union das Recht der Ukraine, der NATO beizutreten, als legitimen Ausdruck universeller (und europäischer, aber nicht weniger universeller) Werte. Gleichzeitig haben die Vereinigten Staaten ihre Integration mit der Ukraine intensiviert, wie aus der US-Ukraine-Charta über strategische Partnerschaft vom November 2021 hervorgeht. Man fragt sich, ob sich die europäischen Führer bewusst sind, dass die Anerkennung des Rechts der Ukraine, einem Militärpakt wie der NATO beizutreten, anderen Ländern von den Vereinigten Staaten verweigert wird.
2637	26	Selbst wenn sich die europäischen Staats- und Regierungschefs bewusst sind, dass die Vereinigten Staaten anderen Ländern dieses Recht verweigern, wird dies angesichts des Zustands der militaristischen Betäubung, in dem sie sich befinden, keinen Unterschied machen. Als beispielsweise die winzigen Salomonen im Pazifischen Ozean 2021 ein vorläufiges Sicherheitsabkommen mit China genehmigten, reagierten die Vereinigten Staaten sofort und alarmiert, indem sie hochrangige Sicherheitsbeamte in die Region entsandten, um die Eskalation des Sicherheitswettbewerbs zu stoppen im Pazifik.
2637	28	Die Wahrheit kommt zu spät
2637	30	Der Informationskrieg basiert immer auf einer Mischung aus selektiven Wahrheiten, Halbwahrheiten und offenen Lügen (sogenannte False Flags), die darauf abzielen, die militärischen Aktionen derer zu rechtfertigen, die ihn fördern. Ich habe keinen Zweifel daran, dass sowohl die russische als auch die amerikanisch-ukrainische Seite einen Informationskrieg führen, obwohl wir angesichts der Zensur, die Menschen auf der ganzen Welt auferlegt wird, die diese Informationen konsumieren, noch weniger darüber wissen, was auf der russischen Seite passiert Seite.
2637	31	Früher oder später wird die Wahrheit ans Licht kommen, das Tragische ist, dass es unweigerlich zu spät sein wird. In diesem schwierigen Beginn eines neuen Jahrhunderts haben wir einen Vorteil: Die Welt hat ihre Unschuld verloren.
2637	32	WikiLeaks-Gründer Julian Assange zum Beispiel zahlt einen hohen Preis für die Unterstützung bei der Wahrheitsfindung. Für diejenigen, die nicht aufgehört haben, selbst zu denken, empfehle ich das Kapitel „Sprache in der Politik“ in Hannah Arendts Buch „Krisen der Republik“ von 1972. Mit dieser brillanten Reflexion über die Pentagon-Papiere bietet Arendt umfassende Daten zum Vietnamkrieg (einschließlich vieler Kriegsverbrechen und vieler Lügen), die auf Initiative von Robert McNamara, einem der Hauptverantwortlichen für diesen Krieg, der auch Sekretär war, gesammelt wurden Verteidigung unter zwei Präsidenten während dieser Zeit.
2637	34	Stille
2638	3	Spätestens seit 1997, mit dem Beitritt der baltischen Staaten zur NATO, hatte das Pentagon bereits den Plan für eine weitere Annäherung an die russischen Grenzen identifiziert und einen unvermeidlichen Konflikt mit dem Kreml antizipiert. Die Ukraine konnte nur die letzte Station sein. Zwischen gestern und heute gibt es jedoch einen entscheidenden Unterschied, der die Strategie der Staaten erschwert. Jelzins Russland, vom Westen kolonisiert und im Besitz von Spekulanten, die das riesige Staatsvermögen der UdSSR geplündert hatten, war ein militärischer Zwerg. Heute ist der Bär die größte Atommacht.
2638	5	Die Staaten geben jedoch nicht auf, auch wenn im Bewusstsein der Kriegsutensilien des Gegners gerade in den letzten Jahren die gebotene Vorsicht bei den Militärs mehr als bei den Politikern aufblitzt.
2638	7	Was wir verhindern wollen, ist das Zusammenschweißen zwischen Europa und Asien, der politischen, wirtschaftlichen und kommerziellen Einheit, die vor allem dank der chinesischen Belt and Road (der Seidenstraße) und ihrer gemeinsamen Nutzung durch asiatische und europäische Länder nicht zustande kommt Nebenakteure, aber als Protagonisten würde sie das neue Zentrum der Weltwirtschaft bestimmen, offen in einer multipolaren Dimension zu Afrika, zu ganz Amerika, zu Ozeanien.
2638	9	Was vom Western Empire, besser bekannt als Empire of Terror and Lies, erwartet wird, ist die hartnäckige Verteidigung einer unipolaren Welt, die von den Vereinigten Staaten und ihren angelsächsischen und europäischen Provinzen regiert wird. So habe ich mich vor 7 Jahren in einem Büchlein ausgedrückt. Denn schon damals war der Sonnenuntergang einer Epoche der Geschichte zu spüren.
2638	11	"Der Putsch von 2014 löste den Krieg gegen das ukrainische Volk aus. Die Nazis gehen auf Fahndung, besonders wenn sie einer sprachlichen Minderheit angehören (nicht nur Russischsprachige). Sie zeichnen sich aus, appellieren an ihren Nazi-Helden Bandera, einen Gefährten des Führers, in Pogromen, Lynchmorden, Scharfschützen, Verbrennen von Gegnern bei lebendigem Leib ... im mitschuldigen Schweigen der EU und der italienischen Regierung ... gehen sie gegen die ""Roten"". "" der Krim ... bombardieren den Donbass (mehr als 3.000 Tote) im Schweigen nicht nur der europäischen Regierungen, sondern auch derjenigen, die damit angeben, Pazifisten zu sein."
2638	13	Als die russischen Armeen einrücken, hat der von den Nazis entfesselte Krieg bereits 14.000 Menschen das Leben gekostet.
2638	15	Wenn man der russischen Regierung eine Bemerkung machen kann, dann sicherlich nicht, dass sie angesichts der Verbrechen von Selenskyj und seinen Nazis vorschnell gehandelt hat, sondern eher zu spät.
2638	17	Die Ungewissheiten dieses von der NATO und ihren Komplizen stark gewollten Krieges sind dramatisch, weil die alte Welt, die noch gut im Sattel sitzt, einen nuklearen Konflikt vorziehen könnte, anstatt einen Schritt zurückzutreten und ernsthafte Verhandlungen zu führen, die zu einer neutralen, souveränen, demokratischen Ukraine führen.
2638	19	Die Unaufmerksamkeit der EU ist erstaunlich. Die Sanktionen werden für das europäische Volk erschreckend sein, nicht für die Russen, die im Osten einen viel größeren Markt als den europäischen beeinflussen, mit einem Gebiet, das von Milliarden von Menschen bewohnt wird und reich an Bodenschätzen, Energie und Nahrungsmitteln ist. Die lächerlichen Sanktionen gegen Russland haben in der Tat die Zusammenarbeit zwischen Russland, Weißrussland, Armenien, Tadschikistan und der VR China Kirgisistan gestärkt und die Bemühungen um ein alternatives Finanzsystem zum von den USA regierten Swift beschleunigt. Der Handel mit Indien schreitet mit Rubel und Rupien voran. Der Iran befürwortet auch eine Entdollarisierung mit seiner eigenen Währung. Gold oder der Renminbi können sich nun als planetare Alternative zum Dollar als internationale Reservewährung oder jedenfalls als Referenzbasiswährung anbieten. Die Nationen, die die Sanktionen gegen Russland nicht geteilt haben (4 Milliarden Menschen), werden bald in der Lage sein, sich für ein Finanzsystem zu entscheiden, das nicht so starr und politisch kontrolliert ist wie das derzeitige, und daher in politischen und kommerziellen Beziehungen freier sein können.
2638	21	Bei seinem letzten öffentlichen Auftritt äußerte sich Außenminister Lawrow präzise und unmissverständlich zum Bruch mit den angelsächsischen Finanzsystemen.
2638	23	Dies wird natürlich nicht ohne unvermeidliche Kompromisse ablaufen, die Jahrzehnte überdauern werden.
