doc_id	paragraph_id	fr-ge
2341	15	Thunberg bleibt mächtig. Bis vor kurzem glaubten viele Analysten, dass Aktionärsaktivismus, der darauf abzielt, Divestment aus der Öl- und Gasförderung zu erzwingen, rein symbolisch sei, lediglich eine Möglichkeit, die Aufmerksamkeit auf die Notwendigkeit öffentlicher Politik zu lenken. Es ist jetzt klar, dass dieser Aktivismus bemerkenswert effektiv bei der Unterdrückung der Finanzierung des Privatsektors für die Exploration und Produktion von Öl und Gas war und zu Engpässen beiträgt. Dies war zu einem großen Teil auf Thunbergs außergewöhnliche Reichweite und emotionale Verbindung zu jungen Menschen, einschließlich Studenten, und den Kindern der finanziellen, journalistischen und intellektuellen Elite zurückzuführen.
2341	17	Aber die Entscheidung der EU, Gas und Kernkraft als grüne Produkte zu ratifizieren, ist ein Schlag für Thunberg und die Klima- und Erneuerbare-Lobby.
2341	19	Es folgt dem Zusammenbruch von Bidens Klimaagenda, zum Teil, weil die Vereinigten Staaten dadurch in eine gefährliche Abhängigkeit von erneuerbaren Energien geraten würden; auf die Heuchelei europäischer Diplomaten während der UN-Klimaverhandlungen, die forderten, Afrika solle kohle- und gasfrei bleiben, während die europäischen Energieminister sich beeilten, Kohle zu verbrennen und Erdgas zu erwerben; und jetzt ersetzt Deutschland die Hälfte seiner Kernkraftwerke durch Kohle und Erdgas.
2341	21	Was ist los ? Noch vor wenigen Wochen sah es so aus, als würde Europa eine „Erneuerbare-Energien-Wende“ vollziehen.
2343	3	Verschiedene technokratische und/oder militante Kunstgriffe ermöglichen es, die tatsächlichen Kosten der Einwanderung rätselhaft zu verteilen, um sie weniger beeindruckend zu machen. Aber manchmal ergreift ein Sandkorn die Mechanik und offenbart unbekannte Abgründe. Dies ist in Loire-Atlantique mit Accompagnement Migrants Integration (AMI) der Fall.
2343	5	Dieser 1901 gegründete Anwaltsverein wurde 2006 mit dem Ziel der Berufs- und Weiterbildung gegründet, genauer gesagt der „Integration von Asylsuchenden in die französische Gesellschaft durch Pflichttätigkeiten oder Vorbereitung auf Rückkehrhilfe“. 2020 knackte sie den Jackpot: Das Arbeitsministerium machte sie zu einer der Nutznießerinnen seines Skills Investment Plan (PIC). Der Zweck besteht kurz gesagt darin, Menschen mit Flüchtlingsstatus oder subsidiärem Schutzstatus eine Beschäftigung zu vermitteln.
2343	7	So einfach ist das aber nicht! „Neuankömmlinge sind sehr motiviert, aber diejenigen, die ihren Flüchtlingsstatus erhalten, sind versucht, das System auszunutzen“, sagt Catherine Libault, Gründerin von AMI, 2019 von Amandine Penna in Médiacités zitiert. Mit anderen Worten, es ist einfach, Asylsuchende zum Arbeiten zu bringen, aber es wird schwierig, wenn ihr Antrag erfüllt ist! Die Erlangung des Flüchtlingsstatus hat nicht den Hauptvorteil des Aufenthaltsrechts in Frankreich (die meisten Abgelehnten bleiben sowieso dort!), sondern das Recht, in der Assistenzzeit zu leben ...
2343	9	Lerne faul zu sein
2343	11	Diese Enthüllung empört natürlich Einwanderungskreise. Aber es wird durch einen Bericht von Valérie Oppelt (ebenfalls zitiert von Amandine Penna) bestätigt, der sich der Integration von Migranten durch Arbeit widmet. Der makronistische Abgeordnete für Nantes schreibt dazu: „Migranten, die in Frankreich ankommen, befinden sich per Definition in prekären Situationen. Assoziationen erklären ihnen jedoch, wie sie mit den Fehlern und „kleinen Tricks“ des Systems wieder herauskommen. Einige Sozialarbeiter, Sozialarbeiter oder Freiwillige unterrichten sie als Assistenten. Sobald ihr Dossier akzeptiert wurde, kennen diejenigen, die zu Flüchtlingen werden, genau die Möglichkeiten, die ihnen in Bezug auf Jobaufgabe, Arbeitslosigkeit, Sozialhilfe usw. zur Verfügung stehen. Nach eigenen Worten einiger Migranten lehrt Frankreich sie, faul zu sein. »
2343	13	Es gibt viele einfache Jobs, die wahrscheinlich an schlecht ausgebildete Migranten oder Migranten, die schlecht Französisch sprechen, anvertraut werden, insbesondere im Gartenbau. Es fehlen nicht die Jobs, sondern die Kandidaten. (Ukrainische Frauen arbeiten hart, ja, aber es gibt nicht genug von ihnen, um den Tag zu retten). Wenn wir Arbeitgeber zufriedenstellen wollen, ist es daher verlockend, ihnen illegale Einwanderer zu schicken, die nur arbeiten wollen, und nicht Flüchtlinge mit dem Zauberstempel, die nur darum bitten, nicht zu arbeiten.
2343	15	Dies ist anscheinend das kleine Spiel, dem sich AMI hingegeben hat. Dies stellt einen klaren Verstoß gegen die Auflagen des PIC dar, der ihm 474.300 Euro an staatlichen Subventionen einbringen soll (von den diversen Subventionen der Kommunen ganz zu schweigen). Der Präfekt schnitt daher den Wasserhahn ab, und der Verein stürzte ab. Definitiv? Die Präfektur Loire-Atlantique, die angeblich AMI im Jahr 2020 geehrt hat, sollte trotzdem einen Weg finden, zu zahlen…
2343	16	Ausländische Bergleute erschöpfen ihre Wohltäter
2343	18	Unterdessen sind die Mitarbeiter der Association Saint-Benoît-Labre (sie sagen oft lieber „ASBL“!) in Nantes aufgeregt. Sie demonstrierten am vergangenen Dienstag vor dem Hotel des Departements. Das Problem tritt immer wieder auf; Sie waren bereits im vergangenen September in den Streik getreten. Ihre Arbeit ist zu hart. Welche Arbeit ? An sie hat das Departement Loire-Atlantique seine Verpflichtungen in Bezug auf unbegleitete Minderjährige (MNA) untervergeben. Eine Festangestellte für zwölf Bergleute sei nicht genug, sagen sie. Und tatsächlich ist ihr Publikum besonders unruhig: Unbegleitete Minderjährige sind für einen guten Teil der Diebstähle und Übergriffe auf öffentlichen Straßen in Nantes verantwortlich.
2345	3	Frankreich kauft kein Öl mehr aus Russland, es ist vorbei! Wir werden sehen, was wir sehen werden.
2345	5	Frankreich wird Öl aus Indien kaufen, um Russland zu sanktionieren.
2345	7	Indien wird Öl aus Russland kaufen.
2345	9	Indien wird dieses Öl an Frankreich weiterverkaufen, wobei es in aller kommerziellen Logik eine Gewinnspanne im Vorbeigehen anwendet!
2345	10	Russisches Öl? Es ist aus !!!
2345	12	Französische Autofahrer und Industrielle werden zur Bereicherung Russlands und Indiens beitragen, indem sie immer mehr für die Kraftstoffe zahlen, die für das Funktionieren unserer Wirtschaft absolut notwendig sind.
2345	14	Wenn die Führer, die uns regieren, ihr Studium an der Hochschule abgebrochen hätten, hätten sie nicht einmal darüber nachdenken müssen, um zu dem Schluss zu kommen, dass eine solche Lösung ungültig ist. Leider haben sie großartige Studien absolviert und sind mit prestigeträchtigen Diplomen übersät, die sie dazu berechtigen, uns für Narren zu halten.
2345	16	Franzosen, werdet ihr eines Tages verstehen, dass wir als schwachsinnige Idioten gelten, wir das Frankreich von En-Bas, die „Ohnezahn“, und dass es an der Zeit ist, unser Schicksal wieder in unsere eigenen Hände zu nehmen.
2345	18	Beginnen wir damit, all diese Berufspolitiker zu vertreiben und in ihre Häuser zurückzuschicken, die immer wieder gewählt, wiedergewählt, wiedergewählt werden, demagogisch gesprochen ohne greifbare Ergebnisse.
2345	20	Bei den letzten Parlamentswahlen kamen Neuankömmlinge und verwandelten sich schnell in gehorsame Schafe, die für alles und jeden stimmten. AUS !!!
2345	22	Lasst uns Neuankömmlinge in die Politik wählen, vorausgesetzt, sie haben das Anliegen, die Souveränität Frankreichs und die Freiheiten und Sicherheit der Franzosen zu schützen, und BEOBACHTEN SIE SIE!
2345	24	Wie ? Die Lösung ist einfach, gewaltlos, vom „Gegner“ unvermeidlich.
2345	26	Fortsetzung folgt…
2345	28	Eine Lösung, die auf die Medien angewendet werden kann, die uns eine faden Suppe liefern, die von den Subventionierern diktiert wird, die unsere Steuern punktieren.
2345	30	Wie sollte man sich nicht von der Verantwortungslosigkeit dieser Individuen überwältigen lassen, wenn man bedenkt, dass die kleinen Leute nicht viel wert sind und nur ein Recht haben: RUHIG ZU SEIN! Wir sind französische Staatsbürger und sollten stolz darauf sein. Die Gründungstexte der Fünften Republik verleihen uns Rechte und Pflichten. Jeder Franzose, der seinen Verpflichtungen nachkommt, indem er sich als ehrlicher Bürger und Steuerzahler verhält, der die Gesetze und Regeln dieses Landes respektiert, hat das Recht, seine Gedanken und Meinungen darüber zu äußern, wie er von den Personen mit Macht wahrgenommen wird. Legislative und Exekutive unseres Landes.
2346	3	"Josep Borrell, Hoher Vertreter der Europäischen Union für Außen- und Sicherheitspolitik, erklärte während einer Pressekonferenz während der außerordentlichen Tagung des Europäischen Rates am 31. Mai: ""Wir haben aus dem Krieg in der Ukraine gelernt, dass der Handel, die Rechtsstaatlichkeit, nicht ausreichen und dass es nicht ausreicht, eine gute Zivilmacht zu sein"". „Wir müssen auch eine Militärmacht sein“, schloss er vor laufender Kamera."
2346	5	Seine Worte zeugen daher von einer grundlegenden Veränderung der europäischen Politik, wie wir sie kennen.
2346	7	Bis vor kurzem wirkte die EU vor dem Hintergrund der aggressiven US-Politik auf allen Kontinenten wie ein relativ friedlicher Zusammenschluss. Die Komplizenschaft der europäischen Mächte in den Kriegen gegen Jugoslawien und den Irak ist eklatant. Der von letzterem begonnene Krieg gegen Libyen blieb im Schatten der amerikanischen Militärmacht. Jetzt scheint die in Brüssel ansässige politische Organisation bereit zu sein, die Uniform der Militarisierung anzuziehen, um damit politische Ziele zu erreichen.
2346	9	Von der EU des Friedens zur EU des Krieges. Dies hat offenbar in diesem Zusammenhang die Erklärungen zur Notwendigkeit einer eigenen Armee der EU sowie die Anpassung der europäischen Rechtsinstrumente zur Rechtfertigung von Waffenlieferungen an ausländische Armeen diktiert. Die Funktion dieser EU besteht darin, den Behörden Dänemarks, Kroatiens, Polens und Lettlands die Befugnis zu erteilen, den Bürgern ihrer jeweiligen Länder zu erlauben, für Kiew zu kämpfen, tatsächlich als Söldner, während das offizielle Ziel dieser EU darin besteht, den Frieden zu fördern , verlasse sprachlos.
2346	11	"So erklärte der damalige Präsident der Europäischen Kommission, José Manuel Barroso, bei der Verleihung des Friedensnobelpreises 2012 in Brüssel, dass die EU für die Werte „Freiheit, Demokratie, Rechtsstaatlichkeit und Achtung des Menschen“ stehe Rechte"", und dass dies die Werte seien, die Menschen auf der ganzen Welt ""anstreben"". Aber jetzt, während es immer noch das Wort „Frieden“ ausspricht, spricht Europa von der Notwendigkeit, eine eigene Armee zu haben und die Militärausgaben zu erhöhen."
2346	13	Die Militarisierung der EU wird der Anfang vom Ende der Idee eines vereinten Europas sein. Die bisher hypothetische Verdoppelung der militärischen Funktionen jedes EU-Mitgliedstaates im Rahmen der europäischen Armee angesichts ihrer Teilnahme an der NATO wird nicht ausreichen. Auch eine weitere Erhöhung der Verteidigungsausgaben um mehr als 2 % des BIP der NATO wird nicht ausreichen. Notwendig wird eine radikale Neugestaltung nicht nur der innereuropäischen Abwehrmechanismen, sondern auch ihrer rechtlichen Komponente sowie der europäischen Außenpolitikkonzepte.
2346	15	Boris Johnsons geheimer Plan, die Ukraine von Russland und der EU zu trennen. Diese neue militärische Choreographie droht einen Interessenkonflikt zwischen der EU, dem Vereinigten Königreich und den Vereinigten Staaten zu provozieren. Tatsächlich haben die Angelsachsen kein Interesse daran, die geopolitische und militärische Subjektivität Europas zu stärken.
2346	17	Der von der italienischen Tageszeitung Corriere della Sera enthüllte Plan Londons, innerhalb der EU eine gewisse Europäische Gemeinschaft (Europäischer Commonwealth) zu schaffen, zeugt von dieser Dissonanz unter den Verbündeten.
2346	19	Die Gemeinschaft sollte nach britischem Plan Polen, Litauen, Lettland, Estland, die Ukraine und möglicherweise die Türkei umfassen. Im Moment hat nur die italienische Tageszeitung Details zu diesem Thema veröffentlicht, und es gab keine offiziellen Erklärungen aus London zu diesem Thema. Aber die Präsenz der Ukraine auf der Liste der Länder, die ihre Kandidatur vorlegen – ein Land, das kein wirtschaftliches Potenzial hat und dessen militärisches Potenzial künstlich aufgebläht wird – verrät seine derzeitige geopolitische Führung. Hier kann man leicht annehmen, dass es darum geht, den Einfluss Londons in Osteuropa zu erhöhen, indem man sich auf diese Länder stützt, um sich in das deutsch-französische Paar einzumischen. Mit der Präsenz der oben erwähnten osteuropäischen Länder will die von Washington und London gebildete angelsächsische geopolitische Achse eindeutig solide hintere Stützpunkte erwerben, um der kontinentalen geopolitischen Achse Berlin-Paris entgegenzuwirken.
2346	21	Schon die Idee, das militärische Potenzial der EU zu stärken, gefällt den Angelsachsen nicht. Denn selbst so weit entfernte Regionen wie die Sahelzone und der Nahe Osten betrachtet die EU als Anwendungsgebiet europäischer Militärdiplomatie, wo gerade London Brüssel als unerwünschten Konkurrenten betrachtet. Die britische Presse verweist auf die Grundprinzipien der EU und betont, dass zum ersten Mal in der Geschichte eine militärische Komponente in ihrem Haushalt enthalten sei. Aber ein solcher Ton der Briten wird nicht von der Sorge bestimmt, Frieden über der Geopolitik schweben zu sehen. Wir sehen den Wunsch, im Voraus einen Informations- und Propagandaschock gegen Brüssel zu tragen.
2346	23	Dennoch steckt Wahrheit in der Rhetorik der Angelsachsen. Wenn europäische Waffenlieferungen an Länder in Afrika und im Nahen Osten beginnen, wird dies die Situation in den Regionen verkomplizieren, weil politische Clans die möglichen Alternativen als Kanal für den Dialog mit Konkurrenten nutzen werden. Es ist daher offensichtlich, dass London und Washington Angst haben, das bestehende Modell – amerikanisch und britisch zentriert – der Wirtschaftsbeziehungen mit Ländern der Dritten Welt zu überprüfen. Die Verstärkung Frankreichs, Italiens und Deutschlands könnte die Überreste der Hegemonie der Vereinigten Staaten und des Vereinigten Königreichs in diesen Regionen brechen.
2346	25	Die EU beruft sich nun auf die berühmte „russische Bedrohung“, um die Stärkung ihrer Militärmacht zu rechtfertigen, wie Le Figaro titelt: „Europa will seine Verteidigung stärken, indem es seine Industrie verstärkt“. Der Wunsch, Schweden und Finnland in die NATO aufzunehmen, erklärt sich nun genau daraus. Darüber hinaus hält die Presse an diesem Ton der Darstellung der Ereignisse in Deutschland sowie in Frankreich und Italien, den ersten europäischen Mächten des Blocks, fest.
2346	27	Gleichzeitig ist Russland nur einer der möglichen Konkurrenten für die künftige europäische Armee. China wird sich als das andere herausstellen. Diese neue militärische Ausrichtung innerhalb der EU wird durch die Intensivierung der russischen und chinesischen Politik in Afrika und im Nahen Osten, die Europa aus Trägheit als seine postkoloniale Hochburg betrachtet, und durch die wachsende globale Konfrontation auf der ganzen Welt diktiert .
2346	29	Von der EU des Friedens über die EU des Krieges bis zu ihrer Verflüssigung. Daher kann die mögliche Militarisierung der EU zu einem Kampf und einer Konkurrenz mit mehreren geopolitischen Zentren gleichzeitig führen: den Vereinigten Staaten, dem Vereinigten Königreich, Russland, China, ohne einen Kampf innerhalb der EU selbst zu vergessen. Die Frage ist, ob sich Washington und London durch ihren Einfluss auf die Politik der osteuropäischen Länder diesen Plänen widersetzen können oder ob sie den Militarisierungsprozess der EU in eine vorteilhafte Richtung lenken werden? Wird die EU angesichts wachsender wirtschaftlicher Bedrohungen einen solchen Schritt wagen?
2347	3	Die russische Rakete, die auf ein Krankenhaus in Mariupol abzielte, stürzte versehentlich in ein Lager der ukrainischen Armee und tötete mindestens fünfzehn Soldaten.
2347	5	Die ukrainische Armee bestätigt zahlreiche Verluste, nachdem ein russisches Bombardement auf Zivilisten versehentlich einen Militärstützpunkt in der Nähe von Mariupol getroffen hat. Bereits in der vergangenen Woche hatten mehrere russische Luftangriffe auf Konvois von Zivilisten, die aus der Stadt Charkiw fliehen wollten, irrtümlicherweise einen Standort zerstört, an dem sich ukrainische Flugabwehrsysteme befanden.
2347	7	Ein neues Bombardement, das laut Thomas Lacamp, seit 1975 Experte für russisch-ukrainische Konflikte, gegen die russische Strategie verstößt Zivilbevölkerung“. Alles deutet für ihn auf einen Zielfehler der russischen Armee hin, die nach eigenen Angaben alles tun will, um ukrainische Soldaten zu retten.
2348	3	Die Amerikaner mögen posaunt haben „Krieg steht unmittelbar bevor“, wir sagten uns „das ist ein Bluff. Sie sind Push-to-Crime“. Wir zogen es vor zu glauben, dass die imposante Mobilisierung der russischen Armee an der Grenze der Ukraine und innerhalb von Belarus nur Theater war. Ein Anspannen von Wladimir Putin, um das zu bekommen, was er seit Jahren fordert: Garantien für die Sicherheit Russlands, eine Neuverhandlung der Gleichgewichte in Europa. Bitte wiederholte sich im November, niemand hatte es gewagt, den Ukrainern zu sagen, dass sie niemals der NATO beitreten würden, sein Lieblingsärgernis. Er hat gehandelt. Der Weg war frei, nachdem Joe Biden erklärt hatte: „Kein amerikanischer Soldat in der Ukraine. ”
2348	4	Die Ukraine, ein Unfall der Geschichte für Putin
2348	6	Putin hat die Auflösung der UdSSR im Jahr 1991 nie verdaut. Die Westler sind seiner Meinung nach für diese Demütigung Russlands verantwortlich. Die Ukraine ist in seinen Augen ein Unfall der Geschichte, eine künstliche Schöpfung. Es ist ihm unerträglich, dass die Ukrainer gerne in einer Demokratie leben. Er verachtet Präsident Selenskyj, demokratisch gewählt, eine Art Coluche, sehr beliebt in Russland. Er dachte daran, kurzen Prozess zu machen, ihn schnell zu vertreiben, um ihn durch eine Marionettenmacht zu ersetzen, ihn nach Moskau zu bringen, um ihn wegen Völkermordes vor Gericht zu stellen.
2348	8	Die Dinge laufen nicht so, wie er es wollte. Er entdeckt einen mutigen Kriegsherrn Zelensky, der das Nationalgefühl der Ukrainer anregt. Ihr Heldentum und das ihres Präsidenten erregten die Bewunderung der öffentlichen Meinung in Europa. Die militärische Überlegenheit Russlands ist offensichtlich, sein Appetit sehr bedrohlich. Putin hat die Mittel, um viel Schaden anzurichten. Wie weit wird er gehen? „Er hat den Bezug zur Realität verloren“, sagte Angela Merkel. Vor seinen europäischen Gastgebern, fünf Stunden lang gegenüber Emmanuel Macron, rührt er wie Marmelade seine schikanöse, scharfe, obsessive Rhetorik gegen den Westen.
2348	10	Stalin war der größte Verbrecher des 20. Jahrhunderts. Diese Vergangenheit ist die Grundlage der Geschichte der Sowjetunion. Putin ist sein Nachfolger. Die Gesellschaft ist mundtot, gewaltsame Unterdrückung. Wenn seine Gegner nicht ermordet werden (47 Journalisten wurden in zwanzig Jahren getötet), schmachteten sie wie Alexeï Nawalny im Gefängnis. Putin hat beim KGB studiert, er ist sogar eine physische Verkörperung davon: haarloses Gesicht, ohne Falten, ausdruckslos, geschwollene Wangen (Cortison oder Botox, fragt man sich), die ihn zu einer Maske machen, hinter der er sich versteckt. Und dann ist da dieser seltsame, leere Blick. Er starrt seine Gesprächspartner an, ohne sie zu sehen, wie eine Katze. Gletscher. Eine schwer fassbare Persönlichkeit. Selbst wenn er wütend ist, spricht er in einem zuckersüßen, flachen Ton, auch wenn er Westlern mit „Konsequenzen droht, die man nie kannte“. Bezog er sich auf die Atombombe? Er sprach das Wort erst am Sonntag aus, als er gesehen wurde, wie er zwei erstarrten, verängstigten Generälen befahl, „die Abschreckungskräfte der russischen Armee in besondere Kampfbereitschaft zu versetzen“. Kurz vor dem Vorschlag an den ukrainischen Präsidenten zu verhandeln. Wenn er sich für den Krieg entschieden hat, dann deshalb, weil er überzeugt ist, dass Demokratien feige Länder sind. Er hasst in uns die Rechtsstaatlichkeit, die Freiheit.
2348	11	Eine unerwartete Reaktion
2348	13	Aber Staunen. Die Ukrainer leisten Widerstand, westliche Führer haben sich auf ein Paket massiver Wirtschaftssanktionen geeinigt, die Russland schwer treffen dürften. Putin glaubte, Europa sei geteilt, die 27 seien vereint. Die Deutschen, die am ersten Tag 5.000 Helme geschickt haben, schalten um. Bundeskanzler Olaf Scholz hat mit der Ankündigung der bevorstehenden Lieferung von 1.000 Panzerabwehrraketen, 500 Stinger-Boden-Luft-Raketen und 9 Haubitzen an die ukrainische Armee ein Tabu gebrochen und eine 100-Milliarden-Euro-Aufrüstung Deutschlands angeordnet. Eine Revolution ! Ein weiteres Wunder, die NATO kommt wieder auf Kurs.
2348	15	Die Reaktion der Belagerten erhöht die Herausforderung für Russland, das seinen Ton verhärtet, tschetschenische Kommandos schickt, um die Drecksarbeit vor Ort zu erledigen, und die Städte bombardiert. Wir haben noch nicht alles gesehen. Wir beginnen zu verzweifeln, wollen aber trotzdem glauben, dass das Schlimmste nicht sicher ist, da der Dialog mit Putin weitergeht.
2349	1	An diejenigen, die gerne Angst vor dem Covid haben: noch mehr Angst zu haben ...
2349	3	Wölfe, Hexen, Vampire spielen... Kinder zwischen drei und acht Jahren lieben es, sich selbst zu erschrecken. Jetzt entdecken wir, dass es auch viele Erwachsene gibt.
2349	5	60 bis 70 % von ihnen wären mit dem bald zu impfenden Gesundheitspass sehr zufrieden. Es gäbe also 40 bis 47 Millionen Franzosen, die an die Lügen der Regierung und die große weltweite Desinformationskampagne von Covid glauben. Die meisten sagen, dass sie den Medien gegenüber misstrauisch sind, 80 % hassen Macron … vertrauen ihnen jedoch voll und ganz, wenn es um Covid und Covid-Informationen geht …
2349	7	Fast zwei Jahre sind vergangen, viele bewährte Quellendaten wurden ihnen zur Verfügung gestellt. Einige Zahlen sind durchgesickert, darunter auch die für Krankenhausaufenthalte … Bedeutende Spezialisten wie Laurent Toubiana, Christian Perronne, Jean-Michel Claverie … haben sie auf die größte Lüge aller Zeiten aufmerksam gemacht. Wir haben ihnen erklärt, dass Macron und seine Mafia unter Ausnutzung des Windfall-Effekts … unermüdlich daran gearbeitet haben, sie zu versklaven.
2349	9	Gehorsam befolgten sie alle einstweiligen Verfügungen, eine wahnhafter als die andere, zum Entzug der Freiheiten, wie die Unterwerfung unter einen QR-Code zum Kaffeetrinken oder Sporttreiben eine davon ist.
2349	11	Wir können nur ableiten, dass etwa 40 bis 47 Millionen französische Erwachsene Covid spielen wollen und immense Ängste haben. Äußerst gravierend ist, dass sie ihre Kinder in ihre Exzesse hineinziehen, sie impfen lassen, sie in Schulen und Hochschulen misshandeln lassen, durch alle möglichen Arten von Mobbing, mit dem Tragen von Maskenpflicht...
2349	13	Wir müssen Sie an all diese Franzosen erinnern, dass sie jetzt an der Leine sind und dass ihr Würgehalsband nicht aufhören wird, sich zu straffen ... dass der nächste Schritt vor dem subkutanen Chipping Digital ID Wallet oder Digital Wallet European Union heißt alle sie betreffenden Informationen sammeln wird und dass die Regierung nach eigenem Ermessen beschließen kann, einen solchen Zugriff oder eine solche Handlung zu verbieten.
235	3	Berichten zufolge steht die Europäische Union kurz davor, ein Embargo für russisches Öl zu verhängen, wartet aber den Ausgang der französischen Präsidentschaftswahlen ab, um die Kandidatur von Marine Le Pen nicht zu begünstigen.
235	4	Der Krieg in der Ukraine geht am 51. Tag der russischen Offensive weiter. Nach Informationen der New York Times, die Le Figaro am Freitag, den 15. April wiederholte, steht die Europäische Union kurz davor, ein Embargo gegen russisches Öl zu verhängen. Laut der amerikanischen Tageszeitung sollen die Verhandlungen über die Bedingungen dieses Embargos jedoch erst nach der zweiten Runde der französischen Präsidentschaftswahlen beginnen, die am 24. April stattfinden wird. Und dies, um die Kandidatur von Marine Le Pen nicht zu bevorzugen.
235	5	Das Ziel dieses Ansatzes wäre daher sicherzustellen, dass die Auswirkungen einer solchen Maßnahme auf den Anstieg der Energiepreise den Kandidaten der Nationalversammlung nicht begünstigen könnten. Und damit die Chancen des Präsidentschaftskandidaten Emmanuel Macron zunichte machen. Das behauptet zumindest die New Yorker Zeitung auf der Grundlage offizieller und diplomatischer Quellen.
235	7	Das Embargo für russisches Öl ist eine Maßnahme, gegen die eine Reihe von Regierungen zurückhaltend ist und die sie hinauszögern könnte. Die Maßnahme sei „komplex“ und werde „mehrere Monate dauern“, gab eine von Le Figaro zitierte Quelle an. „Die Verabschiedung von Maßnahmen in Bezug auf Öl erfordert die Auflösung bestehender Verträge, die Suche nach Alternativen und die Vermeidung ihrer Umgehung. Es wird nicht über Nacht passieren. Es wird mindestens mehrere Monate dauern“, sagte ein europäischer Beamter.
2350	1	CGT und Antifa wollen Zemmour daran hindern, mit Zenith zu sprechen
2350	3	Wenn Zemmour der Lieblingsnerv von Antifas, Islamo-Linken, Einwanderungsverbänden, Indigenisten und anderen Dekolonialisten ist, dann nur, weil sie alle Angst haben, dass Z sie in sein Fadenkreuz nimmt und vor allem, dass er ihre saftigen Subventionen einmal unterdrücken wird in Kraft.
2350	5	Denn mit unseren Steuern wollen diese Feinde der Demokratie ihr Recht durchsetzen!
2350	7	Indem sie auf jeder seiner Reisen gegen Zemmour demonstrieren, ist es ihr Kuchen, den sie verteidigen, und nur ihr Kuchen, unter dem Deckmantel des Antirassismus.
2350	9	Es sei darauf hingewiesen, dass sich kein einziger Journalist, kein einziger politischer Führer mitten im Wahlkampf gegen diese unerträglichen Verletzungen der Demokratie ausspricht.
2350	11	Im Land der Freiheit wollen alle, die Frankreich als Feinde der Republik und der Demokratie betrachtet, all diese revolutionären und islamisch-linken Bewegungen, all diese Antifas, die die Meinungsfreiheit hassen, Eric Zemmour, den 5. Dezember im Zenith, zum Schweigen bringen.
2350	13	Denn für diese Träger der politischen Moral hat nur ihre marxistische Ideologie das Recht auf Staatsbürgerschaft. Nichts wirklich Neues, natürlich hat die Geschichte ihre Macht der Belästigung und ihre Niederträchtigkeit bewiesen.
2350	15	Diese Verteidiger der Meinungsfreiheit nennen sich selbst „Progressive“, während Zemmour natürlich der abscheuliche Faschist ist, der Hohepriester der extremen Rechten, der niedergeschlagen werden muss.
2350	17	Mit diesen Fanatikern ist jede Debatte über Ideen unmöglich. Sein Vaterland zu lieben und zu verteidigen ist Faschismus.
2350	19	Ihre tödlichste Lieblingswaffe ist immer noch und immer der intellektuelle Terrorismus.
2350	21	Jeder Gegner muss ihre Zensur, ihre Lügen und ihre Gewalt erleiden. Unter diesen Fachleuten der Veranstaltung existiert die Debatte nicht. Wir reden nie, wir demonstrieren immer.
2350	23	Sie sind dieselben, die die kommunistische Ideologie verherrlicht haben, die 100 Millionen Tote verursacht hat.
2350	25	Es sind dieselben Leute, die in der Vergangenheit Stalin, Mao, Castro, Pol-Pot, die größten Verbrecher der Geschichte, gepriesen haben.
2350	27	Erst als Hitler 1941 in Russland einmarschierte, entdeckten die Kommunisten plötzlich eine patriotische Ader gegen die Nazis. Etwas spät nach der Niederlage von 1940.
2350	29	Während des Indochina-Krieges waren sie für Ho Chi Minh.
2350	31	Während des Algerienkrieges standen sie auf der Seite der FLN und verrieten unsere Soldaten.
2350	33	Sie lobten die Entkolonialisierung und kämpften gegen den westlichen Imperialismus, aber gleichzeitig unterstützten sie die UdSSR, die die Länder Osteuropas kolonisierte und sie unter ihrem unerbittlichen Joch hielt.
2350	35	Denn die Moral der Linken liegt im Munde des Kunden.
2350	37	Es sollte daher nicht überraschen, dass diese marxistische Bewegung, die sich selbst als „progressiv“ bezeichnet, Eric Zemmour nach so vielen Verraten im Laufe der Geschichte in das Lager der Faschisten, Rassisten, Fremdenfeinde und Islamfeindlichen stellt.
2350	39	Als großer Patriot, der entschlossen ist, unsere Identität und unser kulturelles Erbe zu verteidigen, ist er ein Faschist, der zum Schweigen gebracht werden muss. Das ist die Ideologie der französischen extremen Linken.
2350	41	Wie Jean Sévilla in seinem Buch „Intellektueller Terrorismus“ schrieb, handelt es sich um einen seit Jahrzehnten bestehenden totalitären Mechanismus, um Gegner linksextremer Ideen zu zerschlagen.
2350	43	Beleidigungen, Gräuel, Lügen, Verschmelzung, Vorsatzprozesse und Hexenjagden gehören zur Palette des intellektuellen Terrorismus. Ganz zu schweigen von den gewalttätigen Demonstrationen.
2350	45	So rufen die CGT und die Antifas am 5. Dezember zur Bildung „einer breiten Palette progressiver Organisationen gegen rechtsextremes Gedankengut“ auf.
2350	47	Beachten Sie, dass sich der Diskurs seit 70 Jahren nicht geändert hat.
2350	49	„Am 5. Dezember wird Paris Zemmour zum Schweigen bringen“, kündigt die CGT an.
2350	51	Für unsere Verteidiger des zemmourischen Patriotismus ist der 5. Dezember im Zenith nur „die faschistische Hochmasse“ des Kandidaten.
2350	53	Eine Veranstaltung, der wir „eine Kundgebung gegen das faschistische Wort“ entgegensetzen müssen.
2350	55	Denn Zemmour „packt seine Hassreden überall aus“, sowie:
