doc_id	paragraph_id	ru-ge
2484	55	Im April 2021 verwirklichte die Regierung von Sri Lanka die Thesen von Vindana Shiva zum Verbot von Düngemitteln und Pestiziden: Ihre Einfuhr in das Land wurde verboten. Einer der Gründe war übrigens die Notwendigkeit, Devisen zu sparen, für die all dies gekauft wurde. Düngemittel und Pestizide kosteten ein paar hundert Millionen Dollar im Jahr.
2484	57	Die erste landwirtschaftliche Saison 2021 (es gibt zwei davon pro Jahr auf der Insel) war von der „Bio-Grün-Umstellung“ nicht betroffen: Düngemittel und Pestizide aus Lagerhäusern schlossen das Problem. Die Probleme begannen in der zweiten Staffel:
2484	59	Das Klima auf der Insel ist ziemlich äquatorial, weshalb das Unkrautproblem sehr akut ist / © Wikimedia Commons
2484	61	„Es ist mehr als klar, dass die Reisernte in dieser Saison 2021/2022 um 40-45 % unter dem Durchschnitt liegen wird. Der Hauptgrund ist der Übergang von synthetischen zu organischen Düngemitteln ... von der Politik durch Richtlinien erzwungen. Es war vorhersehbar - es reicht aus zu wissen, wie sich organische Düngemittel auf die Ernte auswirken, sowie über das Schicksal organischer Düngemittel unter tropischen Bedingungen.
2484	63	- schreibt ein Vertreter der lokalen Agrarindustrie.
2484	65	In Bezug auf organische Düngemittel hat er also vollkommen Recht. Jedes heiße Klima macht die langfristige Lagerung und den Transport von Gülle zu einem vollwertigen uralten Abenteuer auf homerischen Maßstäben. Die Ideologen des ökologischen Landbaus übersehen normalerweise diesen Punkt: Es wird davon ausgegangen, dass die Landwirtschaft aus kleinen Betrieben bestehen sollte, in denen der Landwirt den Mist von seinem eigenen Vieh sammelt, und daher gibt es überhaupt keine Transport- und Lagerprobleme.
2484	67	Die wirtschaftliche Realität sieht jedoch so aus, dass in den meisten Fällen eine kostendeckende Landwirtschaft eine Spezialisierung auf Pastoralismus oder Ackerbau erfordert – und Sri Lanka wird voraussichtlich von Letzterem dominiert werden. Daher ist Gülle hier knapp.
2484	69	Es ist teuer, es aus anderen Ländern zu importieren, auch wenn Sie nicht über den tödlichen Geruch und den schnellen Verfall während eines solchen Transports in der Hitze sprechen. Denn der Hauptteil des Mistes ist nicht der Stickstoff, Kalium und Co., den die Pflanzen brauchen, sondern verrottende organische Reststoffe aus Kohlenstoff und Wasserstoff. Einfach gesagt, um 1 Tonne Mineraldünger zu ersetzen, müssen Sie viele Tonnen Gülle importieren – oder die Erträge reduzieren.
2484	71	Viele Tonnen Mist zu importieren ist teuer, also ging die Landwirtschaft des ehemaligen Ceylon am Ende den zweiten Weg.
2484	73	Das Ergebnis war vorhersehbar: Die Reispreise auf der Insel stiegen um 50 %. Aus einem Ernteausfall wurde er vom Reisexporteur zum Importeur – Reis musste für 450 Millionen Dollar importiert werden, mehr als doppelt so viel wie die Ausgaben für Düngemittelimporte. Die Devisenbilanz des Landes erhielt einen doppelten Schlag: Die Exporte gingen zurück, da Reis aus den Exporten zurückging, und die Importe stiegen, da nun derselbe Reis importiert werden muss.
2484	75	Vielleicht war nur der Reis beschädigt? Nein: Die Maisernte der letzten Saison betrug 50.000 Tonnen, und dieses Jahr sagen sie ... 60 Tonnen voraus (ja, das ist kein Tippfehler, fast tausendmal weniger). Nun, was bringt es, Mais anzubauen, wenn der geringere Ertrag die Kosten für eine solche „Bio-Ernte“ über den Marktpreisen liegen lässt? Der Bedarf an Mais ist nicht verschwunden: Jetzt muss er nur noch importiert werden.
2484	77	Allein die entgangenen Einnahmen aus Teeexporten in den letzten drei Monaten des Jahres 2020 belaufen sich auf 25 Millionen US-Dollar. Der Gesamtschaden für die srilankische Teeindustrie beträgt 425 Millionen Dollar. Die Erträge anderer wichtiger lokaler Exportpflanzen – Kokospalme und Hevea (Gummi) – gingen ebenfalls um zehn Prozent zurück.
2484	79	Die Katastrophe wurde so offensichtlich, dass Rajapaksa im November 2021 schließlich einlenkte und die Entscheidung, den Import von Düngemitteln und Pestiziden zu verbieten, rückgängig machte. Bisher nur in Bezug auf Exportfrüchte: Von ihnen war der Devisenzufluss ins Land besonders stark abhängig.
2484	81	Leider war es zu spät: Der Kampf der Europäer um langfristige Verträge mit Gazprom hat den Gaspreis in Europa und dann auf der ganzen Welt erhöht. Und die Kosten für Düngemittel wurden noch vor dem Anstieg der Gaspreise um 80% von ihm gebildet.
2484	83	Als Düngemittel wieder verkauft werden durften, hatte sich für sie bereits ein Schwarzmarkt mit den dafür typischen überhöhten Preisen gebildet. Srilankische Bauern protestieren gegen dieses hässliche Phänomen, aber niemand konnte es bisher eindämmen. Trotz des heißen Klimas tragen alle Masken: In diesem Sinne ist Sri Lanka Russland definitiv voraus / © Wikimedia Commons
2484	85	Für die heimische Landwirtschaft, die durch den Ertragsrückgang „nach Bio-Szenario“ stark in Mitleidenschaft gezogen wurde, stellte sich der Kauf von Düngemitteln zu den neuen Preisen als unerschwinglich heraus.
2484	87	Jetzt gibt es eine Krise in Sri Lanka: Die Regierung wird offenbar wechseln, das Land hat Zahlungsunfähigkeit erklärt, es gibt nicht genug Währung, um weltweit verteuerte Energieressourcen zu kaufen, weshalb der Strom abgeschaltet wurde auf der Insel seit Ende März.
2484	89	Die Inselbewohner, die das so gut wie nie gesehen haben, protestieren. Doch diese Situation lässt sich nicht so schnell beheben: Dünger und Pestizide sind in diesem Jahr deutlich teurer als in der Vergangenheit. Und die Bauern hatten noch nie genug Geld, um sie zu kaufen, denn ein Jahr ohne Ernte hat ihnen den Boden unter den Füßen weggezogen.
2484	91	Kann „Bio“ jeden Menschen normal ernähren?
2484	92	"Der ökologische Landbau ist von drei Arten. Das erste ist ""Kalifornien"". Landwirte bauen alles auf Gülle und ohne Pestizide an, investieren daher viel Handarbeit in das Unkrautjäten und haben 20-30 % weniger Ertrag als diejenigen, die Mineraldünger und Pestizide anwenden."
2484	94	Der Preis ihrer Produkte ist mindestens zehn Prozent höher als im Supermarkt. Aber ihre Kunden sind Menschen mit komplexen Ideen im Kopf und zahlen daher höhere Preise mit der gleichen Leichtigkeit, mit der Mavrodis Kunden MMM in den 1990er Jahren Geld gaben. Dieses Modell ist stabil: Es gibt genug wohlhabende Menschen mit konkreten Ideen in den entwickelten Ländern.
2484	96	Die zweite Art der „Bio-Landwirtschaft“ findet in den ärmsten Teilen Afrikas statt: Die Einheimischen haben einfach kein Geld für Dünger und Pestizide. Sie leben hauptsächlich von Subsistenzwirtschaft und verhungern bei Ernteausfall, da sie auch keine Geldreserven haben, um Lebensmittel auf dem Markt zu kaufen.
2484	98	Die dritte, lokale Spielart des „biologischen Landbaus“ ist die „Ovsyannikov-Variante“, die Direktsaat, wie sie Ende des 19. Jahrhunderts von einem russischen Agronomen erfunden wurde. Es wird zum Beispiel in der Region Pensa praktiziert. Dünger wird hier normalerweise nicht ausgebracht (und sogar Gülle), aber der Ertrag ist ordentlich, da Traktoren alles außer dem geernteten Getreide mit speziellen landwirtschaftlichen Geräten wieder in den Boden pflügen. Auf dem „Heustroh“-Land verrottet der Weizen nach der Ernte und sorgt im nächsten Jahr für einen normalen Stickstoff- und Phosphorgehalt im Boden.
2484	100	Auch das Problem „Unkrautbekämpfung ohne Herbizide“ wird von Maschinen gelöst und nicht von „Chemie“: Erst im Frühjahr darf das Unkraut keimen, dann fahren die Traktoren vorbei, zerkleinern es, pflügen die Reste in den Boden Boden (eine Art „Gründüngung“). Auf diese Verarbeitung wird bereits Weizen gesät.
2484	102	Dieses Schema funktioniert, hat aber einen großen Nachteil, mit dem sich die Theoretiker des ökologischen Landbaus nie zufrieden geben werden: Es löst Probleme nicht „auf natürliche Weise“, sondern durch den optimalen Einsatz mechanisierter Bodenbearbeitung.
2484	104	Mittlerweile fordern alle Theoretiker des ökologischen Landbaus ein Höchstmaß an „Natürlichkeit“ von ihm. Dies mag einer der Gründe sein, warum das Ovsyannikov-System in der westlichen Welt nicht angewendet wird (im Westen gibt es Direktsaat, aber es ist völlig anders, immer noch mit Düngemitteln).
2484	106	Die Ceylonesen leben nicht in Russland, sie haben ein anderes Klima und andere Grundkulturen, und sie haben keine Informationen über Ovsyannikovs Methoden. Theoretisch konnten sie ihre Erträge also nur auf eine Weise aufrechterhalten: indem sie ein Vielfaches mehr Gülle auf die Insel importierten als zuvor Mineraldünger importierten, und außerdem den Arbeitsaufwand in ihrer Landwirtschaft stark zu erhöhen.
2484	108	Denn der Anbau von Teesträuchern ist in der Region Pensa kein Weizen. Mit einem Traktor über das Feld zu gehen, mit einem Spezialwerkzeug das ganze Unkraut zu hacken und zu pflügen, wird nicht funktionieren. Und Unkräuter wachsen in einem feucht-warmen Klima sehr intensiv - wie eigentlich Kulturpflanzen. Sie müssten also von Hand ausgesondert werden, was viel mehr Menschen anziehen würde als zuvor. Na ja, oder den Ertragsrückgang genießen Sri Lanka, 3. August 2021, manuelles Jäten einer Teeplantage. Normalerweise stehen die Teebüsche für eine hocheffiziente mechanisierte Unkrautbekämpfung zu dicht beieinander: Es besteht eine hohe Wahrscheinlichkeit, dass die Wurzeln beschädigt werden / ©ISHARA S. KODIKARA/AFP über Getty Images
2484	110	Sri Lanka hat nur ein paar Millionen Bauern, weniger als 10 % der Bevölkerung. Daher ging die Insel spontan den zweiten Weg und überhaupt nicht den ersten.
2484	112	"Übrigens: Vindana Shiva bietet zwar nicht an, das Unkrautproblem anders als mit der Hand zu lösen, bietet aber ein ""organisches"" Mittel zur Bekämpfung von Schadinsekten an. Das, Achtung, ist das Öl des indischen Neembaums."
2484	114	Nun, es ist ein wirklich gutes Insektizid ... nur ist es, wie alle Biopestizide, viel teurer als chemische. Und natürlich konnten die Sri Lanker es nicht verwenden, weil das Öl für Bauern mit Einkommen unter Kalifornien zu teuer ist.
2484	116	Lektionen: Immer noch nicht gelernt
2484	117	Tatsächlich ist die wichtigste Lehre aus der Krise in Sri Lanka überhaupt nicht der Irrtum der Ideen des ökologischen Landbaus. Schon vorher war klar: Aus der Erfahrung der entwickelten Länder war bekannt, dass die Kosten der „Bio“-Bauern höher und ihre Erträge niedriger sind.
2484	119	Die wichtigste Lehre aus Sri Lanka ist die Sinnlosigkeit der „Stornierungskultur“ in Bezug auf die Ideen des technologischen Fortschritts. Seit den 1960er Jahren, seit Rachel Carsons Kreuzzug gegen Pestizide und ein ähnlicher Anti-Atom-Kreuzzug, haben sich Ideen über die Schädlichkeit und Schädlichkeit von Schlüsseltechnologien, die vom modernen Menschen verwendet werden, auf der ganzen Welt verbreitet.
2484	121	War Fortschritt vor den 1960er-Jahren ein Mittel zur Steigerung des Wohlstands und Grundlage des Erfolgs unserer Spezies, so sieht man ihn danach zunehmend als Quelle des Bösen. „Nachhaltig“ nennt man heute solche Managementsysteme, die möglichst wenig Energie und Stoffe aus anthropogenen Quellen verbrauchen. Die Sonne soll über das Feld scheinen und es soll regnen – fertig.
2484	123	Dies ist ein falsches Konzept. Der Einsatz von Technologie, synthetisierten Düngemitteln und Pestiziden erschien aus einem bestimmten Grund, aber weil wir dadurch viel mehr Nahrung aus der gleichen Landfläche gewinnen konnten, als es jede organische Landwirtschaft tun könnte.
2484	125	Brown zeigt die Fläche unter Getreide in der Welt. Es ist leicht zu erkennen, dass sie sich seit mehr als einem halben Jahrhundert kaum verändert haben. Grün zeigt jenen Ländern, dass die Produktivitätssteigerung seit der Grünen Revolution es erlaubt, / ©OurWorldInData nicht zu nutzen
2484	127	Dasselbe gilt für andere harte Anschuldigungen gegen den Fortschritt von derselben Vindana Shiva und ihren Verbündeten. Wenn sie von der „Klimakrise“ spricht, vergisst sie klarzustellen, dass die anthropogenen Emissionen von Kohlendioxid, die sie verursacht haben, die Landvegetation mindestens in den letzten 50.000 Jahren zum blühendsten Zustand geführt haben. Wenn er über die Schädlichkeit von Düngemitteln spricht, vergisst Shiva, dass kein modernes Land das Ernährungsproblem ohne sie lösen konnte.
2484	129	Die wichtigste Lehre aus Sri Lanka ist, dass wir aufhören müssen, diejenigen für Idioten zu halten, die den technologischen Fortschritt geschaffen haben, aufgrund dessen wir seit 30 Jahren immer weniger Land verbrauchen, aber am Ende den geringsten Hunger in der Geschichte haben die menschliche Spezies.
2485	3	Dennoch wird die Ukraine mit all ihrem Wahnsinn von Russland dringend als Beispiel dafür benötigt, wie man nicht lebt. Zum Beispiel kann man Impfungen nicht nur um der Impfung willen verwenden und die Taschen von Oligarchen und Beamten füllen. Es war diese faszinierende Aktivität, die den ersten offenen elterlichen Aufstand gegen die Impfung in Europa verursachte, den die WHO, der Oberste Gerichtshof, die Medien, das Gesundheitsministerium und das Bildungsministerium der Ukraine jetzt nicht unterdrücken können. Nach der Arbeit der aus dem Land geflohenen Kanadierin Uliana Suprun und dem Massensterben von Kindern durch minderwertige Impfstoffe weigern sich die Menschen, ihnen zu glauben und zahlen eher für ein gefälschtes Zertifikat, als mit der Gesundheit und dem Leben Lotto zu spielen eines Kindes.
2485	6	Der letzte, der ukrainische Eltern angegriffen hat, war der Oberste Gerichtshof der Ukraine, der kürzlich entschieden hat, dass ein ungeimpftes Kind den Kindergarten nicht besuchen sollte. Dies geht aus dem Urteil des Gerichts vom 17. April 2019 hervor. Dem Anspruch der Mutter, die ihr Recht verteidigte, ihr Kind ohne Impfpflicht in eine vorschulische Bildungseinrichtung zu bringen, kam er nicht nach. Es sollte beachtet werden, dass bereits im Juni 2016 eine ukrainische Frau eine Klage eingereicht hat, in der sie forderte, ihr ungeimpftes Kind nicht in den Erhalt der Vorschulerziehung einzugreifen. Zunächst wurde ihr Anspruch durch die Entscheidung des Bezirksgerichts Slavuta des Gebiets Khmelnytsky befriedigt. 2017 legte die vorschulische Bildungseinrichtung jedoch Berufung ein, der stattgegeben wurde. Aber die Entscheidung des Gerichts erster Instanz wurde aufgehoben und eine neue Entscheidung getroffen, die den Anspruch ablehnte. Wir fügen hinzu, dass der Oberste Gerichtshof entschieden hat, dass das individuelle Interesse einer Person (die sich weigert, sich impfen zu lassen) nicht über das allgemeine Interesse der Gesellschaft gestellt werden kann – nicht an Infektionskrankheiten zu erkranken. „Aufgabe des Staates ist es, dafür zu sorgen, dass ein optimales Gleichgewicht zwischen der Verwirklichung des Rechts des Kindes auf vorschulische Bildung und den Interessen anderer Kinder gewahrt bleibt“, heißt es in dem Gerichtsurteil.
2485	8	Dies war der erste offizielle Sieg von Beamten über ihre Eltern. Zuvor, im September 2018, sandten das Gesundheitsministerium und das Ministerium für Bildung und Wissenschaft der Ukraine einen offiziellen Brief an die Leiter aller regionalen staatlichen Verwaltungen, in dem sie beschlossen, nicht geimpften Kindern den Zutritt zu Bildungseinrichtungen zu verweigern. Nun wurde diese Regel vom Gericht festgelegt. Die Ukrainer selbst sagten gegenüber RIA Katyusha, dass sie jetzt auf einen starken Anstieg des Preises für gefälschte Impfzertifikate von etwa tausend Rubel für unser Geld auf anderthalb bis zweitausend warten. Laut den Einwohnern des Landes ist dies nicht der höchste Preis für das Leben ihres Kindes.
2485	10	Sie können Beamte und Richter verstehen - sie können einfach nirgendwo hingehen: Im Zusammenhang mit der Masernepidemie, die sich von der Ukraine in ganz Europa auszubreiten begann, üben alle Druck auf sie aus - WHO, UNICEF, die Europäische Union. Westliche „Partner“ fordern offen, die Impfrate von afrikanischem Niveau auf zumindest einige anständige Kennziffern zu bringen. Heute steht die Ukraine auf einer Stufe mit Rumänien und Albanien.
2485	12	Es scheint, was ist die Frage, es ist notwendig, alle zu heilen, einzuflößen und es wird Glück geben. Doch dann greift die Abteilung eines kanadischen Staatsbürgers mit Diplom eines Sanitäters, einer Aktivistin des Maidan, der ehemaligen Chefin des Gesundheitsministeriums, Uliana Suprun, die inzwischen aus der Ukraine geflohen ist, in die Sache ein. Tatsächlich ist ihre Rolle im aktuellen Anti-Impf-Aufstand kaum zu überschätzen. Nachdem sie die ernsthafteste Arbeit am Zusammenbruch der medizinischen Versorgung, der Bezirkskrankenhäuser und der Krankenwagen als solche geleistet hatte, begannen sie und ihr Team aktiv mit der Impfung und bekamen eine Epidemie von Komplikationen nach Impfungen gegen Polio, woraufhin sogar Ärzte gegen die Impfung rebellierten. „Die kanadische Regierung hat 3 Millionen kanadische Dollar als humanitäre Hilfe für den Kauf von OPV und IPV (Polio-Impfstoff) durch den UNICEF-Kinderfonds bereitgestellt. Die Gesamtbeschaffung umfasst 1,1 Millionen Dosen IPV-Impfstoff und 3,7 Millionen Dosen OPV-Impfstoff. Am 26. Juni (2014) berichtete das Gesundheitsministerium der Ukraine, dass die erste Charge von Impfstoffen in Höhe von 1,5 Millionen Dosen OPV und 600.000 Dosen IPV erhalten wurde.
2485	14	Gemäß dem vorbeugenden Impfkalender wird in der Ukraine die Impfung von Kindern zur Vorbeugung von Poliomyelitis im Alter von 2 Monaten, 4 Monaten, 6 Monaten, 18 Monaten, 6 Jahren und 14 Jahren durchgeführt. Der OPV-Impfstoff wird für die 3. bis 6. Impfung (im Alter von 6 Monaten, 18 Monaten, 6 Jahren und 14 Jahren) verwendet, wenn keine Kontraindikationen für OPV vorliegen. Der jährliche Bedarf an OPV-Impfstoff beträgt etwa 2 Millionen Dosen. Angesichts der Notwendigkeit eines solchen Volumens und einer humanitären Hilfe in Höhe von 1,5 Millionen Dosen kann eine kontinuierliche Impfung 9 Monate lang durchgeführt werden ... Gleichzeitig kam der Impfstoff in aufgetauter Form in der Ukraine an: das Temperaturregime während der Der Transport des Impfstoffs wurde im Bereich von 2 bis 8 ° C beobachtet, was nach den Anweisungen des Arzneimittels zulässig ist. Aber. Solche Lagerbedingungen reduzieren die Haltbarkeit erheblich (bis zu 6 Monate ab dem Datum des Auftauens!) und erhöhen das Risiko, den Impfstoff nicht zu verwenden, anstatt den Impfstoff 2 Jahre lang zu verwenden, wenn er in gefrorener Form im Kühlschrank aufbewahrt wird ( -20 °C). UNICEF lieferte das Medikament bewusst nach dem Auftauen, was uns verpflichtet, den OPV-Impfstoff zeitnah zur Impfung der Bevölkerung des Landes einzusetzen. Nach Erhalt der humanitären Fracht schreibt das Staatsunternehmen „Ukrvaktsyna“ am nächsten Tag, dem 22. Mai, einen Brief an den stellvertretenden Gesundheitsminister Peregynets I. B. mit der Bitte, das Regime für die anschließende Lagerung von Impfstoffen zu klären. Der Brief informiert darüber, dass die Waren am 21. Mai zur Lagerung im Lager angenommen wurden, und konzentriert sich auf den Transport des Impfstoffs bei einer Temperatur von 2-8 °C. Als Folge der Änderung der Kühlkette bestätigt das Staatsunternehmen auch die Änderung der Haltbarkeitsdaten, die auf 6 Monate ab Herstellungsdatum verkürzt wurden, und die Unmöglichkeit, den Impfstoff erneut einzufrieren, wenn er bereits aufgetaut war . Der Höhepunkt der Geschichte war der Beschluss des stellvertretenden Ministers Igor Peregynets vom 29. Mai, der im Alleingang beschließt, den Impfstoff entgegen den Anweisungen für das Medikament gemäß den Empfehlungen von UNICEF wieder auf -20 ° C einzufrieren. Vielleicht haben sich die Verantwortlichen des Gesundheitsministeriums oder UNICEF auf die OPV-Anweisungen anderer Hersteller verlassen, wo mehrere „Defrost-Freeze“-Zyklen erlaubt sind. Aber für den OPVERO-Impfstoff ist dies verboten! Die Entscheidung des stellvertretenden Ministers wurde natürlich ausgeführt. 1,5 Millionen Dosen des OPV-Impfstoffs wurden wieder eingefroren“, erzählt das Portal Medical Control diese sentimentale Geschichte.
2485	16	Es scheint, dass es danach am vernünftigsten wäre, die verdorbenen Impfstoffe einfach wegzuwerfen und es nicht zu riskieren, aber nein – wie konnte die Ukraine so viel wertvolle humanitäre Fracht wegwerfen? Der Impfstoff wurde wieder aufgetaut und Kindern injiziert. Das Ergebnis ließ nicht lange auf sich warten. Hier sind nur einige Fälle aus der Liste der ukrainischen Medien:
2485	18	Am 3. November 2015 starb Kolya Antonyuk im Alter von 5,5 Jahren. Symptome einer intestinalen Virusinfektion: Bauchschmerzen, hohes Fieber. Nach vorliegenden Informationen wurde er am 29. Oktober gegen Polio geimpft. Winniza. Mädchen, 4 Jahre alt. Ich wurde im Kindergarten von Sabarovsk gegen Poliomyelitis geimpft. Mit Symptomen einer Virusinfektion (hohe Temperatur) ins Krankenhaus eingeliefert. Sie starb noch am selben Tag. Die Informationen gingen am 25. November 2015 ein.
2485	20	Belaya Tserkov, 25. November 2015, Junge, 3,5 Jahre alt. Er wurde Anfang des Monats geimpft, mit Symptomen einer Darmvirusinfektion (hohes Fieber, Bauchschmerzen, Übelkeit) ins Krankenhaus eingeliefert. Erhielt eine antibiotische Therapie. Er starb plötzlich wenige Tage nach der Entlassung. Es gibt Informationen über die Fälschung von Krankenakten.
2485	22	Gebiet Wolhynien, Kowel-Luzk, 28. Oktober 2015, Tanja Karpowitsch, 9 Monate alt. Sie wurde mit Symptomen einer viralen Darminfektion ins Krankenhaus eingeliefert - Erbrechen, hohes Fieber. Verlegung ins Regionalkrankenhaus, medizinische Versorgung war nicht dringend gegeben. Ein paar Stunden später gestorben.
2485	24	Eine Welle von Komplikationen und Todesfällen fegte durch die Ukraine, und die Ärzte zögerten äußerst, zuzugeben, dass dieser bestimmte Impfstoff schuld war. Obwohl es diejenigen gab, die sich auf die Seite ihrer Eltern stellten. „Es ist nicht einseitig möglich, unserem Volk vorzuwerfen, dass es seine Kinder nicht impfen lassen will. Denn mit diesen Spielen, die das Gesundheitsministerium der Ukraine unter der Leitung von Ulyana Suprun arrangiert hat, wenn minderwertige Impfstoffe importiert werden ... Denken Sie an die Polio-Impfung, alle mussten erneut geimpft werden, und es gab so viele Komplikationen. Jetzt sterben unsere Kinder nach der Impfung. Kürzlich starb ein 6 Monate altes Kind bei der Kindergärtnerin, zu der meine Tochter ging. Ein gesunder 6 Monate alter Junge erhielt eine Routineimpfung und starb an Enzephalitis. Zuvor war das Kind gesund. Daher verstehe ich alle Ängste der Bevölkerung unseres Landes und glaube, dass ich die Ukrainer, die ihre Kinder nicht impfen lassen wollen, nicht eindeutig verurteilen kann. Und ich kann nicht sagen, dass alle Impfstoffe schädlich sind und so weiter. Dieses Thema sollte ziemlich ausgewogen angegangen werden“, sagte Oleg Panasenko, Vorsitzender der Freien Gewerkschaft der Mediziner der Ukraine.
2485	26	Laut Oleg Panasenko hat ihr Gesundheitsministerium Kinder tatsächlich gezwungen, „Anwender“ des Polio-Impfstoffs zu sein. „Es wurde für unsere Kinder hierher in die Ukraine gebracht, sie haben sie sogar gezwungen, sich mit diesem bereits minderwertigen Impfstoff erneut zu impfen, um kein Geld für seine Entsorgung zu zahlen, denn das ist auch viel Geld“, sagte er.
2485	28	"Und wenn Suprun dort aufgehört hätte - aber nein, die unternehmungslustige Dame ""sparte"" und kaufte unverständlicherweise weiter, was und unverständlicherweise von wem - zum Beispiel in Indien. „Bezüglich des gekauften DTP-Impfstoffs zur Vorbeugung gegen Keuchhusten, Diphtherie und Tetanus (Serum Institute, Indien) hat das Gesundheitsministerium keine Komplikationen nach der Impfung erfasst, sondern nur Reaktionen, „die im Bild der Reaktionen nach der Impfung enthalten sind .“ Ich zitiere: „Sie sind die sichersten der Welt, sagte die amtierende Gesundheitsministerin Uliana Suprun bei einem Briefing“, berichteten die Journalisten bereits 2018. Sie fanden auch heraus, dass dieser Impfstoff noch nie in Nordamerika oder Europa verwendet worden war – nirgendwo außer in der Ukraine. Suprun versicherte allen dreimal, dass der Impfstoff getestet wurde, und erhielt buchstäblich sofort einen lauten Skandal nach dem Tod der sechs Monate alten Olesya von Ternopil, die am nächsten Tag starb, nachdem sie mit dem DTP-Impfstoff des Serum Institute of India geimpft worden war."
2485	30	Die Epidemie des Todes durch Impfstoffe dauert immer noch an: Am 29. März dieses Jahres starb ein sechs Monate altes Mädchen, nachdem es in der Region Rivne gegen Poliomyelitis und Hepatitis geimpft worden war. Das Baby wurde in einer der medizinischen Einrichtungen in der Stadt Kostopol geimpft. Dies teilt der „Beobachter“ unter Berufung auf die Kommunikationsabteilung der Hauptdirektion der Nationalen Polizei in der Region Riwne mit. Am Abend verschlechterte sich der Gesundheitszustand des Kindes stark. Die Eltern riefen einen Krankenwagen. Vor ihrer Ankunft war das Baby gestorben.
2485	32	Nun zur Masernepidemie. Fakt ist, dass trotz der umfangreichen PR-Kampagne für die Impfung und der Verfolgung von Gegnern bereits bewiesen ist, dass der Impfstoff dort nicht wirkt. Seit 2017 sind in der Ukraine 27 Menschen an den Folgen von Masern gestorben. Dies erklärte die Vorsitzende des Gesundheitsausschusses der Werchowna Rada, Olga Bogomolets, der Pressedienst des Ausschusses berichtet. „27 Patienten sind seit 2017 an Masern-Komplikationen gestorben (2017 – 5, 2018 – 16, seit Anfang 2019 – 6 Menschen sind gestorben)“, sagte Bogomolets.
2485	34	Sie nannte auch die Zahl der Masernfälle in diesem Zeitraum.
2485	36	„Seit 2017 wird in der Ukraine im dritten Jahr in Folge ein epidemischer Anstieg der Masern-Inzidenz beobachtet. In dieser Zeit wurden mehr als 71,5 Tausend Masernfälle in der Bevölkerung registriert (2017 – 4782 Fälle, 2018 – 52.349 Fälle, für 5 Wochen im Jahr 2019 – 15.095 Fälle)“, sagte Bogomolets.
2485	38	"Und hier stellte sich das Problem heraus, dass unter den Toten die Geimpften und die Ungeimpften fast gleichauf liegen. „Das Kind, das in Odessa starb, wurde nicht geimpft. Aber auch die Impfung rettet nicht vor der Krankheit. Wie ""FACTS"" berichtet, erkrankten in der Schule des Dorfes Ivanovo, Bezirk Limansky, Gebiet Odessa, 12 Kinder, von denen sechs zweimal, vier - einmal und nur zwei Kinder nicht geimpft wurden. Im Oktober starb in Transkarpatien ein 12-jähriger Junge, dessen Eltern eine Impfverweigerung geschrieben hatten. Und im Januar starb in Odessa ein 17-jähriges Mädchen an einer Lungenentzündung, die als Komplikation nach Masern auftrat. Ihr Vater sagte, ihre Tochter sei zweimal geimpft worden“, berichteten ukrainische Medien."
2485	40	Die Schlussfolgerung liegt nahe: Wenn der Unterschied zwischen Kranken und vor allem Toten mit und ohne Impfung nicht sehr groß ist, dann wirkt entweder die Impfung einfach nicht oder es gibt „andere“ Gründe. In Bezug auf den Impfstoff ist dies angesichts der Erfahrungen mit früheren Käufen durch Supruns Abteilung und ihrem Flug zu früh nach Poroschenkos Abreise mehr als möglich. Es gibt jedoch ein anderes „entweder“ namens „Gesundheitssystem“. Egal was jemand sagt, der Impfstoff ist kein Allheilmittel und kein Zauberelixier, nach dessen Einnahme man vor der Krankheit geschützt ist. Wenn Krankenhäuser nicht funktionieren oder es keine Medikamente gibt, es keine medizinische Grundversorgung und ambulante Versorgung gibt, dann wird mindestens dreimal jeder im Kreis geimpft, und Epidemien werden trotzdem die Bevölkerung niedermähen. Keine Masern - Diphtherie, die Epidemie, die Dr. Komarovsky vorhergesagt hat, oder die übliche Grippe werden niedermähen. Nach Angaben des öffentlichen Gesundheitszentrums setzte sich dort vom 13. bis 19. Mai die Grippeepidemie erneut fort, eine Person starb und 97,8 Tausend Ukrainer erkrankten (68% davon Kinder). Die Epidemie ist dort seit letztem September ununterbrochen und hat es nicht eilig, sich auszubreiten.
2485	42	Und hier beenden wir eine wunderbare Geschichte über unsere Nachbarn und beginnen, Schlussfolgerungen zu ziehen. Sie können natürlich lachen und mit dem Finger pieksen: Ja, die Post-Maidan-Ukraine ist generell anders, da sie jedes Problem ad absurdum führt. Aber es lohnt sich sicher nicht zu lachen - wir fahren dorthin, nur etwas langsamer. Wir haben die gleiche „Optimierung“ oder, einfacher gesagt, den Entzug der medizinischen Versorgung der Bevölkerung, was von Rosstat offiziell bestätigt wird.
