doc_id	paragraph_id	ge-en
2265	15	"The minister then said that Putin had ""already said everything"" and that there was nothing to add."
2265	17	"""I'll tell you again: they are trying to forget everything that preceded this event. They deny, deny, do not want to hear what preceded February 24, which was the vote in Crimea. They are not satisfied with that that we are very patient. But when our patience 'breaks', we react to the rudeness and humiliation of the Russian people, like in the coup [in Ukraine] in February 2014,"" Lavrov said."
2265	19	"When the correspondent asked Lavrov about the fate of the British fighters who were captured during the fighting and sentenced to death as mercenaries in the Donetsk People's Republic, Lavrov replied that this question should be addressed to the Donetsk People's Republic. ""In the eyes of the West, Russia is responsible for the fate of these people,"" Rosenberg countered, but Lavrov interrupted him:"
2265	21	I'm not at all interested in who is responsible for this in the 'eyes of the west'. I'm only interested in international law, according to which mercenaries are not combatants. So it doesn't matter how you see it.
2265	23	When Rosenberg protested that the two men were not mercenaries but had served in the Ukrainian military, Lavrov argued that this was a matter for the court - a court as legitimate and independent as the British courts.
2265	25	British nationals Shaun Pinner and Aiden Aslin were among a trio of foreign fighters convicted as mercenaries by the Donetsk Supreme Court last week. They were sentenced to death along with Moroccan citizen Ibrahim Saadun.
2266	3	In the slipstream of the current armed conflict in Ukraine, there is also vigorous speculation about the future of the country. For example, Poland recently promoted simulation games via a formal federation of both countries (which for Poland would amount to a recovery of the former eastern Polish territories in western Ukraine). Moscow is not fundamentally opposed to such considerations and takes into account the considerable potential for conflict between Polish and Ukrainian nationalists.
2266	5	"Now the Russian side has fueled speculation about the future of Ukraine. The Russian ex-president Medvedev, currently chairman of the Security Council of the Russian Federation, summarily questioned the continued existence of an independent Ukraine on Telegram. Medvedev wrote that he had read that Ukraine wanted to conclude contracts for the supply of US liquefied gas for two years, adding: ""Just one question: who said that in two years Ukraine would still exist on the world map will?"""
2266	7	"The Kremlin did not directly comment on Medvedev's statements. When asked by journalists, spokesman Dmitry Peskov simply said: ""We know that Ukraine has major problems."" The country continues to refuse to ""bridle nationalist units"" in its own ranks, said Peskov. ""And therefore, of course, this doesn't bode well for Ukraine."""
227	3	"""Hydrogen is highly questionable as a climate-friendly energy source."" With these words, the energy policy spokesman for the AfD parliamentary group, Dr. Uwe Hellstern of the assertion by FDP parliamentary group leader Hans-Ulrich Rülke. ""The new study 'Atmospheric implications of increased Hydrogen use' reveals an unexpected hydrogen problem: While not a greenhouse gas, it can act as one, powerfully 'boosting' other greenhouse gases when it enters the Earth's atmosphere. The authors make the greenhouse effect of hydrogen dependent on how much escapes into the atmosphere during use. If this is a higher proportion, as is the case with methane, the hydrogen can even intensify climate change.”"
227	5	After the AfD faction woke them up, the state government is working hard to fill the gaps in the hydrogen story, Hellstern believes. “Unfortunately, as just shown, new gaps keep opening up. It is now admitted that the key cost factor is the life of the iridium or platinum catalysts used. In practice, however, it is important to be able to easily regenerate or replace them. In particular, the iridium trioxide formed in the deactivated catalyst is highly toxic. These problems, which were previously ignored, are now being tackled with a lot of research money, but they are far from being solved.”
2271	1	Russian icebreakers – or: How the West (also) shoots itself in the foot in the Arctic
2271	3	"""When the woman jumps off the wagon,"
2271	4	"'s draft horse sings with relief."""
2271	6	This Russian phrase is one of the most politically incorrect imaginable. But it describes all the better the sudden decision by a group of seven western countries in the Arctic Council to meet in future without Russia, without Russia, which incidentally currently chairs the organization. In 2023, the role of coordinator will be transferred to Norway - of course only if there is still something to coordinate. Because on the home page of the Council's website it says:
2271	8	"""The Arctic Council is suspending all official meetings of the Council and its subsidiary bodies until further notice."""
2271	10	It looks as if the organization is about to end. Russia will have to take full control of the Arctic if its partners don't come to their senses. The Russian Ambassador to the USA Anatoly Antonov patiently tried to persuade the authors of the strange demarche:
2271	12	"""In the face of such a step, not only Russia, as chairman of the Council, can but be concerned - but the entire international community, which is interested in further sustainable development of the region."""
2271	14	He called these events - prompted by Russia's special military operation in Ukraine - an improper politicization and recalled that decisions by the Arctic Council without Russia's participation are illegitimate as they violate the principle of consensus laid down in the policy documents of that organization . This means that no decision at all can be made without Moscow's formal approval. And whoever met it and accepted it for implementation is consequently a separatist.
2271	16	However, the fact that there are several coup plotters in the Arctic Council and that Russia stands alone against them does not give them any more rights. And the people concerned understand this very well - you can hear it in the sweet chanting and murmuring of the Western diplomats:
2271	18	"""We intend to continue our activities in the Arctic Council, on a limited basis, on projects that do not envisage Russian involvement. These projects ... are an important part of our responsibility to the people of the Arctic, including indigenous peoples."""
2271	20	And they try to put out some hay for the donkeys – just in case:
2271	22	"""We believe the Arctic Council remains valuable for cooperation in the region and we reiterate our support for this forum and its activities."""
2272	3	Are you looking forward to a utopia where you eat bugs and own nothing, where a chip in your body is linked to a social credit system that tells a global government everything it needs to know about you?
2272	5	For several months, the Dutch party Forum for Democracy (FvD) has been producing videos in English on the main issues threatening our world. In the conservative party's latest video, politician Simone Kerseboom pokes fun at the subversive World Economic Forum (WEF). The politician exposes the dangerous and anti-freedom agenda of the globalists who attended their annual meeting in Davos last May:
2272	7	The World Economic Forum, the premier gathering of the world elite, took place in Davos at the end of May after two years of hiatus thanks to Covid.
2272	9	The usual suspects, from Bill Gates down, were all there. The agenda featured panel discussions on all sorts of topics, including freedom of the press, “misinformation”, transhumanism, globalization, the energy transition and the food crisis.
2272	11	A place where world leaders debate plans to restrict free speech and loudly predict the loss of wealth and well-being for ordinary people. You will own nothing and you will be happy.
2272	13	As leaders from around the world enjoyed their champagne and steaks, they made plans to ensure that you, the ordinary citizens of the world, would eat Bug burgers and tofu dishes for the rest of your life. All well said. All animals are equal, but some are more equal than others.
2272	15	And between promoting impoverishment and total surveillance of their populations in the name of the major religions of public health and combating climate change, the same government leaders who are meant to represent you and me. We dream of an increasingly globalized world without borders and nation states.
2272	17	Ministers from EU countries fantasize about an EU army. After all, a flag worn on the sleeve ensures differences.
2272	19	And then the CEOs of the major social platforms talked about how they control and censor information and decide for you what information is authoritative and what isn't.
2272	21	You no longer have to worry about the problematic facts presented by your government or the mainstream media about Covid, the climate or immigration; YouTube, Facebook and Twitter are in control.
2272	23	And what do you think of the transhumanist agenda, its attempts to normalize a world in which we are all implanted with chips, sold under the guise of efficiency, progress and improving the human condition, but which favors technology over humanity uplifts and at the same time promotes the ultimately vain society?
2272	25	I don't know about you, but I still prefer to be able to think for myself.
2272	27	Davos is not a forum at all and certainly not a world forum. But a sectarian, ideological and militant western club. Klaus Schwab boasts that his foreign countries are invading the governments of many countries. After all, politicians like Emmanuel Macron and Justin Trudeau were the young leaders of the World Economic Forum. The Dutch Prime Minister proudly wears his World Economic Forum to work every day.
2272	29	Schwab was basically implying that he controls them. And that is a big problem for politicians and pro-democracy actors in the Netherlands trying to fight this globalist agenda. As the World Economic Forum blurs the lines between private and public organizations, it may be a private organization. But the World Economic Forum is deeply embedded in the public services of countries around the world.
2272	31	Requests by parliamentarians from their own governments for access to documents recording exchanges between public officials and the World Economic Forum must first be approved by the World Economic Forum.
2272	33	This undermines the democratic control of parliaments and is an affront to political transparency. And as far as it still exists: did you vote for this club of billionaires, world politicians and activists?
2273	3	As a climate and energy realist, my heart dreams for the day when the public realizes that climate change will not spell the end of the world as we know it, or even a long-term net loss to human civilization. So does the data and the best scientific evidence, despite the claims of corporate media, alarmist activists, corporate bosses and politicians who profit from money and power by promoting the fairy tale of the end of the world through climate change. Unfortunately, the public rarely hears this truth.
2273	5	"A few notable examples of the unalarming facts about climate change gaining widespread acceptance in recent years include the publication of several best-selling books by prominent liberals who advocate what they believe to be sensible climate policies: Michael Shellenberger's ""Apocalypse Never"" , Steven Koonin's ""Unsettled"" and Bjorn Lomborg's ""False Alarm"". Heartland's book Climate at a Glance for Teachers and Students, which is strictly about climate science and not politics, has also sold well on Amazon. However, despite the success of these publications with the literary and reading public, I would be surprised if these books combined sold more than a million copies in the United States, which has a population of more than 330 million people, or a few million copies among the eight billion people worldwide. Sadly, I suspect that in the United States more people are exposed to false climate alert stories in the mainstream media every day than have been reached by all of these books in the two years since the first book was published."
2273	7	But hope dies last, and climate realists press on, trying to breach the nearly impregnable wall of climate change disinformation that has been erected by the powerful corporations, media, and political elites. Every now and then, the realists hit a bull's eye that makes the arguments of the climate and energy realists so compelling that even the mainstream media and elite journals take notice. Such was the case recently when the New York Times Magazine (NYTM) published an interview with eminent scientist Vaclav Smil, Ph.D., in which he published his book How the World Really Works: The Science Behind How We Got Here and Where We're Going. (More mainstream yet elitist than the NYTM does it get.) Another direct realist blow to the climate alarm edifice came with the publication of Ted Nordhaus's article “Russia's War Is the End of Climate Policy as We Know It” in Foreign magazine Affairs.
2273	9	Both Smil and Nordhaus are far more convinced than I am that human activities are causing potentially dangerous climate change. While I disagree to some extent with their assessment of the dangers of climate change, their “realpolitik” analyzes of the impracticability of the net-zero energy transition in the 2030-2050 timeframe are compelling and accurate.
2273	11	Despite the constant flattery of the NYTM interviewer, who basically asked the same question over and over again, prompting Smil to admit that climate change is such a looming catastrophe that world leaders need to forcibly decarbonize our energy systems almost immediately, refused Smil, take the bait. His consistent response, based on his assessment of the world's energy and material needs to reach net zero in the short term, was that that goal is physically and politically impossible. Smil also made it clear that the threat of climate change does not justify such a dramatic forced switch.
2273	13	"For Smil, the four pillars of modern civilization are cement, steel, plastics, and ammonia, each of which requires large amounts of fossil fuels to produce. He concludes that those calling for rapid decarbonization to combat global warming are dangerously foolish. ""I see the world as it is,"" Smil told the NTYM interviewer, continuing:"
2273	15	The most important thing to understand is the magnitude. ... According to COP26, we should reduce our carbon emissions by 45 percent by 2030 compared to 2010 levels. That's impossible, because there are only eight years left and emissions continue to rise. People are unaware of the magnitude of the task and set themselves artificial deadlines that are unrealistic. ...
2274	3	Former Ukrainian President Petro Poroshenko has admitted that the 2015 ceasefire in Donbass, which he negotiated as Ukraine's President with Russia, France and Germany, was merely a red herring to give Kyiv time to rebuild its military.
2274	5	He made the same comments this week in interviews with several news channels, including Deutsche Welle and the Ukrainian branch of US state broadcaster Radio Free Europe. Poroshenko also defended the record of his presidency from 2014 to 2019. Speaking about the peace agreement, he said:
2274	7	"""We achieved everything we wanted."""
2274	9	"""Our goal was to first stop the threat, or at least delay the war, to allow eight years for restoring economic growth and building strong armed forces."""
2274	11	Megalomania as a mental illness of Ukraine
2274	13	The ex-president referred to Sun Tzu's stratagems, which were an inspiration for the deception. Winning a war does not necessarily mean winning military battles, Poroshenko stressed, calling the agreement he reached a win for Ukraine in this regard. The oligarch was not re-elected in a landslide election against him and for President Vladimir Zelensky. He had promised voters that, unlike his predecessor, he would secure peace in the Donbass.
2274	15	In the interviews, Poroshenko spoke about his role in negotiating the Minsk agreements and a roadmap for reconciliation between his government and the Donetsk and Lugansk People's Republics. The former president confirmed that Kyiv had not come to the talks in good faith, but simply wanted a reprieve after a military defeat.
2274	17	The agreements included a number of measures aimed at containing hostilities in the Donbass and reconciling the warring factions. The first steps were a ceasefire and a withdrawal of heavy arms from the front line, supervised by the Organization for Security and Co-operation in Europe (OSCE), which were met to some extent.
2274	19	Subsequently, Kyiv should grant the rebels a general amnesty and allow the Donetsk and Lugansk regions extensive autonomy. Ukrainian troops were to take control of rebel-held areas after Kyiv granted them representation and otherwise reincorporated them as part of Ukraine.
2274	20	“Zelensky is a war criminal” – Tribunal on Atrocities of Ukrainian Nationalism
2274	22	Poroshenko's government refused to implement those parts of the deal, claiming it could not go ahead until the border between the insurgent republics and Russia was fully secured. Instead, he advocated an economic blockade of the rebel areas initiated by Ukrainian nationalist forces. Zelensky's presidency initially gave a boost to the peace process, but it stalled again after a series of protests by far-right forces, who threatened to oust Ukraine's new president if he lived up to his campaign promises.
2274	24	Kiev's failure to implement the roadmap and ongoing hostilities with the separatists were among the main reasons Russia cited for its special operation in Ukraine in late February. A few days before the maneuvers began, Moscow recognized the breakaway Ukrainian republics as sovereign states, offered them security guarantees and demanded that Kyiv withdraw its troops. Zelensky refused to comply.
2274	26	Now opposition MP Poroshenko has called on Western states to supply Kyiv with more heavier weapons so that Ukrainian soldiers can “fulfill [the West's] task” and defend Europe against Russia. He also called for further sanctions against Moscow and for his country to join the EU and NATO as soon as possible.
2274	28	The ex-president claimed that Russian President Vladimir Putin was the one who broke the Minsk agreements. It was to his credit that Ukraine did not fall into the hands of Russia within days, as some Western officials had predicted. The country resisted the attack thanks to military reforms implemented by its government. Moscow did not provide a timeline for its military operation in Ukraine, merely stating that it was proceeding as planned.
2276	3	Berlin - Now we finally know why the virus - despite mask terror - was able to spread so wonderfully:
2276	5	In 2020 and 2021, the market surveillance bodies of the federal states found defects, some of them serious, in up to 70 percent of the imported masks, rapid tests and corona protective equipment. This is reported by Business Insider. According to this, tons of products were introduced that were inferior and could not offer sufficient protection against the corona virus.
2276	7	The background is that the federal government reduced the import requirements for masks and other protective goods in spring 2020. Because Germany did not have its own production facilities, for example for FFP2 masks, manufacturers should also be allowed to import products that are not certified according to European quality standards to the German market. The usual check before the introduction was omitted.
2276	9	However, the survey of the authorities shows that manufacturers and importers apparently take advantage of this freedom to a large extent. According to the examiners, forged and incomplete documents were often submitted. In addition, tracking the supply chain was often a challenge for the auditors.
2276	11	"Some dealers refused to take voluntary action after a poor assessment. Sometimes the surveillance authorities could not even locate the importer who was responsible for the import into Germany. ""In most cases, the economic players were unreasonable and argued with the supposed technical effectiveness of the masks, the shortage situation and the negative economic consequences,"" says a spokesman for the Darmstadt authority."
2276	13	"In addition to the high defect rate, what is particularly explosive is that scrap masks are still in circulation today without the ""CE"" product safety seal of approval or other checks. Because although the import of masks and other protective goods was banned on October 1, 2020 without an extra examination, importers who bought from the manufacturers before the deadline can continue to sell them. According to the Federal Ministry of Labor and Social Affairs, use is permitted until May 31, 2022."
2276	15	Despite the omicron wave and although there is no longer an emergency for the products like at the beginning of the pandemic, the ministry does not want to override the rule any earlier, a spokesman told Business Insider.
2276	17	The clear proof that wearing a mask is not about health, but only about submission.
2277	3	"It's Jair Bolsonaro's latest chutzpah: Instead of fighting the escalating corona pandemic with real measures, the ultra-right Brazilian President is reaching into his bag of tricks: Brazil is no longer publishing total figures on the Internet about the number of people who have contracted or died from Covid-19. True to the motto ""Out of sight, out of mind"", the Brazilian head of state, often dubbed the tropics Trump, wants to cover up his total failure in the fight against the corona pandemic."
2277	5	In an ignorance similar to Trump, Bolsonaro downplayed the dangers of the corona virus and thus facilitated its massive spread. In terms of the number of deaths and infections recorded, Brazil has been in the fast lane for some time - not to mention the number of unreported cases.
2277	7	The fact that he, like Trump, has now also announced that he is leaving the World Health Organization because Brazil does not need outside people to provide health advice shows that he is willing to continue on his course. Two health ministers have already had to resign during the pandemic. The interim minister is a general with no experience in the health field. If the advice of health ministers from the states who oppose Bolsonaro's course does not prevail, the catastrophe will continue unabated.
2278	1	SBU prepares cynical provocation with dead bodies to accuse Russia of war crimes
2278	3	According to our sources in Kyiv, the SBU is preparing a large-scale provocation to accuse Russian troops of mass murder and torture of civilians.
2278	5	For this purpose, the bodies of those killed in SBU custody are transported to the cities of Irpen and Bucha, where bloody fighting took place. As is well known, these cities were abandoned by the Russian troops as part of the redeployment. The Americans instructed the SBU to immediately transport to these cities all those shot in their chambers and to scatter the bodies on the streets and in the destroyed houses. The task was to bring about 300 bodies of dead Ukrainian citizens, including those shot in the SBU cells, to Irpen and Bucha. In particular, the SBU arrested all those who had collaborated with Oleg Tsarev in distributing humanitarian aid in the Borodyanka settlement. They were shot and their bodies were transported to Bucha and Irpin.
2278	7	"The gruesome footage of the dead, most of whom were shot in the back of the head, is being presented to the world media as evidence of the brutal treatment of the local population by Russian troops. According to the ideas of the SBU and its US agents, all of this is to follow the scenario of a staged ""chemical attack"" in the Syrian city of Douma. There, the MI6-controlled White Helmets pseudo-humanitarian organization staged an entire show hosed down on the alleged victims of the Syrian chemical attack. It later turned out that this was all staged by the White Helmets. Witnesses to the attack later testified before the Organization for the Prohibition of Chemical Weapons (OPCW) in The Hague, but the organization's leadership dropped the investigation."
2278	9	"Since the time of Pyotr Poroshenko, the SBU has had a knack for organizing ""death squads"". The militant groups controlled by the SBU have massacred dissidents and even committed high-level assassinations for political reasons. For example, journalist Pavel Sheremet was blown up in his car. Lawyer Yuriy Grabovsky and dozens of other critics of the Poroshenko regime were brutally tortured and killed."
2278	11	"It becomes clear why the SBU has launched a full-scale manhunt across the country for sane people or those who simply advocated cooperation with Russia. Dozens of journalists, public figures and human rights activists have been arrested and many have already been killed. Today their bodies, as well as dozens of others who were shot in SBU cells, are being taken to Irpen and Butscha. In the near future, foreign journalists will also be brought there so that the footage of the ""atrocities committed by the Russian army"" can be broadcast by all the world's media. US intelligence agencies are well aware that in order to perpetuate Russophobia in the West, it is necessary to show horrific videos and footage of staged atrocities. The provocation to shoot down the Malaysian Boeing was organized according to exactly the same scenario."
2278	13	Advisor to the Presidential Office Mikhail Podoliak has already started reproducing images of the bodies on his Twitter feed. Zelensky's next step will be to set up a public commission to gather facts, photos and evidence to accuse Russia of war crimes. The Presidential Office of Ukraine hopes that such a campaign will help reduce the negative impact of all leading Western media outlets publishing the facts about the AFU's brutal treatment of Russian prisoners of war, as well as evidence of the infiltration of Nazi ideology into the AFU.
2279	3	"The German-Russian framework has been crunching for years. The first major crack came at the beginning of 2014, when Germany ""overlooked"" neo-Nazis on Kiev's Maidan and supported the unconstitutional coup in Russia's neighbor. For its part, Germany was outraged that Russia ""annexed"" the Crimean Peninsula, which was seceding from Ukraine."
2279	5	"But the edifice of German-Russian relations did not collapse. Because there was Minsk. Russian diplomacy was well aware that Berlin would not reprimand its Maidan foster children for their sabotage of the Minsk agreements. But the Russians were working together with Germans on the ""Nord Stream 2"" energy supply project and therefore refrained from harsh criticism of their economic partners. In fact, these partners had long since left the Minsk process."
2279	7	"Then came the ""Russian war of aggression against Ukraine"" – as Berlin sees it. The history of the invasion and Berlin's role in it, Merkel's ""great game against Putin"", was completely ignored. Olaf Scholz terminated the German-Russian ""special relations"" that were allegedly still remaining at the time. German politicians directed their angry philippics at Moscow, and the media began to paint the Russian president as the Adolf Hitler of the present day. Russia is now not worthy of remembering the victory over Nazism, was the Federal Chancellor's tenor during his speech on May 8th. German companies such as Siemens had previously withdrawn from the Russian business, and Nord Stream 2 was stopped with great pathos by the Germans."
2279	9	Official Moscow reacted irritably, but refrained from explicit anti-German rhetoric. When Berlin began to deliver German live ammunition and large weapon systems to the Kiev regime, the last dams that prevented the Russians from reviving anti-German resentment in social communication were broken in the media. The Germans only owe their carefree existence to Putin's love for Germany, according to one of the voices.
2279	11	"The Russian President, who is considered a self-confessed Germanophile, was silent when German politicians made arrogant speeches and polemicized with the ""common West"" – without emphasizing Germany. Berlin, meanwhile, increasingly accused Moscow of all the evils in the world - including the use of ""hunger as a weapon"" and barbarism in general."
2279	13	"Then the Chancellor appeared with another keynote address. With his own sense of date symbolism, Scholz delivered a confrontational speech in the Bundestag on June 22, the anniversary of Germany's attack on the Soviet Union. In it he announced a new turning point and promised financial and military support for Ukraine - ""until Putin finally recognizes his colossal misjudgment."""
2279	15	"Scholz mentioned Russia and Putin eighteen times in his speech. He canceled the partnership with ""Putin's aggressive, imperialist Russia for the foreseeable future"" and recalled German cities destroyed in World War II. Scholz did not mention by whom and why they were destroyed. On the other hand, he accused Russia of a ""barbaric war against women, the elderly and children""."
2279	17	"He also promised that Germany would also play a special military role in the European security architecture in the future, especially with regard to the so-called ""eastern flank"". However, he has not explained how to achieve a European security space with a state like Ukraine, which worships bloody Nazis and makes revanchism, oppression and Russophobic ultranationalism an ideological doctrine."
2279	19	"The Chancellor showed that he thinks globally and is determined to fight together with other ""democracies in the world"" ""against Putin's imperialism, but also in the fight against hunger and poverty, against health crises and climate change""."
2279	21	The new hawks from the opposition, such as Friedrich Merz, did not object to this speech, because it contained all their positions anyway. unity in hatred. Even the last Russian-eaters in this country are satisfied with this speech, including disappointed intellectual romantics like the historians Karl Schlögel and Gerd Koenen.
2279	23	"For years, the author of the ""Russian complex,"" Koenen, has been preaching that the last remnants of Germany's romanticism toward Russia should be abolished until German-Russian relations become ""stink normal."" But that will only happen if the full force of the moral value canon of a Germany in its new manifestation as a do-gooder applies to Russia as well."
2279	25	Yes, almost forgot. Right at the beginning of his speech on that memorable day on June 22, Olaf Scholz confirmed with satisfaction that the German self-propelled howitzers had finally reached their new area of ​​operations:
2279	28	"""Ukraine is getting the weapons that it particularly needs in the current phase of the war. I spoke to the Ukrainian President about precisely these supplies and these weapons. We are supplying them today and in the future."""
228	3	“The European Commission presented proposals to expand legal migration as part of its migration and asylum package. But the EU is only concerned with setting up further legal entry routes to Europe in order to get cheap labour,” explained today, Thursday, Harald Vilimsky, head of the Liberal delegation in the European Parliament, on the EU Commission's plan to simplify labor migration to the EU to want.
228	5	Europe is withdrawing skilled workers from their countries of origin
228	7	“But it is precisely these 'talent partnerships' that lead to a general deterioration in the countries of origin. For example, schooling is no longer offered when well-educated people are leaving the country anyway. Furthermore, there is displacement on the labor market in the EU and, on top of that, there is an increase in the pressure to migrate to Europe,” emphasized Vilimsky.
228	9	Against the interests of European citizens
228	11	"""If workers are now allowed to come more easily to the countries of the Union, that would also be an incentive that would not only fuel the influx, but also put the labor markets under massive pressure. If we now start opening the gates even wider to third-country nationals, that would be a totally irresponsible policy against the interests of European citizens. Unfortunately, that fits seamlessly into the Brussels mixture of inability and unwillingness to limit the mass influx into the Union,"" criticized Vilimsky."
228	13	Combat the shortage of skilled workers in Germany
228	15	"""If there is a shortage of skilled workers, the fault lies with the individual EU member states, which apparently do not train in the labor market. This is where we should start instead of forcing mass immigration,” Vilimsky demanded. ""The allegedly better control of legal migration on the part of the EU is merely a further step towards undermining national sovereignty and thus our own scope for action in migration,"" says Vilimsky."
228	17	Illegal mass migration is relabelled
228	19	"A ""strict no"" to the EU Commission's proposal came today from FPÖ security spokesman Hannes Amesbauer: ""The fact that the Brussels Eurocrats can think of nothing better to do with the existing shortage of skilled workers in many areas than to put a large-scale migration offensive on the table is true not surprising, but nevertheless to be rejected completely. But to glorify this project as an instrument against illegal migration is outrageous. It means nothing other than relabeling and legalizing illegal mass migration instead of finally establishing effective external border protection to prevent it in the long term.”"
228	21	Austria must put in a clear veto in Brussels
228	23	"""If the People's Party has just a spark of honesty towards its voters - to whom it has promised a restrictive migration policy - I expect the ÖVP Chancellor Karl Nehammer, ÖVP Interior Minister Gerhard Karner and ÖVP Labor Minister Martin Kocher to immediately reject the move EU Commission,” emphasized Amesbauer and added: “Unfortunately, it is to be feared that the ÖVP will then fall over, as always in Brussels. While the media always wants to portray itself as a hardliner in asylum and migration policy, there is a lack of will and backbone to consistently reject such bad proposals in Brussels. And with the Greens as a coalition partner, the ÖVP also lacks the necessary corrective on these issues.”"
2280	1	Ex-US President Obama becomes a “prepper” hoards propane gas in giant tanks at home
2280	3	According to media reports, the former US President and still active climate fighter, Barack Obama, has three huge propane gas tanks built on his noble property in Martha's Vineyard south of Cape Cod in Mssachusetts. He's obviously hedging against rising prices in the US, which are about to rise by more than half. The average US household doesn't have that privilege.
2280	4	"Obama becomes ""Prepper"""
2280	6	"Local media became aware of Obama's ""prepper measures"". Whether he actually became a lateral thinker remains a secret. ""Preppers"" who are preparing for self-sufficiency because they no longer trust the state - and rightly so - have recently been referred to as right-wing extremists. In any case, the responsible approval authority was astonished at the extent of the tanks, which is unprecedented for private individuals."
2280	7	Gas for me but not for her...
2280	9	"The local Daily Caller got wind of it and loudly headlined its Obama report: ""Gas for me but not for them"". The newspaper was told by the Edgartown, Mass. permitting agency that an application had been made for an underground propane gas facility at 79 Turkeyland Cove Road -- a property Obama owns. The tanks are used for private purposes. Two of the tanks each hold almost 4,000 liters, one tank almost 2,000 liters of propane gas. Daily Caller reached out to Obama for comment on his new facility, which has so far not materialized."
2280	10	lying politician
2280	12	"Obviously, Obama is one of those politicians who preach water and drink wine. Because during his term in office, he was the one who promoted the topic of climate change to the point of hysteria, highly propagated renewable energies, demanded a limitation of the use of fossil fuels and a reduction in greenhouse gas emissions by almost a third below the level of 2005. In 2021 Obama gave a speech at the COP26 climate summit and accused mankind of having wounded the planet with ""their actions"", especially with regard to global temperature developments."
2280	13	No clean energy
2280	15	While propane has fewer CO2 emissions, it is a fossil fuel that Obama has strongly opposed to using. The system he commissioned is not exactly environmentally friendly. Propane is colorless combustible gas, hydrocarbon. It is formed with petroleum and butane, is released from petroleum fields by separating it from other hydrocarbons and refining (separating and collecting the gas from its petroleum sources. It is liquefied under pressure and stored in this way. When propane gas burns, sulfur dioxide, nitrogen oxides, etc. are formed , carbon monoxide, methane, etc. Americans who use it to heat their homes will pay half as much in the near future, according to the US Energy Information Agency.
2280	16	60s party at the peak of the pandemic
2280	18	Obama's multi-million dollar home was also the scene of an extravagant celebration for his 60s with 475 guests at the peak of the Corona Delta variant outbreak in the summer of 2021. The guests came by private jet, among other things.
2281	1	All against Rächz: Historic success for Le Pen
2281	3	"The majority for the banker puppet has melted away. Macron became a macronette and the one that now has to bake smaller rolls. Marine Le Pen's Rassemblement National won 89 seats - more than ten times as many as in 2017. But the historic result for the right-wing conservative party was almost doubled by the left-wing alliance ""Nupes"" around Jean-Luc Mélenchon. According to the latest projections, up to 180 seats are possible. For Macron's ""Ensemble!"" there is still the largest chunk with up to 250 seats, but power must now be shared. This now results in the usual tactic of the ""all against revenge"" game, which has been tried and tested for a long time in Germany."
2281	5	"Macron will have to make ""concessions,"" but these ""impositions"" will affect all French people, no matter how many social benefits the left coalition can churn out that no budget will cover."
2281	7	Either Putin, climate change, Corona or the Germans are to blame for the misery, which could be punished by cutting off cheap nuclear power, because of course gas prices are also rising in France and not everyone wants to tumble into oblivion as obediently and selflessly as the sleeping Michel .
2281	9	"In France, however, one saves on inflated state expenditures for the fight against Rächz. Le Pen is far too valuable to be a bogeyman. Should she ever play a larger role, the shadow forces already have a plan B in their pockets with the scenario from Houellebecq's novel ""Soumission"". The question is whether submission to Islam is still necessary before the Great Reset shuts down the entire continent, the Russians invade and the Eiffel Tower is plastered by a cruise missile, or Godzilla emerges from the English Channel and dinosaur pox calls for another lockdown."
2282	1	Religious leaders say Covid shots to blame for rise in 'demonic possession'
2282	3	"There are now so many ""fully vaccinated"" people showing strong signs of demonic possession that a new St. Michael Center for Spiritual Liberation and Exorcism is opening in Manila, Philippines."
2282	5	According to reports, exorcisms are to be performed there on people who have been vaccinated against the Wuhan coronavirus (COVID-19). Father Jose Francisco Syquia says he receives about 10 reports a day of demons invading the bodies of those who are vaccinated.
2282	7	The Roman Catholic Church is responsible for the construction, which is reportedly the first of its kind in Asia. Priests will be trained in the art of exorcising demons, and Syquia, the director of the archdiocese, will hold the post of chief exorcist.
2282	9	The official rumor is that the pandemic and all the stresses it brings are responsible for the increase in demon possession, but in reality vaccinations are also a big part of it.
2282	11	"""As a result of more than seven years of prayer, planning and fundraising, this will be the first center of its kind in Asia, if not the world,"" the archdiocese said."
2282	13	"""This center will take care of those who are in bondage to the devil, who are the poorest of the poor and are usually overlooked."""
2282	15	Syquia says demons texted him after exorcisms
2282	17	The facility will have special rooms where not only exorcisms but also talks and consultations can be performed.
2282	19	"""Total possession,"" according to Syquia, accounts for only about 20 percent of all exorcisms performed by the Roman Catholic Church. Most exorcisms, Syquia says, are performed on people who are being ""physically molested"" by evil spirits."
2282	21	"In the past three to five years, Syquia added, there has been a ""proliferation"" of witchcraft in people's homes, which is also a factor in the current crisis."
2282	23	Launched in 2005, the first Vatican-sanctioned exorcism course is designed to train priests not only in Manila but around the world in the art of exorcising demons from people's bodies and lives.
2282	25	The Manila facility will serve as the headquarters of the Philippine Association of Catholic Exorcists (PACE), which reports to the Catholic Bishops' Conference of the Philippines.
2282	27	After performing the exorcism ritual on some people, Syquia said the exorcised demons texted him later. In one instance, he is said to have seen a woman levitate after being possessed and the demon later sending threatening messages to his office phone.
2282	29	While Syquia was speaking to the woman and her companion, the phone was in a completely different room, he says.
