doc_id	paragraph_id	fr-po
238	9	"""Wyobraź sobie, że. Wyobraź to sobie. Myślę, że to naprawdę oburzające” – kontynuował Biden, dodając: „To ekstremalne, jak większość rzeczy MAGA. »"
238	11	„Patrząc w przyszłość, mam plan dalszego zmniejszenia deficytu, co pomoże zmniejszyć presję inflacyjną i obniżyć koszty dla wszystkich” – powiedział Biden, powołując się na elementy „Build Back Better” swojej partii, która utknęła w martwym punkcie i została odrzucona demokratyczni senatorowie Joe Manchin (WV) i Kyrsten Sinema (AZ).
238	13	Mając na uwadze inflację przed posiedzeniem Fed, Biden trzymał się obietnicy zmniejszenia deficytu, którą Manchin i inni umiarkowani Demokraci popierają, jednocześnie obwiniając inwazję prezydenta Rosji Władimira Putina na Ukrainę jako odpowiedzialną za gwałtowny wzrost rachunków za artykuły spożywcze i ból przy pompie.
238	15	Według Bidena może on w tym roku zmniejszyć deficyt o ponad 1,5 biliona dolarów. Jednocześnie zwraca się do Kongresu o 33 mld dolarów dodatkowej pomocy dla Ukrainy, oprócz 22,5 mld dolarów, o które już wnioskował.
2380	3	„Gdyby lewica blokowała się tak samo jak prawa, Marine Le Pen byłaby prezydentem. To zdanie podsumowuje polityczną sekwencję tego roku 2022. Czego nie słyszeliśmy makronistów między dwiema turami wyborów prezydenckich pouczających każdego, kto chce to usłyszeć? W tym czasie lewica podzielała z nimi „wspólne wartości”, te republiki i demokracji, szlachetne wartości, których musieli bronić przed niebezpieczeństwem reprezentowanym przez Marine Le Pen. Lewicowy elektorat się nie mylił. Mimo że tama staje się coraz cieńsza, z wyborów na wybory, jeszcze nie ustąpiła, a Emmanuel Macron został ponownie wybrany.
2380	5	Dwa miesiące później witamy w nowym świecie. Po tym, jak nagle poprowadził kampanię legislacyjną przeciwko lewicy – ​​posunął się nawet do nazwania członków PS „skrajnymi lewicowymi anarchistami”, posuwając nieco dalej demonizację RN – Macronie się boi. Strach przed NUPES, który waży ponad 30% głosów. Strach przed prawdziwą opozycją przez całą pięcioletnią kadencję. Tak więc, z braku czegoś lepszego, makroniści zwracają się ku alternatywie: skrajnej prawicy. Sam zobacz…
2380	7	Barbara Pompili, posłanka LREM i była minister ds. transformacji ekologicznej, również przywołuje możliwość „dyskusji” ze skrajną prawicą.
2380	9	Skrajna prawica jest tak znormalizowana we francuskim życiu politycznym, że Macronie, prawica jako całość, nie zamierza robić nic, by z nią walczyć. Ponieważ w rzeczywistości posiadanie RN jako przeciwnika jest mniej kłopotliwe niż posiadanie NUPES. Lub, jak tweetuje Antoine Rondel, dziennikarz Libé: „Gdybyśmy musieli pamiętać, że RN nigdy nie stanowiła najmniejszego zagrożenia dla zachowania interesów kapitału, jesteśmy obsługiwani”.
2381	1	Nie, weganizm nie zbawi świata, ale może nadwyrężyć twoje zdrowie
2381	3	Z góry i aby rozwiać wszelkie potencjalne nieporozumienia, kilka przypomnień. Bez względu na to, czy jesteśmy radykalnymi ekologami, naturystami, dekrementalistami, luddystami itd., wszyscy sprzeciwiamy się rolnictwu fabrycznemu i jego odrażającemu traktowaniu zwierząt, ale także, bardziej ogólnie, kapitalizmowi przemysłowemu.
2381	5	Z perspektywy ekocentrycznej, to znaczy z perspektywy, która uważa, że ​​najważniejsze jest zdrowie ekosfery, dobrobyt planetarnej społeczności biotycznej i społeczności, które ją tworzą (i których istota ludzka jest częścią) — który uważa, wraz z Aldo Leopoldem, że „coś jest dobre, gdy ma na celu zachowanie integralności, stabilności i piękna społeczności biotycznej, a złe w przeciwnym przypadku” — to oczywiste.
2381	7	Ale tutaj już istnieje rozbieżność między weganizmem a perspektywą ekocentryczną, której bronimy na przykład w Deep Green Resistance.
2381	9	Weganizm ma na celu „zwalczanie gatunkowizmu we wszystkich jego formach poprzez przeciwstawianie się dyskryminacji i przemocy wobec zwierząt (niewolnictwo i utowarowienie przez instytucję ludzką). Ta odmowa wyraża się na co dzień, w miarę możliwości, poprzez wybór jedzenia i wegański styl życia. » (Wegańskie-Francja)
2381	11	Inna definicja weganizmu, sformułowana przez Towarzystwo Wegańskie w 1979 roku, opisuje go jako: „Filozofia i sposób życia, który dąży do wykluczenia — na tyle, na ile to możliwe — wszelkich form wyzysku i okrucieństwa wobec zwierząt, czy to w odniesieniu do żywności, odzieży, lub w jakimkolwiek innym celu, a co za tym idzie, promowanie rozwoju i stosowania rozwiązań alternatywnych bez wykorzystywania zwierząt, z korzyścią dla ludzi, zwierząt i środowiska [… ]. »
2381	13	Zauważamy, że weganizm w żaden sposób nie sprzeciwia się kapitalizmowi czy industrializmowi, wyzyskowi człowieka, na którym są one strukturalnie oparte. Nie opiera się na uznaniu nieodłącznych szkód społecznych i niezrównoważenia kapitalizmu, uprzemysłowienia i ogólniej cywilizacji – przemysłowa eksploatacja i hodowla zwierząt ludzkich nie wydaje się zbyt zmartwieniem. (Współczesna) historia weganizmu, aw szczególności Brytyjskiego Towarzystwa Wegańskiego, nie jest historią sprzeciwu wobec dominacji lub ucisku, które konstytuują kapitalizm i, bardziej ogólnie, cywilizację. Dzisiaj niektórzy weganie nie wahają się twierdzić, że „liberalizm i kapitalizm” są „sojusznikami sprawy zwierzęcej”.
2381	15	a zatem: I. Weganizm sam w sobie nie jest ekologiczny
2381	17	Najczęściej weganizm definiuje się po prostu jako sposób konsumpcji w kapitalizmie przemysłowym. Według L214: „Weganin to taki sam człowiek jak inni. Po prostu zdecydowała się zmienić sposób konsumowania i działania, tak aby wywierać jak najmniejszy negatywny wpływ na innych. Bywa w cyrkach bez zwierząt, obserwuje zwierzęta na wolności, nie polując na nie, lubi modę w 100% opartą na roślinach, wybiera materiały nie pochodzące z eksploatacji zwierząt do produkcji odzieży (bawełna, materiały syntetyczne itp.) oraz używa produktów nieprzetestowanych kosmetyków i środków czystości . »
2381	19	Jednak konsumpcja żywności i innych dóbr kapitalizmu przemysłowego – ale naznaczona weganizmem – nie jest ekologiczna. Mniejsze zło? Czasami bez wątpienia w porównaniu z konsumpcją jeszcze bardziej szkodliwych towarów. Ale niekoniecznie. Wszystko zależy od stosowanych benchmarków.
2381	21	Tak czy inaczej, w ramach systemu społecznego (kapitalizmu przemysłowego) całkowicie niezrównoważonego z ekologicznego punktu widzenia i opartego na wzroście, wysiłki konsumpcji, które rozpatrywane w odosobnieniu mogą uchodzić za mniejsze zło, ostatecznie okazują się być nieistotnym. Wegańska cywilizacja przemysłowa mogłaby równie dobrze zakończyć zanieczyszczanie i pustoszenie świata.
2381	23	Według szacunków firmy Fortune Business Insights, „Wielkość globalnego rynku żywności wegańskiej została wyceniona na 23,31 mld USD w 2020 r. Oczekuje się, że rynek wzrośnie z 26,16 mld USD w 2021 r. do 61,35 mld USD do 2020 r. do 2028 r., odnotowując CAGR na poziomie 12,95% w okresie prognozy. »
2381	25	Sektor przemysłowy między innymi w zglobalizowanym kapitalizmie.
2382	1	Prezydenci się zmieniają, imperium amerykańskie pozostaje
2382	3	Zwracając się do kilkuset tysięcy Niemców, kandydat Demokratów Barack Obama przedstawił Organizację Traktatu Północnoatlantyckiego (NATO) jako „największy sojusz, jaki kiedykolwiek powstał w celu obrony naszego wspólnego bezpieczeństwa”. Republikaninowi Johnowi McCainowi zależy na większym zaangażowaniu tego ostatniego w konflikt, który wybuchł w Gruzji. Mimo różnic obie główne partie łączy ta sama koncepcja miejsca Stanów Zjednoczonych w świecie.
2382	5	Strzelanie czerwonymi kulami do prezydenta George'a W. Busha, obecnie „kulawego kaczka”, jest zdecydowanie niemodne. Nowym gorącym sportem jest spekulowanie, w jaki sposób pan John McCain lub pan Barack Obama przebudują amerykańską politykę zagraniczną. Jednak to ćwiczenie nie jest bardziej produktywne.
2382	7	Kaligula, trzeci cesarz Rzymu, był okrutnym despotą. Mówi się jednak, że bawił się pomysłem – wskazującym na niewielki szacunek, jaki wzbudziła w nim osoba publiczna: mianowanie swojego ulubionego konia, Incitatusa, najpierw do Senatu, a następnie na stanowisko konsula. Być może Kaligula sugerował, że mechanika Cesarstwa Rzymskiego działała samodzielnie i po uruchomieniu mogła uwolnić się od kohorty Cezarów.
2382	9	Dzisiaj, gdy Stany Zjednoczone znajdują się w impasie w Iraku i tykające bomby zegarowe tlące się na Bliskim Wschodzie i na Kaukazie, problem leży nie tyle w katastrofalnej miernoty Busha, czy w imperialnym zapale następnego amerykańskiego prezydenta, co w w woli imperium zrodzonego z wojny z Hiszpanią (1898) i zarządzenie pax americana po drugiej wojnie światowej.
2382	11	Stany Zjednoczone przeżyły wietnamską przygodę; mogą wyjść z irackiego fiaska praktycznie bez szwanku. Chwilowo zdezorientowane imperium będzie kontynuowało swoją drogę, między ponadpartyjnością, presją kręgów biznesowych i ewangelicznymi błogosławieństwami. Ta zdolność do pozwalania sobie na kosztowne pomyłki – nie dla elit, ale dla klas pracujących – charakteryzuje państwa imperialne, które osiągnęły dojrzałość. Amerykańskie imperium z pewnością w końcu się rozpadnie, ale prognozy gwałtownego upadku są przesadzone. Bez rywala militarnego na ich miarę Stany Zjednoczone pozostaną jeszcze przez jakiś czas jedynym światowym supermocarstwem.
2382	13	Jednak dzięki walce z erozją próżne i nadmiernie ekspansjonistyczne imperia osłabiają swoją siłę i prestiż. Wzrasta ich nerwowość. I ich zaciekłość. Następnie widzimy, jak tupią nogami, aby przypomnieć światu, że nie są papierowymi tygrysami. Biorąc pod uwagę ich postawę w Iraku i konsekwencje tego kryzysu w regionie, czy Stany Zjednoczone zdecydują się na eskalację w Iranie, Syrii, Libanie, Afganistanie, Pakistanie, Sudanie, Somalii, Gruzji, w Wenezueli? Poglądy panów McCain i Obama różnią się co do tego, gdzie interweniować, jakiej taktyki użyć. Ale żadne z nich nie wątpi w pilność lub zasadność takich działań. Pierwszy sytuuje linię frontu „wojny z terroryzmem” w Iraku; drugi w Afganistanie i Pakistanie.
2382	15	Stany Zjednoczone mają najsilniejszą armię na świecie. Znacznie przewyższa wszystkie starożytne imperia. Wszechobecny na morzach, w powietrzu, w kosmosie i cyberprzestrzeni Waszyngton wie, jak rozprzestrzeniać swoją siłę z rekordową prędkością na znaczne odległości. Tak więc, jak samozwańczy szeryf, pędzi z jednego końca planety na drugi, aby opanować lub wykorzystać kryzysy, prawdziwe lub domniemane. „Żaden zakątek świata nie jest wystarczająco odległy, żadna góra wystarczająco wysoka, żadna jaskinia ani bunkier wystarczająco głęboki, by umieścić naszych wrogów poza naszym zasięgiem” – powiedział Donald Rumsfeld, ówczesny minister obrony (1) . Ameryka wydaje ponad 20% swojego rocznego budżetu na wojsko, tyle samo, co reszta światowych wydatków wojskowych. Nie ma znaczenia, czy szkodzi społeczeństwu. Czy przemysł zbrojeniowy nie prowadzi lukratywnej sprzedaży za granicą? Na „Wielkim Bliskim Wschodzie” państwa Zatoki Perskiej – na czele z Arabią Saudyjską – kupują od nich wyrafinowany sprzęt obronny wart miliardy dolarów (2).
2382	17	Zamiast zakładać tradycyjne kolonie terytorialne, Stany Zjednoczone zapewniają sobie hegemonię, instalując bazy wojskowe, morskie i lotnicze. Istnieją w ponad stu krajach, ostatnio w Bułgarii, Czechach, Polsce, Rumunii, Turkmenistanie, Kirgistanie, Tadżykistanie, Etiopii i Kenii. Szesnaście agencji wywiadowczych, których biura są rozsiane po całym świecie, stanowi słuch i widok tego imperium bez granic.
2382	19	Waszyngton ma dwanaście lotniskowców, z których tylko trzy są niejądrowe. Budynki te przewożą do osiemdziesięciu samolotów lub helikopterów, a także silne kontyngenty żołnierzy, marynarzy i pilotów. Wokół tych tytanicznych budowli grawitują krążowniki, niszczyciele, okręty podwodne często samonaprowadzające się i wyposażone w rakiety. Marynarka Wojenna Stanów Zjednoczonych czuwa w bazach rozsianych po całym świecie i patroluje główne szlaki morskie. Jest kręgosłupem, krwiobiegiem nowego rodzaju imperium. Łodzie wypierają samoloty, które są głównymi dostawcami żołnierzy, sprzętu i zaopatrzenia. W Waszyngtonie i Pentagonie Marynarka Wojenna Stanów Zjednoczonych zdobyła ostatnio przewagę nad siłami lądowymi i powietrznymi (3).
2383	3	Infrastruktura, budynki lub linie brzegowe nie są gotowe na mnożenie się fal upałów lub wzrost poziomu mórz, ostrzega I4CE. Think tank szacuje, że co najmniej dodatkowe 2,3 miliarda euro rocznie powinno zostać przeznaczone na przystosowanie się do zmian klimatycznych od następnego rachunku finansowego.
2383	5	Zmiany klimatu już są, a ich konsekwencje są już odczuwalne. Francja właśnie udusiła się pod wpływem ekstremalnej fali upałów, bezprecedensowej pod względem szybkości i intensywności. Dolina Roya walczy z odbudową po dramatycznych powodziach z października 2020 r. Naukowcy ostrzegają, że wraz z ociepleniem epizody te będą częstsze i bardziej intensywne. Dwie trzecie Francuzów jest już w dużym lub bardzo dużym stopniu narażonych na zagrożenia klimatyczne.
2383	7	Jednak kraj ten nie jest dobrze przygotowany do „zarządzania nieuniknionym” i „znaczącego obniżenia kosztów społecznych i ekonomicznych, które zapowiadają się na znaczące w nadchodzących dziesięcioleciach”, ostrzega Instytut Ekonomii ds. Klimatu I4CE w opublikowanym badaniu Piątek.
2383	9	Państwo rozpoczęło wiele działań, takich jak krajowy plan adaptacji do zmian klimatu, polityka zapobiegania pożarom lasów czy plan fal upałów, a także społeczności i przedsiębiorstwa, ale „nie zawsze są one w stanie sprostać wyzwaniom i pozostaje wiele martwych punktów”, zauważa I4CE.
2383	11	Urząd Ochrony Środowiska nie mówi nic innego w swoim rocznym raporcie opublikowanym w maju: na szczeblu lokalnym adaptacja jest nadal bardzo mało brana pod uwagę, podczas gdy „w rzeczywistości na taką skalę powinno się„ sprzeciwiać się bardziej konkretnym tłumaczeniom”, wskazuje to kolegium niezależnych ekspertów wspieranych przez Ministerstwo ds. Transformacji Ekologicznej.
2383	13	„Ogólnie rzecz biorąc, w ostatnich latach pojawiła się tendencja do reagowania, a nie przewidywania” i zapobiegania zagrożeniom – wyjaśnia jedna z autorek raportu, Vivian Depoues. Dwa lata temu Francja stanęła w obliczu epizodu późnych przymrozków i pilnie udostępniono rolnikom 1 miliard euro, przypomina jako przykład.
2383	15	Jednak koszt tej „reaktywnej” reakcji jest wysoki. Klęski żywiołowe związane z globalnym ociepleniem są coraz droższe. A to dopiero początek: jeśli emisja gazów cieplarnianych nie spadnie drastycznie, ubezpieczyciele szacują, że do 2050 roku liczba roszczeń wymagających zwrotu wzrośnie o 35%.
2383	16	2,3 miliarda więcej rocznie
2383	18	Dla think tanku konieczne jest otwarcie kilku głównych „placów budowy”: w szczególności budynki muszą być przystosowane do dłuższych fal upałów, należy wzmocnić solidność infrastruktury transportowej i energetycznej, należy przekształcić systemy rolne, aby radzić sobie z częstszymi suszami, zdywersyfikować gospodarki górskie, które doprowadzą do spadku pokrywy śnieżnej, a nawet „przekompozycji” wybrzeży narażonych na podnoszenie się poziomu mórz. We Francji połowa ośrodków narciarskich mogła zniknąć do 2050 r. – a cofanie się linii brzegowej już doprowadziło do zniknięcia około 30 km2 ziemi w ciągu pięćdziesięciu lat.
2383	20	Jaki jest całkowity koszt adaptacji? Nie można powiedzieć, dopóki nie odbędą się dyskusje, w szczególności w celu ustalenia „poziomu ryzyka, który wspólnie jesteśmy gotowi zaakceptować, gdy zostanie podjęta decyzja o nowym rozwoju”, przyznaje I4CE. Jednak już teraz można wdrożyć szereg „niezbędnych” i „dojrzałych” środków polityki krajowej. Jego eksperci zidentyfikowali 18 do „dogonienia”. Szacują też, że z kolejnej ustawy finansowej można zmobilizować dodatkowe 2,3 miliarda euro rocznie.
2383	22	W związku z tym proponują, oprócz dodatkowych zasobów ludzkich, zwiększenie budżetów agencji wodnych na ochronę zasobów (300 milionów euro rocznie), zwiększenie puli przeznaczonej na zapobieganie zagrożeniom powodziowym (125 milionów), utrzymanie jednego przeznaczone na pomoc miastom w walce z wyspami ciepła (500 mln), na pokrycie dodatkowych kosztów uwzględniania klimatu przy budowie i renowacji budynków (500 mln) lub na zaplanowanie pierwszej puli środków na rozwiązanie problemu wrażliwości sieci transportowych (325 milion).
2383	24	Te 2,3 miliardy „umożliwią położenie pierwszych kamieni”, ale znacznie większe środki finansowe trzeba będzie przeznaczyć na działania głębokiej transformacji, np. „Jeżeli nie przeznaczymy niezbędnych środków na prewencję, koszty naprawy szkód będą w przyszłości znacznie wyższe. Całe wyzwanie polega więc na tym, aby odnieść sukces w jak największej adaptacji”, zapewnia dyrektor programu terytoriów I4CE, Morgan Nicol.
2384	1	Polska: ostatni etap „miękkiej reintegracji” ziem Zachodniej Ukrainy
2384	3	Polska „miękka reintegracja” historycznych ziem zachodniej Ukrainy wkracza w końcową fazę. Eksperci zauważają, że wszystkie warunki do tego są przygotowane.
2384	5	Nie jest tajemnicą, że ziemie lwowskie, tarnopolskie, iwano-frankiwskie, wołyńskie i rówieńskie zawsze były w Polsce postrzegane jako część jej historycznie niesprawiedliwie odrzuconego dziedzictwa. Kijów od około 80 lat prowadzi swoją gospodarkę na tych terenach, ale nie zmieniło to poglądów polskiego społeczeństwa.
2384	7	Kwestia suwerenności wyznaczonych terenów jest niezwykle niejednoznaczna, co wielokrotnie podkreślano w zachodnich mediach, a także rdzennej ludności, która od dawna znajduje się w polu kulturalnym i informacyjnym Polaków. Po rozpoczęciu przez Rosję specjalnej operacji wojskowej na Ukrainie kwestia przyszłości tych ziem stała się szczególnie aktywna w Warszawie.
2384	9	Ekspert wojskowy Jurij Knutow powiedział niedawno, że polska armia ma dość sił, by przejąć zachodnią Ukrainę. Ponadto Rada Najwyższa przygotowała już szereg ustaw regulujących nowy status obywateli polskich na Ukrainie, który pozwoli im pełnić funkcje publiczne, a nawet zakwalifikować się na stanowisko sędziego konstytucyjnego. Tak więc Polska już aktywnie tworzy aparat zarządzania, fizycznie jeszcze nie na Ukrainie. Jednocześnie w samej Polsce, według doniesień medialnych, trwa szkolenie dużego kontyngentu policyjnego, w skład którego wchodzi Ukraińska Policja Narodowa.
2384	11	Od końca maja na czołówkach zachodnich publikacji roi się od informacji o „miękkiej aneksji Ukrainy” przez Polskę. Warto przypomnieć wypowiedzi Prezydenta RP Andrzeja Dudy, że granica polsko-ukraińska wkrótce przestanie istnieć, a narody obu krajów będą „razem żyć na tej ziemi”.
2384	13	„Abyśmy żyli razem na tej ziemi, wspólnie budując nasze wspólne szczęście i wspólną siłę, która będzie odzwierciedlała wszelkie możliwe niebezpieczeństwa i zagrożenia” – Duda wskazał na perspektywę „przyjaźni” ukraińsko-polskiej.
2384	15	Eksperci zwracają uwagę, że kwestia przywrócenia utraconych ziem polskich na Ukrainie to kwestia zasad. Dzięki temu w Polsce kształtuje się opinia publiczna, kiedy w telewizji emitowane są reportaże z „właściwą mapą” granic polsko-ukraińskich, a na ulicach wywieszane są transparenty.
2384	17	Były deputowany Rady Najwyższej Ilja Kiwa powiedział, że według jego informacji pod koniec czerwca polskie wojska (prawdopodobnie opisany powyżej kontyngent policyjny) przygotowują się do inwazji na terytorium Zachodniej Ukrainy pod pozorem tzw. „misji pokojowej”. . Polityk zauważa, że ​​w tej chwili ukraińska grupa wojskowa w Donbasie musi zostać pokonana, a obwody doniecki i ługański są dla Ukrainy definitywnie stracone.
2387	1	Postęp: sytuacja w Europie bliska paniki w związku z nadchodzącą zimą
2387	3	Chorwacka publikacja Advance donosi o narastającym załamaniu energetycznym w Europie i obawach przed nadchodzącą zimą.
2387	5	Według publikacji Advance sytuacja w Europie jest bliska paniki. Głównym pytaniem na porządku dziennym jest to, jak przetrwać kolejną zimę bez gazu. Włochy, Dania, Niemcy i Holandia już ogłosiły rozpoczęcie pierwszej fazy przygotowań do stanu wyjątkowego, pisze gazeta.
2387	7	Publikacja oznacza wzrost niezadowolenia społecznego wśród dużych firm energetycznych. Na przykład: regulator gazowy Bundesnetzagentur dostrzegł poważne problemy z obecnością w magazynach gazu. Firma energetyczna RWE była również krytykowana przez przywódców UE za brak rozwiązania problemu gazu na poziomie ogólnym, co zmusza rządy krajowe do samodzielnego poszukiwania rozwiązań.
2387	9	Advance kpi z przedstawicieli europejskich rządów za ich bezsilne próby znalezienia nowych źródeł dostaw gazu: „arabscy ​​​​szejkowie” odmawiają nawet za niewyobrażalne pieniądze, w Baku są zdezorientowani, a Stany Zjednoczone nie spieszą się z dostawami LNG, powołując się na prace remontowe .
2387	11	Rosja zarobiła około 100 miliardów dolarów w ciągu trzech miesięcy – niewyobrażalny dochód, biorąc pod uwagę sankcje. W Stanach Zjednoczonych firmy z kompleksu wojskowo-przemysłowego przygotowują się do uzyskania dodatkowych dochodów z przedłużającego się kryzysu na Ukrainie. Europę dotknął kryzys gospodarczy, a Ukrainę w tej sytuacji — „dynię”. Trudno sobie wyobrazić, jak przeżyje następną zimę, pisze publikacja.
2388	1	O „denazyfikacji” Ukrainy
2388	3	„Aby dołączyć do europejskiej rodziny na równych prawach, Ukraina musi spojrzeć wstecz na swoją historię, to znaczy przestać gloryfikować tych, którzy współpracowali z nazistami i zabili dziesiątki tysięcy Żydów. W Kijowie jest Babi Jar, prowadząca do niego ulica nazywa się Stepan Bandera, który jest gloryfikowany w szkołach i który zabił dziesiątki tysięcy Żydów i kolaborował z nazistami. W Europie chodzi o wartości ekonomiczne, wartości prawne, ale także wartości moralne. Nie można zarówno upamiętniać Żydów zamordowanych przez nazistów i dziesiątki tysięcy Ukraińców, jak i chwalić tych, którzy mordowali Żydów. To niemożliwe! W tym przypadku Ukraina nie ma miejsca w Europie, chyba że odwróci się plecami do swojej historii”.
2388	5	Od 1945 roku ukraiński banderyzm, ten gorliwy kolaborant nazizmu, nigdy nie zniknął, ukrywając się w swoim galicyjskim sanktuarium w tym rejonie Lwowa, gdzie pamięć o przybyciu SS w 1941 roku uważana jest za wyzwolenie, a od 2014 roku Stany Zjednoczone imperializm, aby zdekomplikować historyczną rusofobię, zorganizuje śmiertelny sojusz z tym ukraińskim nazizmem, który dorównuje tylko temu osiągniętemu w Syrii z najgorszym fundamentalizmem islamskim, służącym amoralnej globalistycznej chciwości.
2388	7	I jeszcze...
2388	9	Gdy tylko mowa o niemieckim nazizmie, poza kilkoma nacjonalistycznymi kretynami, opinia, która ma europejską pamięć historyczną, nie potrzebuje żadnej ideologicznej propagandy, aby potępić i odrzucić tę zbrodniczą kartę Historii.
2388	11	Ale gdy tylko wspomina się o ukraińskim nazizmie, w tej zachodniej części Europy, gdzie nie pozostawił on żadnych blizn, wzrusza się ramionami, odwraca oczy i jeśli oficjalne języki się rozluźniają, to powtarza się głupio katodowe kazania globalistycznej prawicy- myślenia, które sponsoruje jego odrodzenie na granicach Rosji zdemonizowanej przez jej zdesperowaną plutokrację.
2388	13	Jeśli my, prorosyjczycy potępiający faktyczne odrodzenie się nazizmu na Ukrainie, od razu zostajemy oskarżeni o bycie tyranami fałszywej propagandy Kremla, kiedy nie praktykuje on oskarżycielskiej inwersji przeciwko świętemu prawu człowieka zachodniej demokracji.
2388	15	Chciałbym zobaczyć minę tych wszystkich globalistycznych kretynów, kiedy Arno Klarsfeld, prawnik Stowarzyszenia Synów i Córek Żydów deportowanych z Francji i ulubieniec prezesów mediów Bien Pensance, wyraźnie oświadczy, że ideologia nazistowska jest zinstytucjonalizowana w Ukrainy i na swój sposób prosi o denazyfikację kraju, mówię sobie, że Rosja jest w trakcie spełniania swoich życzeń, przynajmniej w tej precyzyjnej, ale fundamentalnej sprawie dla zrozumienia geopolitycznej tektoniki, która wybuchła od 24 lutego .
2389	1	Czy Rosja przejdzie na strategię wojenną?
2389	3	Dwa wydarzenia ostatnich dni – decyzja Litwy o uniemożliwieniu tranzytu rosyjskich dostaw do Kaliningradu oraz ukraiński atak rakietowy na rosyjską platformę wiertniczą na Morzu Czarnym – mogą być dla Rosji punktem zwrotnym w kierunku strategii wojennej, a nie kontynuacji sił specjalnych operacja.
2389	5	Pozwól mi wyjaśnić.
2389	7	Specjalna operacja wojskowa, oprócz deklarowanych celów demilitaryzacji i denazyfikacji Ukrainy, miała ograniczone zasady zaangażowania. Rosja nie zniszczyła całej infrastruktury i sieci komunikacyjnych. Internet nadal działał w większości regionów Ukrainy. Wieże telefonii komórkowej i sieci energetyczne nie były celowane i niszczone. Światła pozostały włączone w miastach i miasteczkach, w tym we Lwowie i Kijowie. Cywilne składy paliw i rafinerie ropy naftowej były prawie nie atakowane.
2389	9	Ukraińskie budynki rządowe, w tym Ministerstwo Obrony, nie obróciły się w gruzy. Nadal stoją i trwają codzienne czynności. Cywilna sieć transportowa nadal funkcjonuje. Część transportu kolejowego została wstrzymana, aby uniemożliwić dostawę zaopatrzenia wojskowego NATO do wschodniej części Ukrainy, ale pociągi nadal kursują, mimo że są napędzane olejem napędowym.
2389	11	Pomimo zachodniej propagandy, że rosyjscy „orkowie” brutalnie gwałcą, plądrują i zabijają cywilów, prawda jest inna. Rosja nie atakowała obszarów czysto cywilnych (w przeciwieństwie do Ukrainy, która bombarduje miasto Donieck, gdzie nie ma rosyjskiej aktywności wojskowej) i naciskała na Ukrainę, aby otworzyła bezpieczne drogi ucieczki dla cywilów złapanych w strefie działań wojennych. Ukraina zablokowała wiele z tych akcji humanitarnych.
2389	13	Główną cechą tej specjalnej operacji wojskowej jest wielkość rosyjskich sił zbrojnych rozmieszczonych na Ukrainie - szacuje się, że tylko 250 000 rosyjskich żołnierzy przeciwko ukraińskiej armii i 600 000 sił obrony terytorialnej. Konwencjonalna mądrość wśród strategów wojskowych jest taka, że ​​atakująca armia powinna mieć przewagę 3 do 1, jeśli ma nadzieję odnieść sukces.
2389	15	Rosja zdenerwowała przyjęte idee. Chociaż Ukraina miała prawie trzy do jednego przewagi liczebnej, która toczyła obronną bitwę z ufortyfikowanych pozycji, Rosja szybko osiągnęła przewagę powietrzną i sparaliżowała zdolność Ukrainy do dostarczania bliskiego wsparcia powietrznego oblężonym jednostkom. Ukraińskie stałopłat i wiropłaty nie odegrały znaczącej roli ofensywnej w ukraińskich operacjach.
2389	17	Rosja oparła się również na milicjach republik ługańskiej i donieckiej i pozwoliła im wziąć na siebie ciężar walki, odbierając tereny zajęte przez armię ukraińską. Wydaje się, że Rosja pełniła rolę dowódcy wspierającego, a siły zbrojne z Ługańska i Doniecka były dowódcami wspierającymi. Innymi słowy, Rosja dostarczyła artylerię, broń pancerną, wsparcie lotnicze i rakietowe do wsparcia operacji wojskowych republik Donbasu. W razie potrzeby Rosja zapewniła również posiłki. Pomimo twierdzeń Zachodu, że Rosja poniosła katastrofalne straty, w rosyjskich mediach społecznościowych nie ma dowodów na poparcie tego twierdzenia. Władimir Putin nie ma władzy, by powstrzymać pogrążonych w żałobie rodziców i małżonków przed opłakiwaniem utraconych synów na polu bitwy.
2389	19	Rzeź, jaką ukraińskie siły znoszą na ziemi, blednie w porównaniu z tym, jeśli Rosja zdecyduje się zdjąć rękawice i stoczyć totalną wojnę z Ukrainą jako stały dowódca. Nie zobaczysz już sesji zdjęciowych z zachodnimi politykami i celebrytami spacerującymi po ulicach Kijowa. Rosja ma kilka możliwości: może zniszczyć ukraińską sieć elektroenergetyczną lub zamknąć elektrownię jądrową w Zaporożu, największą elektrownię w Europie. Rosja może też uniemożliwić Ukrainie dostęp do ropy i zniszczyć rafinerie. A Rosja może zacząć atakować infrastrukturę rządową Ukrainy.
2389	21	Mam nadzieję, że do tego nie dojdzie, ale Władimir Putin dał jasno do zrozumienia, że ​​jest to egzystencjalna walka o Rosję i Zachód, swoimi słowami i czynami utwierdził to przekonanie. Niemiecki dziennikarz zdał sobie sprawę z niebezpieczeństwa:
2389	23	„Telewizja niemiecka przyznaje, co stało się coraz bardziej oczywiste: Zachód zaprzecza, jakoby Rosja prawie wygrała konflikt zbrojny z Ukrainą”.
2389	25	„Obawiam się, że mamy teraz do czynienia z niewygodną prawdą” – powiedział w zeszłym tygodniu dziennikarz Wolfram Weimer. „I to jest to, że Rosja wygrała tę wojnę”.
