doc_id	paragraph_id	it-fr
26297	27	Alors, la mondialisation est-elle vraiment finie ?
26298	3	Le peuple italien n'a jamais voté pour l'avortement ou pour avoir le Parti démocrate au gouvernement. Pourtant, il se retrouve avec six millions d'enfants italiens tués et le Parti démocrate au gouvernement depuis dix ans. C'est l'état de la « démocratie » libérale.
26298	5	Le fameux référendum radical pour l'avortement libre a été rejeté à une large majorité. La loi approuvée ne prévoyait l'avortement qu'à des fins « thérapeutiques », c'est-à-dire en cas de risque pour la mère et l'enfant. Il a été totalement rejeté. Car l'Italie devait être vidée avant d'être remplie d' « eux ».
26298	7	Ils veulent le génocide par d'autres moyens. Le médium est l'immigration. Ils ont d'abord préparé le terrain avec des lois meurtrières et criminelles comme l'avortement : ils ont créé un vide puis l'ont comblé.
26298	9	Les pervers, les cocus de l'hospitalité exaltent le « métissage ». Évêques, prétendus intellectuels et politiciens.
26298	11	C'est un projet génocidaire. L'équivalent moderne de la Conférence de Wannsee. Seulement, cette fois, les nouveaux nazis, l'élite dirigeante corrompue, ne visent pas la solution finale contre un peuple, mais contre tous les peuples. Non plus par extermination, mais par « mélange ».
26298	13	Nous sommes en présence non pas d'un projet politique, mais d'une nouvelle religion, unique et globale, qui ne vise plus seulement les âmes, mais aussi l'identité biologique de l'individu. Elle ne veut pas convertir, comme toutes les religions monothéistes visent naturellement à le faire, mais changer l'individu sur le plan biologique : pour qu'il ne puisse plus y avoir de résistance à la mondialisation.
26298	15	Leur but, et on le voit aussi chez les donateurs d'ONG comme Soros, est la création d'une humanité sans identité. Une masse «brune» racialement indistincte, sexuellement confuse et donc intellectuellement incapable de se rebeller. Mais attention : eux, l'élite, ne vont pas se mélanger. Ils resteront racialement purs et domineront, comme cela a été le cas en Amérique du Sud pendant des siècles, une société mulâtre mondiale.
26298	17	Il faut les arrêter. Tous les peuples doivent se rebeller contre cette solution finale. Ce n'est pas une simple bataille politique, c'est une guerre à mort pour notre existence.
26299	3	Médias allemands : Il est déjà évident que la Russie est en train de construire un nouvel ordre mondial
26299	5	La Russie, la Turquie et l'Iran tentent d'étendre leur influence sur la planète. Au cours des cinq dernières années, les dirigeants de ces pays se sont rencontrés à plusieurs reprises lors de réunions tripartites et ont discuté de diverses questions. Un récent sommet similaire à Téhéran est une confirmation claire de l'intensification de la coopération entre eux, écrit le journal allemand Handelsblatt.
26299	6	« Le signal de ces négociations était clair : les pays occidentaux gagnent des rivaux et perdent de l'influence sur des questions géopolitiques sérieuses », convainc l'auteur.
26299	7	Demirjan a souligné que la Russie, représentée par le président Vladimir Poutine, crée activement un nouvel ordre mondial, tandis que l'Occident regarde impuissant et ne peut pas l'entraîner dans l'isolement international.
26299	9	Ainsi, l'observateur a noté que, malgré les sanctions, Téhéran a récemment élargi activement son réseau international de contacts, et Ankara joue un rôle de plus en plus important dans les négociations pour la résolution des crises majeures.
26299	11	Le journaliste a noté que les chefs d'États occidentaux sont devenus accros à des pays auxquels ils ne prêtaient pas attention auparavant.
26299	13	« L'unité affichée lors de la réunion était plus qu'un coup politique de relations publiques. L'Occident ne devrait pas sous-estimer cela », a-t-il déclaré.
26299	14	Moscou, Téhéran et Ankara n'ont pas les mêmes intérêts sur certaines questions, mais lors de la réunion, les présidents ont davantage discuté de la coopération et tenté de trouver des moyens de résoudre les problèmes. Par conséquent, la Fédération de Russie et l'Iran ont signé un accord gazier de 40 milliards de dollars.
26299	15	Au-delà de cela, les Iraniens ont exprimé leur soutien au NVO russe en Ukraine.
26299	17	Dans le même temps, la Turquie et l'Iran veulent quadrupler leur chiffre d'affaires commercial, notamment grâce à des accords pétroliers et gaziers. Ankara s'attend également à pouvoir à l'avenir payer ses livraisons de gaz en roubles russes et en livres turques, sans utiliser le dollar américain et l'euro européen. De réels progrès ont également été réalisés dans l'exportation de céréales ukrainiennes via la mer Noire à un moment où l'industrie européenne craint d'affronter l'hiver qui vient sans le gaz de la Fédération de Russie. L'UE dépend des approvisionnements énergétiques russes, les sanctions occidentales ayant peu d'effet sur l'économie russe.
26299	19	Le sommet de Téhéran a démontré une véritable unité, pas une politique d'action de relations publiques digne de la caméra. Par conséquent, l'Occident doit comprendre que tous les États du monde n'ont pas la même attitude face à ce qui se passe, par exemple en Ukraine. En particulier, la majorité de la population turque est convaincue que la responsabilité du déclenchement de ce conflit incombe à l'OTAN.
26299	21	Cette approche n'est pas valable uniquement pour la Fédération de Russie. Même les sanctions imposées à l'Iran ne suffisent pas alors que Téhéran continue de travailler sur son programme nucléaire. Avec ses sanctions, l'Occident ne provoque que la haine envers lui-même.
263	3	Rome, 22 avril – De moins en moins de personnes s'inquiètent du climat, du moins selon les données de l'Istat. Une nouvelle qui fera peut-être pleurer Greta Thumberg. Mais vous savez, dans le show business qu'est l'information aujourd'hui, les modes vont et viennent.
263	4	Selon le rapport d'Istat sur le bien-être équitable et durable (Bes), au cours de la période de deux ans 2020-2021, il y a eu un renversement de tendance dans toute l'Italie en ce qui concerne les préoccupations concernant le changement climatique. Jusqu'en 2019, le pourcentage de personnes, âgées de 14 ans et plus, qui pensaient que le changement climatique et l'augmentation de l'effet de serre étaient les principaux problèmes environnementaux, augmentait. Ces dernières années, ce pourcentage est passé de 71 % à 66,5 % en 2021.
263	5	Si d'une part ces chiffres restent significatifs, d'autre part une telle baisse ne peut passer inaperçue. D'autant plus que ces dernières années, la propagande sur cette question n'a pas manqué de s'étoffer. Greta Thumberg était certainement un symbole de l'attention traditionnelle et quelque peu décontractée aux questions environnementales. La petite militante suédoise était devenue un phénomène médiatique mondial, alors qu'aujourd'hui elle semble avoir disparu de la scène. En ces temps de spectaculaire de la politique et de l'information, l'information a aussi son cycle de vie. Les batailles d'opinion qui semblaient auparavant très importantes laissent rapidement place à autre chose. Une succession de vagues, dans lesquelles un même sujet tyrannise et cannibalise l'attention de tous et finit ensuite dans l'oubli. Ainsi, l'environnementalisme a dû céder la place à des questions de plus en plus brûlantes. Premier Covid, aujourd'hui la guerre en Ukraine, demain qui sait.
263	6	Une douche froide pour tous ceux qui croyaient que l'économie verte était la bataille du futur ou pour ceux qui avaient un poster Greta Thumberg dans leur chambre. Au contraire, les tentatives plus ou moins réussies du soi-disant green washing restent de toute une saison écologiste, c'est-à-dire toutes ces façons par les entreprises de prendre de nouvelles parts de marché en se donnant une image plus écologique.
2630	1	Le coup de grâce au récit Covid
2630	3	Mise à jour COVID : Quelle est la vérité ?
2630	5	La pandémie de COVID-19 est l'un des événements de maladies infectieuses les plus manipulés de l'histoire, caractérisé par des mensonges officiels dans un flux sans fin dirigé par les bureaucraties gouvernementales, les associations médicales, les commissions médicales, les médias et les agences internationales. Nous avons été témoins d'une longue liste d'intrusions sans précédent dans la pratique médicale, y compris des attaques contre des experts médicaux, la destruction de carrières médicales parmi les médecins qui refusent de participer au meurtre de leurs patients et une réglementation massive des soins de santé, dirigée par des individus non qualifiés avec d'énormes richesse, pouvoir et influence.
2630	7	Pour la première fois dans l'histoire américaine, un président, des gouverneurs, des maires, des administrateurs d'hôpitaux et des bureaucrates fédéraux déterminent des traitements médicaux basés non pas sur des informations précises fondées sur la science ou même sur l'expérience, mais plutôt pour contraindre l'acceptation de formes spéciales de soins et de « prévention », y compris le remdesivir, l'utilisation de respirateurs et enfin, une série de vaccins à ARN messager essentiellement non testés. Pour la première fois dans l'histoire du traitement médical, des protocoles sont formulés non pas sur la base de l'expérience des médecins qui traitent avec succès le plus grand nombre de patients, mais plutôt sur des individus et des bureaucraties qui n'ont jamais traité un seul patient, notamment Anthony Fauci, Bill Gates , EcoHealth Alliance, CDC, OMS, responsables de la santé publique des États et administrateurs d'hôpitaux.
2630	9	Les médias (TV, journaux, magazines, etc.), les sociétés médicales, les commissions médicales d'État et les propriétaires de médias sociaux se sont autoproclamés comme la seule source d'information sur cette soi-disant « pandémie ». Des sites Web ont été supprimés, des médecins cliniciens et des experts hautement accrédités et expérimentés dans le domaine des maladies infectieuses ont été diabolisés, des carrières ont été détruites et toutes les informations dissidentes ont été qualifiées de « désinformation » et de « mensonges dangereux », même si elles proviennent de par des experts de premier plan dans les domaines de la virologie, des maladies infectieuses, des soins intensifs pulmonaires et de l'épidémiologie. Ces obscurcissements de la vérité se produisent même lorsque ces informations sont étayées par de nombreuses citations scientifiques de certains des spécialistes médicaux les plus qualifiés au monde. Incroyablement, même des individus, comme le Dr Michael Yeadon, ancien scientifique en chef à la retraite et vice-président scientifique de la société pharmaceutique britannique Pfizer, qui a accusé la société de produire un vaccin extrêmement dangereux, sont ignorés et diabolisés. De plus, lui, avec d'autres scientifiques hautement qualifiés, a déclaré que personne ne devrait recevoir ce vaccin.
2630	11	Le Dr Peter McCullough, l'un des experts les plus cités dans son domaine, qui a traité avec succès plus de 2000 patients COVID en utilisant un protocole de traitement précoce (que les soi-disant experts ont complètement ignoré), a subi un assaut particulièrement vicieux de la part de ceux qui bénéficier financièrement des vaccins. Il a publié ses découvertes dans des revues à comité de lecture, faisant état d'une réduction de 80 % des hospitalisations et de 75 % des décès grâce à un traitement précoce. Malgré cela, il fait l'objet d'une série d'attaques incessantes de la part de contrôleurs de l'information, dont aucun n'a traité un seul patient.
2630	13	Ni Anthony Fauci, le CDC, l'OMS ni aucune institution médicale gouvernementale n'ont jamais proposé de traitement précoce autre que le Tylenol (acétaminophène alias Tachipirina), l'hydratation et l'appel d'une ambulance une fois que vous avez des difficultés à respirer. C'est sans précédent dans toute l'histoire des soins médicaux, car le traitement précoce des infections est crucial pour sauver des vies et prévenir de graves complications. Non seulement ces organisations médicales et ces chiens de garde fédéraux n'ont même pas suggéré un traitement précoce, mais ils ont attaqué quiconque tente d'initier un tel traitement avec toutes les armes à leur disposition : perte de licence, retrait des privilèges hospitaliers, humiliation, destruction de réputation, et même arrêter.
26301	2	"Lieutenant-commandant des forces de protection chimique et biologique de la défense : ""L'impression est que la pandémie est augmentée artificiellement avec de nouvelles variantes publiées dans une région ou une autre"""
26301	4	"AGI - L'armée russe pense que les États-Unis pourraient être à l'origine du Covid-19 et du monkeypox. C'est ce qu'a déclaré lors d'une conférence de presse le lieutenant-commandant des forces de radioprotection chimique et biologique de la Défense de Moscou, Igor Kirillov. Après avoir postulé ""l'intérêt de l'administration américaine pour l'étude des agents biologiques"" à cible étroite """", Kirillov a déclaré que l'éventuelle implication de Washington est suggérée par la ""diversité des variantes génétiques non caractéristiques de la plupart des coronavirus provoquant différents pics d'incidence, des différences significatives de mortalité et la contagiosité, la répartition géographique inégale, ainsi que la nature imprévisible du processus épidémique en général."
26301	7	"On a l'impression que, malgré les efforts pour contenir l'infection et isoler les patients, la pandémie est artificiellement stimulée par de nouvelles variantes libérées dans une région ou une autre, a encore déclaré Kirillov, ""nous analysons l'éventuelle implication de l'Agence des États-Unis pour le développement international (USAID) dans l'émergence du nouveau coronavirus."
26301	9	L'agence a financé Program Predict, qui étudie de nouveaux coronavirus et récolte des chauves-souris porteuses de coronavirus depuis 2009. Metabiota, une société connue pour son activité militaro-biologique en Ukraine, figure parmi les contractants du projet.
26301	11	"Une autre société américaine étudiait le virus monkeypox, a déclaré le responsable. ""Nous observons donc une tendance claire : les agents pathogènes qui causent des maladies infectieuses et attirent l'attention du Pentagone se développent sous forme de pandémies, tandis que les sociétés pharmaceutiques américaines et leurs sponsors, les dirigeants du Parti démocrate américain, en sont les bénéficiaires"", a conclu Kirillov."
26302	1	Estonie : le gouvernement décide de retirer tous les monuments soviétiques des espaces publics
26302	2	"Le chef du gouvernement a précisé que ""leur nombre est compris entre 200 et 400"""
26303	2	Selon le diffuseur, plusieurs responsables du G7 se sont rendus dans diverses parties du monde pour tenter de former un réseau de nations prêtes à frapper économiquement Moscou, mais sans trouver le soutien qu'ils attendaient.
26303	4	"Les efforts déployés par les États-Unis et le G7 pour obtenir le plus grand soutien international possible pour l'Ukraine ne réussissent pas. Le diffuseur ""Bloomberg"" l'écrit, soulignant combien de pays du G20 n'ont pas adhéré aux sanctions contre la Russie pour l'invasion de l'Ukraine. Selon ""Bloomberg"", plusieurs responsables du G7 se sont rendus dans diverses parties du monde pour tenter de former un réseau de nations prêtes à frapper économiquement Moscou, sans toutefois trouver l'adhésion qu'ils espéraient. ""C'est une réalité inconfortable à laquelle est confronté le secrétaire d'État Antony Blinken lors de son long voyage en Asie du Sud-Est et en Afrique : une grande partie du monde n'est pas prête à suivre les efforts américains et européens pour isoler la Russie du président Vladimir Poutine"", selon le diffuseur. Cela rend encore plus difficile de parvenir à un accord sur des initiatives mondiales telles qu'un plafond sur les prix du pétrole russe tel que proposé par le G7, encourageant Poutine et son principal partisan, le président chinois Xi Jinping, à poursuivre leurs agendas mondiaux respectifs. La Chine est un facteur majeur de cette dynamique : les dépenses de Pékin en pétrole russe ont grimpé en flèche depuis le début de la guerre : elle a dépensé 72 % de plus pour les achats d'énergie russe en juin qu'un an plus tôt. Dans ce contexte, poursuit « Bloomberg », la rivalité de la Chine avec les États-Unis a aussi un poids évident, avec des tensions qui se sont accrues cette semaine en raison de la visite de la présidente de la Chambre des représentants, Nancy Pelosi, à Taipei."
2634	3	Le Premier ministre britannique conservateur Boris Johnson a annoncé qu'il avait donné l'ordre à la marine de patrouiller dans la Manche pour freiner la flambée des débarquements d'immigrants illégaux.
2634	5	Un choix qui confirme, s'il y avait des doutes, l'applicabilité effective du blocus naval. Une solution maintes fois invoquée par les Frères d'Italie : « L'annonce du premier ministre conservateur Boris Johnson – a commenté Giorgia Meloni – dément une fois de plus le mensonge de la gauche selon lequel l'immigration clandestine serait impossible à arrêter. Comme toujours soutenu par Fratelli d'Italia, bloquer les départs et l'immigration clandestine est possible : il suffit de le vouloir. Est-ce que Lamorgese et compagnie le comprendront jamais ? ».
2634	7	« Si la FdI le propose, c'est un acte de guerre, si au contraire la Grande-Bretagne le fait, c'est un acte légitime. – Le sénateur FdI Alberto Balboni pressé – Maintenant que diront les belles âmes de la gauche immigrationniste ? Si Johnson le fait, l'Italie peut le faire aussi ».
2634	9	"Ces derniers jours, le chef de la FdI lui-même avait une nouvelle fois demandé la démission de Lamorgese : « Au cours de toutes ces années - a-t-il souligné - nous n'avons jamais vu une seule initiative de sa part pour tenter d'arrêter l'immigration clandestine vers l'Italie, avec des débarquements qui augmentent de jour en jour. journée. Cher Ministre, si vous n'avez pas l'intention (ou la capacité) de défendre nos frontières, rappelez-vous que personne ne vous oblige à rester au ministère de l'Intérieur""."
2635	3	Avec des milliers d'atterrissages et d'arrivées en avion, la propagation des virus afro-asiatiques est inévitable. Si l'on associe ensuite cela à la décadence morale qui conduit une minorité hyperactive à de multiples relations anales, avec l'assentiment excité du système, on a encore une autre alarme de contagion. Alors qu'ils célèbrent la journée contre 'l'homotransbiphobie', ils devraient plutôt arrêter de faire certaines choses.
2635	5	"""Actuellement, des cas de monkeypox ont été signalés au Portugal, en Espagne, au Royaume-Uni et en Italie, jusqu'à présent principalement chez les jeunes hommes ayant des rapports sexuels avec des hommes. L'ECDC, le Centre européen de prévention et de contrôle des maladies, a activé un système d'alerte au niveau européen auquel participe l'Institut supérieur de la santé. Par ailleurs, l'ISS a mis en place une task force composée d'experts du secteur et a contacté les réseaux sentinelles des centres des infections sexuellement transmissibles afin de suivre en permanence la situation nationale ». L'Institut supérieur de santé le souligne dans une note."
2635	7	"Les recommandations prévoient ""de rester chez soi et de se reposer en cas de fièvre et de contacter son médecin en cas d'apparition de cloques ou d'autres manifestations cutanées - poursuivent les experts de l'ISS - En prévention, il est important d'éviter tout contact avec des personnes atteintes fièvre et évaluez attentivement, avant tout contact personnel étroit ou contact sexuel, la présence de toute manifestation cutanée inhabituelle (telle que cloques ou autres lésions) sur la peau du partenaire. Ce comportement est utile pour prévenir non seulement la variole du singe, mais également d'autres infections sexuellement transmissibles."
2635	9	"""Il s'agit d'une infection causée par un virus de la même famille de la variole, mais qui diffère largement de la variole elle-même en raison de sa diffusivité et de sa gravité plus faibles - explique l'ISS - Elle est répandue notamment chez les primates et les petits rongeurs, principalement en Afrique. L'infection est transmise des animaux aux humains par la salive et d'autres fluides de l'animal, ou par contact direct avec l'animal. Chez l'homme, il se manifeste par de la fièvre, des douleurs musculaires, des maux de tête, des ganglions lymphatiques enflés, de la fatigue et des manifestations cutanées telles que des vésicules, des pustules, de petites croûtes. Elle peut être transmise d'homme à homme par des ""gouttelettes"", par contact avec des fluides corporels ou avec des lésions cutanées""."
2635	11	"Il est possible que les personnes qui n'ont pas été vaccinées contre la variole (vaccination abolie en Italie en 1981) ""soient plus à risque d'être infectées par le monkeypox en raison de l'absence d'anticorps qui, en raison de la similitude du virus de la variole avec le monkeypox, peuvent également être efficace pour contrer ce virus », soulignent les spécialistes de l'ISS."
2635	13	Ce n'est certainement pas un hasard si le premier cas « italien » de monkeypox est une personne arrivée des îles Canaries : îles de débarquements massifs d'Africains. Comme Lampedusa.
2635	15	Tous ces virus et maladies se propagent « grâce » à la mondialisation. Il y a une circulation excessivement rapide des hommes d'un point du globe à un autre : ce qui se passe est comme la « fièvre du système », symptôme d'une maladie, la mondialisation.
2635	17	Le premier cas de monkeypox en Italie a été identifié à l'hôpital Spallanzani de Rome. C'est un homme revenu après un séjour aux Canaries qui s'est présenté aux urgences.
2635	19	"Spallanzani explique que ""le tableau clinique était caractéristique et que le virus de la variole du singe a été rapidement identifié grâce à des techniques moléculaires et au disséquement de gènes à partir d'échantillons de lésions cutanées"". La personne, poursuit l'hôpital, ""est actuellement hospitalisée à l'isolement dans des conditions générales passables"" et ""des enquêtes épidémiologiques et de recherche des contacts sont en cours""."
2635	21	Il n'est pas étrange que ce soient les îles Canaries, une immense zone de débarquement pour les Africains.
2637	3	Les médias nord-atlantiques sont engagés dans une guerre de l'information sans précédent. Celle-ci se caractérise par une érosion incessante de la distinction entre les faits et la manipulation des émotions et des perceptions, entre les conjectures et les vérités inattaquables.
2637	4	J'ai été témoin de première main de ce type de guerre de l'information aux États-Unis au cours des dernières années de la guerre du Vietnam et de la guerre en Irak, deux guerres motivées par des canulars politiques qui ont abouti à de nombreux crimes de guerre.
2637	6	La manipulation des informations sur la guerre de la Russie contre l'Ukraine vise à empêcher le public de rechercher une paix durable pour l'Ukraine et la région. Le but de cette guerre de l'information est de prolonger la guerre pour servir les intérêts de ceux qui souhaitent la promouvoir. Comment savoir ce qui constitue un fait et ce qui constitue un mensonge, et comment apprendre à expliquer des événements sans être accusé de justification ?
2637	7	Causes menant à la guerre
2637	8	Pour diaboliser vos ennemis, vous devez d'abord les déshumaniser. Il faut les définir comme ceux qui ont agi de façon criminelle et sans provocation. J'ai personnellement condamné sans réserve l'invasion illégale de l'Ukraine, mais je suis toujours intéressé par la façon dont nous en sommes arrivés là.
2637	9	"Le livre 2019 de Stephen Cohen ""La guerre avec la Russie"" ? fournit une analyse approfondie des relations américano-russes depuis la fin de l'Union soviétique et de la dynamique de ces relations avec l'Ukraine depuis 2013. Cohen considère le conflit en Ukraine comme une « guerre par procuration », mais qui a impliqué « trop de Des entraîneurs américains et russes, des assistants et peut-être des combattants ». Cela nous rappelle la guerre en Géorgie (2008) et en Syrie (2011/2020). « Le risque de conflit direct » entre les États-Unis et la Russie « continue de croître en Ukraine », écrivait Cohen dans son livre en 2019."
2637	11	Démocraties et autocraties
2637	13	"Le gouvernement américain considère que le monde est divisé en démocraties et en autocraties. Les gouvernements jugés hostiles par Washington sont appelés autocraties. Pour le Sommet pour la démocratie, tenu en décembre 2021, les États-Unis, par exemple, n'ont pas invité la Bolivie, alors même que le pays était récemment passé par le processus électoral ; pendant ce temps, les États-Unis ont invité le Pakistan, les Philippines et l'Ukraine, même si le gouvernement américain a dit qu'il avait des doutes sur ces États (dans le cas de l'Ukraine, quelques mois plus tôt, les Pandora Papers avaient révélé l'ampleur de la corruption au sein de l'élite ukrainienne, dont le président Volodymyr Zelenskyy). Comme l'Ukraine représente la lutte de la ""démocratie"" contre ""l'autocratie russe"", Zelenskyy a été invité au sommet. Le concept de «démocratie» est dépouillé d'une grande partie de son contenu politique et est utilisé comme arme pour promouvoir des changements gouvernementaux bénéfiques aux intérêts mondiaux des États-Unis."
2637	15	Menaces réelles et fabriquées pour justifier la guerre
2637	17	Alors que les affirmations exagérées du président russe Vladimir Poutine sur la menace du nazisme en Ukraine qu'il utilise pour tenter de justifier son invasion illégale de l'Ukraine sont peu probables, il convient d'examiner les éléments paramilitaires d'extrême droite et leur recrutement de combattants étrangers qui ont envahi l'Ukraine. . Il n'est pas impensable que l'armement et le financement par l'Europe et les États-Unis des forces ukrainiennes favorables à la démocratie, même si cette aide n'est pas officiellement destinée aux milices d'extrême droite connues en Ukraine, puisse encore conduire à des affrontements sanglants. Il existe un risque que des extrémistes d'extrême droite puissent s'implanter, même ceux qui ne sont pas confinés à la seule Ukraine.
2637	18	"Dans une interview accordée en 1998 à L'Obs, anciennement connu sous le nom de ""Le Nouvel Observateur"", Zbigniew Brzeziński, conseiller à la sécurité nationale de l'ancien président américain Jimmy Carter, a déclaré qu'en 1979, les États-Unis avaient ""consciemment augmenté la probabilité"" que l'URSS envahisse l'Afghanistan, dans l'espoir de donner à l'ex-Union soviétique ""sa guerre au Vietnam"". De même, en février 2022, l'ancienne secrétaire d'État américaine Hillary Clinton a déclaré à MSNBC qu'elle espérait que les États-Unis feraient à la Russie en Ukraine ce qu'ils avaient fait à la Russie en Afghanistan."
2637	20	"Le secrétaire général de l'OTAN, Jens Stoltenberg, a déclaré que cette guerre ""pourrait durer longtemps, plusieurs mois, voire des années"", ce qui aurait dû déclencher la sonnette d'alarme parmi les dirigeants politiques européens. Les conséquences d'une deuxième guerre de style vietnamien par la Russie pourraient être désastreuses pour l'Ukraine et l'Europe. La Russie, qui fait partie de l'Europe, ne sera pas une menace pour l'Europe à moins que l'Europe ne devienne une immense base militaire américaine. Par conséquent, l'élargissement de l'OTAN est la véritable menace pour l'Europe."
2637	22	Deux poids deux mesures pour rejoindre le pacte international
2637	24	Transformée en simple caisse de résonance des choix stratégiques américains, l'Union européenne soutient le droit de l'Ukraine à rejoindre l'OTAN comme expression légitime des valeurs universelles (et européennes, mais non moins universelles). Dans le même temps, les États-Unis ont intensifié leur intégration avec l'Ukraine, comme le montre la Charte américano-ukrainienne de novembre 2021 sur le partenariat stratégique. On se demande si les dirigeants européens sont conscients que la reconnaissance du droit de l'Ukraine à rejoindre un pacte militaire comme l'OTAN est refusée à d'autres pays par les États-Unis.
2637	26	Même si les dirigeants européens sont conscients que les États-Unis refusent ce droit à d'autres pays, cela ne changera rien, étant donné l'état de stupeur militariste dans lequel ils se trouvent. Ainsi, par exemple, lorsque les minuscules îles Salomon dans l'océan Pacifique ont approuvé un accord de sécurité préliminaire avec la Chine en 2021, les États-Unis ont réagi immédiatement et avec inquiétude en envoyant de hauts responsables de la sécurité dans la région pour stopper l'escalade de la concurrence pour la sécurité. dans le Pacifique.
2637	28	La vérité vient trop tard
2637	30	La guerre de l'information est toujours basée sur un mélange de vérités sélectives, de demi-vérités et de mensonges éhontés (appelés faux drapeaux) destinés à justifier les actions militaires de ceux qui la promeuvent. Je n'ai aucun doute que les parties russe et américano-ukrainienne se livrent une guerre de l'information, bien qu'étant donné le niveau de censure imposé aux personnes du monde entier qui consomment ces informations, nous en sachions encore moins sur ce qui se passe en Russie. côté.
2637	31	Tôt ou tard la vérité éclatera, le drame est qu'il sera inévitablement trop tard. Dans ce début troublé d'un nouveau siècle, nous avons un avantage : le monde a perdu son innocence.
2637	32	"Le fondateur de WikiLeaks, Julian Assange, par exemple, paie un lourd tribut pour avoir aidé au processus de recherche de la vérité. Pour ceux qui n'ont pas renoncé à penser par eux-mêmes, je recommande le chapitre intitulé ""Langage en politique"", dans le livre Crises of the Republic de Hannah Arendt en 1972. Avec cette brillante réflexion sur les Pentagon Papers, Arendt propose des données complètes sur la guerre du Vietnam (dont de nombreux crimes de guerre et de nombreux mensonges), recueillies à l'initiative de Robert McNamara, l'un des principaux acteurs responsables de cette guerre, qui fut également secrétaire de défense sous deux présidents durant cette période."
2637	34	Le silence
2638	3	Au moins depuis 1997, avec l'entrée des pays baltes dans l'OTAN, le Pentagone avait déjà identifié le plan d'un nouveau rapprochement avec les frontières russes, anticipant un conflit inévitable avec le Kremlin. L'Ukraine ne pouvait être que la dernière étape. Cependant, entre hier et aujourd'hui, il y a une différence décisive qui complique la stratégie des États. La Russie d'Eltsine, colonisée par l'Occident et possédée par des spéculateurs qui avaient pillé les immenses biens de l'État de l'URSS, était un nain militaire. Aujourd'hui, l'ours est la plus grande puissance atomique.
2638	5	Pourtant, les Etats ne baissent pas les bras, même si, conscients de l'attirail de guerre de l'adversaire, surtout ces dernières années, la prudence s'est fait sentir chez les militaires, plus que chez les politiques.
2638	7	Ce que nous voulons empêcher, c'est la soudure entre l'Europe et l'Asie, l'unité politique, économique et commerciale qui, grâce surtout à la ceinture et à la route chinoises (la route de la soie) et à son partage par les pays asiatiques et européens, ne acteurs de soutien mais en tant que protagonistes, il déterminerait le nouveau centre de l'économie mondiale, ouvert, dans une dimension multipolaire, à l'Afrique, à toutes les Amériques, à l'Océanie.
2638	9	Ce qu'on veut de l'Empire d'Occident, plus connu sous le nom d'Empire de la Terreur et du Mensonge, c'est la défense obstinée d'un monde unipolaire gouverné par les États-Unis et ses provinces anglo-saxonnes et européennes. Je me suis exprimé ainsi dans un livret il y a 7 ans. Parce que même alors, le coucher du soleil d'une époque de l'histoire s'est fait sentir.
2638	11	"Le coup d'État de 2014 a déclenché la guerre contre le peuple ukrainien. Les nazis partent à la chasse à l'homme, surtout s'ils appartiennent à une minorité linguistique (pas seulement russophones). Ils se distinguent, faisant appel à leur héros nazi Bandera, un compagnon du Führer, dans des pogroms, des lynchages, des tirs embusqués, brûlant vifs des opposants... dans le silence complice de l'UE et du gouvernement italien... ils vont à l'encontre des « rouges "" de Crimée... bombardent le Donbass (plus de 3 000 morts) dans le silence non seulement des gouvernements européens mais aussi de ceux qui affichent leur pacifisme."
2638	13	Au moment où les armées russes se déplacent, la guerre déclenchée par les nazis a déjà fait 14 000 morts.
2638	15	Si une remarque peut être faite au gouvernement russe, ce n'est certainement pas qu'il a agi de manière irréfléchie, mais plutôt trop tard face aux crimes de Zelensky et de ses nazis.
2638	17	Les incertitudes de cette guerre fortement souhaitée par l'Otan et ses complices sont dramatiques car le vieux monde encore bien en selle pourrait préférer un conflit nucléaire plutôt que de prendre du recul et d'aboutir à des négociations sérieuses aboutissant à une Ukraine neutre, souveraine et démocratique.
2638	19	L'insipience de l'UE est stupéfiante. Les sanctions seront terrifiantes pour les Européens, pas pour les Russes, qui à l'Est ont un impact sur un marché beaucoup plus large que celui de l'Europe, avec un territoire habité par des milliards de personnes, riche en ressources minérales, énergétiques et alimentaires. Les sanctions ridicules contre la Russie ont en fait renforcé la coopération entre la Russie, la Biélorussie, l'Arménie, le Tadjikistan, la RPC du Kirghizistan et accéléré les efforts pour un système financier alternatif au Swift dirigé par les États-Unis. Le commerce avec l'Inde progresse avec les roubles et les roupies. L'Iran favorise également la dédollarisation avec sa propre monnaie. L'or ou le Renminbi peuvent désormais s'offrir comme alternative planétaire au dollar comme monnaie de réserve internationale ou en tout cas comme monnaie de base de référence. Les nations qui n'ont pas partagé les sanctions contre la Russie (4 milliards d'habitants) pourront bientôt opter pour un système financier non rigide et politiquement contrôlé comme l'actuel et donc plus libres dans les relations politiques et commerciales.
2638	21	Lors de sa dernière apparition publique, le ministre des Affaires étrangères Lavrov a été précis et sans ambiguïté sur la rupture avec les systèmes financiers anglo-saxons.
2638	23	Cela ne se fera bien sûr pas sans d'inévitables compromis qui dureront des décennies.
