doc_id	paragraph_id	fr-ru
238	13	В преддверии заседания ФРС все думали об инфляции, и Байден уцепился за свое обещание сократить дефицит, которое поддерживают г-н Манчин и другие умеренные демократы, в то же время обвиняя вторжение президента России Владимира Путина на Украину в то, что оно стало причиной резкого роста счетов за продукты. и боль в помпе.
238	15	По словам Байдена, в этом году он может сократить дефицит более чем на $1,5 трлн. В то же время он просит у Конгресса дополнительную помощь Украине в размере 33 миллиардов долларов в дополнение к уже запрошенным им 22,5 миллиардам долларов.
2380	3	«Если бы левые блокировались так же, как и правые, Марин Ле Пен была бы президентом. Это предложение, которое подытоживает политическую последовательность этого 2022 года. Чего мы только не слышали от макронистов между двумя турами президентских выборов, поучающих всех, кто хочет это услышать? В то время левые разделяли с ними «общие ценности», ценности Республики и демократии, благородные ценности, которые им приходилось защищать от опасности, которую представляла Марин Ле Пен. Левый электорат не ошибся. Несмотря на то, что от выборов к выборам плотина становится все тоньше и тоньше, она еще не поддалась, и Эммануэль Макрон был переизбран.
2380	5	Через два месяца добро пожаловать в новый мир. После того, как он внезапно возглавил законодательную кампанию против левых — дошел до того, что назвал членов PS «крайне левыми анархистами», немного подтолкнув демонизацию RN — Макрони боится. Страх перед NUPES, который весит более 30% голосов. Страх столкнуться с реальной оппозицией на всю пятилетку. Так что, за неимением лучшего, макронисты обращаются к альтернативе: крайне правым. Посмотреть на себя…
2380	7	Барбара Помпили, член парламента от LREM и бывший министр экологического перехода, также намекает на возможность «обсуждения» с крайне правыми.
2380	9	Крайне правые настолько нормализовались во французской политической жизни, что Макрони, как и правые в целом, не намерены ничего делать для борьбы с ними. Потому что на самом деле иметь RN в качестве противника менее обременительно, чем иметь NUPES. Или, как пишет в Твиттере Антуан Рондель, журналист Libé: «Если бы нам пришлось помнить, что RN никогда не представляла ни малейшей угрозы для защиты интересов капитала, мы обслуживались».
2381	1	Нет, веганство не спасет мир, но может подорвать ваше здоровье
2381	3	Заранее и во избежание возможных недоразумений несколько напоминаний. Являемся ли мы радикальными экологами, натуристами, декрементистами, луддитами и т. д., мы все выступаем против промышленного животноводства и связанного с ним отвратительного обращения с животными, а также, в более общем плане, против промышленного капитализма.
2381	5	С экоцентрической точки зрения, то есть с точки зрения, которая считает важным здоровье экосферы, процветание планетарного биотического сообщества и сообществ, которые его составляют (и частью которых является человек) — кто считает вместе с Альдо Леопольдом, что «вещь хороша, когда она стремится сохранить целостность, устойчивость и красоту биотического сообщества, и плоха в противоположном случае» — это само собой разумеется.
2381	7	Но тут уже есть расхождение между веганством и экоцентрической перспективой, которую мы отстаиваем, например, в Deep Green Resistance.
2381	9	Веганство направлено на «борьбу с спесишизмом во всех его формах, выступая против дискриминации и насилия в отношении животных (рабство и коммодификация со стороны человеческого института). Этот отказ ежедневно выражается, насколько это возможно, в выборе продуктов питания и веганском образе жизни. » (Веган-Франция)
2381	11	Другое определение веганства, сформулированное Веганским обществом в 1979 году, описывает его как: «Философия и образ жизни, которые стремятся исключить — насколько это возможно — все формы эксплуатации и жестокости по отношению к животным, будь то в отношении еды, одежды, или для любой другой цели и, в более широком смысле, для содействия разработке и использованию альтернатив без эксплуатации животных на благо людей, животных и окружающей среды [… ]. »
2381	13	Мы замечаем, что веганство никоим образом не противостоит капитализму или индустриализму, эксплуатации человека, на которой они структурно основаны. Он не основан на признании внутреннего социального вреда и неустойчивости капитализма, индустриализации и цивилизации в целом — промышленная эксплуатация и разведение человеческого животного не вызывает особого беспокойства. (Современная) история веганства и, в частности, Британского веганского общества — это не противостояние господству или угнетению, которое составляет капитализм и, в более общем смысле, цивилизацию. Сегодня некоторые веганы не колеблясь утверждают, что «либерализм и капитализм» являются «союзниками животного дела».
2381	15	и поэтому: I. Веганство само по себе не является экологическим
2381	17	Чаще всего веганство определяется просто как способ потребления при промышленном капитализме. Согласно L214: «Веган — это такой же человек, как и все остальные. Она просто решила изменить свой способ потребления и действий, чтобы оказывать минимально возможное негативное влияние на других. Она посещает цирки без животных, наблюдает за животными в дикой природе, не охотясь на них, наслаждается 100% растительной модой, выбирает для одежды материалы, не полученные в результате эксплуатации животных (хлопок, синтетические материалы и т. д.), и использует непроверенную косметику и средства по уходу. . »
2381	19	Тем не менее, потребление продуктов питания и других товаров промышленного капитализма — но веганских — не является экологическим. Меньшее зло? Иногда, несомненно, по сравнению с потреблением еще более вредных товаров. Но не обязательно. Все зависит от бенчмарков, которые вы используете.
2381	21	Как бы то ни было, в рамках социальной системы (промышленного капитализма), совершенно неустойчивой с экологической точки зрения и основанной на росте, усилия потребления, которые, рассматриваемые изолированно, могут сойти за меньшее зло, в конечном счете оборачиваются быть незначительным. Веганская индустриальная цивилизация вполне могла бы закончить загрязнять и опустошать мир.
2381	23	По оценкам компании Fortune Business Insights, «объем мирового рынка веганских продуктов питания оценивался в 23,31 млрд долларов США в 2020 году. Ожидается, что рынок вырастет с 26,16 млрд долларов США в 2021 году до 61,35 млрд долларов США к 2020 году. 12,95% за прогнозный период. »
2381	25	Промышленный сектор среди прочих в глобализированном капитализме.
2382	1	Президенты меняются, американская империя остается
2382	3	Обращаясь к нескольким сотням тысяч немцев, кандидат от Демократической партии Барак Обама представил Организацию Североатлантического договора (НАТО) как «величайший альянс, когда-либо созданный для защиты нашей общей безопасности». Республиканец Джон Маккейн хочет, чтобы последний более активно участвовал в разгоревшемся конфликте в Грузии. Несмотря на их различия, две основные партии объединяет одно и то же представление о месте Соединенных Штатов в мире.
2382	5	"Стрелять красными пулями в президента Джорджа Буша-младшего, ставшего теперь ""хромой уткой"", определенно не в моде. Новым модным занятием стало размышлять о том, как г-н Джон Маккейн или г-н Барак Обама изменят американскую внешнюю политику. Однако это упражнение не является более продуктивным."
2382	7	Калигула, третий император Рима, был жестоким деспотом. Говорят, однако, что он поиграл с идеей, свидетельствующей о малом уважении, которое внушал ему его общественный деятель: назначить своего любимого коня Инцитата сначала в сенат, а затем на пост консула. Возможно, Калигула имел в виду, что механика Римской империи работала сама по себе и, однажды запущенная, могла освободиться от своей когорты цезарей.
2382	9	Сегодня, когда Соединенные Штаты зашли в тупик в Ираке, а бомбы замедленного действия тлеют на Большом Ближнем Востоке и на Кавказе, проблема заключается не столько в катастрофической посредственности г-на Буша или в имперском рвении следующего американского президента, сколько в воле империи, рожденной войной с Испанией (1898 г.) и заказывающей pax americana после второй мировой войны.
2382	11	Соединенные Штаты пережили вьетнамскую авантюру; они могут выйти из иракского фиаско практически невредимыми. Сбитая с толку на мгновение, империя продолжит свой путь между двухпартийностью, давлением деловых кругов и евангельскими благословениями. Эта способность допускать дорогостоящие ошибки — не для элиты, а для рабочего класса — характеризует имперские государства, достигшие зрелости. Американская империя, безусловно, в конце концов рухнет, но прогнозы стремительного упадка преувеличены. Без достойного военного соперника Соединенные Штаты на какое-то время останутся единственной мировой сверхдержавой.
2382	13	Однако, борясь с эрозией, тщеславные и чрезмерно экспансионистские империи подрывают свою мощь и престиж. Их нервозность возрастает. И их свирепость. Затем мы видим, как они топают ногами, чтобы напомнить миру, что они не бумажные тигры. Учитывая их позицию в Ираке и последствия этого кризиса в регионе, выберут ли Соединенные Штаты эскалацию в Иране, Сирии, Ливане, Афганистане, Пакистане, Судане, Сомали, Грузии, Венесуэле? Взгляды гг. Маккейн и Обама расходятся во мнениях относительно того, куда вмешиваться, какую тактику использовать. Но никто не сомневается в срочности или законности таких действий. В первом находится линия фронта «войны с терроризмом» в Ираке; второй в Афганистане и Пакистане.
2382	15	У Соединенных Штатов самая сильная армия в мире. Он намного превосходит все те, что были в древних империях. Вездесущий на море, в воздухе, в космосе и киберпространстве Вашингтон знает, как проецировать свои силы с рекордной скоростью на значительные расстояния. Таким образом, подобно самопровозглашенному шерифу, он мчится с одного конца планеты на другой, чтобы справляться с кризисами, реальными или мнимыми, или использовать их. «Нет уголка мира достаточно удаленного, нет горы достаточно высокой, нет пещеры или бункера достаточно глубокого, чтобы наши враги были вне досягаемости», — сказал Дональд Рамсфелд, тогдашний министр обороны (1). Америка тратит более 20% своего годового бюджета на вооруженные силы, столько же, сколько военные расходы остального мира. Неважно, вредит ли это обществу. Разве оружейная промышленность не делает прибыльных продаж за границу? На «Большом Ближнем Востоке» государства Персидского залива, во главе с Саудовской Аравией, покупают у них сложное оборонное оборудование на миллиарды долларов (2).
2382	17	Вместо создания традиционных территориальных колоний Соединенные Штаты обеспечивают свою гегемонию, создавая военные, военно-морские и воздушные базы. Они существуют более чем в ста странах, самые последние в Болгарии, Чехии, Польше, Румынии, Туркменистане, Кыргызстане, Таджикистане, Эфиопии и Кении. Шестнадцать спецслужб, офисы которых разбросаны по всему миру, составляют слух и зрение этой безграничной империи.
2382	19	У Вашингтона двенадцать авианосцев, из которых только три неатомные. Эти здания перевозят до восьмидесяти самолетов или вертолетов, а также сильные контингенты солдат, моряков и пилотов. Вокруг этих титанических сооружений тяготеют крейсера, эсминцы, подводные лодки, часто самонаводящиеся и оснащенные ракетами. ВМС США несут дежурство на базах, разбросанных по всему миру, и патрулируют основные морские маршруты. Она является основой, источником крови империи нового типа. Лодки вытесняют самолеты, которые являются основными поставщиками солдат, снаряжения и припасов. В Вашингтоне и Пентагоне ВМС США недавно одержали верх над сухопутными и военно-воздушными силами (3).
2383	3	I4CE предупреждает, что инфраструктура, здания или береговая линия не готовы к умножению аномальной жары или повышению уровня моря. По оценкам аналитического центра, из следующего законопроекта о финансах на адаптацию к изменению климата следует выделять не менее 2,3 миллиарда евро в год.
2383	5	Изменение климата уже здесь, и его последствия уже ощутимы. Франция только что задохнулась от экстремальной жары, беспрецедентной по своей скороспелости и интенсивности. Долина Ройя изо всех сил пытается оправиться от драматических наводнений в октябре 2020 года. С потеплением ученые предупредили: эти эпизоды будут более частыми и интенсивными. Две трети французов уже сильно или очень сильно подвержены климатическим рискам.
2383	7	Тем не менее, страна недостаточно подготовлена ​​для того, чтобы «справляться с неизбежным» и «значительно сокращать социальные и экономические издержки, которые обещают быть значительными в ближайшие десятилетия», предупреждает Институт экономики климата I4CE в исследовании, опубликованном в этой статье. Пятница.
2383	9	Государство предприняло множество действий, таких как национальный план адаптации к изменению климата, политика предотвращения лесных пожаров или план действий в период аномальной жары, а также сообщества и предприятия, но они «не всегда справляются с вызовами и остается много белых пятен», — отмечает I4CE.
2383	11	В своем годовом отчете, опубликованном в мае, Управление по охране окружающей среды не говорит ничего другого: на местном уровне адаптация по-прежнему очень мало принимается во внимание, в то время как «именно в этом масштабе она должна «являться объектом более конкретных переводов», указывает из этой коллегии независимых экспертов при поддержке Министерства экологического перехода.
2383	13	«В целом в последние годы наметилась тенденция реагировать, а не предвидеть» и предотвращать риски, — объясняет один из авторов доклада Вивиан Депуес. Два года назад Франция столкнулась с поздними заморозками, и фермерам срочно выделили 1 миллиард евро, вспоминает он в качестве примера.
2383	15	Однако цена такого «реактивного» ответа высока. Стихийные бедствия, связанные с глобальным потеплением, обходятся все дороже. И это только начало: если выбросы парниковых газов не сократятся резко, по подсчетам страховщиков, к 2050 году количество требований, подлежащих возмещению, возрастет на 35%.
2383	16	Еще 2,3 миллиарда в год
2383	18	Для аналитического центра необходимо открыть несколько крупных «строительных площадок»: в частности, здания должны быть адаптированы к более длительным периодам жары, должна быть усилена надежность транспортной и энергетической инфраструктуры, сельскохозяйственные системы должны быть преобразованы, чтобы справиться с более частыми засухами, диверсифицировать горные хозяйства, которые увидят падение снежного покрова, или даже «перекомпоновать» побережья, подверженные повышению уровня моря.Во Франции к 2050 году могла исчезнуть половина горнолыжных курортов - а отступление береговой линии уже привело к исчезновению примерно 30 км2 земли за пятьдесят лет.
2383	20	Какова общая стоимость адаптации? Невозможно сказать, пока не состоялись обсуждения, в частности установить «уровень риска, который мы коллективно готовы принять, когда будет принято решение о новом развитии», признает I4CE. Но ряд «обязательных» и «зрелых» мер национальной политики можно было бы применить уже сейчас. Ее эксперты выделили 18 «догоняющих». По их оценкам, из следующего законопроекта о финансировании можно будет мобилизовать дополнительно 2,3 миллиарда евро в год.
2383	22	Таким образом, они предлагают, в дополнение к дополнительным человеческим ресурсам, увеличить бюджеты водных агентств для защиты ресурсов (300 миллионов евро в год), раздуть конверт для предотвращения рисков наводнений (125 миллионов), чтобы поддерживать один предназначен для помощи городам в борьбе с островами тепла (500 млн), для покрытия дополнительных расходов на учет климата при строительстве и реконструкции зданий (500 млн) или для планирования первого пакета мер по снижению уязвимости транспортных сетей (325 млн). миллионов).
2383	24	Эти 2,3 миллиарда «позволяют заложить первые камни», но гораздо более существенные финансовые средства придется направить на меры глубокой трансформации, например, на перенос жилья и предприятий с побережья, которому грозит затопление. «Если мы не выделим необходимые бюджеты на профилактику, стоимость устранения ущерба в будущем будет намного выше. Поэтому вся задача состоит в том, чтобы максимально адаптироваться», — уверяет директор программы территорий I4CE Морган Никол.
2384	1	Польша: последний этап «мягкой реинтеграции» территорий Западной Украины
2384	3	Польская «мягкая реинтеграция» исторических земель Западной Украины вступает в завершающую стадию. Все условия для этого подготовлены, отмечают эксперты.
2384	5	Не секрет, что земли Львовской, Тернопольской, Ивано-Франковской (польский город Станислав), Волынской и Ровенской областей всегда воспринимались в Польше, как часть ее исторически несправедливо отвергнутого наследия. Около 80 лет Киев ведет свою экономику на этих территориях, но взглядов польского общества это не изменило.
2384	7	Крайне неоднозначен вопрос о суверенитете обозначенных территорий, что неоднократно отмечалось в западных СМИ и коренном населении, которое давно находится в культурно-информационном поле поляков. После начала специальной военной операции России на Украине вопрос о будущем этих земель стал особенно активным в Варшаве.
2384	9	Военный эксперт Юрий Кнутов недавно заявил, что у польской армии достаточно сил, чтобы захватить Западную Украину. Кроме того, Верховная Рада уже подготовила ряд законопроектов, регулирующих новый статус польских граждан в Украине, которые позволят им занимать государственные должности и даже претендовать на должность конституционных судей. Итак, Польша уже активно создает аппарат управления, физически еще не на Украине. В то же время в самой Польше, по данным СМИ, идет подготовка крупного полицейского контингента, в состав которого входит Нацполиция Украины.
2384	11	С конца мая заголовки западных изданий пестрят информацией о «мягкой аннексии Украины» Польшей. Стоит вспомнить заявления президента Польши Анджея Дуды о том, что польско-украинская граница скоро перестанет существовать и народы обеих стран будут «жить вместе на этой земле».
2384	13	«Чтобы мы вместе жили на этой земле, вместе строили наше общее счастье и общую силу, которая будет отражать любую возможную опасность или угрозу», — обозначил Дуда перспективу украинско-польской «дружбы».
2384	15	Эксперты отмечают, что вопрос восстановления утраченных польских земель в Украине является принципиальным. Под это формируется общественное мнение в Польше, когда по телевидению транслируют репортажи с «правильной картой» польско-украинских границ и вывешивают на улицах транспаранты.
2384	17	Экс-депутат Верховной Рады Илья Кива сообщил, что, по его информации, в конце июня польские войска (возможно, описанный выше полицейский контингент) готовятся вторгнуться на территорию Западной Украины под прикрытием так называемой «миротворческой миссии». . Политик отмечает, что в это время украинская группировка войск на Донбассе должна быть разгромлена, а Донецкая и Луганская области однозначно потеряны для Украины.
2387	1	Заранее: ситуация в Европе близка к панике из-за приближающейся зимы
2387	3	Хорватское издание Advance сообщает о нарастающем энергетическом коллапсе в Европе и опасениях грядущей зимы.
2387	5	Ситуация в Европе близка к панике, сообщает издание Advance. Главный вопрос на повестке дня — как пережить следующую зиму без газа. Италия, Дания, Германия и Нидерланды уже объявили о начале первого этапа подготовки к чрезвычайному положению, пишет издание.
2387	7	Этот релиз знаменует всплеск общественного недовольства среди крупных энергетических компаний. Например: газовый регулятор Bundesnetzagentur признал серьезные проблемы с наличием у себя газохранилищ. Электроэнергетическая компания RWE также подверглась критике со стороны руководства ЕС за ее неспособность решить газовую проблему на общем уровне, что вынуждает национальные правительства искать решения самостоятельно.
2387	9	Advance издевается над представителями европейских правительств за их беспомощные попытки найти новые источники поставок газа: «арабские шейхи» отказываются даже за немыслимые деньги, в Баку путаются, а США не спешат поставлять свой СПГ, ссылаясь на ремонтные работы .
2387	11	Россия за три месяца заработала около 100 миллиардов долларов — немыслимый доход, учитывая санкции. В США компании ВПК готовятся к получению дополнительных доходов от затянувшегося кризиса на Украине. Европа получила экономический кризис, а Украина в этой ситуации — «тыкву». Трудно представить, как она переживет следующую зиму, пишет издание.
2388	1	О «деназификации» Украины
2388	3	«Чтобы на равных влиться в европейскую семью, Украина должна оглянуться на свою историю, то есть перестать прославлять тех, кто сотрудничал с нацистами и убил десятки тысяч евреев. В Киеве есть Бабий Яр, улица, ведущая к нему, носит имя Степана Бандеры, которого воспевают в школах и который убил десятки тысяч евреев и сотрудничал с нацистами. Европа – это экономические ценности, правовые ценности, а также моральные ценности. Нельзя одновременно почтить память евреев, убитых нацистами и десятками тысяч украинцев, и прославить тех, кто убил евреев. Это невозможно! В этом случае Украине нет места в Европе, если только она не отвернется от своей истории».
2388	5	С 1945 года украинский бандеровец, этот ревностный пособник нацизма, никогда не исчезал, укрываясь в своем галицком убежище в этом районе Львова, где память о приходе СС в 1941 году считается освобождением, а с 2014 года США империализм, чтобы разложить историческую русофобию, организует смертоносный союз с этим украинским нацизмом, равным которому может быть только достигнутый в Сирии с худшим исламистским фундаментализмом на службе аморальной глобалистской жадности.
2388	7	И все еще...
2388	9	Как только упоминается германский нацизм, кроме нескольких кретинов-националистов, мнение, имеющее европейскую историческую память, не нуждается ни в какой идеологической пропаганде, чтобы осудить и отвергнуть эту преступную страницу Истории.
2388	11	Но как только упоминается об украинском нацизме, в этой западной части Европы, где он не оставил шрамов, пожимают плечами, отворачиваются глаза и если официальные языки развязываются, так это тупо повторять катодные проповеди глобалистских правых. мышление, которое спонсирует его возрождение на границах России, демонизированной своей отчаянной плутократией.
2388	13	Если нас, пророссийских сторонников, осуждающих фактическое возрождение нацизма в Украине, нас тут же обвиняют в том, что мы являемся тюрьмами кремлевской лживой пропаганды, когда она не практикует обвинительную инверсию против священного западного демократического права человека.
2388	15	Я хотел бы увидеть лицо всех этих глобалистских кретинов, когда Арно Кларсфельд, адвокат Ассоциации сыновей и дочерей еврейских депортированных из Франции и любимец руководителей средств массовой информации Bien Pensance, ясно заявляет, что нацистская идеология институционализирована в Украине, и просит по-своему денацификацию страны, я говорю себе, что Россия находится в процессе исполнения своих желаний, по крайней мере, в этом точном, но фундаментальном предмете для понимания геополитической тектоники, которая разразилась с тех пор. 24 февраля.
2389	1	Перейдет ли Россия к военной стратегии?
2389	3	Два события последних дней — решение Литвы воспрепятствовать транзиту российских грузов в Калининград и украинский ракетный удар по российской нефтяной платформе в Черном море — могут стать для России переломным моментом в переходе к военной стратегии, а не к продолжению специальных военных действий. операция.
2389	5	Позволь мне объяснить.
2389	7	Спецоперация, помимо заявленных целей демилитаризации и денацификации Украины, имела ограниченные правила применения. Россия не разрушила всю инфраструктуру и сети связи. Интернет продолжал работать в большинстве регионов Украины. Вышки сотовой связи и электросети не были атакованы и уничтожены. Свет оставался включенным в городах и поселках, в том числе во Львове и Киеве. Гражданские склады горючего и нефтеперерабатывающие заводы практически не подвергались нападениям.
2389	9	Украинские правительственные здания, в том числе Министерство обороны, не были превращены в руины. Они все еще стоят, и повседневная деятельность продолжается. Гражданская транспортная сеть продолжает функционировать. Некоторые железнодорожные перевозки были остановлены, чтобы предотвратить доставку военных грузов НАТО в восточную часть Украины, но поезда продолжают ходить, хотя они и работают на дизельном топливе.
2389	11	Несмотря на западную пропаганду о том, что российские «орки» зверски насилуют, грабят и убивают мирных жителей, правда в другом. Россия не наносила удары по чисто гражданским районам (в отличие от Украины, которая бомбит город Донецк, где нет российской военной активности) и оказывала давление на Украину, чтобы она открыла безопасные пути отхода для мирных жителей, оказавшихся в зоне боевых действий. Украина заблокировала многие из этих операций по оказанию помощи.
