doc_id	paragraph_id	it-ru
26291	21	На второй день учений, в пятницу, 5 августа, китайское информационное агентство Синьхуа сообщило об использовании беспилотников китайскими военными. Дроны использовались для съемки ракет, точно поражающих цели, расположенные в Тайваньском проливе. Между тем, Япония заявила в четверг, 4 августа, что два беспилотных летательных аппарата, идентифицированные как разведывательный беспилотник BZK-005 и разведывательно-ударный беспилотник TB-001, направились в сторону Восточно-Китайского моря.
26292	3	Беспрецедентные военные учения. Несколько раз летал над островом. Бомбы также в японских водах
26292	5	Вчера в 12 часов по местному времени Китай начал крупнейшие в истории военные учения вокруг Тайваня, которые в конечном итоге перекинулись даже в японские воды. Они являются ответом на визит на остров спикера Американской палаты Нэнси Пелоси. Пелоси заверил, что его присутствие «недвусмысленно ясно показало», что США «не откажутся» от такого демократического союзника, как Тайвань. Его поездка вызвала бурную реакцию Пекина, обещавшего «наказания». Разборки, поскольку напряженность в регионе продолжает расти: вчера в общей сложности 22 китайских истребителя ненадолго пересекли неофициальную срединную линию, разделяющую Тайваньский пролив. Министерство обороны Тайбэя обнаружило восемь J-11, двенадцать Су-30 и два J-16 и уточнило, что, согласно протоколу, оно «активировало системы ПВО, заставило самолеты взлететь и отправило сообщения. предупреждения». Официальные китайские СМИ напоминают, что это «крупномасштабные военно-учебные маневры», включающие боевые пуски артиллерийских снарядов и ракет в шести морских районах, закрытых для судоходства и облетов. Маневры также были продлены с воскресенья 7 августа до понедельника 8 до 10:00.
26292	7	The Global Times, англоязычная газета, близкая к пекинскому режиму, сообщила со ссылкой на различных военных аналитиков, что маневры «беспрецедентны» и что ракеты впервые пролетят над Тайванем. Подтверждением этому стали пламенные слова министра иностранных дел Китая Ван И. «Это Соединенные Штаты стали причиной беспорядков, кризиса и продолжают нагнетать напряженность», — уточнил он. И резко ответил на совместное коммюнике G7, в котором Пекин в среду призвал избегать «агрессивных военных действий» из-за риска «ненужной эскалации» и «не менять статус-кво силой в одностороннем порядке». Вопиющая провокация США с визитом Пелоси в Тайбэй «создала плохой прецедент, если ее не исправить и не противостоять», добавил Ван. Затем МИД Пекина вызвал послов стран G7, в том числе Италии, и ЕС, чтобы «выразить полное разочарование» коммюнике, подписанном главами дипломатии, резко критикующими его военные учения.
26292	9	Поэтому Китай возложил вину за эскалацию на США и их союзников. При этом Минобороны Тайбэя объяснило свою позицию следующим образом: «Мы будем поддерживать принцип подготовки к войне, не стремясь к войне». Госсекретарь США Энтони Блинкен также выступил из Пномпеня, Камбоджа, где он присутствует на саммите АСЕАН. «Соединенные Штаты выступают против любых односторонних усилий по изменению статус-кво на Тайване, особенно силой. Политика США в отношении острова не изменилась», — повторил он и подчеркнул, что «стабильность пролива отвечает интересам всего региона». Затем настала очередь пресс-секретаря Путина Дмитрия Пескова: «Напряженность в регионе вокруг Тайваня создавалась искусственно». Мы, — продолжил он, — прекрасно понимаем, кто его вызвал: визит Нэнси Пелоси. Это было совершенно лишним и ненужной провокацией».
26292	11	На местах ситуация все больше накаляется. Журналисты информационного агентства AFP наблюдали артиллерийские обстрелы китайской армией в направлении Тайваньского пролива. Репортеры находились на китайском острове Пинтан, в нескольких километрах от ведущихся манёвров, и, по их показаниям, огонь из гаубиц велся с площадок вблизи военных объектов. И что еще хуже, пять баллистических ракет, выпущенных Народно-освободительной армией, приземлились в исключительной экономической зоне Японии. Министр обороны Нобуо Киши уточнил, что это первый подобный случай: «Это серьезный вопрос, который касается национальной безопасности нашей страны и безопасности людей», — подчеркнул он. Токио также подал дипломатический протест китайскому правительству.
26293	1	Устойчивое финансирование и таксономия ЕС: что изменится?
26293	3	Таксономия ЕС меняет устойчивое финансирование. посмотрим как
26293	5	В начале июля Европейский парламент продвинул Таксономию устойчивого развития, представленную Европейской комиссией во главе с Урсулой фон дер Ляйен, одобрив ее большинством голосов. Этим шагом Страсбургский полукруг привел к вступлению в силу предложения, направленного на проведение четкой линии. Следовательно, давая окончательную картину того, что считается функциональным для устойчивого развития Старого континента и что вместо этого не относится к этой сфере экономической деятельности, продвигаемой на Старом континенте. Это также оказывает серьезное влияние на устойчивое финансирование, область, в которой Брюссель хочет играть ведущую роль.
26293	7	Влияние будет значительным, в частности, в обеспечении все большей степени единообразия для компаний и финансовых учреждений, которые продвигают выпуск устойчивых облигаций, «зеленых» продуктов и финансовых отчетов, посвященных критериям ESG. Из Таксономии вытекает желание укрепить два европейских плана, связанных со сферой устойчивого финансирования: с одной стороны, План действий по устойчивому финансированию; с другой стороны, дополнительное Положение о распространении устойчивого финансирования, которое направлено на повышение уровня прозрачности. С 6 июля прошлого года, в день утверждения, только виды экономической деятельности, которые открыто способствуют достижению одной или нескольких из шести указанных экологических целей, в недвусмысленной и недвусмысленной форме определяются как устойчивые. К ним относятся: смягчение последствий изменения климата экономической системы; адаптация стратегических секторов к изменению климата; защита морских и водных ресурсов; переход к экономике замкнутого цикла; Предотвращение загрязнения; защита и восстановление биоразнообразия и экосистем.
26293	9	"Теперь самой большой нагрузкой для операторов будет понять, как оптимизировать отчетность по этому вопросу. В Италии Форум устойчивого финансирования с самого начала процесса реформ занял позицию на основе новой таксономии и «тщательно следит за прогрессивным развитием европейской таксономии, которая представляет собой действенный инструмент для классификации устойчивых инвестиций в рамках знамя большей прозрачности и раскрытия информации. Важное положение, которое, тем не менее, сможет раскрыть свой положительный потенциал, если примет во внимание ограничения и расширит возможности устойчивого финансирования"", - сказал генеральный секретарь Форума Франческо Биччато."
26293	11	В недавнем исследовании «Таксономия ЕС и другие правила устойчивого финансирования: последствия для финансовых операторов» Форум устойчивого финансирования подчеркнул, что с этой точки зрения именно необходимость обладать «четкими и непротиворечивыми данными» имеет значение, позволяющее предприятию точный отчет о своей деятельности. Безусловно, в этом смысле необходимо будет поддерживать текущий уровень несоответствия в обязательствах, возложенных на каждую компанию в отношении устойчивого развития: по инициативе евродепутата Fratelli d’Italia Раффаэле Станканелли весной прошлого года был проведен Due Diligence корпоративного устойчивого развития (Corporate Sustainability Due Diligence). Csdd) директива, которой ЕС хочет дополнить набор политик, направленных на регулирование программы энергетического перехода, для регулирования управления секторами, приведенными в соответствие с критериями экологической, социальной и управленческой устойчивости, предшествующей таксономии, была изменена в пользу малых предприятий. и средних предприятий. CSDD, по сути, предусматривает различные уровни обязательств для компаний по отчетности о деятельности в отчете об устойчивом развитии, которые будут более строгими только для компаний с числом сотрудников не менее 500 и оборотом в 140 миллионов евро.
26293	13	Таким образом, природа таксономии лучше очерчена, и, прежде всего, предлагается самая сильная связь, чтобы связать в существенной форме прозрачность в области устойчивого развития и финансовую прозрачность, что требуется прежде всего для тех компаний, которые ориентируются на критерии ESG для входа. рынки капитала. Компании, охватываемые таксономией, должны будут учитывать оборот, капиталовложения и операционные расходы, связанные с деятельностью, которая является частью таксономии, и это, как отмечается в исследовании Форума устойчивого финансирования, может позволить инвесторам «анализировать компании по с учетом их воздействия на окружающую среду и проектов декарбонизации. Более того, большая доступность информации будет способствовать как самооценке компаний в отношении их климатических рисков и воздействий, так и диалогу инвесторов с компаниями-инвесторами и позволит повысить прозрачность в отношении касается финансовых инструментов, направленных на достижение целей устойчивого развития». Во-первых, Зеленые облигации, которые могут быть выпущены только в том случае, если они действительно таковые, поэтому четко определены с точки зрения целей и перспектив. Но с этой точки зрения таксономия также может внести значительный вклад в борьбу с корпоративным гринвошингом. Европейский приоритет, которому Таксономия сегодня предлагает дополнительную поддержку. Сопоставление будет сложным, и компании, безусловно, должны будут внимательно следить за внутренним контролем счетов, чтобы возвращать только то, что имеет отношение к деятельности Таксономии. Но это представляет собой первый шаг к общему стандарту, который жизненно важен, когда речь идет об устойчивом финансировании и инвестициях в этом вопросе.
26294	1	Вовлечение бумеров Климатическое движение не может оставаться детской историей
26294	2	75 миллионов: это число людей старше 60 лет в Соединенных Штатах. Их больше, чем все население Италии, они массово голосуют и владеют двумя третями финансовых ресурсов страны. Вот почему Билл Маккиббен основал новое движение под названием «Третий акт», направленное на мобилизацию пожилых людей.
26294	4	Ладно, бумеры? Мы могли бы перевести идею так: опрокинуть самую ругаемую фразу-мем в истории социальных сетей, потому что для борьбы с изменением климата также нужны пожилые люди, поколение бэби-бумеров и следующее, «молчаливое поколение». Идеолог и организатор этого пополнения списка — 61-летний мужчина, прошедший все этапы американского энвайронментализма: основатель 350.org — международной экологической организации, базирующейся в Нью-Йорке — Билл МакКиббен.
26294	6	«Я достаточно взрослый, чтобы помнить первый День Земли в 1970 году, общественный призыв к переменам, который привел к принятию первых законов об охране окружающей среды в Соединенных Штатах и ​​созданию Агентства по охране окружающей среды. Затем движение циклически расширялось и сокращалось в зависимости от контекста и сохраняло тенденцию к расслаблению после положительного цикла. Когда климат стал центральной проблемой, низовой энвайронментализм фактически больше не существовал, он был воссоздан заново новым поколением в Европе и США: движение восхода солнца, восстание вымирания, пятницы для будущего. Но этого сейчас недостаточно, потому что структура сопротивления статус-кво слишком сильна».
26294	8	Вот почему Маккиббен, писатель, журналист и активист, основал новое движение под названием «Третий акт», явно нацеленное на мобилизацию людей старше 60 лет. «Третий акт» ищет правильные каналы и языки, чтобы говорить с ними, чтобы привести их к демонстрации, чтобы привлечь внимание к климату и окружающей среде, адаптируя активность к ритмам эпохи.
26294	10	«Третий акт», потому что первыми были великие сражения за гражданские права в Соединенных Штатах, но в Италии мы могли бы говорить о 1968 году или о победах на референдумах, изменивших общество в 1970-е годы: исторический момент, когда это было обычным явлением. для участия людей в общественной жизни вокруг них. Вторым актом было возвращение в частную сферу, капитуляция перед обществом потребления 80-х и 90-х годов, конец истории, переведенный в индивидуальный масштаб. Третьим, для этого бумера или молчаливого поколения, должен стать момент политического наследия, согласно Маккиббену: столкнуться вместе с внуками, чтобы создать критическую социальную и электоральную массу, необходимую для борьбы с изменением климата.
26294	12	Ключевое число, по словам МакКиббена, составляет 75 миллионов. В США много людей старше 60 лет. «Они больше, чем все население Франции. И голосуют массово: в 2020 году их было 44% от всех пришедших на выборы. Они также владеют двумя третями финансовых ресурсов страны по сравнению с пятью процентами миллениалов. Это значит, что я часть общества, к которой и Вашингтон, и Уолл-Стрит вынуждены прислушиваться, когда оно мобилизуется: у них есть ресурсы, у них есть силы, у них есть время, и очень часто у них есть еще и внуки, и они все больше беспокоятся о них».
26294	14	Короче говоря, климатическое движение должно перестать быть просто детской историей, в том числе потому, что, как говорит Маккиббен, «морально неприемлемо перекладывать бремя такой важной битвы только на их плечи».
26294	16	Америка приближается к промежуточным выборам, действия по борьбе с изменением климата заблокированы в Конгрессе из-за того, что демократы не составляют большинства по экологическим вопросам, потому что сенатор Джо Мэнчин голосует за республиканцев по этому вопросу, а также приостановлено в исполнительной власти постановлением Верховного суда, которое дало очень ограниченное толкование полномочий Агентства по охране окружающей среды.
26295	3	Агрессивность России тревожит скандинавский остров, ищущий большей безопасности, как Швеция и Финляндия. Для Брюсселя это был бы стратегический форпост между Атлантикой и Северным морем, где он утратил влияние после Brexit.
26295	5	Исландцы все больше интересуются Европейским союзом. Об этом свидетельствует опрос, проведенный институтом общественного мнения Gallup, согласно которому 47% граждан выступают за вступление в Евросоюз, что является самым высоким показателем за последние 12 лет, а против - 33%. Симпатия к Брюсселю со временем росла: в 2010 году только 26% исландцев хотели присоединиться, а в 2014 году эта цифра выросла до 37%.
26295	7	Ускорение в последние месяцы связано с украинским кризисом и поиском большей безопасности за счет принадлежности к общинному блоку. То же самое произошло с Финляндией и Швецией, которые подали заявку на членство в НАТО. Исландия уже является частью Атлантического альянса и идет параллельным путем.
26295	9	Выгоды от возможного исландского членства для Брюсселя не связаны с энергетикой, то есть с одним из самых деликатных вопросов в украинском досье. Рейкьявик имеет запасы природного газа и нефти и поэтому не может увеличивать запасы сообщества, способствуя снижению зависимости от России.
26295	11	Что делает Исландию стратегической, так это ее положение, имеющее решающее значение для контроля над морскими путями, которые гарантируют доступ к Атлантическому океану и Северному морю. Трения между Западом и Россией придали новое значение этой части мира, забытой после окончания холодной войны. Москва намерена использовать его для расширения радиуса действия своего военно-морского и подводного флота, в то время как Европейский Союз потерял позиции после Brexit.
26295	13	Кроме того, отношения между Исландией и Россией ухудшились после того, как Рейкьявик решил присоединиться к санкциям Европейского Союза против Москвы.
26295	15	Исландия глубоко интегрирована в Союз, поскольку она является частью Европейской экономической зоны, Шенгенской зоны, участвует без права голоса в некоторых программах и агентствах и консультируется с Союзом по вопросам внешней политики, часто соглашаясь с позициями, выраженными последнее в вопросах международных отношений и участие в создаваемых гражданских миротворческих миссиях.
26295	17	В июле 2009 года, после финансового кризиса и досрочных выборов, Исландия впервые подала заявку на вступление в Европейский Союз. Консультации привели к изменениям в правительстве с чередованием консерваторов из Партии независимости и проевропейцев из Социал-демократического альянса.
26295	19	Членство в Союзе рассматривалось как способ положить конец кризису путем введения евро и как логичный выбор, чтобы иметь больше полномочий для принятия решений в европейской политике.
26295	21	Однако сценарий быстро изменился. Исландия быстро оправилась от кризиса, в то время как Союз погрузился в него, что также осложнило двусторонние отношения.
26295	23	Всеобщие выборы 2013 года завершились победой Прогрессивной партии (которая, несмотря на свое название, является правоцентристской политической силой) и Партии независимости. Премьер-министр Зигмундур Давид Гуннлаугссон заявил, что «правительство прекратит переговоры между Исландией и Европейским союзом и что последние не возобновятся до тех пор, пока не будет проведен референдум».
26295	25	Прогрессивная партия была против переговоров, поскольку опасалась, что членство в профсоюзе подорвет контроль Рейкьявика над рыбными запасами. В Исландии одна из самых современных и продуктивных рыбных промыслов в мире, и для поддержания устойчивых рыбных запасов и защиты морской экосистемы устанавливаются ежегодные квоты, которые устанавливают верхний предел деятельности в этом секторе.
26295	27	Министерство рыболовства, как напомнило BBC в 2016 году, является самым важным ведомством исландского правительства, и тогдашний министр Гуннар Браги Свейнссон объяснил, что «он никогда бы не решил присоединиться к Европейскому союзу», потому что таким образом « «Исландия не должна была принимать общие решения в области рыболовства с 27 или 28 другими странами, что все усложняет» и отказывается от системы квот, не предусмотренной политикой сообщества.
26295	29	В 2015 году заявку на вступление в Евросоюз отозвали. Консультации 2017 года завершились избранием парламента, на две трети состоящего из депутатов-евроскептиков, и формированием большого коалиционного правительства во главе с Катрин Якобсдоттир из Красно-зеленого движения, враждебно настроенного по отношению к Европейскому союзу. Затем исполнительная власть была подтверждена после выборов 2021 года.
26295	31	В марте этого года, когда несколько дней назад началось вторжение в Украину, четырнадцать депутатов внесли в Верховную Раду законопроект, предусматривающий созыв общенационального референдума, который должен состояться до конца года, с просьбой к населению следует ли Исландии возобновить переговоры о присоединении к Европейскому союзу.
26295	33	Премьер-министр Якобсдоттир не проявил особого энтузиазма по поводу этого развития событий, заявив, что референдум может состояться только тогда, когда большинство депутатов проголосуют за него, и что в настоящий момент Исландия не должна принуждать себя к вступлению в Европейский Союз.
26295	35	Проблема, на которую также указал Якобсдоттир, заключается в том, что большинство парламента, имеющего 63 места, не поддерживает референдум, а поддерживают только социал-демократы, Либеральная партия и Пиратская партия.
26297	3	Глобализация, какой мы ее знаем, должна измениться сначала с пандемией, а затем с российской войной на Украине. От изменений в цепочках поставок к цепочкам поставок сырья
26297	5	Пандемия Covid-19, серьезные сбои в работе морского транспорта (например, судно Ever Given, застрявшее в Суэцком канале, или контейнеровозы, остановившиеся из-за войны на Украине), возрождение популистского национализма и растущая напряженность между Китай и все его основные торговые партнеры побудили ученых провозгласить смерть глобализации. Однако впереди нас ждет не менее глобализированный мир.
26297	7	Появление Коронавируса больше, чем другие события, продемонстрировало хрупкость глобальных цепочек поставок сырья и существенно ускорило так называемую тенденцию «деглобализации», термин, который технически означает «преодоление глобализации путем стимулирования местных рынков».
26297	9	Деглобализация, слоубализация
26297	10	Таким образом, деглобализацию следует понимать не как нечто экстремальное, дефлаграцию глобализации, которая характеризовала мировую экономику на протяжении 40 лет, а скорее как то, что The Economist определил как замедление, то есть замедление тенденций финансово-экономической интеграции между странами.
26297	12	Вместо того, чтобы отступить, глобализация принимает форму, в значительной степени неизвестную даже аналитикам.
26297	14	«Чуть более чем за три десятилетия миллионы семей по всему миру впервые смогли купить автомобили и телевизоры, одежду и кондиционеры. Многие из этих потребительских товаров в основном производятся фабриками с «дешевой» рабочей силой в азиатских странах, которые, однако, используют ресурсы (сырье) из других стран: это тот тип деятельности, который мы имеем в виду, когда говорим о «глобализации». . Поскольку производство переместилось из Европы, Северной Америки и Японии в Китай, Вьетнам и Индонезию, цены на многие потребительские товары сейчас ниже, чем они были на рубеже веков», — пояснил Мохамед Эль-Эриан, президент Королевского колледжа Лондона. , который провел для Международного валютного фонда конференцию под названием «Навигация по новым нормам в промышленно развитых странах».
26297	16	Таким образом, объявить начало деглобализации означает исчезновение тех тенденций, которые поддерживали глобализацию. В Северной Америке, Европе и Азии население растет медленно — или сокращается — и быстро стареет. Почти во всех странах со средним и высоким уровнем дохода создается меньше новых семей, а пожилые покупают меньше товаров и более склонны тратить деньги на путешествия и отдых.
26297	18	Эффективность против устойчивости
26297	19	Пандемия была лишь последним, хотя и самым значительным, в серии неблагоприятных событий для глобализированной модели. Есть очевидные геополитические проблемы, не последней из которых является война на Украине. Но в основе деглобализации лежит геополитическая напряженность между Китаем и США и в целом отношения зависимости (включая Европу), установившиеся с Китаем, «мировой фабрикой» по преимуществу: «Помимо этих трудностей экономической политики, то есть проблема энергии, которая не только приводит к росту счетов для частных лиц, но и имеет важные последствия для производства и затрат компаний. Кроме того, мы склонны забывать, как сбои в цепочках поставок, связанные со стихийными бедствиями, вызванными климатическим кризисом, приводят к потерям в миллиарды долларов в виде остановок производства и упущенной выгоды», — пишет Марк Левинсон, экономист и историк журнала Economist and Independent. которая только что опубликовала книгу «Коробка» на эту тему. Это связано со сложностью цепочек поставок, из-за которых самим менеджерам трудно отслеживать события, если не в определенных случаях, иметь полное представление о них, что приводит к отсутствию подготовки с точки зрения управления рисками, т.е. управление.
26297	21	Роль технологий в деглобализации: нет, это не то, что вы думаете
26297	22	Даже технологии — это кажется парадоксом, но вы увидите, что это не так — способствуют деглобализации, потому что ограничивают торговлю. Пример привел экономист Марк Левинсон в статье предпоследнего майского номера журнала Economist: «В 2021 году все автопроизводители объявили о крупных инвестициях в электромобили. Возможно, — пишет он, — это замечательная новость для окружающей среды, но она окажет негативное и во многих случаях фатальное влияние на десятки тысяч компаний, входящих в цепочки поставок автопроизводителей: в среднем электромобиле задействовано несколько на тысячу меньше, чем автомобиль внутреннего сгорания аналогичного размера». Но есть не только этот случай, о котором сообщают газеты и в Италии: потребителям во всем мире больше не нужны стереосистемы — все более нишевый рынок — когда они могут покупать услуги потоковой передачи музыки на своих смартфонах. Что касается бизнеса, то во многих странах более пятой части инвестиций в настоящее время тратится на исследования, программное обеспечение и другие нематериальные затраты, а не на машины и оборудование. Модернизация промышленных объектов часто означает загрузку программного обеспечения, а не замену оборудования, что еще больше снижает продажи завода. Такие инновации, как облачные вычисления, позволяют компаниям обмениваться компьютерами так же, как совместное использование велосипедов позволяет людям делиться велосипедами, ограничивая общий спрос на физические товары такого типа.
26297	24	Решоринг, или «большая отдача»
26297	25	"Отрывок из эссе профессора Мохамеда Эль-Эриана представляет собой эффективный синтез того, как глобализация меняется, «сползая» в сторону «деглобализации»: «Мировое производство становится все менее важным для глобальной экономики, и по этой причине мы также являемся свидетелями явления сокращение рабочей силы, занятой на фабриках в тех странах — часто в Юго-Восточной Азии, — в которых производственные цепочки в последние годы были делокализованы. Рука об руку с этим явлением мы являемся свидетелями экспоненциального роста автоматизации, которая устраняет (или ослабляет) немногие признаки «переориентации» промышленного производства из «низкооплачиваемых» азиатских стран в «высокооплачиваемые» страны Европы и Северная Америка"". И наоборот, считает EL-Erian, существуют убедительные доказательства того, что производители и розничные продавцы пытаются контролировать риски, диверсифицируя источники ключевых компонентов и готовой продукции, а не производя все на гигантских заводах, расположенных в Азии. Для многонациональной компании ориентированный на экспорт завод в Мексике или Марокко, скорее всего, дополнит, а не заменит завод в Китае."
