doc_id	paragraph_id	po-ru
2562	11	"Путин - расчетливый психопат, который как будто рвался к конфликту, он только и ждал повода, а США и ""помощники США"" дали этот повод России. Началось втягивание Украины в НАТО, и здесь каждый мыслящий человек прекрасно знал, что Россия никогда и никогда не допустит этого, а будет «вынуждена» к военному вторжению, и тогда будет запущен «военный пожар», над которым де-факто никто не преобладает и чье развитие невозможно предсказать."
2562	13	Еще раз подчеркну, что достаточно было прекратить втягивать Украину в НАТО и даже передать России те так называемые «мятежные республики» на востоке Украины, и мир был бы и по сей день. Однако этого не произошло. Началась война, которая может перерасти в глобальный конфликт, а это также будет означать, что Польша пострадает, остается горячо молиться, чтобы наша Родина осталась на картах и ​​была суверенной.
2562	15	Гибнут люди, гибнут женщины, дети, солдаты, мужчины, происходит великая трагедия, которую мы даже не в состоянии до конца осознать своим умом. Всего этого можно было избежать очень простым, до ужаса легким способом. Но вместо этого сегодня мы продолжаем двигаться к войне, к эскалации этого конфликта. Дорогие друзья, Литва начала блокаду Калининградской области, чтобы русские не могли доставлять туда припасы по суше.
2562	17	В польских СМИ появились заголовки вроде «Литва душит Россию». В свою очередь россияне прямо говорят о провокации и принуждении к созданию «гуманитарной миссии» (т.е. наземного вторжения) в Калининградскую область. Вы видите, к чему это приводит? Ну, вместо того, чтобы попытаться смягчить войну, прекратить ее, Литва, Польша или США стремятся к эскалации конфликта, чтобы он происходил уже не только в Украине, но и перекинулся на соседние страны, в том числе и на Польшу.
2562	19	"И че теперь? В СМИ кричат: ""Война, война, война!"" Политики правящей партии кричат: ""Война, война, война!"" Но, на мой взгляд, они будут первыми из страны, кто «сдастся», когда на польской территории разразится война, потому что у них есть для этого деньги и связи. Они тоже предатели, на мой взгляд. С другой стороны, многие и многие простые польки и поляки не убегут из республики, а вместо этого увидят, как бомбы рвутся прямо возле их домов, а может быть, прямо в их домах."
2562	21	Они увидят смерть своих близких, им в глаза заглянет голод, они увидят кровь, плач, скрежет зубов, великие народные трагедии. Отчасти так выглядит война, так стоит ли торопиться с ней, как это делают политики правящей партии? Я спрашиваю, оно того стоит? К сожалению, на данный момент уже можно нанести удар по Польше ракетами или с земли. На мой взгляд, если бы такое нападение и произошло, то осенью или зимой. Вот почему я призываю вас сегодня запастись лекарствами и необходимыми вещами (даже электрогенераторами).
2563	3	Сегодня в Мадриде начинается саммит НАТО, страны-союзники должны семикратно увеличить свои силы быстрого реагирования. Все также ожидают, что Китай и Россия будут официально объявлены враждебными странами, даже если это эвфемистически выражается по-другому.
2563	5	Идет странная война НАТО с Россией, хотя формально ее нет. Украинско-российская война де-факто является опосредованным конфликтом между США и Россией, но вольно или невольно многочисленные страны-члены НАТО, поставляющие Украине оружие, стали участниками боевых действий.
2563	9	Россия открыто требует прекращения такой продолжительной войны, но НАТО стремится к эскалации вместо того, чтобы рассматривать ее. Так можно интерпретировать попытки Литвы блокировать Калининградскую область. Можно только догадываться, чем это может закончиться, и выглядит это не очень хорошо.
2563	13	"Россия уже заявила, что ответит на запрет транзита в Калининград. Бывший президент России Дмитрий Медведев, сменивший Жириновского на посту кремлевского агента по угрозам после смерти Жириновского, говорит, что угрозы будут очень жесткими, ""способными перекрыть кислород Литве""."
2563	17	Медведев также угрожает, что Швеция и Финляндия могут легко вступить в НАТО, но Россия и в этом случае будет готова принять ответные меры. Неизвестно, что это будет, но можно подозревать, что речь идет о пропагандистском размещении пусковых установок «Искандеров» ближе к своим границам.
2563	21	Польское правительство поддерживает стремление Швеции и Финляндии вступить в НАТО. Если страны НАТО согласятся на присоединение, согласие будет дано в виде акта и ратификации. Единственным тормозом в настоящее время является президент Турции Реджеп Эрдоган, который особенно отказывается принять Швецию, которую он считает рассадником терроризма.
2563	25	В Мадридском саммите участвует турецкая делегация самого высокого уровня, и наверняка Турция, как серьезная страна, не будет продаваться дешево. В свою очередь, российская пропаганда описывает встречу НАТО как «центр принятия решений в поддержку украинских националистов».
2563	29	Согласно нашей пропаганде, нынешняя встреча государств НАТО должна стать ответом на вызовы, с которыми альянс столкнулся в последние месяцы. Было объявлено, что будет обсуждаться вопрос об увеличении численности ее войск в Польше до 300 тысяч человек. К сожалению, эти декларации неизбежно указывают на то, что мы готовимся к войне с Россией, а может быть, и с Китаем.
2563	33	В ходе мадридского саммита Китай будет объявлен главным и наиболее важным соперником, который будет включен в новый стратегический документ НАТО. Это означает, что Североатлантический альянс, к сожалению, станет инструментом в руках США, борющихся за сохранение мировой гегемонии.
2563	37	Китай предупреждает НАТО, обвиняя его в том, что он уже натворил достаточно беспорядка в Европе. В свою очередь, польские власти рассчитывают, что в новой стратегической концепции НАТО Россия будет определена как агрессор. По польским властям видно, кто и что такое Россия. При этом было заявлено, что в дипломатии слово «враг» нужно использовать очень осторожно, поэтому МИД Польши предлагает слово «противник».
2565	1	Укршайба, или Менталитет рабов
2565	3	В любом конфликте симпатии наблюдателей на стороне более слабого, и это совершенно естественно. В случае с войной на Украине для поляков также важны исторические вопросы и желание иметь некий буфер против сверхдержавы, которой, несмотря на многие слабости, все же является Россия. Однако следование точке зрения Киева по любому вопросу несет в себе признаки аберрации, которую можно охарактеризовать как укрозайбу.
2565	5	В период «народной Польши» рабский менталитет заставлял смотреть на все через призму интересов Москвы. В экономике она приобрела колониальный вид, когда, например, уголь в СССР продавали по 10% от рыночной цены и в то время, когда западные получатели были готовы нормально платить. Всем известно, чем закончилась эта лунная экономика. В 2022 году вновь дал о себе знать рабский менталитет правителей и реципиентов пропаганды режима. Не обошли вниманием и русские пельмени. В вопросе о Волыни любого, кто поднимает этот безумный зверство, немедленно превозносят как «русскую пизду», и есть даже гуманоидные существа, которые пытаются оправдать волынскую резню якобы «польской оккупацией» и «преследованием». Поляки после долгих лет разделов наступали топорами и вилами на немцев, австрийцев или русских? Когда годами крутые поляки оставались равнодушными к нищете и страданиям своих соотечественников, после 24 февраля 2022 года им досталось пресловутое «похуй» на украинцев. Подчеркнем четко: в помощи жертвам войны нет ничего плохого, но есть один принципиальный предел - благо поляков. Когда мы читаем, что менеджеры Третьей Республики Польши взяли кредит в 450 млн евро на помощь беженцам из Украины, а ранее Турция просто получила от ЕС 6 млрд евро на поддержку иммигрантов из Сирии и других стран, мы спрашиваем, где же предел угодничества и раздачи, за который будут платить польские налогоплательщики? Война идет на небольшой части территории Украины, но варшавское правительство решило принять всех и выплатить социальные пособия, которые до сих пор были зарезервированы для польских граждан. На конец июня 2022 года военная помощь Украине из Варшавы должна была превысить 1,8 млрд евро. 230 танков было передано без гарантии «компенсации» за ослабление собственного оборонного потенциала, как это сделали другие страны, например Словакия или Чехия.
2566	3	Немецкая «восточная политика» жизнь за жизнью. Был ли действительно прорыв в политике Берлина 24 февраля?
2566	5	"Времена, политические системы, канцлеры, даже территориальная форма государственности нашего западного соседа меняются - только немецкая ""восточная политика"" кажется неизменной, независимо от того, находится ли столица в Бонне или Берлине.С другой стороны, меняется Россия. - но царская ли это ""белая Россия"" или советская ""красная Россия"" (если использовать термины, сформулированные Яном Кухаржевским) или путинская посткоммунистическая Российская Федерация, она занимает особое место в берлинской политике."
2566	7	Германия на службе России
2566	9	От куда это? Прежде всего по двум причинам. Первый — история. Во-вторых, это убеждение, что крупные государства по определению должны вести переговоры над головами более мелких государств, они должны диктовать порядок, а другим придется найти в нем свой путь. Одна из самых выдающихся, но в то же время самых противоречивых правительниц России, царица Екатерина II родилась немкой, иначе в Щецине, как Зофия Фридерика Августа фон Анхальт-Цербст. Царица Екатерина – пример одного из самых вековых коллективных служений немцев Российскому государству. Коренные немцы и их дети стали генералами и губернаторами в 18 и 19 веках. Они служили Российскому государству, но не забывали о своих корнях. К тому же врагом России был Наполеон и поляки, а не пруссаки. Не превратилось ли сочетание коренной немецкости и российской государственности в программный антиполонизм? Вот что царица Екатерина говорила о поляках своему министру иностранных дел Никите Панину: «Нужно разобрать этот народ изнутри, убить его нравственность. (...), Если нельзя сделать его трупом, то хотя бы сделать его похожим на больного, гноящегося и гниющего в своей постели... Надо привить ему чуму, вызвать наследственную проказу, вечную анархию и раздор. .. Мы должны научить брата доносить на брата, а сына прыгать в глотку отцу. Их нужно разбить, чтобы они разделились и сражались, вечно ища где-то арбитра». Авторство этих слов приписывается немке, правившей Россией и приведшей к трем разделам Польши, хотя у нее не только был роман с польским дипломатом, впоследствии королем Станиславом Августом, но и был от него ребенок, дочь Анна Петровна, официально признанный мужем Екатерины царем Петром III (это дело было секретом Полишинеля, а сам царь был в такой ярости, что хотел, чтобы дело разрешилось так называемой Тайной канцелярией).
2566	11	"В прекрасном британском художественном фильме ""Последние цари"" о конце династии Романовых показана реальная сцена, когда жена последнего царя России Николая Романова - Александра Романова, т.е. Виктория Алисия Елена Луиза Беатриса Гессен-Дармштадтская , также родившаяся как немка, умоляет мужа в 1914 году не идти на войну с Германией. Она считала, что это будет не только ее личной бедой, но и трагедией для обеих стран. Так же думал и знаменитый Распутин, желавший отговорить царя от этого намерения. Это лишь напоминание о том, что русские правители немецкого происхождения оставались в какой-то степени верными своей первой родине."
2566	12	Новые времена - старые порядки или Берлин вписан в политику Москвы (и наоборот)
2566	14	"Во времена Германской Федеративной Республики, позже преобразованной в Федеративную Республику Германии, и сосуществования двух германских государств, принадлежащих к двум разным политическим блокам, осью политики Бонна было выстроить отношения с Советским Союзом таким образом, чтобы гарантировать Москве, что западная Германия, несмотря на наличие американских военных баз в результате американской оккупации страны Германией после Второй мировой войны, - они не будут, однако, напрямую картой в геополитической колоде Вашингтона. Вопреки стереотипу, не только социал-демократы, хотя особенно щеголяли этим, вроде Вилли Брандта и Гельмута Шмидта (с ним я познакомился много лет спустя в Гамбурге на конференции, где я был министром польского правительства), но и христианские демократы у ХДС и ХСС были особые отношения с Москвой. Они были далеки от «холодной войны» и близки к «умиротворению» в стиле политики премьер-министра Ее Величества Невилла Чемберлена в отношении Германии в конце 1930-х годов. Немцы Поволжья, немецкое меньшинство в СССР, немцы в Казахстане имели свои школы, и их дети могли учить родной язык - в отличие от поляков. Таким путем Бонн добился либерализации и в отношениях со вторым, коммунистическим германским государством — Восточной Германией, что гарантировало, по крайней мере частично, т. н. воссоединение семьи, т.е. согласие на весьма ограниченную или выборочную, но тем не менее, эмиграцию в Западную Германию, но уже не гарантировавшую избежания шпионажа со стороны ""красного Берлина"" - ""капиталистического Бонна""."
2566	16	Долгосрочной политической целью элиты GFR/FRG было, конечно же, объединение двух германских государств. Однако это было достигнуто не благодаря мягкой «восточной политике», а благодаря навязыванию США гонки вооружений Советской России в духе «холодной войны».
2566	18	После падения коммунизма постсоветская Российская Федерация с населением в 150 миллионов человек и колоссальным рынком представляла собой большие возможности для экономики Германии. Берлин воспользовался этой возможностью, установив особые отношения с Кремлем. Сначала он был бенефициаром «свободы», слабости российского государства при Борисе Ельцине, а затем и того, что с Путиным можно было разговаривать по-немецки. Политика Германии во многом соответствовала политике России. На протяжении последних тридцати лет Москва не очень хотела вести переговоры с Евросоюзом, пришедшим на смену ЕАЭС: она предпочитала двусторонние переговоры с крупнейшими западноевропейскими странами, в первую очередь с Германией и Францией. «Великие» и «большие» в течение многих лет фактически предполагали, что такой европейский «баланс сил» должен быть создан, чтобы гарантировать интересы прежде всего Москвы, Берлина и Парижа.
2566	19	Они были, есть и будут вместе?
2566	21	Характерно, что политика близких отношений между Москвой и Берлином продолжалась и после февраля 2014 года, когда Россия отобрала у Украины Крым, а по сути еще Донецк и Луганск. Были введены непоследовательные, неглубокие санкции, а вопрос об исключении России из системы SWIFT вообще не решался. Каждые полгода Совет Европы во главе с Германией единогласно продлевал санкции против РФ, но это был своего рода театр, потому что за кулисами Белин построил Северный поток с Москвой и нейтрализовал Украину вместе с Францией в неудачном Нормандском формате , который фактически служил России для подготовки к войне.
2566	23	Характерно, что в то время Германия вместе с Францией, а также с Италией заблокировала польско-американскую инициативу 2008 года представить на саммите в Бухаресте «дорожную карту» по присоединению Грузии к Североатлантическому договору. Германия умело разыграла «правочеловеческую» карту, пригвоздив к позорному столбу постсоветские государства, которые хотели вырваться из-под опеки России или хотя бы уменьшить свою зависимость от нее, такие как Украина или Азербайджан, а затем и Казахстан. Таким образом, Берлин де-факто гарантировал Москве статус-кво и сохранение своего влияния. Даже сейчас (sic!) эта политика продолжается в контексте Грузии и не позволяет ей получить статус страны-кандидата в ЕС.
2567	3	Британский генерал Патрик Сандерс утверждает, что сейчас мы находимся в том же месте, где была Европа незадолго до начала Второй мировой войны. «За все годы, проведенные в военной форме, я никогда не сталкивался с такой явной угрозой принципам суверенитета и демократии и свободе жить без страха перед насилием», — сказал он.
2567	5	Высокопоставленный британский генерал сравнил вторжение России в Украину с агрессией нацистского лидера Адольфа Гитлера перед Второй мировой войной. Он подчеркнул, что необходимо мобилизовать все силы, чтобы не допустить распространения продолжающейся войны на Европу.
2567	7	"Сейчас, как и тогда, наш выбор будет иметь несоразмерное влияние на будущее», — заявил начальник Генерального штаба генерал Патрик Сандерс во время выступления на конференции в Лондоне.
2567 9 Это наш момент 1937 г. Мы не находимся в состоянии войны, но мы должны действовать быстро, чтобы не быть втянутыми в нее из-за неспособности сдержать территориальную экспансию», — добавил он."
2567	11	Сандерс выразил уверенность в том, что мир переживает такой же важный исторический период, как тот, который привел ко Второй мировой войне, до того, как нацистская военная машина развязала полномасштабную войну и оккупировала большую часть Европы. Генерал заявил, что британская армия мобилизуется не для ведения войны, а для ее предотвращения.
2567	13	"Для нас видение европейской наземной войны — это не просто отдаленное видение грозовых туч, катящихся по горизонту, мы видим это сейчас», — сказал он.
2567 15 За все годы ношения в погонах я не испытывал такой явной угрозы принципам суверенитета и демократии и свободы жить без страха перед насилием, как продолжающаяся война России на Украине и экспансионистские амбиции президента России Владимира Путина», — добавил Сандерс."
2567	17	Его слова прозвучали в тот момент, когда некоторые мировые лидеры направляются в Мадрид на предстоящий саммит НАТО. Военный альянс объявил во вторник, что увеличит размер своего подразделения быстрого реагирования с 40 000 до 40 000 человек. до 300 тысяч солдаты.
2567	19	Тем временем Россия постепенно укрепляет свои позиции на Донбассе в восточной части Украины, где война стала ареной смещения фронтов, артиллерийских перестрелок и контрнаступлений.
2568	1	За кулисами переговоров Макрона с Путиным. Узнали причину вторжения в Украину
2568	3	«Президент, Европа и война» — французский документальный фильм, показывающий закулисье переговоров Эммануэля Макрона с Владимиром Путиным, Олафом Шольцем, Борисом Джонсоном и Владимиром Зеленским с 20 февраля до прибытия западных лидеров в Киев. Президент России в записи среди прочего говорит: о мотивах нападения на Украину.
2568	5	Основные темы фильма режиссера Ги Лагаша, который транслировался по телевидению France 2, — страх перед эскалацией войны в Украине, риск ядерного конфликта, все более радикальные действия Путина и стратегия дипломатии во главе с Елисейским дворцом.
2568	6	Вот почему Путин напал на Украину
2568	8	Лагаш уполномочен записывать весь разговор президента Франции и президента России 20 февраля, фрагменты которого уже несколько дней публикуются в СМИ.
2568	10	"Это не демократически избранное правительство. Они пришли к власти в результате государственного переворота, люди были сожжены заживо, было кровопролитие, и Зеленский — один из виновных», — сказал тогда Путин.
2568 12 Российский политик также заявил, что в основе диалога лежит учет интересов другой стороны, а пророссийские сепаратисты на Донбассе делали такие предложения украинцам, но ответа на них не получили.
2568 14 Однако Макрон отмечает, что Россия является стороной Минских соглашений, и они не предусматривают, что предложения, представленные сепаратистами, должны стать основой для диалога.
2568 16 Когда ваш переговорщик пытается заставить украинцев говорить на основе планов сепаратистов, он не соблюдает Минские соглашения. Не сепаратисты будут выступать с предложениями по правам украинцев!"" - заявил Макрон."
2568	18	"Он добавляет, что у него перед глазами текст договоренностей и там написано: предложения представлены правительством Украины по согласованию и с согласия представителей некоторых регионов Донбасса в рамках трехсторонней контактной группы. ""Это именно то, что мы предлагаем. Так что я понятия не имею, где ваш адвокат изучал право"", - говорит Макрон. Он также сказал, что не знает, какой юрист может удостоверить, что в суверенном государстве тексты законов представлены сепаратистскими группировками. , не демократически избранная власть ."
2568	19	Путин: Я в спортзале, а сейчас хочу пойти поиграть в хоккей
2568	21	"Президент Франции заявил, что разговаривал с Зеленским и попросил его успокоить ситуацию в социальных сетях и в украинских вооруженных силах. Однако он призвал Путина успокоить и российские вооруженные силы. ""Вчера было много взрывов. Если мы хотим дать шанс диалогу, нам нужно успокоить ситуацию в регионе"", - добавил он."
2568	23	Макрон вспоминает разговор с Джо Байденом, который, как заверил французский президент, готов встретиться с Путиным, поэтому французский президент предлагает провести беседу двух лидеров в Женеве в ближайшие дни. Путин отвечает, что это предложение стоит рассмотреть и обсудить с советниками обоих президентов. Разговор заканчивается тем, что Путин замечает, что занимается в тренажерном зале и хотел бы пойти поиграть в хоккей.
2568	25	Советники Макрона, в том числе главный дипломатический советник Эммануэль Бонне, открыто говорят в видео, что Путин использует ложь.
2568	26	Политика за кулисами
2568	28	Документальный фильм начинается с репортажа о приезде Макрона в Киев и встречи с Зеленским 8 февраля, в ходе которой раскрывается закулисье торговых переговоров между Францией и Украиной относительно заключения французскими компаниями инвестиционных контрактов. В документе также много места уделено речи Макрона о будущем Европы и ее видении, которую он произнес в Европарламенте в Страсбурге.
2568	30	Лагаш также становится свидетелем бесед Макрона со своими советниками, его подготовки к выступлениям на телевидении и его кризисных совещаний Совета обороны в бункере под Елисейским дворцом после вторжения России в Украину 24 февраля. Сцены из выступлений западноевропейских политиков сопровождаются кадрами из нападений, в том числе, на на Киев, Мариуполь и крутые фото из Бучи. В окружении Макрона большое беспокойство вызывали атаки России на украинские АЭС и «угроза второго Чернобыля», а также риск ядерного конфликта.
2568	32	В фильме практически не упоминается Польша, Прибалтика, Румыния или Молдавия, а также информация о волне военных беженцев, пересекающих границы этих стран. Также были опущены все выступления польских и восточноевропейских лидеров как на встрече в Версале, так и во время саммита 27 стран ЕС по войне в Украине.
257	3	В среду представители США и Германии подтвердили ранее появившуюся в прессе информацию о том, что две страны достигли договоренности о прекращении спора вокруг строительства газопровода «Северный поток — 2», а это значит, что у украинцев более чем достаточно оснований опасаться за свою будущее.
257	5	Будапештский меморандум
257	7	Сегодня никто не помнит (точнее, не хочет вспоминать), что на какое-то время Украина была ядерной державой, благодаря чему другие державы дали ей гарантию полной безопасности. Произошло это сразу после распада СССР. На тот момент независимое Украинское государство заявляло, что в его руках находится 176 стратегических и более 2,5 тысяч активов. тактические ракеты с ядерными боеголовками. Больше на тот момент было только у США и России. Обе эти страны вместе с Западной Германией, Францией и Великобританией немедленно начали давить на Киев, чтобы тот передал России весь арсенал. Это было сделано незаметно, потому что у независимой Украины не было причин возвращать то, что она юридически унаследовала от СССР. Давление со стороны сверхдержав принесло свои плоды, и в декабре 1994 года на Будапештском саммите Организации по безопасности и сотрудничеству в Европе (ОБСЕ) президент Леонид Кравчук заявил об отказе Украины от своих амбиций остаться ядерной державой. Весь Запад рукоплескал ему за передачу ракет и ядерных боеголовок России. Вашингтон тогда обещал экономическую поддержку, а Москва обещала дешевое топливо и электроэнергию. К так называемому Будапештский меморандум включал гарантии безопасности в обмен на отказ от ядерного оружия. Кремль и западные державы письменно обещали, среди прочего, защита независимости Украины и «неприкосновенность существующих границ».
257	9	Крым и война на Донбассе
257	11	Прошло двадцать лет, и украинцы мечтали выйти из сферы влияния России, потому что хотели, как Польша и другие страны Центральной Европы, присоединиться к богатому Западу. Свержение президента Виктора Януковича и стремление нового правительства вступить в НАТО и Европейский союз поставили под угрозу имперские планы Владимира Путина. Не сумев одним махом подчинить себе всю Украину, российский президент аннексировал Крым и начал войну на Донбассе. Запад ответил умеренно обременительными санкциями. Через два десятилетия после подписания Будапештского меморандума Россия захватила большую часть территории Украины и перекрыла поставки дешевого топлива, а остальные подписавшие документ не выполнили данные Киеву гарантии. Таким образом украинцы на собственном горьком опыте выяснили, что есть разница между тем, есть ли у вас бумажка, подписанная представителями сверхдержав, или ваши собственные ядерные боеголовки. У экономически слабой, практически разоруженной страны (при Януковиче расходы на армию были сведены к символическим суммам) есть один козырь. Это была сеть газопроводов, по которым газ из России транспортировался в Западную Европу (основным его получателем была и остается Германия). Полномасштабная война 2014 года грозила повредить передающую сеть или, в отчаянии, сами украинцы ее заблокировали. В то время по газопроводу «Северный поток-1» по дну Балтийского моря ежегодно прокачивалось около 55 млрд м3 газа. Максимальная пропускная способность газопровода «Ямал-Европа», проходящего через Беларусь и Польшу, составляет 33 млрд м3. Около 65 млрд м3 газа ушло на Запад по газопроводам через территорию Украины. Легко понять, что поход российской армии на Киев мог стоить Москве внезапной потери до 50 процентов ВВП. доходы от экспорта голубого топлива плюс еще более жесткие санкции со стороны Запада. И что хуже всего, западным получателям во главе с Германией будет предложено искать других поставщиков. Быстрое расширение газовых терминалов открыло бы ЕС для поставок сжиженного газа из США и Ближнего Востока. Возможно также строительство новых трубопроводов из норвежских и британских месторождений. Риск больше не рассчитывался. Таким образом, Кремль даже отказался от борьбы за то, чтобы отрезать от Украины еще одну территорию, соединив Крым напрямую с Россией. Хотя и вынужденная, ведь в настоящее время полуостров отрезан от ключевых водных источников, и единственное, что связывает его с остальной частью Российского государства, — это Крымский мост через Керченский пролив.
